Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1954,Regular Season,Takahashi Unions,16,"Taki, Yoshihiko",P,55,101,95,0.211,0.227,0.253,0.480,6,0,20,16,4,0,0,24,0,3,2,,13,0,0,4,0,01003805
1954,Japan Series,Nishitetsu Lions,25,"Takakura, Teruyuki",CF,5,,18,0.222,,0.278,,,1,4,3,1,0,0,5,1,,2,,4,,,,,01003807
1954,Regular Season,Nishitetsu Lions,25,"Takakura, Teruyuki",CF,90,271,255,0.255,0.280,0.380,0.660,28,16,65,43,15,4,3,97,5,6,7,,50,3,2,7,0,01003807
1954,Regular Season,Toei Flyers,13,"Sasahara, Etsuro",PH,16,13,13,0.154,0.154,0.154,0.308,0,0,2,2,0,0,0,2,0,0,0,,5,0,0,0,0,01003809
1954,Regular Season,Mainichi Orions,11,"Aramaki, Atsushi",P,54,107,101,0.257,0.292,0.327,0.619,10,12,26,20,5,1,0,33,0,0,5,,12,0,0,1,0,01103801
1954,Regular Season,Daiei Stars,21,"Iio, Tameo",P,36,51,45,0.133,0.220,0.178,0.398,5,3,6,4,2,0,0,8,0,0,5,,16,3,0,1,0,01103803
1954,Regular Season,Mainichi Orions,31,"Inagaki, Sadao",2B,43,65,59,0.254,0.323,0.288,0.611,5,8,15,13,2,0,0,17,0,0,6,,7,2,0,0,0,01103805
1954,Regular Season,Mainichi Orions,40,"Iiyama, Heiichi",3B,15,34,33,0.242,0.265,0.242,0.507,4,1,8,8,0,0,0,8,0,0,1,,6,3,0,0,0,01103809
1954,Regular Season,Toei Flyers,28,"Asahara, Naoto",1B,129,492,437,0.229,0.305,0.359,0.664,47,63,100,70,15,3,12,157,11,10,47,,54,9,1,1,6,01103872
1954,Regular Season,Toei Flyers,18,"Imanishi, Rentaro",P,30,32,32,0.188,0.188,0.219,0.407,0,1,6,5,1,0,0,7,0,0,0,,6,0,0,0,0,01103892
1954,Regular Season,Hankyu Braves,20,"Ikeda, Zenzo",P,9,6,6,0.167,0.167,0.167,0.334,0,1,1,1,0,0,0,1,0,0,0,,1,0,0,0,0,01103894
1954,Regular Season,Hankyu Braves,5,"Uchio, Isamu",2B,9,5,5,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,01103898
1954,Regular Season,Kintetsu Pearls,8,"Nemoto, Rikuo",C,10,13,11,0.000,0.154,0.000,0.154,0,0,0,0,0,0,0,0,0,0,2,,2,0,0,0,0,01203805
1954,Regular Season,Kintetsu Pearls,37,"Nagai, Yasuo",P,22,21,15,0.000,0.211,0.000,0.211,2,1,0,0,0,0,0,0,1,0,4,,12,0,0,2,0,01203807
1954,Regular Season,Hankyu Braves,21,"Takada, Kosaku",P,10,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,01203809
1954,Regular Season,Kokutetsu Swallows,39,"Ugai, Katsumi",1B,85,263,251,0.247,0.267,0.331,0.598,21,23,62,49,9,0,4,83,6,5,7,,37,10,0,3,2,01303807
1954,Regular Season,Toei Flyers,36,"Ono, Hiroshi",3B,3,5,4,0.250,0.400,0.250,0.650,1,0,1,1,0,0,0,1,0,0,1,,1,0,0,0,0,01303809
1954,Regular Season,Hiroshima Carp,3,"Osawa, Nobuo",1B,111,465,408,0.257,0.336,0.358,0.694,39,47,105,78,19,2,6,146,8,3,48,,40,13,0,6,3,01303874
1954,Regular Season,Yomiuri Giants,16,"Kawakami, Tetsuharu",1B,129,561,510,0.322,0.374,0.453,0.827,64,87,164,121,27,8,8,231,26,8,41,,25,14,2,1,7,01303876
1954,Japan Series,Nishitetsu Lions,21,"Kawasaki, Tokuji",P,4,,5,0.200,,0.200,,,0,1,1,0,0,0,1,0,,0,,2,,,,,01303891
1954,Regular Season,Nishitetsu Lions,21,"Kawasaki, Tokuji",P,32,64,60,0.317,0.339,0.450,0.789,7,6,19,13,5,0,1,27,0,0,2,,11,2,0,2,0,01303891
1954,Japan Series,Chunichi Dragons,3,"Kunieda, Toshimichi",PR,1,,0,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,0,,,,,01303896
1954,Regular Season,Chunichi Dragons,3,"Kunieda, Toshimichi",PR,37,32,26,0.154,0.267,0.154,0.421,8,1,4,4,0,0,0,4,4,3,4,,6,0,0,2,0,01303896
1954,Regular Season,Osaka Tigers,4,"Komada, Keiji",P,28,40,37,0.135,0.179,0.135,0.314,2,3,5,5,0,0,0,5,0,0,2,,5,1,0,1,0,01303898
1954,Regular Season,Takahashi Unions,12,"Fujii, Seiichiro",P,5,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,01403805
1954,Regular Season,Mainichi Orions,26,"Hyodo, Tadashi",1B,21,31,31,0.097,0.097,0.129,0.226,0,2,3,2,1,0,0,4,0,0,0,,13,0,0,0,0,01403807
1954,Regular Season,Hankyu Braves,29,"Nara, Fujiya",PH,69,121,105,0.219,0.311,0.381,0.692,9,14,23,13,6,1,3,40,0,1,12,,28,1,2,1,1,01403809
1954,Regular Season,Toei Flyers,10,"Ueno, Shigeo",P,33,16,15,0.067,0.067,0.067,0.134,0,0,1,1,0,0,0,1,0,0,0,,6,0,0,1,0,01503801
1954,Regular Season,Hiroshima Carp,4,"Sugiura, Ryutaro",P,13,12,12,0.167,0.167,0.167,0.334,0,0,2,2,0,0,0,2,0,0,0,,1,0,0,0,0,01503803
1954,Japan Series,Chunichi Dragons,22,"Kawai, Yasuhiko",C,7,,12,0.250,,0.417,,,0,3,2,0,1,0,5,0,,0,,6,,,,,01503805
1954,Regular Season,Chunichi Dragons,22,"Kawai, Yasuhiko",C,68,192,164,0.244,0.322,0.433,0.755,21,29,40,23,9,2,6,71,2,4,18,,43,0,1,8,1,01503805
1954,Regular Season,Yomiuri Giants,25,"Kasahara, Masayuki",P,30,40,32,0.125,0.176,0.125,0.301,2,3,4,4,0,0,0,4,0,0,2,,6,0,0,6,0,01503807
1954,Japan Series,Nishitetsu Lions,5,"Ogi, Akira",2B,7,,16,0.312,,0.375,,,3,5,4,1,0,0,6,3,,1,,2,,,,,01503809
1954,Regular Season,Nishitetsu Lions,5,"Ogi, Akira",2B,101,280,250,0.216,0.285,0.368,0.653,27,26,54,32,11,6,5,92,15,5,22,,51,6,2,6,0,01503809
1954,Regular Season,Daiei Stars,29,"Takita, Masaharu",1B,117,495,434,0.283,0.369,0.419,0.788,50,39,123,84,26,6,7,182,12,7,58,,43,9,1,0,2,01503896
1954,Regular Season,Yomiuri Giants,28,"Naito, Hirofumi",2B,52,78,64,0.234,0.300,0.328,0.628,16,5,15,11,3,0,1,21,7,1,6,,7,2,0,8,0,01503898
1954,Regular Season,Hankyu Braves,12,"Shibata, Eiji",P,46,89,84,0.143,0.153,0.202,0.355,6,2,12,8,3,1,0,17,0,0,1,,15,3,0,4,0,01603801
1954,Regular Season,Mainichi Orions,15,"Miyazaki, Kazuo",P,26,33,29,0.207,0.258,0.207,0.465,1,1,6,6,0,0,0,6,0,0,2,,10,1,0,2,0,01603805
1954,Regular Season,Hiroshima Carp,11,"Mitsuyoshi, Tsutomu",P,2,2,2,0.500,0.500,1.000,1.500,0,0,1,0,1,0,0,2,0,0,0,,0,0,0,0,0,01603807
1954,Regular Season,Nankai Hawks,60,"Nomura, Katsuya",C,9,11,11,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,01603809
1954,Regular Season,Kintetsu Pearls,34,"Kimino, Kenichi",1B,20,55,51,0.176,0.236,0.216,0.452,1,1,9,7,2,0,0,11,0,0,4,,8,0,0,0,0,01703807
1954,Regular Season,Kintetsu Pearls,12,"Kayahara, Minoru",PH,45,77,73,0.178,0.221,0.260,0.481,11,6,13,10,1,1,1,19,0,0,4,,17,1,0,0,0,01703809
1954,Regular Season,Yomiuri Giants,18,"Nakao, Hiroshi",P,37,75,65,0.138,0.200,0.215,0.415,10,5,9,7,0,1,1,14,1,0,4,,16,0,1,5,0,01703878
1954,Regular Season,Yosho Robins,16,"Takano, Hiroyoshi",P,16,31,31,0.194,0.194,0.323,0.517,1,4,6,4,1,0,1,10,0,0,0,,6,1,0,0,0,01703892
1954,Regular Season,Mainichi Orions,25,"Betto, Kaoru",CF,108,370,339,0.248,0.305,0.401,0.706,51,45,84,56,15,2,11,136,34,6,27,,40,6,1,3,0,01703896
1954,Regular Season,Nankai Hawks,25,"Matsui, Atsushi",C,127,413,395,0.253,0.273,0.334,0.607,33,36,100,75,21,1,3,132,2,1,11,,54,11,0,4,3,01703898
1954,Regular Season,Kintetsu Pearls,23,"Yoshida, Yoji",P,4,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,01803805
1954,Regular Season,Osaka Tigers,21,"Hirose, Masahiko",P,7,5,5,0.200,0.200,0.200,0.400,0,0,1,1,0,0,0,1,0,0,0,,1,0,0,0,0,01803809
1954,Regular Season,Mainichi Orions,14,"Yamane, Toshihide",2B,12,9,8,0.250,0.333,0.250,0.583,1,1,2,2,0,0,0,2,1,0,1,,0,0,0,0,0,01903803
1954,Regular Season,Nishitetsu Lions,48,"Kuboyama, Makoto",PH,4,5,5,0.200,0.200,0.200,0.400,1,0,1,1,0,0,0,1,0,0,0,,1,0,0,0,0,01903809
1954,Regular Season,Hankyu Braves,26,"Fujii, Michio",LF,138,517,445,0.261,0.343,0.326,0.669,72,36,116,90,24,1,1,145,36,9,56,,33,10,0,13,3,03003801
1954,Regular Season,Daiei Stars,15,"Takamatsu, Toshio",P,38,61,53,0.245,0.298,0.321,0.619,5,3,13,10,2,1,0,17,0,0,4,,5,0,0,4,0,03103801
1954,Regular Season,Kokutetsu Swallows,31,"Mitsubayashi, Seiji",P,11,7,6,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,1,0,03103809
1954,Regular Season,Yosho Robins,3,"Fujii, Isamu",LF,112,433,397,0.264,0.318,0.433,0.751,37,55,105,71,16,3,15,172,2,1,28,,41,8,3,0,5,03103872
1954,Regular Season,Yomiuri Giants,29,"Matsuda, Kiyoshi",P,6,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,03203801
1954,Regular Season,Kintetsu Pearls,45,"Yamashita, Noboru",P,46,83,74,0.068,0.104,0.081,0.185,0,2,5,4,1,0,0,6,0,0,3,,25,0,0,6,0,03303809
1954,Regular Season,Osaka Tigers,13,"Tokuami, Shigeru",C,107,292,268,0.269,0.307,0.299,0.606,21,24,72,65,6,1,0,80,6,2,15,,13,5,0,8,1,03503801
1954,Regular Season,Mainichi Orions,28,"Lewis, Charlie",C,130,531,471,0.293,0.366,0.484,0.850,61,90,138,85,31,7,15,228,7,2,52,,36,10,2,0,6,03503809
1954,Regular Season,Mainichi Orions,20,"Kataoka, Hirokuni",PH,32,37,26,0.077,0.333,0.077,0.410,1,3,2,2,0,0,0,2,0,0,10,,11,0,0,0,1,11013801
