Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1955,Regular Season,Nankai Hawks,53,"Sato, Shigeo",1B,30,20,18,0.111,0.200,0.111,0.311,2,0,2,2,0,0,0,2,0,0,2,0,8,0,0,0,0,01003800
1955,Regular Season,Tombo Unions,16,"Taki, Yoshihiko",P,46,68,60,0.250,0.250,0.333,0.583,3,4,15,10,5,0,0,20,0,0,0,0,7,0,0,6,0,01003805
1955,Regular Season,Nishitetsu Lions,25,"Takakura, Teruyuki",CF,136,459,427,0.276,0.325,0.443,0.768,59,71,118,82,18,1,17,189,33,9,27,0,57,7,4,0,1,01003807
1955,Regular Season,Daiei Stars,27,"Arai, Shigeru",RF,17,32,29,0.241,0.313,0.310,0.623,1,0,7,6,0,1,0,9,1,0,3,0,9,0,0,0,0,01103800
1955,Regular Season,Mainichi Orions,11,"Aramaki, Atsushi",P,49,86,76,0.171,0.232,0.197,0.429,5,2,13,11,2,0,0,15,1,0,6,0,20,0,0,4,0,01103801
1955,Regular Season,Daiei Stars,21,"Iio, Tameo",P,37,47,45,0.133,0.170,0.133,0.303,1,0,6,6,0,0,0,6,0,0,2,0,16,0,0,0,0,01103803
1955,Regular Season,Mainichi Orions,40,"Iiyama, Heiichi",3B,7,4,4,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,01103809
1955,Regular Season,Toei Flyers,36,"Asahara, Naoto",1B,91,237,217,0.194,0.246,0.295,0.541,23,25,42,27,11,1,3,64,4,5,14,0,36,1,1,1,4,01103872
1955,Regular Season,Toei Flyers,18,"Imanishi, Rentaro",P,20,20,16,0.125,0.263,0.125,0.388,0,0,2,2,0,0,0,2,0,1,3,0,2,0,0,1,0,01103892
1955,Regular Season,Taiyo Whales,32,"Suzuki, Shigeru",P,11,12,12,0.083,0.083,0.083,0.166,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,01203800
1955,Regular Season,Kintetsu Pearls,37,"Nagai, Yasuo",P,51,60,52,0.115,0.193,0.135,0.328,6,3,6,5,1,0,0,7,0,0,5,0,30,0,0,3,0,01203807
1955,Regular Season,Hankyu Braves,21,"Takada, Kosaku",P,3,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203809
1955,Regular Season,Mainichi Orions,3,"Enomoto, Kihachi",1B,139,592,490,0.298,0.414,0.473,0.887,84,67,146,99,24,7,16,232,12,9,87,5,55,7,10,0,5,01303800
1955,Regular Season,Kokutetsu Swallows,8,"Ugai, Katsumi",1B,68,127,123,0.260,0.278,0.333,0.611,11,7,32,28,1,1,2,41,3,1,3,1,13,3,0,1,0,01303807
