Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1999,Regular Season,Hiroshima Toyo Carp,16,"Yamauchi, Yasuyuki",P,17,15,13,0.077,0.071,0.154,0.225,0,3,1,0,1,0,0,2,0,0,0,0,4,0,0,1,1,01003880
1999,Regular Season,Yomiuri Giants,61,"Horita, Ichiro",LF,11,3,3,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003884
1999,Regular Season,Yokohama BayStars,3,"Furuki, Katsuaki",PH,3,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003888
1999,Regular Season,Orix Bluewave,32,"Yanagisawa, Yuichi",PH,4,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01003889
1999,Regular Season,Yomiuri Giants,23,"Yanagisawa, Yuichi",C,1,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,01003889
1999,Regular Season,Yakult Swallows,61,"Ishii, Hirotoshi",P,25,4,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,01103882
1999,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",3B,114,372,327,0.229,0.305,0.321,0.626,28,34,75,57,12,0,6,105,0,1,36,1,49,11,0,8,1,01103883
1999,Regular Season,Osaka Kintetsu Buffaloes,22,"Isobe, Koichi",RF,130,384,336,0.232,0.293,0.327,0.620,42,27,78,54,20,0,4,110,1,0,26,0,24,11,4,16,2,01103884
1999,Regular Season,Hanshin Tigers,29,"Igawa, Kei",P,7,4,4,0.250,0.250,0.500,0.750,1,0,1,0,1,0,0,2,0,0,0,0,3,0,0,0,0,01103886
1999,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",PH,53,105,95,0.221,0.288,0.484,0.772,14,14,21,11,2,1,7,46,1,1,8,0,31,2,1,1,0,01103888
1999,Regular Season,Yakult Swallows,68,"Usami, Yasuhiro",PH,15,20,19,0.105,0.150,0.105,0.255,4,0,2,2,0,0,0,2,0,0,1,0,5,2,0,0,0,01103889
1999,Regular Season,Yomiuri Giants,39,"Mitsuyama, Hidekazu",C,38,68,61,0.115,0.194,0.131,0.325,2,0,7,6,1,0,0,8,0,0,5,1,16,1,1,1,0,01203862
1999,Regular Season,Seibu Lions,43,"Yokota, Hisanori",P,7,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203864
1999,Regular Season,Hiroshima Toyo Carp,37,"Nonogaki, Takeshi",3B,5,8,7,0.143,0.250,0.143,0.393,2,0,1,1,0,0,0,1,1,0,1,0,5,0,0,0,0,01203881
1999,Regular Season,Hiroshima Toyo Carp,26,"Yoshitoshi, Takinori",P,5,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203882
1999,Regular Season,Yokohama BayStars,14,"Morinaka, Masao",P,42,5,5,0.400,0.400,0.600,1.000,0,1,2,1,1,0,0,3,0,0,0,0,1,0,0,0,0,01203884
1999,Regular Season,Chiba Lotte Marines,12,"Fujita, Soichi",P,65,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203886
1999,Regular Season,Chiba Lotte Marines,17,"Muto, Junichiro",P,21,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203887
1999,Regular Season,Osaka Kintetsu Buffaloes,34,"Mende, Tetsuji",P,9,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203888
1999,Regular Season,Hiroshima Toyo Carp,11,"Kito, Makoto",P,24,32,27,0.037,0.037,0.037,0.074,0,0,1,1,0,0,0,1,0,0,0,0,13,0,0,5,0,01303864
1999,Regular Season,Chunichi Dragons,22,"Yamasaki, Takeshi",1B,113,410,354,0.246,0.345,0.528,0.873,59,75,87,43,16,0,28,187,1,0,50,1,99,11,4,1,1,01303868
1999,Regular Season,Hanshin Tigers,19,"Kawajiri, Tetsuro",P,20,32,28,0.179,0.179,0.179,0.358,1,0,5,5,0,0,0,5,0,0,0,0,6,0,0,4,0,01303880
1999,Regular Season,Seibu Lions,23,"Otsuka, Koji",PH,50,86,78,0.205,0.250,0.244,0.494,4,10,16,13,3,0,0,19,1,1,5,0,19,3,0,2,1,01303881
1999,Regular Season,Chunichi Dragons,25,"Kadokura, Ken",P,17,14,11,0.182,0.182,0.182,0.364,0,0,2,2,0,0,0,2,0,0,0,0,6,0,0,3,0,01303882
1999,Regular Season,Nippon-Ham Fighters,8,"Kataoka, Atsushi",3B,115,489,423,0.274,0.364,0.444,0.808,59,63,116,78,19,4,15,188,1,1,61,1,90,8,1,0,4,01303885
1999,Japan Series,Chunichi Dragons,34,"Yamamoto, Masahiro",P,1,,1,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,0,,,,,01403862
1999,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",P,25,60,47,0.085,0.218,0.085,0.303,4,6,4,4,0,0,0,4,0,0,8,0,19,1,0,5,0,01403862
1999,Regular Season,Hanshin Tigers,57,"Yamaoka, Hiroyuki",P,5,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01403886
1999,Regular Season,Chiba Lotte Marines,44,"Yoshitsuru, Kenji",C,72,158,138,0.283,0.353,0.413,0.766,23,15,39,30,4,1,4,57,1,1,15,0,24,5,0,5,0,01403887
1999,Regular Season,Nippon-Ham Fighters,42,"Withem, Shannon",P,17,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01403888
1999,Regular Season,Yokohama BayStars,21,"Nomura, Hiroki",P,8,10,8,0.000,0.111,0.000,0.111,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,01503866
1999,Regular Season,Yakult Swallows,7,"Kobayakawa, Takehiko",PH,23,21,19,0.105,0.190,0.263,0.453,1,2,2,1,0,0,1,5,0,0,1,0,5,0,1,0,0,01503869
1999,Regular Season,Yomiuri Giants,58,"Saito, Takayuki",PH,40,35,32,0.281,0.303,0.375,0.678,4,3,9,6,3,0,0,12,1,0,1,0,3,0,0,2,0,01503880
1999,Regular Season,Chunichi Dragons,41,"Kawano, Ryo",1B,3,10,8,0.250,0.333,0.625,0.958,2,3,2,1,0,0,1,5,0,0,1,0,2,0,0,1,0,01503881
1999,Regular Season,Orix Bluewave,61,"Kuriyama, Satoshi",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503884
