Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
2024,Regular Season,Chunichi Dragons,9,"Nakajima, Hiroyuki",PH,15,15,13,0.000,0.133,0.000,0.133,0,1,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,01005113
2024,Regular Season,Hiroshima Toyo Carp,34,"Takahashi, Kouya",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005134
2024,Regular Season,Yomiuri Giants,28,"Takahashi, Rei",P,11,13,13,0.154,0.154,0.154,0.308,1,0,2,2,0,0,0,2,0,0,0,0,5,0,0,0,0,01005136
2024,Regular Season,Fukuoka Softbank Hawks,16,"Higashihama, Nao",P,11,3,2,0.000,0.333,0.000,0.333,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,01005137
2024,Regular Season,Chiba Lotte Marines,35,"Tanaka, Haruya",P,4,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005157
2024,Regular Season,Tokyo Yakult Swallows,65,"Suzuki, Kyo",C,2,4,4,0.500,0.500,0.500,1.000,0,2,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,01005159
2024,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,52,"Ikeda, Takahide",P,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105134
2024,Regular Season,Hokkaido Nippon-Ham Fighters,52,"Ikeda, Takahide",P,29,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105134
2024,Climax Series - First Stage,Chiba Lotte Marines,23,"Ishikawa, Shingo",DH,1,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105135
2024,Regular Season,Chiba Lotte Marines,23,"Ishikawa, Shingo",DH,33,93,90,0.211,0.237,0.278,0.515,2,5,19,15,3,0,1,25,0,0,3,0,19,3,0,0,0,01105135
2024,Regular Season,Yomiuri Giants,63,"Izumi, Keisuke",P,35,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105138
2024,Regular Season,Fukuoka Softbank Hawks,55,"Ishizuka, Soichiro",1B,15,40,31,0.194,0.333,0.290,0.623,2,6,6,5,0,0,1,9,0,0,3,0,10,0,4,0,1,01105151
2024,Regular Season,Orix Buffaloes,20,"Abe, Shota",P,17,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105153
2024,Regular Season,Hanshin Tigers,63,"Ishiguro, Yuya",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105159
2024,Regular Season,Chiba Lotte Marines,29,"Nishino, Yuji",P,20,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,01205118
2024,Regular Season,Saitama Seibu Lions,20,"Tamura, Ichiro",P,28,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205134
2024,Regular Season,Chiba Lotte Marines,48,"Nakamura, Toshiya",P,17,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205138
2024,Regular Season,Tohoku Rakuten Golden Eagles,29,"Takada, Koichi",P,5,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205153
2024,Regular Season,Hokkaido Nippon-Ham Fighters,16,"Tatsu, Kota",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205155
2024,Regular Season,Hanshin Tigers,62,"Ueda, Kai",PR,59,11,11,0.273,0.273,0.455,0.728,11,3,3,2,0,1,0,5,4,1,0,0,3,0,0,0,0,01305130
2024,Regular Season,Chunichi Dragons,8,"Ohshima, Yohei",PH,75,125,116,0.198,0.256,0.250,0.506,7,5,23,17,6,0,0,29,1,1,9,1,11,0,0,0,0,01305131
2024,Climax Series - Final Stage,Yokohama DeNA Baystars,16,"Ohnuki, Shinichi",P,1,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,01305138
2024,Japan Series,Yokohama DeNA Baystars,16,"Ohnuki, Shinichi",P,2,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,01305138
2024,Regular Season,Yokohama DeNA Baystars,16,"Ohnuki, Shinichi",P,15,30,24,0.083,0.120,0.083,0.203,1,0,2,2,0,0,0,2,0,0,1,0,9,0,0,5,0,01305138
