Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
2003,Regular Season,Seibu Lions,32,"Hosomi, Kazushi",P,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003882
2003,Regular Season,Yomiuri Giants,44,"Horita, Ichiro",LF,17,20,20,0.100,0.100,0.250,0.350,3,1,2,1,0,0,1,5,2,0,0,0,8,0,0,0,0,01003884
2003,Regular Season,Yokohama BayStars,33,"Furuki, Katsuaki",3B,125,389,351,0.208,0.285,0.430,0.715,46,37,73,39,12,0,22,151,2,4,25,1,131,3,13,0,0,01003888
2003,Regular Season,Chunichi Dragons,00,"Yanagisawa, Yuichi",C,45,87,77,0.221,0.277,0.234,0.511,7,4,17,16,1,0,0,18,1,1,3,1,22,1,3,4,0,01003889
2003,Regular Season,Seibu Lions,56,"Nakajima, Hiroyuki",3B,44,98,89,0.258,0.327,0.449,0.776,12,11,23,15,3,1,4,40,1,2,5,0,22,0,4,0,0,01005113
2003,Regular Season,Yakult Swallows,16,"Takai, Yuhei",P,30,35,30,0.200,0.200,0.267,0.467,2,4,6,4,2,0,0,8,0,0,0,0,15,1,0,5,0,01005117
2003,Regular Season,Yakult Swallows,61,"Ishii, Hirotoshi",P,36,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103882
2003,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",3B,60,153,143,0.224,0.260,0.287,0.547,11,14,32,23,9,0,0,41,0,0,5,1,19,6,2,3,0,01103883
2003,Regular Season,Osaka Kintetsu Buffaloes,8,"Isobe, Koichi",RF,135,516,444,0.288,0.368,0.441,0.809,56,72,128,87,26,3,12,196,9,5,55,3,60,17,4,8,5,01103884
2003,Japan Series,Hanshin Tigers,29,"Igawa, Kei",P,1,,1,0.000,,0.000,,,0,0,0,0,0,0,0,0,,1,,0,,,,,01103886
2003,Regular Season,Hanshin Tigers,29,"Igawa, Kei",P,29,83,62,0.129,0.194,0.145,0.339,5,5,8,7,1,0,0,9,0,0,5,0,28,1,0,16,0,01103886
2003,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",1B,137,537,488,0.236,0.299,0.402,0.701,58,62,115,74,20,2,19,196,2,1,39,4,120,16,6,1,3,01103888
