Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1959,Regular Season,Kokutetsu Swallows,27,"Negoro, Hiromitsu",C,112,303,271,0.203,0.260,0.328,0.588,26,32,55,40,5,1,9,89,0,1,14,0,46,8,7,9,2,01003804
1959,Regular Season,Mainichi Daiei Orions,16,"Taki, Yoshihiko",P,10,0,0,0.000,,0.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003805
1959,Regular Season,Nishitetsu Lions,25,"Takakura, Teruyuki",CF,121,474,434,0.304,0.346,0.403,0.749,60,34,132,105,16,6,5,175,17,5,27,1,62,3,1,9,3,01003807
1959,Regular Season,Nankai Hawks,54,"Nakajima, Hiroyuki",2B,4,8,8,0.125,0.125,0.125,0.250,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,01003808
1959,Regular Season,Mainichi Daiei Orions,27,"Arai, Shigeru",PH,1,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103800
1959,Regular Season,Mainichi Daiei Orions,11,"Aramaki, Atsushi",P,55,57,48,0.146,0.180,0.229,0.409,3,3,7,5,1,0,1,11,0,0,2,0,7,1,0,6,1,01103801
1959,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",P,56,104,97,0.134,0.134,0.186,0.320,3,5,13,9,3,1,0,18,0,1,0,0,37,1,0,6,1,01103802
1959,Regular Season,Toei Flyers,17,"Iio, Tameo",P,52,63,60,0.167,0.180,0.200,0.380,3,1,10,8,2,0,0,12,0,0,1,0,21,0,0,2,0,01103803
1959,Regular Season,Kintetsu Buffalo,3,"Iko, Teruo",LF,94,284,257,0.222,0.293,0.288,0.581,28,17,57,44,10,2,1,74,6,3,23,2,29,3,3,1,0,01103804
1959,Regular Season,Taiyo Whales,12,"Aso, Saneo",SS,103,391,364,0.231,0.271,0.324,0.595,36,23,84,61,16,3,4,118,4,6,18,0,48,7,2,4,2,01103808
1959,Regular Season,Mainichi Daiei Orions,17,"Nakanishi, Katsumi",P,36,49,42,0.071,0.133,0.071,0.204,3,0,3,3,0,0,0,3,1,0,3,0,18,0,0,4,0,01203802
1959,Regular Season,Nankai Hawks,28,"Fukuda, Masahisa",RF,12,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,01203804
1959,Regular Season,Taiyo Whales,32,"Miyamoto, Kazuyoshi",P,43,50,42,0.286,0.333,0.310,0.643,2,5,12,11,1,0,0,13,0,0,3,0,14,1,0,4,1,01203806
1959,Regular Season,Kintetsu Buffalo,24,"Bottler, Ron",1B,103,377,346,0.234,0.291,0.347,0.638,31,45,81,58,15,0,8,120,2,2,28,0,58,10,0,0,3,01203808
