Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
2001,Regular Season,Hiroshima Toyo Carp,16,"Yamauchi, Yasuyuki",P,20,8,8,0.125,0.125,0.125,0.250,0,0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,01003880
2001,Regular Season,Yokohama BayStars,24,"Hosomi, Kazushi",P,15,12,10,0.100,0.100,0.100,0.200,0,0,1,1,0,0,0,1,0,0,0,0,4,0,0,2,0,01003882
2001,Regular Season,Yomiuri Giants,44,"Horita, Ichiro",LF,35,12,9,0.000,0.250,0.000,0.250,6,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,01003884
2001,Regular Season,Yokohama BayStars,3,"Furuki, Katsuaki",PH,4,5,4,0.000,0.000,0.000,0.000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,01003888
2001,Regular Season,Chunichi Dragons,00,"Yanagisawa, Yuichi",C,18,23,19,0.263,0.333,0.316,0.649,0,3,5,4,1,0,0,6,0,0,1,0,4,1,1,2,0,01003889
2001,Japan Series,Yakult Swallows,61,"Ishii, Hirotoshi",P,1,,0,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,0,,,,,01103882
2001,Regular Season,Yakult Swallows,61,"Ishii, Hirotoshi",P,39,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103882
2001,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",SS,123,441,391,0.292,0.354,0.417,0.771,51,39,114,86,16,3,9,163,3,0,37,3,51,13,2,9,2,01103883
2001,Japan Series,Osaka Kintetsu Buffaloes,8,"Isobe, Koichi",RF,5,,16,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,1,,,,,01103884
2001,Regular Season,Osaka Kintetsu Buffaloes,8,"Isobe, Koichi",RF,140,604,537,0.320,0.381,0.508,0.889,82,95,172,109,42,4,17,273,7,7,52,1,59,19,4,6,5,01103884
2001,Regular Season,Hanshin Tigers,29,"Igawa, Kei",P,33,69,57,0.035,0.083,0.035,0.118,1,3,2,2,0,0,0,2,0,0,3,0,25,3,0,9,0,01103886
2001,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",1B,124,354,313,0.284,0.363,0.495,0.858,38,56,89,59,12,0,18,155,2,3,36,2,86,11,3,1,1,01103888
2001,Regular Season,Osaka Kintetsu Buffaloes,48,"Iwakuma, Hisashi",P,9,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105111
2001,Regular Season,Yokohama BayStars,62,"Azuma, Kazumasa",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105113
2001,Regular Season,Chiba Lotte Marines,60,"Mitsuyama, Hidekazu",C,6,11,10,0.200,0.273,0.400,0.673,1,0,2,0,2,0,0,4,0,0,0,0,1,1,1,0,0,01203862
2001,Regular Season,Chiba Lotte Marines,19,"Yokota, Hisanori",P,6,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203864
