Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1946,Regular Season,Pacific,25,"Matsui, Nobukatsu",2B,85,307,272,0.239,0.319,0.305,0.624,19,16,65,52,9,3,1,83,12,2,31,,22,,1,3,,01003892
1946,Regular Season,Pacific,24,"Izutsu, Kenichi",P,40,117,98,0.184,0.310,0.194,0.504,9,4,18,17,1,0,0,19,0,1,18,,14,,0,1,,01103878
1946,Regular Season,Hankyu Club,8,"Imanishi, Rentaro",P,35,84,77,0.299,0.357,0.377,0.734,2,11,23,17,6,0,0,29,1,0,7,,6,,0,0,,01103892
1946,Regular Season,Chubu Nippon,4,"Osawa, Nobuo",1B,57,152,136,0.228,0.309,0.294,0.603,12,23,31,24,5,2,0,40,4,4,16,,8,,0,0,,01303874
1946,Regular Season,Tokyo Kyojin,16,"Kawakami, Tetsuharu",1B,70,317,279,0.305,0.388,0.513,0.901,45,67,85,51,20,4,10,143,2,1,38,,13,,0,0,,01303876
1946,Regular Season,Kinki Great Ring,5,"Okamura, Toshiaki",RF,77,279,240,0.263,0.354,0.321,0.675,26,38,63,51,10,2,0,77,14,5,32,,20,,2,5,,01303878
1946,Regular Season,Tokyo Kyojin,26,"Kawasaki, Tokuji",P,1,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,01303891
1946,Regular Season,Kinki Great Ring,27,"Kawanishi, Toshio",3B,86,397,330,0.285,0.382,0.352,0.734,77,23,94,78,12,2,2,116,39,8,51,,12,,1,15,,01303892
1946,Regular Season,Gold Star,30,"Tsubochi, Michinori",CF,103,442,393,0.316,0.383,0.433,0.816,60,45,124,91,21,11,1,170,26,16,36,,6,,7,5,,01403872
1946,Regular Season,Hankyu Club,16,"Mori, Kotaro",P,8,17,14,0.214,0.353,0.214,0.567,2,1,3,3,0,0,0,3,0,0,3,,3,,0,0,,01403874
1946,Regular Season,Gold Star,9,"Sato, Hideo",P,1,0,0,0.000,,0.000,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,01503892
1946,Regular Season,Tokyo Kyojin,2,"Hagihara, Hiroshi",CF,97,424,382,0.285,0.345,0.366,0.711,58,31,109,85,17,7,0,140,19,6,34,,27,,1,7,,01503897
1946,Regular Season,Tokyo Kyojin,9,"Watabe, Hiroshi",SS,1,0,0,0.000,,0.000,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,01503899
1946,Regular Season,Tokyo Kyojin,18,"Nakao, Hiroshi",P,38,101,89,0.146,0.248,0.180,0.428,5,6,13,10,3,0,0,16,0,0,12,,23,,0,0,,01703878
