Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1971,Regular Season,Chunichi Dragons,9,"Hishikawa, Akira",RF,102,318,288,0.198,0.262,0.354,0.616,27,38,57,38,6,0,13,102,6,3,22,0,71,6,3,3,2,01003820
1971,Regular Season,Kintetsu Buffaloes,17,"Bando, Satomi",P,31,14,13,0.077,0.077,0.077,0.154,0,0,1,1,0,0,0,1,0,0,0,0,6,2,0,1,0,01003821
1971,Regular Season,Hiroshima Toyo Carp,37,"Nishizawa, Masaji",C,18,23,23,0.087,0.087,0.174,0.261,0,1,2,1,0,1,0,4,0,0,0,0,8,0,0,0,0,01003843
1971,Regular Season,Hankyu Braves,44,"Inoe, Osamu",3B,89,24,21,0.286,0.375,0.333,0.708,16,2,6,5,1,0,0,7,10,3,3,0,2,1,0,0,0,01103820
1971,Regular Season,Hiroshima Toyo Carp,81,"Inoe, Yoshio",P,25,3,2,0.000,0.333,0.000,0.333,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,01103821
1971,Regular Season,Lotte Orions,26,"Otsuka, Yasuo",C,24,23,20,0.250,0.348,0.400,0.748,2,2,5,3,1,1,0,8,0,1,3,0,4,0,0,0,0,01103822
1971,Regular Season,Taiyo Whales,5,"Ito, Isao",C,110,324,293,0.195,0.260,0.287,0.547,21,28,57,39,13,1,4,84,1,0,22,2,56,8,4,1,4,01103823
1971,Regular Season,Nishitetsu Lions,9,"Aratake, Yasuhiro",1B,30,19,19,0.158,0.158,0.211,0.369,2,0,3,2,1,0,0,4,1,0,0,0,3,0,0,0,0,01103824
1971,Regular Season,Hanshin Tigers,14,"Ikejima, Kazuhiko",P,3,0,0,0.000,,0.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103841
1971,Regular Season,Yomiuri Giants,35,"Awaguchi, Kenji",PH,3,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01103843
1971,Regular Season,Nishitetsu Lions,41,"Pointer, Aaron",CF,73,255,231,0.186,0.257,0.355,0.612,20,34,43,26,6,0,11,82,8,3,20,0,36,8,2,0,2,01203841
1971,Regular Season,Yakult Atoms,34,"Mitsuhashi, Toyo",P,2,0,0,0.000,,0.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203843
1971,Regular Season,Lotte Orions,3,"Enomoto, Kihachi",1B,45,102,90,0.244,0.320,0.433,0.753,10,18,22,14,3,1,4,39,1,1,10,1,15,3,0,0,2,01303800
1971,Regular Season,Nankai Hawks,11,"Ueda, Takuzo",P,34,14,12,0.167,0.231,0.167,0.398,1,0,2,2,0,0,0,2,0,0,1,0,3,0,0,1,0,01303824
1971,Regular Season,Hanshin Tigers,49,"Ohara, Kazuo",PH,23,8,7,0.000,0.125,0.000,0.125,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,01303828
1971,Regular Season,Nishitetsu Lions,59,"Ogawa, Hirofumi",PH,69,127,118,0.186,0.244,0.322,0.566,7,13,22,14,4,0,4,38,0,0,6,0,39,3,3,0,0,01303829
1971,Regular Season,Toei Flyers,49,"Emoto, Takenori",P,26,9,8,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,01303843
1971,Regular Season,Nankai Hawks,48,"Watarai, Sumio",LF,25,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01403806
1971,Regular Season,Nishitetsu Lions,28,"Miyadera, Katsutoshi",C,77,169,155,0.232,0.287,0.368,0.655,8,16,36,23,9,0,4,57,6,2,12,3,36,1,0,1,1,01403829
1971,Regular Season,Hanshin Tigers,63,"Yamada, Toshihiko",CF,1,0,0,0.000,,0.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01403843
1971,Regular Season,Taiyo Whales,26,"Kondo, Kazuhiko",PH,67,158,137,0.139,0.239,0.219,0.458,9,12,19,14,2,0,3,30,0,0,17,1,15,3,1,2,1,01503806
1971,Regular Season,Taiyo Whales,1,"Kondo, Akihito",2B,123,421,363,0.218,0.286,0.298,0.584,28,22,79,65,6,1,7,108,6,8,33,2,46,10,2,20,3,01503821
1971,Regular Season,Taiyo Whales,24,"Kotani, Tadakatsu",P,58,35,30,0.033,0.033,0.033,0.066,1,0,1,1,0,0,0,1,0,0,0,0,19,0,0,5,0,01503826
1971,Regular Season,Nankai Hawks,10,"Shimano, Ikuo",LF,82,89,84,0.179,0.225,0.179,0.404,17,3,15,15,0,0,0,15,7,1,5,0,19,1,0,0,0,01503827
1971,Regular Season,Chunichi Dragons,23,"Kimata, Tatsuhiko",C,126,486,422,0.280,0.368,0.517,0.885,62,71,118,73,17,1,27,218,2,3,53,9,51,10,6,0,5,01503829
1971,Regular Season,Hiroshima Toyo Carp,23,"Kamigochi, Makoto",RF,65,57,52,0.154,0.228,0.231,0.459,8,2,8,4,4,0,0,12,2,4,4,0,15,1,1,0,0,01503841
1971,Regular Season,Lotte Orions,15,"Koganemaru, Mitsuru",1B,17,11,10,0.300,0.300,0.300,0.600,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,1,0,01503843
1971,Regular Season,Nankai Hawks,19,"Nomura, Katsuya",C,127,531,467,0.281,0.366,0.495,0.861,75,83,131,89,13,0,29,231,12,2,56,10,43,18,7,0,1,01603809
1971,Regular Season,Nishitetsu Lions,32,"Hashino, Akinami",PH,47,46,43,0.140,0.178,0.140,0.318,1,7,6,6,0,0,0,6,0,0,2,0,8,3,0,0,1,01603825
1971,Regular Season,Hanshin Tigers,12,"Wada, Toru",LF,54,107,96,0.188,0.264,0.250,0.514,2,6,18,13,4,1,0,24,0,1,8,0,25,3,2,1,0,01603829
1971,Japan Series,Yomiuri Giants,21,"Takahashi, Kazumi",P,2,,4,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,1,,,,,01703820
1971,Regular Season,Yomiuri Giants,21,"Takahashi, Kazumi",P,41,84,74,0.189,0.231,0.230,0.461,6,2,14,12,1,1,0,17,0,0,4,0,21,0,0,6,0,01703820
1971,Regular Season,Nankai Hawks,37,"Sakurai, Teruhide",2B,126,505,457,0.258,0.317,0.361,0.678,57,50,118,89,18,4,7,165,5,2,30,0,50,13,9,8,1,01703824
1971,Regular Season,Yakult Atoms,35,"Tameike, Toshitaka",3B,78,165,149,0.154,0.222,0.221,0.443,9,8,23,17,4,0,2,33,4,0,13,0,30,4,0,3,0,01703828
1971,Regular Season,Hanshin Tigers,8,"Sato, Masaharu",CF,102,153,143,0.196,0.238,0.217,0.455,17,1,28,26,1,1,0,31,14,3,5,0,17,3,3,2,0,01703841
