Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1989,Regular Season,Yokohama Taiyo Whales,46,"Miyashita, Shiro",PR,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003864
1989,Regular Season,Orix Braves,34,"Mori, Koji",P,40,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003865
1989,Japan Series,Kintetsu Buffaloes,7,"Awaguchi, Kenji",LF,4,,14,0.214,,0.286,,,2,3,2,1,0,0,4,0,,0,,3,,,,,01103843
1989,Regular Season,Kintetsu Buffaloes,7,"Awaguchi, Kenji",LF,89,234,214,0.229,0.291,0.327,0.618,16,27,49,35,10,1,3,70,2,1,19,0,26,1,0,0,1,01103843
1989,Regular Season,Chunichi Dragons,38,"Omiya, Tatsuo",C,31,42,40,0.225,0.244,0.325,0.569,2,3,9,7,1,0,1,13,0,0,1,0,7,2,0,1,0,01103844
1989,Japan Series,Yomiuri Giants,52,"Inoe, Shinji",RF,3,,2,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,0,,,,,01103860
1989,Regular Season,Yomiuri Giants,52,"Inoe, Shinji",RF,81,242,205,0.298,0.376,0.532,0.908,33,38,61,38,10,1,12,109,4,0,23,1,36,8,5,5,4,01103860
1989,Regular Season,Lotte Orions,27,"Ushijima, Kazuhiko",P,22,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103861
1989,Regular Season,Lotte Orions,62,"Ito, Fumio",LF,6,4,4,0.250,0.250,0.250,0.500,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,01103862
1989,Regular Season,Fukuoka Daiei Hawks,12,"Inoe, Yuji",P,57,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103863
