Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1944,Regular Season,Sangyo Club,,"Yoshida, Kazuo",LF,4,16,14,0.071,0.188,0.071,0.259,0,0,1,1,0,0,0,1,0,0,2,,0,,0,0,,01003878
1944,Regular Season,Asahi Baseball Club,,"Kanemitsu, Akio",2B,30,126,113,0.248,0.325,0.345,0.670,11,20,28,21,5,0,2,39,3,2,13,,13,,0,0,,01103899
1944,Regular Season,Kinki Nippon Club,,"Okamura, Toshiaki",CF,35,147,130,0.369,0.434,0.400,0.834,17,4,48,44,4,0,0,52,9,1,15,,3,,0,2,,01303878
1944,Regular Season,Asahi Baseball Club,,"Tabata, Yoshio",3B,29,97,81,0.160,0.284,0.173,0.457,5,5,13,12,1,0,0,14,1,1,13,,8,,1,2,,01303897
1944,Regular Season,Tokyo Kyojin,,"Sugie, Shigeo",SS,29,110,90,0.178,0.308,0.200,0.508,12,6,16,14,2,0,0,18,6,2,17,,10,,0,3,,01303899
1944,Regular Season,Asahi Baseball Club,,"Tsubochi, Michinori",CF,35,155,136,0.338,0.404,0.449,0.853,22,11,46,33,11,2,0,61,16,1,14,,4,,1,4,,01403872
1944,Regular Season,Tokyo Kyojin,,"Hagihara, Hiroshi",CF,32,142,129,0.326,0.370,0.395,0.765,20,10,42,34,7,1,0,51,19,5,9,,8,,0,4,,01503897
1944,Regular Season,Tokyo Kyojin,,"Watabe, Hiroshi",2B,24,81,70,0.171,0.284,0.186,0.470,5,6,12,11,1,0,0,13,3,0,11,,4,,0,0,,01503899
1944,Regular Season,Asahi Baseball Club,,"Morimoto, Seizo",1B,11,49,43,0.256,0.319,0.256,0.575,4,5,11,11,0,0,0,11,1,1,4,,2,,0,2,,01703897
1944,Regular Season,Asahi Baseball Club,,"Oshima, Wataru",CF,26,92,81,0.198,0.261,0.222,0.483,6,5,16,15,0,1,0,18,0,2,7,,13,,0,4,,11313895
1944,Regular Season,Tokyo Kyojin,,"Kondo, Sadao",1B,35,142,131,0.176,0.223,0.221,0.444,10,8,23,19,3,0,1,29,8,5,7,,8,,1,3,,11313897
1944,Regular Season,Hankyu Club,,"Sakai, Toyoshi",3B,30,120,100,0.240,0.356,0.270,0.626,10,7,24,21,3,0,0,27,1,0,18,,6,,0,2,,11313899
1944,Regular Season,Hankyu Club,,"Toyama, Harutomi",SS,15,31,29,0.138,0.194,0.138,0.332,2,1,4,4,0,0,0,4,0,0,2,,1,,0,0,,11513897
1944,Regular Season,Sangyo Club,,"Fujino, Yoshito",RF,28,91,78,0.141,0.247,0.205,0.452,4,4,11,8,2,0,1,16,1,1,11,,23,,0,2,,11513899
1944,Regular Season,Kinki Nippon Club,,"Tominaga, Yoshiro",RF,3,5,4,0.000,0.200,0.000,0.200,0,0,0,0,0,0,0,0,0,0,1,,2,,0,0,,11713891
1944,Regular Season,Hankyu Club,,"Nishimura, Masao",PR,2,0,0,0.000,,0.000,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,11813872
1944,Regular Season,Hanshin Club,,"Tsukamoto, Hiromutsu",CF,31,147,120,0.258,0.364,0.300,0.664,24,11,31,28,1,2,0,36,11,1,19,,8,,1,7,,11913874
1944,Regular Season,Hanshin Club,,"Wakabayashi, Tadashi",P,32,115,93,0.269,0.370,0.387,0.757,14,15,25,15,9,1,0,36,2,3,14,,8,,1,7,,13913872
1944,Regular Season,Sangyo Club,,"Iwamoto, Akira",CF,8,34,29,0.241,0.353,0.310,0.663,2,0,7,6,0,1,0,9,3,1,5,,4,,0,0,,21123876
1944,Regular Season,Hanshin Club,,"Kawakita, Itsuzo",3B,1,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,21123899
1944,Regular Season,Kinki Nippon Club,,"Kinoshita, Isamu",RF,15,49,44,0.205,0.255,0.205,0.460,2,3,9,9,0,0,0,9,1,0,3,,6,,0,2,,21323876
1944,Regular Season,Tokyo Kyojin,,"Tamura, Mikio",1B,12,22,18,0.111,0.273,0.111,0.384,2,1,2,2,0,0,0,2,0,0,4,,0,,0,0,,21323897
1944,Regular Season,Asahi Baseball Club,,"Tanaka, Noriaki",RF,33,145,130,0.223,0.303,0.308,0.611,21,7,29,21,6,1,1,40,7,1,15,,20,,0,0,,21323899
1944,Regular Season,Hankyu Club,,"Hatanaka, Tokio",LF,6,6,6,0.333,0.333,0.333,0.666,0,1,2,2,0,0,0,2,0,0,0,,1,,0,0,,21523897
1944,Regular Season,Hanshin Club,,"Tanaka, Yoshio",C,3,11,10,0.000,0.091,0.000,0.091,0,0,0,0,0,0,0,0,0,0,0,,2,,1,0,,21723874
1944,Regular Season,Hanshin Club,,"Fujimura, Fumio",3B,35,151,130,0.315,0.407,0.377,0.784,12,25,41,36,2,3,0,49,2,2,19,,3,,1,1,,23123872
