Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1987,Regular Season,Yakult Swallows,2,"Lee, Leon",1B,120,492,453,0.300,0.352,0.481,0.833,60,73,136,99,14,1,22,218,0,0,37,4,60,19,0,0,2,01003846
1987,Regular Season,Yakult Swallows,3,"Brouhard, Mark",CF,11,32,29,0.379,0.438,0.690,1.128,4,5,11,6,3,0,2,20,1,1,3,0,4,0,0,0,0,01003862
1987,Regular Season,Hanshin Tigers,32,"Hikima, Katsuyuki",SS,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003863
1987,Regular Season,Yokohama Taiyo Whales,46,"Miyashita, Shiro",CF,1,1,1,1.000,1.000,3.000,4.000,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,01003864
1987,Regular Season,Hankyu Braves,34,"Mori, Koji",P,32,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003865
1987,Regular Season,Kintetsu Buffaloes,7,"Awaguchi, Kenji",LF,102,316,287,0.240,0.304,0.341,0.645,24,30,69,53,9,1,6,98,0,2,27,5,37,8,0,0,2,01103843
1987,Regular Season,Nippon-Ham Fighters,27,"Omiya, Tatsuo",PH,57,109,98,0.286,0.352,0.378,0.730,14,10,28,23,3,0,2,37,2,0,9,0,15,2,1,1,0,01103844
1987,Regular Season,Chunichi Dragons,31,"Ishii, Akio",PH,56,60,54,0.204,0.283,0.241,0.524,1,8,11,9,2,0,0,13,0,0,5,0,14,2,1,0,0,01103846
1987,Regular Season,Lotte Orions,27,"Ushijima, Kazuhiko",P,41,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103861
1987,Regular Season,Lotte Orions,62,"Ito, Fumio",DH,1,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,01103862
1987,Regular Season,Nankai Hawks,12,"Inoe, Yuji",P,46,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103863
1987,Regular Season,Hanshin Tigers,17,"Inomata, Takashi",P,22,29,26,0.000,0.103,0.000,0.103,0,1,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,01103864
1987,Regular Season,Hiroshima Toyo Carp,36,"Imai, Joji",PR,36,0,0,0.000,0.000,0.000,0.000,11,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,01103865
1987,Regular Season,Nankai Hawks,39,"Fujimoto, Hiroshi",3B,26,48,41,0.244,0.340,0.390,0.730,2,3,10,4,6,0,0,16,0,0,6,0,8,0,0,1,0,01203860
1987,Regular Season,Kintetsu Buffaloes,56,"Mitsuyama, Hidekazu",C,23,21,18,0.222,0.300,0.444,0.744,3,2,4,2,1,0,1,8,0,0,0,0,3,0,2,1,0,01203862
1987,Regular Season,Seibu Lions,43,"Yokota, Hisanori",P,27,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203864
1987,Regular Season,Seibu Lions,48,"Maeda, Koji",P,8,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203869
1987,Regular Season,Yokohama Taiyo Whales,17,"Saito, Akio",P,39,11,10,0.100,0.100,0.100,0.200,0,2,1,1,0,0,0,1,0,0,0,0,4,0,0,1,0,01303844
1987,Regular Season,Yokohama Taiyo Whales,15,"Kadota, Fumiaki",P,5,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01303846
1987,Regular Season,Chunichi Dragons,23,"Kawamata, Yonetoshi",RF,123,420,376,0.253,0.320,0.444,0.764,40,57,95,59,16,4,16,167,6,2,37,6,33,5,0,7,0,01303848
1987,Regular Season,Lotte Orions,34,"Kasahara, Eiichi",P,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01303862
1987,Regular Season,Kintetsu Buffaloes,4,"Oishi, Daijiro",2B,130,586,532,0.265,0.316,0.357,0.673,75,42,141,106,26,4,5,190,41,9,39,1,58,6,2,10,3,01303863
1987,Regular Season,Hiroshima Toyo Carp,55,"Kito, Makoto",P,19,8,7,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,01303864
1987,Japan Series,Seibu Lions,26,"Kanamori, Eiji",DH,3,,3,0.000,,0.000,,,0,0,0,0,0,0,0,0,,2,,0,,,,,01303865
1987,Regular Season,Seibu Lions,26,"Kanamori, Eiji",DH,91,291,268,0.243,0.279,0.321,0.600,21,22,65,49,13,1,2,86,3,1,13,1,25,6,1,8,1,01303865
1987,Regular Season,Chunichi Dragons,18,"Kashima, Tadashi",P,14,5,4,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,01303869
1987,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01403862
1987,Regular Season,Yokohama Taiyo Whales,43,"Muraoka, Koichi",3B,18,17,14,0.143,0.200,0.429,0.629,5,2,2,0,1,0,1,6,1,0,1,0,2,0,0,2,0,01403867
1987,Regular Season,Chunichi Dragons,54,"Komatsuzaki, Yoshihisa",PH,71,143,135,0.207,0.246,0.333,0.579,18,11,28,18,6,1,3,45,4,0,4,0,19,5,3,1,0,01503860
1987,Regular Season,Yakult Swallows,48,"Sakurai, Shinichi",2B,57,142,132,0.258,0.267,0.295,0.562,13,7,34,30,3,1,0,39,1,0,2,1,26,4,0,7,1,01503862
1987,Regular Season,Yokohama Taiyo Whales,60,"Sugiura, Koji",P,4,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503864
1987,Regular Season,Seibu Lions,44,"Kurohara, Yuji",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503867
1987,Regular Season,Hiroshima Toyo Carp,6,"Kobayakawa, Takehiko",1B,124,470,420,0.286,0.351,0.502,0.853,57,93,120,78,17,1,24,211,5,4,37,5,96,11,8,0,5,01503869
1987,Regular Season,Chunichi Dragons,19,"Yonemura, Akira",P,21,12,12,0.083,0.083,0.083,0.166,0,0,1,1,0,0,0,1,0,0,0,0,6,0,0,0,0,01603860
1987,Japan Series,Seibu Lions,39,"Shirahata, Takahiro",DH,5,,10,0.200,,0.200,,,0,2,2,0,0,0,2,0,,0,,2,,,,,01703860
1987,Regular Season,Seibu Lions,39,"Shirahata, Takahiro",DH,50,118,109,0.294,0.339,0.413,0.752,6,9,32,24,5,1,2,45,1,1,7,1,18,2,1,0,1,01703860
1987,Regular Season,Yokohama Taiyo Whales,12,"Takahashi, Kazuhiko",P,51,10,9,0.222,0.300,0.222,0.522,0,0,2,2,0,0,0,2,0,0,1,0,6,0,0,0,0,01703862
1987,Japan Series,Seibu Lions,9,"Seike, Masakazu",SS,6,,16,0.125,,0.312,,,1,2,1,0,0,1,5,0,,1,,2,,,,,01703863
1987,Regular Season,Seibu Lions,9,"Seike, Masakazu",SS,72,174,152,0.224,0.256,0.263,0.519,18,8,34,28,6,0,0,40,1,1,7,0,29,2,0,14,1,01703863
1987,Regular Season,Kintetsu Buffaloes,29,"Nakato, Yoshio",1B,16,36,35,0.286,0.306,0.314,0.620,4,0,10,9,1,0,0,11,0,0,1,0,8,1,0,0,0,01703864
1987,Japan Series,Seibu Lions,21,"Higashio, Osamu",P,1,,4,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,2,,,,,01903828
1987,Regular Season,Seibu Lions,21,"Higashio, Osamu",P,28,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01903828
1987,Regular Season,Hanshin Tigers,13,"Nakano, Satoru",PH,7,8,8,0.125,0.125,0.125,0.250,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,01903862
