Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1966,Regular Season,Sankei Atoms,27,"Negoro, Hiromitsu",C,57,73,72,0.097,0.110,0.111,0.221,0,3,7,6,1,0,0,8,0,0,1,0,10,0,0,0,0,01003804
1966,Regular Season,Nishitetsu Lions,25,"Takakura, Teruyuki",LF,121,428,398,0.279,0.325,0.427,0.752,43,36,111,77,20,3,11,170,7,2,24,3,36,7,3,1,2,01003807
1966,Japan Series,Nankai Hawks,41,"Nakajima, Hiroyuki",RF,6,,12,0.250,,0.500,,,1,3,2,0,0,1,6,0,,3,,2,,,,,01003808
1966,Regular Season,Nankai Hawks,41,"Nakajima, Hiroyuki",RF,86,155,142,0.204,0.266,0.303,0.569,14,5,29,19,8,0,2,43,4,0,12,0,28,1,0,1,0,01003808
1966,Regular Season,Chunichi Dragons,9,"Hishikawa, Akira",LF,3,5,5,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,01003820
1966,Regular Season,Kintetsu Buffaloes,17,"Bando, Satomi",P,6,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003821
1966,Regular Season,Sankei Atoms,4,"Mejias, Roman",PH,30,55,52,0.288,0.302,0.365,0.667,2,4,15,11,4,0,0,19,0,0,0,0,14,0,1,1,1,01003822
1966,Regular Season,Nishitetsu Lions,56,"Suzuki, Goro",1B,65,145,139,0.209,0.241,0.331,0.572,12,7,29,22,1,2,4,46,3,1,5,1,45,0,1,0,0,01003825
1966,Regular Season,Toei Flyers,24,"Nagayasu, Masayuki",P,22,6,5,0.000,0.167,0.000,0.167,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,01003829
1966,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",P,34,39,36,0.056,0.081,0.056,0.137,2,1,2,2,0,0,0,2,0,0,1,0,7,0,0,2,0,01103802
1966,Regular Season,Kintetsu Buffaloes,3,"Iko, Teruo",PH,84,83,75,0.307,0.366,0.373,0.739,2,11,23,18,5,0,0,28,0,0,6,0,13,2,1,1,0,01103804
1966,Regular Season,Sankei Atoms,10,"Aso, Saneo",PH,31,36,36,0.139,0.139,0.222,0.361,2,8,5,4,0,0,1,8,0,0,0,0,5,1,0,0,0,01103808
