Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1991,Regular Season,Yokohama Taiyo Whales,46,"Miyashita, Shiro",LF,6,4,3,0.333,0.500,0.333,0.833,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,01003864
1991,Regular Season,Orix Bluewave,34,"Mori, Koji",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003865
1991,Regular Season,Lotte Orions,00,"Taijun, Masahiro",PH,3,4,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,01003883
1991,Japan Series,Seibu Lions,22,"Omiya, Tatsuo",C,1,,0,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,0,,,,,01103844
1991,Regular Season,Seibu Lions,22,"Omiya, Tatsuo",C,25,23,21,0.095,0.174,0.095,0.269,0,2,2,2,0,0,0,2,0,0,2,0,4,0,0,0,0,01103844
1991,Regular Season,Yomiuri Giants,52,"Inoe, Shinji",PH,21,24,23,0.043,0.083,0.043,0.126,0,0,1,1,0,0,0,1,0,0,1,0,9,2,0,0,0,01103860
1991,Regular Season,Lotte Orions,27,"Ushijima, Kazuhiko",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103861
1991,Regular Season,Fukuoka Daiei Hawks,12,"Inoe, Yuji",P,17,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103863
1991,Regular Season,Hanshin Tigers,25,"Inomata, Takashi",P,29,60,58,0.069,0.069,0.069,0.138,2,0,4,4,0,0,0,4,0,0,0,0,30,0,0,2,0,01103864
1991,Regular Season,Fukuoka Daiei Hawks,15,"Takashima, Satoru",P,19,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103866
1991,Regular Season,Nippon-Ham Fighters,24,"Arikura, Masashi",P,13,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103881
