Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1985,Regular Season,Kintetsu Buffaloes,9,"Hirano, Mitsuyasu",CF,23,66,59,0.288,0.364,0.424,0.788,6,11,17,13,2,0,2,25,0,0,7,0,7,4,0,0,0,01003845
1985,Regular Season,Yokohama Taiyo Whales,2,"Lee, Leon",3B,128,546,462,0.303,0.397,0.550,0.947,65,110,140,88,21,0,31,254,6,3,74,10,77,11,3,0,7,01003846
1985,Regular Season,Nippon-Ham Fighters,45,"Patterson, Mike",RF,88,308,280,0.225,0.287,0.432,0.719,33,44,63,38,8,1,16,121,5,1,22,0,48,3,3,1,2,01003860
1985,Regular Season,Hanshin Tigers,32,"Hikima, Katsuyuki",PR,31,15,11,0.091,0.286,0.091,0.377,4,2,1,1,0,0,0,1,1,1,3,0,5,0,0,1,0,01003863
1985,Regular Season,Hankyu Braves,34,"Mori, Koji",P,13,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003865
1985,Regular Season,Yokohama Taiyo Whales,28,"Nishimura, Hiromi",PH,11,17,14,0.214,0.267,0.214,0.481,4,0,3,3,0,0,0,3,0,0,1,1,1,1,0,2,0,01003867
1985,Regular Season,Nippon-Ham Fighters,25,"Nishimoto, Kazumi",SS,24,35,30,0.167,0.265,0.200,0.465,5,2,5,4,1,0,0,6,1,1,3,0,7,1,1,1,0,01003869
1985,Regular Season,Yomiuri Giants,35,"Awaguchi, Kenji",PH,69,90,77,0.208,0.281,0.273,0.554,7,8,16,13,2,0,1,21,0,2,9,2,12,4,0,1,3,01103843
1985,Regular Season,Nippon-Ham Fighters,27,"Omiya, Tatsuo",C,74,173,156,0.263,0.318,0.340,0.658,12,16,41,32,7,1,1,53,1,1,14,1,12,10,0,0,3,01103844
1985,Regular Season,Chunichi Dragons,31,"Ishii, Akio",PH,75,169,133,0.316,0.452,0.489,0.941,18,24,42,31,5,0,6,65,0,1,32,1,35,2,1,3,0,01103846
1985,Regular Season,Chunichi Dragons,27,"Okawara, Sakae",C,38,70,65,0.246,0.300,0.354,0.654,3,6,16,13,1,0,2,23,0,1,5,0,9,3,0,0,0,01103848
1985,Regular Season,Hiroshima Toyo Carp,11,"Ikegaya, Kojiro",P,12,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103849
1985,Regular Season,Yomiuri Giants,52,"Inoe, Shinji",PH,7,12,11,0.273,0.333,0.273,0.606,0,0,3,3,0,0,0,3,0,0,0,0,4,0,1,0,0,01103860
