Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1993,Regular Season,Yakult Swallows,12,"Mori, Koji",P,21,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003865
1993,Regular Season,Yomiuri Giants,52,"Inoe, Shinji",PH,10,9,7,0.429,0.556,0.571,1.127,0,0,3,2,1,0,0,4,0,0,2,0,0,1,0,0,0,01103860
1993,Regular Season,Chiba Lotte Marines,27,"Ushijima, Kazuhiko",P,9,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103861
1993,Regular Season,Fukuoka Daiei Hawks,12,"Inoe, Yuji",P,10,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103863
1993,Regular Season,Hanshin Tigers,25,"Inomata, Takashi",P,29,60,55,0.145,0.145,0.164,0.309,3,3,8,7,1,0,0,9,0,0,0,0,27,0,0,5,0,01103864
1993,Regular Season,Nippon-Ham Fighters,24,"Arikura, Masashi",P,21,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103881
1993,Regular Season,Yomiuri Giants,37,"Motoki, Daisuke",2B,80,222,186,0.237,0.352,0.349,0.701,25,15,44,32,7,1,4,65,1,3,32,0,25,7,1,3,0,01103883
1993,Regular Season,Fukuoka Daiei Hawks,5,"Fujimoto, Hiroshi",1B,129,512,456,0.239,0.320,0.373,0.693,44,53,109,77,16,3,13,170,1,3,53,4,87,16,1,2,0,01203860
1993,Regular Season,Kintetsu Buffaloes,44,"Mitsuyama, Hidekazu",C,86,244,217,0.263,0.324,0.424,0.748,21,20,57,40,8,0,9,92,1,1,20,0,45,6,0,6,1,01203862
1993,Regular Season,Seibu Lions,43,"Yokota, Hisanori",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203864
1993,Regular Season,Fukuoka Daiei Hawks,25,"Wakai, Motoyasu",3B,63,143,133,0.338,0.378,0.421,0.799,12,14,45,38,5,0,2,56,3,1,9,0,13,1,0,0,1,01203866
1993,Regular Season,Hiroshima Toyo Carp,13,"Maeda, Koji",P,41,3,3,0.333,0.333,0.333,0.666,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,01203869
1993,Regular Season,Chiba Lotte Marines,17,"Muto, Junichiro",P,13,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203887
1993,Regular Season,Yokohama BayStars,17,"Saito, Akio",P,6,3,2,0.500,0.500,1.000,1.500,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,01303844
1993,Regular Season,Chunichi Dragons,23,"Kawamata, Yonetoshi",RF,98,259,225,0.236,0.315,0.356,0.671,23,24,53,38,9,0,6,80,0,0,27,0,35,8,0,3,2,01303848
1993,Regular Season,Kintetsu Buffaloes,4,"Oishi, Daijiro",2B,127,547,470,0.257,0.334,0.351,0.685,69,49,121,99,10,2,10,165,31,7,51,0,65,6,3,23,0,01303863
1993,Regular Season,Hiroshima Toyo Carp,11,"Kito, Makoto",P,21,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01303864
1993,Japan Series,Yakult Swallows,32,"Kanamori, Eiji",PH,3,,3,0.333,,0.667,,,1,1,0,1,0,0,2,0,,0,,0,,,,,01303865
1993,Regular Season,Yakult Swallows,32,"Kanamori, Eiji",PH,46,55,41,0.171,0.370,0.244,0.614,3,3,7,5,1,1,0,10,0,0,13,0,7,1,0,1,0,01303865
1993,Regular Season,Chunichi Dragons,22,"Yamasaki, Takeshi",PH,77,187,163,0.270,0.349,0.399,0.748,14,17,44,29,12,0,3,65,0,0,20,0,43,6,1,1,2,01303868
1993,Regular Season,Chunichi Dragons,18,"Kashima, Tadashi",P,57,6,4,0.250,0.400,0.500,0.900,0,0,1,0,1,0,0,2,0,0,1,0,2,0,0,1,0,01303869
1993,Regular Season,Seibu Lions,23,"Otsuka, Koji",LF,78,129,116,0.207,0.217,0.250,0.467,9,8,24,20,3,1,0,29,2,1,1,0,21,1,1,9,2,01303881
