Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
2012,Regular Season,Yomiuri Giants,44,"Nakatani, Jin",C,5,3,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,01003886
2012,Regular Season,Saitama Seibu Lions,66,"Tanaka, Yasuhiro",P,5,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005112
2012,Climax Series - First Stage,Saitama Seibu Lions,3,"Nakajima, Hiroyuki",SS,3,12,10,0.200,0.273,0.300,0.573,1,1,2,1,1,0,0,3,0,0,1,0,3,2,0,1,0,01005113
2012,Regular Season,Saitama Seibu Lions,3,"Nakajima, Hiroyuki",SS,136,567,499,0.311,0.382,0.451,0.833,69,74,155,112,29,1,13,225,7,6,52,3,76,10,9,1,6,01005113
2012,Regular Season,Yokohama DeNA Baystars,22,"Takasaki, Kentaro",P,24,46,40,0.100,0.100,0.100,0.200,0,1,4,4,0,0,0,4,0,0,0,0,9,3,0,6,0,01005114
2012,Climax Series - First Stage,Tokyo Yakult Swallows,41,"Takai, Yuhei",CF,1,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,01005117
2012,Regular Season,Tokyo Yakult Swallows,41,"Takai, Yuhei",CF,47,153,143,0.280,0.313,0.308,0.621,14,8,40,36,4,0,0,44,2,3,7,0,19,0,0,3,0,01005117
2012,Regular Season,Fukuoka Softbank Hawks,21,"Senga, Koudai",P,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005133
2012,Climax Series - First Stage,Fukuoka Softbank Hawks,30,"Takeda, Shota",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005135
2012,Regular Season,Fukuoka Softbank Hawks,30,"Takeda, Shota",P,11,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005135
2012,Regular Season,Orix Buffaloes,29,"Igawa, Kei",P,12,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103886
2012,Regular Season,Hanshin Tigers,25,"Arai, Takahiro",1B,122,493,460,0.250,0.296,0.363,0.659,46,52,115,81,25,0,9,167,1,3,30,2,85,12,1,0,2,01103888
2012,Regular Season,Hanshin Tigers,32,"Arai, Ryota",3B,110,370,322,0.280,0.365,0.438,0.803,38,32,90,61,18,0,11,141,1,0,38,0,73,7,6,3,1,01105112
2012,Regular Season,Hiroshima Toyo Carp,49,"Amaya, Soichiro",LF,108,397,359,0.265,0.329,0.373,0.702,44,25,95,68,21,0,6,134,12,9,32,1,64,3,3,2,1,01105115
2012,Regular Season,Tohoku Rakuten Golden Eagles,0,"Inada, Naoto",PH,2,4,4,0.250,0.250,0.250,0.500,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,01105119
2012,Regular Season,Tokyo Yakult Swallows,24,"Araki, Takahiro",3B,6,5,5,0.200,0.200,0.200,0.400,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,01105131
2012,Regular Season,Yokohama DeNA Baystars,4,"Aranami, Sho",CF,141,550,504,0.268,0.305,0.333,0.638,53,25,135,111,16,7,1,168,24,12,23,2,90,2,5,16,2,01105133
2012,Regular Season,Chiba Lotte Marines,65,"Minami, Ryusuke",RF,11,29,22,0.227,0.393,0.273,0.666,1,2,5,4,1,0,0,6,1,0,6,0,7,0,0,1,0,01205111
2012,Regular Season,Chiba Lotte Marines,32,"Nemoto, Shunichi",SS,133,584,512,0.279,0.322,0.396,0.718,58,41,143,105,25,4,9,203,6,6,31,0,98,7,1,40,0,01205112
2012,Regular Season,Saitama Seibu Lions,45,"Fujita, Taiyo",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205113
2012,Climax Series - Final Stage,Chunichi Dragons,1,"Donoue, Naomichi",3B,4,1,1,1.000,1.000,2.000,3.000,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,01205114
2012,Climax Series - First Stage,Chunichi Dragons,1,"Donoue, Naomichi",3B,2,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205114
2012,Regular Season,Chunichi Dragons,1,"Donoue, Naomichi",3B,116,182,167,0.210,0.236,0.257,0.493,5,11,35,27,8,0,0,43,1,0,5,1,34,6,1,8,1,01205114
2012,Regular Season,Yokohama DeNA Baystars,24,"Hayashi, Masanori",P,32,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01205115
2012,Regular Season,Orix Buffaloes,14,"Furukawa, Shuichi",P,10,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205131
2012,Climax Series - Final Stage,Chunichi Dragons,7,"Yamasaki, Takeshi",1B,2,2,1,0.000,0.500,0.000,0.500,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,01303868
2012,Climax Series - First Stage,Chunichi Dragons,7,"Yamasaki, Takeshi",1B,3,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01303868
2012,Regular Season,Chunichi Dragons,7,"Yamasaki, Takeshi",1B,90,215,191,0.209,0.288,0.293,0.581,9,13,40,26,13,0,1,56,1,0,18,1,44,5,4,0,2,01303868
2012,Regular Season,Saitama Seibu Lions,7,"Kataoka, Yasuyuki",2B,52,231,204,0.225,0.277,0.294,0.571,26,19,46,37,6,1,2,60,8,7,15,0,30,6,1,7,4,01305110
2012,Regular Season,Hiroshima Toyo Carp,27,"Uemura, Kazuhiro",C,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01305113
