Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1961,Regular Season,Kokutetsu Swallows,27,"Negoro, Hiromitsu",C,120,380,340,0.221,0.274,0.300,0.574,24,30,75,58,11,2,4,102,1,0,23,7,48,5,2,10,5,01003804
1961,Regular Season,Nishitetsu Lions,25,"Takakura, Teruyuki",CF,121,522,485,0.301,0.346,0.462,0.808,76,37,146,103,23,5,15,224,18,9,29,2,65,12,4,4,0,01003807
1961,Regular Season,Kintetsu Buffalo,17,"Bando, Satomi",P,16,5,5,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,01003821
1961,Regular Season,Mainichi Daiei Orions,28,"Desa, Dick",P,24,33,31,0.097,0.097,0.226,0.323,2,1,3,1,1,0,1,7,0,0,0,0,15,0,0,2,0,01003823
1961,Regular Season,Mainichi Daiei Orions,11,"Aramaki, Atsushi",P,25,4,4,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,01103801
1961,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",P,71,95,83,0.157,0.167,0.205,0.372,2,9,13,9,4,0,0,17,0,0,1,0,24,0,0,9,2,01103802
1961,Regular Season,Mainichi Daiei Orions,21,"Iio, Tameo",P,7,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01103803
1961,Regular Season,Kintetsu Buffalo,3,"Iko, Teruo",PH,77,110,101,0.248,0.303,0.287,0.590,10,6,25,21,4,0,0,29,0,0,5,0,13,1,3,1,0,01103804
1961,Regular Season,Taiyo Whales,12,"Aso, Saneo",PH,71,83,79,0.203,0.222,0.291,0.513,3,9,16,11,4,0,1,23,1,0,2,1,18,4,0,0,2,01103808
1961,Regular Season,Nishitetsu Lions,11,"Inoe, Yoshio",P,44,24,24,0.042,0.042,0.083,0.125,1,0,1,0,1,0,0,2,0,0,0,0,7,1,0,0,0,01103821
1961,Regular Season,Taiyo Whales,34,"Ito, Isao",C,4,0,0,0.000,,0.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103823
1961,Regular Season,Mainichi Daiei Orions,17,"Nakanishi, Katsumi",P,29,43,38,0.132,0.154,0.158,0.312,4,0,5,4,1,0,0,6,0,0,1,0,15,0,0,4,0,01203802
1961,Japan Series,Nankai Hawks,28,"Fukuda, Masahisa",RF,3,,1,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,1,,,,,01203804
1961,Regular Season,Nankai Hawks,28,"Fukuda, Masahisa",RF,104,148,136,0.191,0.236,0.331,0.567,14,20,26,13,9,2,2,45,0,2,7,0,59,2,1,3,1,01203804
1961,Regular Season,Taiyo Whales,32,"Miyamoto, Kazuyoshi",LF,9,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203806
1961,Regular Season,Kintetsu Buffalo,24,"Bottler, Ron",P,31,46,40,0.175,0.233,0.200,0.433,0,0,7,6,1,0,0,8,0,0,3,1,5,1,0,3,0,01203808
1961,Regular Season,Kokutetsu Swallows,21,"Moritaki, Yoshimi",P,38,58,52,0.250,0.316,0.308,0.624,3,4,13,11,1,1,0,16,0,0,5,0,21,1,0,1,0,01203821
1961,Regular Season,Hanshin Tigers,45,"Hatano, Kazuo",RF,2,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,01203823
1961,Regular Season,Mainichi Daiei Orions,3,"Enomoto, Kihachi",1B,137,597,543,0.331,0.390,0.453,0.843,93,42,180,137,28,7,8,246,9,8,43,2,22,16,9,0,2,01303800
1961,Regular Season,Hankyu Braves,36,"Kajimoto, Yasuo",P,15,6,6,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,01303804
1961,Regular Season,Yomiuri Giants,45,"Kawano, Tadashi",PR,20,7,7,0.143,0.143,0.143,0.286,4,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,01303806
1961,Regular Season,Kokutetsu Swallows,15,"Ugai, Katsumi",LF,84,155,141,0.220,0.262,0.284,0.546,12,12,31,25,4,1,1,40,3,4,8,0,28,0,0,5,1,01303807
1961,Regular Season,Hiroshima Carp,34,"Kangaki, Masaaki",P,6,0,0,0.000,,0.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01303821
1961,Regular Season,Taiyo Whales,19,"Osaki, Takao",P,54,47,39,0.000,0.133,0.000,0.133,1,0,0,0,0,0,0,0,0,0,6,0,18,0,0,2,0,01303823
1961,Japan Series,Nankai Hawks,26,"Hasegawa, Shigeo",CF,4,,4,0.000,,0.000,,,0,0,0,0,0,0,0,0,,2,,1,,,,,01403802
1961,Regular Season,Nankai Hawks,26,"Hasegawa, Shigeo",CF,118,269,229,0.262,0.365,0.380,0.745,49,22,60,47,6,0,7,87,11,5,36,2,49,3,1,2,1,01403802
1961,Regular Season,Nankai Hawks,48,"Watarai, Sumio",PH,25,21,20,0.350,0.350,0.400,0.750,2,1,7,6,1,0,0,8,0,0,0,0,3,0,0,1,0,01403806
1961,Regular Season,Chunichi Dragons,47,"Miyazaki, Shinichi",P,22,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01403823
1961,Regular Season,Chunichi Dragons,5,"Kobuchi, Taisuke",3B,55,125,112,0.196,0.256,0.348,0.604,12,12,22,13,5,0,4,39,1,2,8,0,27,4,1,4,0,01503804
1961,Regular Season,Nishitetsu Lions,26,"Kawai, Yasuhiko",C,101,336,314,0.268,0.297,0.446,0.743,26,46,84,53,18,1,12,140,4,1,12,3,67,7,1,5,4,01503805
1961,Regular Season,Taiyo Whales,26,"Kondo, Kazuhiko",CF,130,555,475,0.316,0.409,0.442,0.851,72,48,150,115,21,3,11,210,35,10,74,3,50,6,1,5,0,01503806
1961,Regular Season,Kokutetsu Swallows,26,"Kataoka, Hiro",C,10,7,7,0.286,0.286,0.286,0.572,0,0,2,2,0,0,0,2,0,0,0,0,2,1,0,0,0,01503808
1961,Regular Season,Nishitetsu Lions,5,"Ogi, Akira",2B,123,453,408,0.243,0.306,0.360,0.666,45,52,99,70,19,1,9,147,11,7,33,3,69,13,4,5,3,01503809
1961,Regular Season,Taiyo Whales,1,"Kondo, Akihito",2B,125,484,436,0.225,0.285,0.307,0.592,44,19,98,77,12,3,6,134,15,14,36,2,96,5,1,11,0,01503821
1961,Regular Season,Hankyu Braves,22,"Kimura, Hisashi",C,28,32,27,0.074,0.194,0.111,0.305,2,0,2,1,1,0,0,3,0,0,3,0,13,0,1,1,0,01503823
1961,Regular Season,Hankyu Braves,29,"Takita, Masaharu",PH,80,182,162,0.160,0.253,0.259,0.512,8,20,26,14,10,0,2,42,3,4,17,1,31,6,3,0,0,01503896
1961,Regular Season,Kintetsu Buffalo,21,"Naito, Hirofumi",PH,70,123,100,0.240,0.361,0.310,0.671,9,11,24,19,4,0,1,31,2,0,16,0,18,5,3,3,1,01503898
