Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
2021,Regular Season,Chiba Lotte Marines,47,"Tanaka, Yasuhiro",P,38,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005112
2021,Climax Series - Final Stage,Yomiuri Giants,5,"Nakajima, Hiroyuki",1B,3,6,5,0.200,0.333,0.200,0.533,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,01005113
2021,Climax Series - First Stage,Yomiuri Giants,5,"Nakajima, Hiroyuki",1B,1,4,4,0.250,0.250,0.250,0.500,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,01005113
2021,Regular Season,Yomiuri Giants,5,"Nakajima, Hiroyuki",1B,81,195,181,0.271,0.314,0.425,0.739,11,26,49,33,10,0,6,77,0,0,9,1,35,9,3,1,1,01005113
2021,Regular Season,Tokyo Yakult Swallows,41,"Takai, Yuhei",RF,1,2,2,0.500,0.500,0.500,1.000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,01005117
2021,Regular Season,Hokkaido Nippon-Ham Fighters,91,"Takahama, Yuto",1B,107,404,367,0.262,0.305,0.390,0.695,34,43,96,66,21,1,8,143,2,0,23,1,82,10,1,11,2,01005130
2021,Regular Season,Fukuoka Softbank Hawks,41,"Senga, Koudai",P,13,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005133
2021,Regular Season,Hiroshima Toyo Carp,34,"Takahashi, Kouya",P,15,25,22,0.136,0.136,0.136,0.272,1,1,3,3,0,0,0,3,0,0,0,0,12,2,0,3,0,01005134
2021,Regular Season,Fukuoka Softbank Hawks,18,"Takeda, Shota",P,12,5,4,0.250,0.250,0.250,0.500,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,01005135
2021,Regular Season,Fukuoka Softbank Hawks,28,"Takahashi, Rei",P,11,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005136
2021,Regular Season,Fukuoka Softbank Hawks,16,"Higashihama, Nao",P,14,4,4,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,01005137
2021,Regular Season,Chiba Lotte Marines,69,"Doi, Hideto",P,14,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005138
2021,Regular Season,Saitama Seibu Lions,26,"Sasaki, Takeru",P,5,1,0,0.000,1.000,0.000,1.000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01005153
2021,Climax Series - Final Stage,Tokyo Yakult Swallows,10,"Araki, Takahiro",1B,3,0,0,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105131
2021,Japan Series,Tokyo Yakult Swallows,10,"Araki, Takahiro",1B,4,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105131
2021,Regular Season,Tokyo Yakult Swallows,10,"Araki, Takahiro",1B,100,67,55,0.200,0.262,0.200,0.462,10,5,11,11,0,0,0,11,2,1,4,0,9,0,1,6,1,01105131
2021,Regular Season,Hokkaido Nippon-Ham Fighters,52,"Ikeda, Takahide",P,18,3,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,01105134
2021,Regular Season,Yomiuri Giants,36,"Ishikawa, Shingo",PH,26,41,37,0.189,0.268,0.243,0.511,3,0,7,5,2,0,0,9,0,1,4,0,8,1,0,0,0,01105135
2021,Regular Season,Fukuoka Softbank Hawks,53,"Izumi, Keisuke",P,31,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105138
2021,Regular Season,Orix Buffaloes,45,"Abe, Shota",P,4,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01105153
2021,Regular Season,Chunichi Dragons,63,"Donoue, Naomichi",2B,75,234,219,0.219,0.248,0.333,0.581,15,25,48,33,10,0,5,73,1,0,9,0,42,12,0,4,2,01205114
2021,Regular Season,Saitama Seibu Lions,65,"Togawa, Daisuke",LF,8,18,17,0.059,0.056,0.059,0.115,0,1,1,1,0,0,0,1,0,0,0,0,5,0,0,0,1,01205130
2021,Regular Season,Saitama Seibu Lions,40,"Tamura, Ichiro",P,22,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205134
2021,Regular Season,Chiba Lotte Marines,48,"Nakamura, Toshiya",P,14,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205138
2021,Regular Season,Tohoku Rakuten Golden Eagles,29,"Takada, Koichi",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205153
2021,Climax Series - First Stage,Hanshin Tigers,62,"Ueda, Kai",PR,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01305130
2021,Regular Season,Hanshin Tigers,62,"Ueda, Kai",PR,64,7,6,0.333,0.429,0.333,0.762,15,0,2,2,0,0,0,2,10,1,1,0,2,0,0,0,0,01305130
2021,Regular Season,Chunichi Dragons,8,"Ohshima, Yohei",CF,141,596,548,0.292,0.345,0.350,0.695,54,34,160,135,19,5,1,192,16,8,42,5,60,4,3,1,2,01305131
2021,Regular Season,Yokohama DeNA Baystars,21,"Imanaga, Shota",P,19,40,37,0.270,0.289,0.297,0.586,1,3,10,9,1,0,0,11,0,0,1,0,12,1,0,2,0,01305132
2021,Regular Season,Tokyo Yakult Swallows,64,"Ohshita, Yuma",P,30,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01305136
2021,Regular Season,Yokohama DeNA Baystars,16,"Ohnuki, Shinichi",P,22,39,34,0.059,0.111,0.059,0.170,0,2,2,2,0,0,0,2,0,0,2,0,18,0,0,3,0,01305138
2021,Regular Season,Tohoku Rakuten Golden Eagles,36,"Uchida, Yasuhito",PH,25,60,54,0.204,0.220,0.296,0.516,2,11,11,8,2,0,1,16,0,0,1,0,19,1,1,1,3,01305139
2021,Regular Season,Hokkaido Nippon-Ham Fighters,48,"Ueno, Kyohei",SS,4,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01305151
2021,Regular Season,Hiroshima Toyo Carp,55,"Matsuyama, Ryuhei",PH,85,194,175,0.263,0.325,0.354,0.679,9,29,46,34,10,0,2,62,0,0,17,0,22,4,0,0,2,01405116
2021,Regular Season,Hiroshima Toyo Carp,37,"Noma, Takayoshi",CF,74,270,250,0.272,0.323,0.340,0.663,27,12,68,57,7,2,2,85,9,1,17,0,29,3,2,1,0,01405130
2021,Regular Season,Orix Buffaloes,25,"Nishimura, Ryo",LF,13,45,42,0.214,0.267,0.262,0.529,0,2,9,7,2,0,0,11,0,0,3,0,6,1,0,0,0,01405136
2021,Regular Season,Hiroshima Toyo Carp,44,"Hayashi, Kota",3B,102,376,357,0.266,0.301,0.392,0.693,26,40,95,70,15,0,10,140,0,1,16,3,93,9,2,0,1,01405138
2021,Regular Season,Fukuoka Softbank Hawks,38,"Mori, Yuito",P,30,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01405139
2021,Regular Season,Chiba Lotte Marines,64,"Ohmine, Yuta",P,8,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01505114
2021,Regular Season,Fukuoka Softbank Hawks,67,"Kasaya, Shunsuke",P,16,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01505130
2021,Regular Season,Tohoku Rakuten Golden Eagles,4,"Okoye, Louis",LF,42,110,94,0.223,0.291,0.234,0.525,7,6,21,20,1,0,0,22,3,0,8,0,21,1,1,7,0,01505132
2021,Regular Season,Hokkaido Nippon-Ham Fighters,63,"Kitaura, Ryuji",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01505136
2021,Regular Season,Saitama Seibu Lions,7,"Kaneko, Yuji",CF,101,220,198,0.192,0.243,0.237,0.480,24,9,38,30,7,1,0,47,9,9,12,0,39,7,2,6,2,01505137
2021,Regular Season,Fukuoka Softbank Hawks,42,"Ohzeki, Tomohisa",P,12,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01505151
2021,Regular Season,Hokkaido Nippon-Ham Fighters,45,"Hiranuma, Shota",3B,32,85,72,0.194,0.284,0.264,0.548,4,3,14,10,3,1,0,19,0,0,8,0,18,0,1,4,0,01605132
2021,Regular Season,Saitama Seibu Lions,31,"Hiranuma, Shota",3B,9,13,13,0.154,0.154,0.231,0.385,0,0,2,1,1,0,0,3,0,0,0,0,5,0,0,0,0,01605132
2021,Climax Series - Final Stage,Chiba Lotte Marines,15,"Mima, Manabu",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01605133
2021,Regular Season,Chiba Lotte Marines,15,"Mima, Manabu",P,21,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01605133
2021,Climax Series - Final Stage,Orix Buffaloes,4,"Fukuda, Shuhei",CF,3,12,12,0.333,0.333,0.333,0.666,1,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,01605136
2021,Japan Series,Orix Buffaloes,4,"Fukuda, Shuhei",CF,6,29,24,0.250,0.333,0.250,0.583,2,1,6,6,0,0,0,6,0,1,3,0,1,1,0,2,0,01605136
2021,Regular Season,Orix Buffaloes,4,"Fukuda, Shuhei",CF,107,471,408,0.275,0.354,0.321,0.675,47,21,112,96,14,1,1,131,9,1,43,0,52,6,8,10,2,01605136
2021,Regular Season,Fukuoka Softbank Hawks,31,"Kurihara, Ryoya",LF,143,596,531,0.275,0.339,0.465,0.804,71,77,146,90,32,3,21,247,7,2,53,1,90,9,2,3,7,01705130
2021,Climax Series - Final Stage,Chiba Lotte Marines,92,"Kuniyoshi, Yuki",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01705131
2021,Climax Series - First Stage,Chiba Lotte Marines,92,"Kuniyoshi, Yuki",P,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01705131
2021,Regular Season,Chiba Lotte Marines,92,"Kuniyoshi, Yuki",P,25,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01705131
2021,Regular Season,Yokohama DeNA Baystars,92,"Kuniyoshi, Yuki",P,18,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,01705131
2021,Regular Season,Tokyo Yakult Swallows,57,"Koga, Yudai",C,54,125,116,0.224,0.256,0.241,0.497,12,7,26,24,2,0,0,28,0,0,4,1,16,1,1,4,0,01705134
2021,Regular Season,Tokyo Yakult Swallows,52,"Kondoh, Hiroki",P,22,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01705136
2021,Regular Season,Tohoku Rakuten Golden Eagles,67,"Shimotsuma, Takahiro",C,16,27,23,0.174,0.296,0.174,0.470,2,2,4,4,0,0,0,4,0,0,4,0,5,0,0,0,0,01705137
2021,Regular Season,Hiroshima Toyo Carp,51,"Kozono, Kaito",SS,113,481,449,0.298,0.320,0.399,0.719,65,35,134,105,18,6,5,179,4,4,13,1,57,7,3,12,4,01705138
2021,Regular Season,Chunichi Dragons,43,"Mitsuma, Takuya",P,5,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01805132
2021,Climax Series - Final Stage,Tokyo Yakult Swallows,39,"Miyamoto, Takeshi",PH,1,1,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,01805136
2021,Japan Series,Tokyo Yakult Swallows,39,"Miyamoto, Takeshi",PH,2,5,3,0.333,0.333,0.333,0.666,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,01805136
2021,Regular Season,Tokyo Yakult Swallows,39,"Miyamoto, Takeshi",PH,62,92,70,0.286,0.395,0.386,0.781,9,8,20,15,4,0,1,27,0,1,12,0,10,0,2,6,2,01805136
