Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
2010,Regular Season,Tohoku Rakuten Golden Eagles,44,"Nakatani, Jin",C,11,16,15,0.067,0.125,0.067,0.192,1,0,1,1,0,0,0,1,0,0,1,0,3,0,0,0,0,01003886
2010,Regular Season,Saitama Seibu Lions,66,"Tanaka, Yasuhiro",P,11,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005112
2010,Climax Series - First Stage,Saitama Seibu Lions,3,"Nakajima, Hiroyuki",SS,2,,10,0.300,,0.400,,,0,3,2,1,0,0,4,0,,2,,1,,0,,,01005113
2010,Regular Season,Saitama Seibu Lions,3,"Nakajima, Hiroyuki",SS,130,579,503,0.314,0.385,0.511,0.896,80,93,158,102,33,3,20,257,15,5,52,2,97,20,13,0,11,01005113
2010,Regular Season,Yokohama BayStars,22,"Takasaki, Kentaro",P,7,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01005114
2010,Climax Series - First Stage,Hanshin Tigers,25,"Arai, Takahiro",3B,2,,8,0.250,,0.375,,,1,2,1,1,0,0,3,0,,1,,3,,0,,,01103888
2010,Regular Season,Hanshin Tigers,25,"Arai, Takahiro",3B,144,641,570,0.311,0.374,0.484,0.858,96,112,177,116,42,0,19,276,7,2,52,1,89,19,11,0,8,01103888
2010,Regular Season,Tohoku Rakuten Golden Eagles,21,"Iwakuma, Hisashi",P,28,6,6,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,01105111
2010,Regular Season,Chunichi Dragons,25,"Arai, Ryota",PH,45,60,59,0.153,0.167,0.203,0.370,6,2,9,8,0,0,1,12,1,0,1,0,14,2,0,0,0,01105112
2010,Regular Season,Hiroshima Toyo Carp,49,"Amaya, Soichiro",CF,123,382,335,0.245,0.328,0.343,0.671,46,35,82,63,11,2,6,115,18,10,37,0,72,3,6,1,3,01105115
2010,Regular Season,Tohoku Rakuten Golden Eagles,13,"Isaka, Ryohei",P,7,3,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,01105118
2010,Regular Season,Yokohama BayStars,32,"Inada, Naoto",PH,22,24,21,0.286,0.348,0.333,0.681,3,1,6,5,1,0,0,7,0,0,2,1,3,0,0,1,0,01105119
2010,Regular Season,Tokyo Yakult Swallows,24,"Araki, Takahiro",SS,18,21,20,0.100,0.100,0.100,0.200,0,0,2,2,0,0,0,2,0,0,0,0,9,0,0,1,0,01105131
2010,Climax Series - Final Stage,Chiba Lotte Marines,65,"Minami, Ryusuke",RF,3,,0,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,01205111
2010,Japan Series,Chiba Lotte Marines,65,"Minami, Ryusuke",RF,3,,2,0.000,,0.000,,,0,0,0,0,0,0,0,0,,1,,1,,0,,,01205111
2010,Regular Season,Chiba Lotte Marines,65,"Minami, Ryusuke",RF,57,95,83,0.205,0.298,0.265,0.563,16,4,17,14,2,0,1,22,3,0,9,0,23,2,2,1,0,01205111
2010,Climax Series - First Stage,Chiba Lotte Marines,32,"Nemoto, Shunichi",PH,4,,1,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,1,,0,,,01205112
2010,Japan Series,Chiba Lotte Marines,32,"Nemoto, Shunichi",PH,4,,2,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,1,,0,,,01205112
2010,Regular Season,Chiba Lotte Marines,32,"Nemoto, Shunichi",PH,53,61,51,0.196,0.281,0.294,0.575,4,6,10,7,2,0,1,15,0,0,5,0,19,1,1,4,0,01205112
2010,Regular Season,Saitama Seibu Lions,45,"Fujita, Taiyo",P,48,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01205113
