Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1996,Regular Season,Hiroshima Toyo Carp,16,"Yamauchi, Yasuyuki",P,47,29,23,0.000,0.040,0.000,0.040,0,1,0,0,0,0,0,0,0,0,1,0,12,1,0,4,1,01003880
1996,Regular Season,Yokohama BayStars,24,"Hosomi, Kazushi",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003882
1996,Japan Series,Yomiuri Giants,52,"Inoe, Shinji",PH,2,,4,0.250,,0.250,,,1,1,1,0,0,0,1,0,,0,,2,,,,,01103860
1996,Regular Season,Yomiuri Giants,52,"Inoe, Shinji",PH,28,45,40,0.175,0.250,0.225,0.475,1,4,7,5,2,0,0,9,1,0,4,0,12,0,0,1,0,01103860
1996,Regular Season,Hiroshima Toyo Carp,27,"Inoe, Yuji",P,41,2,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,01103863
1996,Regular Season,Hanshin Tigers,25,"Inomata, Takashi",P,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103864
1996,Regular Season,Fukuoka Daiei Hawks,38,"Arikura, Masashi",P,11,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103881
1996,Regular Season,Yakult Swallows,61,"Ishii, Hirotoshi",P,13,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103882
1996,Japan Series,Yomiuri Giants,2,"Motoki, Daisuke",2B,5,,14,0.071,,0.071,,,0,1,1,0,0,0,1,0,,0,,1,,,,,01103883
1996,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",2B,91,326,288,0.229,0.294,0.378,0.672,34,35,66,42,14,1,9,109,3,2,25,0,51,5,3,6,4,01103883
1996,Regular Season,Chunichi Dragons,51,"Idemoto, Kenichiro",P,20,6,4,0.500,0.500,0.500,1.000,3,0,2,2,0,0,0,2,1,0,0,0,1,0,0,2,0,01103885
1996,Regular Season,Fukuoka Daiei Hawks,5,"Fujimoto, Hiroshi",1B,101,309,266,0.211,0.304,0.320,0.624,24,23,56,39,11,0,6,85,0,3,36,1,63,9,1,3,3,01203860
1996,Regular Season,Kintetsu Buffaloes,44,"Mitsuyama, Hidekazu",C,60,164,141,0.241,0.297,0.305,0.602,8,15,34,29,3,0,2,43,4,1,11,0,36,2,1,9,2,01203862
1996,Regular Season,Seibu Lions,43,"Yokota, Hisanori",P,17,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203864
1996,Regular Season,Fukuoka Daiei Hawks,25,"Wakai, Motoyasu",DH,108,360,328,0.253,0.310,0.290,0.600,32,19,83,74,6,3,0,95,0,1,28,0,35,10,0,2,2,01203866
1996,Regular Season,Hanshin Tigers,32,"Coolbaugh, Scott",3B,48,182,167,0.210,0.269,0.281,0.550,14,16,35,28,4,1,2,47,1,0,13,3,39,3,1,0,1,01203880
1996,Regular Season,Hiroshima Toyo Carp,37,"Nonogaki, Takeshi",PH,11,11,11,0.364,0.364,0.364,0.728,0,2,4,4,0,0,0,4,0,0,0,0,0,1,0,0,0,01203881
1996,Regular Season,Nippon-Ham Fighters,58,"Arai, Shogo",3B,3,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01203883
1996,Regular Season,Chiba Lotte Marines,17,"Muto, Junichiro",P,26,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01203887
1996,Regular Season,Chunichi Dragons,23,"Kawamata, Yonetoshi",PH,64,58,45,0.267,0.414,0.356,0.770,2,12,12,10,1,0,1,16,0,0,12,1,14,1,0,0,1,01303848
1996,Regular Season,Kintetsu Buffaloes,4,"Oishi, Daijiro",2B,80,271,224,0.219,0.310,0.304,0.614,36,19,49,37,7,3,2,68,11,1,29,1,44,4,3,10,5,01303863
1996,Regular Season,Hiroshima Toyo Carp,11,"Kito, Makoto",P,29,69,55,0.164,0.179,0.200,0.379,1,6,9,7,2,0,0,11,1,0,1,0,21,2,0,13,0,01303864
1996,Regular Season,Yakult Swallows,32,"Kanamori, Eiji",PH,46,46,45,0.178,0.196,0.200,0.396,3,6,8,7,1,0,0,9,0,0,1,0,1,2,0,0,0,01303865
1996,Regular Season,Chunichi Dragons,22,"Yamasaki, Takeshi",LF,127,502,453,0.322,0.382,0.625,1.007,83,107,146,87,20,0,39,283,1,1,42,2,95,11,4,0,3,01303868
1996,Regular Season,Chunichi Dragons,18,"Kashima, Tadashi",P,9,2,2,0.500,0.500,1.000,1.500,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,01303869
1996,Regular Season,Hanshin Tigers,41,"Kawajiri, Tetsuro",P,37,52,44,0.114,0.133,0.114,0.247,0,6,5,5,0,0,0,5,0,0,1,0,15,0,0,7,0,01303880
1996,Regular Season,Seibu Lions,23,"Otsuka, Koji",PH,25,51,46,0.348,0.412,0.457,0.869,5,8,16,13,2,0,1,21,1,1,5,0,8,0,0,0,0,01303881
1996,Regular Season,Chunichi Dragons,25,"Kadokura, Ken",P,14,25,22,0.091,0.091,0.091,0.182,1,0,2,2,0,0,0,2,0,0,0,0,14,1,0,3,0,01303882
1996,Regular Season,Nippon-Ham Fighters,8,"Kataoka, Atsushi",1B,115,489,416,0.315,0.408,0.486,0.894,60,51,131,93,20,3,15,202,3,3,65,2,70,7,1,6,1,01303885
1996,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",P,26,55,47,0.106,0.160,0.106,0.266,1,3,5,5,0,0,0,5,0,0,3,0,12,0,0,5,0,01403862
1996,Regular Season,Chunichi Dragons,4,"Coles, Darnell",3B,130,579,513,0.302,0.373,0.505,0.878,77,79,155,110,15,1,29,259,0,3,54,3,79,12,6,3,3,01403882
1996,Regular Season,Chiba Lotte Marines,44,"Yoshitsuru, Kenji",C,20,28,26,0.231,0.286,0.269,0.555,0,1,6,5,1,0,0,7,0,0,2,0,7,1,0,0,0,01403887
1996,Regular Season,Seibu Lions,59,"Sakurai, Shinichi",PH,19,30,27,0.148,0.207,0.185,0.392,2,4,4,3,1,0,0,5,0,0,2,0,6,0,0,1,0,01503862
1996,Regular Season,Yokohama BayStars,21,"Nomura, Hiroki",P,26,55,49,0.224,0.240,0.388,0.628,5,9,11,7,2,0,2,19,0,0,1,0,26,1,0,5,0,01503866
1996,Regular Season,Kintetsu Buffaloes,35,"Kitamura, Shunsuke",PR,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503868
1996,Regular Season,Hiroshima Toyo Carp,6,"Kobayakawa, Takehiko",PH,8,8,8,0.125,0.125,0.125,0.250,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,01503869
1996,Regular Season,Fukuoka Daiei Hawks,35,"Kawano, Ryo",DH,67,207,185,0.254,0.314,0.405,0.719,21,24,47,33,7,0,7,75,0,0,14,0,47,4,3,3,2,01503881
1996,Regular Season,Yokohama BayStars,19,"Kohiyama, Masahito",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503887
1996,Regular Season,Kintetsu Buffaloes,18,"Sakai, Hiroki",P,26,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503889
1996,Regular Season,Yakult Swallows,51,"Matsumoto, Shigeru",P,49,7,6,0.167,0.167,0.167,0.334,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,01603881
1996,Japan Series,Orix Bluewave,19,"Fraser, Willie",P,1,,1,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,1,,,,,01603882
1996,Regular Season,Orix Bluewave,19,"Fraser, Willie",P,18,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01603882
1996,Regular Season,Chiba Lotte Marines,0,"Yoshida, Atsushi",P,27,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01603885
1996,Regular Season,Nippon-Ham Fighters,60,"Gross, Kip",P,28,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01603889
1996,Regular Season,Chunichi Dragons,37,"Daito, Masaaki",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01703882
1996,Regular Season,Hanshin Tigers,21,"Sekikawa, Koichi",RF,113,382,344,0.314,0.368,0.404,0.772,32,28,108,83,21,2,2,139,5,6,32,7,60,2,0,2,4,01703883
1996,Regular Season,Kintetsu Buffaloes,40,"Shinada, Ayahito",P,9,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01703885
1996,Regular Season,Hiroshima Toyo Carp,62,"Kobayashi, Atsushi",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01803883
1996,Regular Season,Fukuoka Daiei Hawks,45,"Hirota, Hiroaki",P,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01903864
1996,Regular Season,Yokohama BayStars,16,"Ito, Atsunori",P,5,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01903866
1996,Regular Season,Kintetsu Buffaloes,34,"Nakajima, Terushi",1B,42,98,88,0.227,0.296,0.250,0.546,3,5,20,18,2,0,0,22,0,0,8,0,22,6,1,0,1,01903868
1996,Regular Season,Hanshin Tigers,5,"Shinjo, Tsuyoshi",CF,113,473,408,0.238,0.335,0.436,0.771,55,66,97,58,16,4,19,178,2,2,55,6,106,10,6,1,3,01903881
1996,Regular Season,Hanshin Tigers,43,"Hayashi, Junji",P,17,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01903882
1996,Regular Season,Fukuoka Daiei Hawks,16,"Uchiyama, Tomoyuki",P,28,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01903883
1996,Japan Series,Orix Bluewave,6,"Taguchi, So",LF,5,,21,0.238,,0.286,,,1,5,4,1,0,0,6,1,,0,,3,,,,,01903885
1996,Regular Season,Orix Bluewave,6,"Taguchi, So",LF,128,569,509,0.279,0.321,0.371,0.692,74,44,142,110,24,1,7,189,10,4,29,4,61,15,4,23,4,01903885
1996,Regular Season,Hiroshima Toyo Carp,54,"Chiyomaru, Shoshi",PH,4,4,4,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,03003868
1996,Regular Season,Chunichi Dragons,30,"Powell, Alonzo",RF,130,566,518,0.340,0.393,0.510,0.903,63,67,176,118,42,2,14,264,1,3,45,1,69,18,1,1,1,03103885
1996,Regular Season,Fukuoka Daiei Hawks,27,"Yoshinaga, Koichiro",C,124,470,390,0.295,0.398,0.513,0.911,59,72,115,72,21,2,20,200,1,3,70,5,69,7,1,3,6,03703868
1996,Regular Season,Yakult Swallows,13,"Kato, Hiroto",P,22,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05003868
1996,Regular Season,Seibu Lions,57,"Ueda, Hiroaki",3B,58,10,9,0.000,0.100,0.000,0.100,4,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,05303868
1996,Regular Season,Nippon-Ham Fighters,38,"Suzuki, Nozomu",PH,10,19,15,0.133,0.278,0.400,0.678,2,1,2,0,1,0,1,6,0,0,3,0,8,0,0,1,0,11013881
1996,Regular Season,Chiba Lotte Marines,19,"Narimoto, Toshihide",P,45,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11013887
1996,Regular Season,Kintetsu Buffaloes,57,"Matoyama, Tetsuya",C,51,87,64,0.125,0.269,0.203,0.472,4,6,8,5,2,0,1,13,1,0,8,0,25,1,5,9,1,11013889
