Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1986,Regular Season,Yakult Swallows,2,"Lee, Leon",3B,130,547,483,0.319,0.389,0.569,0.958,73,97,154,101,19,0,34,275,2,1,57,14,79,17,2,0,5,01003846
1986,Regular Season,Yakult Swallows,3,"Brouhard, Mark",CF,129,515,480,0.258,0.305,0.456,0.761,59,64,124,72,30,1,21,219,4,3,27,0,104,12,6,1,1,01003862
1986,Regular Season,Hanshin Tigers,32,"Hikima, Katsuyuki",PR,5,1,0,0.000,1.000,0.000,1.000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01003863
1986,Regular Season,Hankyu Braves,34,"Mori, Koji",P,35,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01003865
1986,Regular Season,Yokohama Taiyo Whales,28,"Nishimura, Hiromi",PH,12,13,12,0.167,0.167,0.333,0.500,1,0,2,1,0,1,0,4,0,0,0,0,2,0,0,1,0,01003867
1986,Regular Season,Kintetsu Buffaloes,7,"Awaguchi, Kenji",LF,115,394,360,0.297,0.353,0.436,0.789,43,38,107,74,24,1,8,157,3,3,32,5,46,6,0,0,2,01103843
1986,Regular Season,Nippon-Ham Fighters,27,"Omiya, Tatsuo",PH,39,58,57,0.193,0.207,0.351,0.558,4,7,11,7,1,1,2,20,1,0,1,0,8,2,0,0,0,01103844
1986,Regular Season,Chunichi Dragons,31,"Ishii, Akio",PH,78,131,111,0.225,0.338,0.333,0.671,11,14,25,17,6,0,2,37,0,1,17,1,28,0,2,1,0,01103846
1986,Regular Season,Yomiuri Giants,52,"Inoe, Shinji",PH,8,6,6,0.333,0.333,0.333,0.666,1,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,01103860
1986,Regular Season,Chunichi Dragons,17,"Ushijima, Kazuhiko",P,35,10,9,0.333,0.333,0.333,0.666,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,1,0,01103861
1986,Regular Season,Lotte Orions,62,"Ito, Fumio",PH,2,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,01103862
1986,Regular Season,Nankai Hawks,12,"Inoe, Yuji",P,40,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01103863
1986,Japan Series,Hiroshima Toyo Carp,36,"Imai, Joji",PR,5,,0,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,0,,,,,01103865
