Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
1942,Regular Season,Nagoya Club,15,"Yoshida, Kazuo",LF,103,420,382,0.194,0.267,0.259,0.526,29,26,74,56,12,5,1,99,20,6,38,,28,,0,0,,01003878
1942,Regular Season,Asahi Baseball Club,2,"Asahara, Naoto",RF,70,232,210,0.248,0.316,0.352,0.668,21,18,52,38,10,0,4,74,10,4,21,,26,,0,1,,01103872
1942,Regular Season,Taiyo Baseball Club,7,"Ishii, Yutaka",PH,1,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,01103891
1942,Regular Season,Nankai Club,19,"Kanda, Takeo",P,62,159,143,0.154,0.224,0.161,0.385,7,9,22,21,1,0,0,23,0,0,13,,8,,0,3,,01103893
1942,Regular Season,Asahi Baseball Club,25,"Ikeda, Katsuhiko",P,1,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,01103895
1942,Regular Season,Asahi Baseball Club,21,"Iwata, Tsuguo",3B,89,324,292,0.209,0.276,0.250,0.526,19,15,61,51,9,0,1,73,8,2,26,,24,,1,5,,01303872
1942,Regular Season,Tokyo Kyojin,16,"Kawakami, Tetsuharu",1B,72,321,274,0.266,0.374,0.347,0.721,22,27,73,60,7,3,3,95,5,2,46,,18,,1,0,,01303876
1942,Regular Season,Nankai Club,7,"Okamura, Toshiaki",RF,103,409,341,0.196,0.322,0.267,0.589,21,25,67,49,12,6,0,91,7,8,61,,31,,2,5,,01303878
1942,Regular Season,Nankai Club,21,"Kawasaki, Tokuji",P,48,121,108,0.139,0.225,0.157,0.382,5,5,15,14,0,1,0,17,1,0,12,,9,,0,1,,01303891
1942,Regular Season,Nankai Club,23,"Kimura, Tadao",P,2,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,01303895
1942,Regular Season,Asahi Baseball Club,8,"Tsubochi, Michinori",CF,104,466,407,0.241,0.327,0.290,0.617,50,18,98,82,12,4,0,118,44,19,47,,17,,5,7,,01403872
1942,Regular Season,Hankyu Club,21,"Mori, Kotaro",P,60,141,118,0.153,0.265,0.178,0.443,8,4,18,15,3,0,0,21,1,0,18,,13,,0,5,,01403874
1942,Regular Season,Yamato Baseball Club,35,"Tani, Yoshio",CF,28,90,78,0.167,0.270,0.192,0.462,5,2,13,12,0,1,0,15,2,0,11,,11,,0,1,,01503891
1942,Regular Season,Nagoya Club,27,"Tanaka, Kintaro",1B,21,38,37,0.081,0.081,0.081,0.162,0,0,3,3,0,0,0,3,0,0,0,,2,,0,1,,01503895
1942,Regular Season,Tokyo Kyojin,18,"Nakao, Hiroshi",P,32,95,80,0.225,0.347,0.300,0.647,7,8,18,13,4,1,0,24,1,0,15,,19,,0,0,,01703878
1942,Regular Season,Asahi Baseball Club,11,"Hayashi, Yasuo",P,83,244,231,0.203,0.237,0.294,0.531,16,19,47,33,8,5,1,68,5,2,10,,19,,0,3,,01703895
1942,Regular Season,Hankyu Club,23,"Matsumoto, Riichi",RF,2,3,3,0.333,0.333,0.333,0.666,0,0,1,1,0,0,0,1,0,0,0,,1,,0,0,,01903891
1942,Regular Season,Tokyo Kyojin,2,"Miyoshi, Chikara",3B,28,55,49,0.143,0.236,0.163,0.399,2,3,7,6,1,0,0,8,5,0,6,,12,,0,0,,01903895
1942,Regular Season,Hanshin Club,11,"Fujii, Isamu",1B,69,302,269,0.253,0.334,0.338,0.672,21,25,68,54,7,5,2,91,5,5,32,,11,,1,0,,03103872
1942,Regular Season,Nagoya Club,2,"Yamashita, Minoru",1B,23,83,74,0.135,0.229,0.176,0.405,2,3,10,9,0,0,1,13,0,0,9,,12,,0,0,,03703872
1942,Regular Season,Nagoya Club,17,"Nishizawa, Michio",P,43,97,90,0.178,0.237,0.233,0.470,5,9,16,13,2,0,1,21,0,0,7,,4,,0,0,,11013874
1942,Regular Season,Hanshin Club,31,"Yasui, Tamaichi",3B,65,147,134,0.201,0.262,0.246,0.508,9,4,27,21,6,0,0,33,2,2,11,,10,,0,1,,11013895
1942,Regular Season,Hankyu Club,26,"Odano, Kashiwa",RF,43,139,129,0.147,0.203,0.163,0.366,5,3,19,18,0,1,0,21,1,2,9,,12,,0,1,,11313876
1942,Regular Season,Tokyo Kyojin,13,"Koike, Shigeo",3B,50,105,91,0.077,0.192,0.077,0.269,2,4,7,7,0,0,0,7,0,0,13,,24,,0,1,,11313893
1942,Regular Season,Asahi Baseball Club,12,"Oshima, Wataru",LF,22,37,35,0.086,0.135,0.114,0.249,2,1,3,2,1,0,0,4,1,0,2,,5,,0,0,,11313895
1942,Regular Season,Tokyo Kyojin,28,"Hirose, Shuichi",P,36,108,101,0.168,0.200,0.168,0.368,8,11,17,17,0,0,0,17,0,0,3,,2,,1,3,,11513893
