Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2014,Regular Season,Saitama Seibu Lions,66,"Tanaka, Yasuhiro",P,8,1.000,0,2,0,0,,01005112
2014,Regular Season,Yokohama DeNA Baystars,22,"Takasaki, Kentaro",P,14,1.000,5,6,0,2,,01005114
2014,Regular Season,Tokyo Yakult Swallows,41,"Takai, Yuhei",OF,139,0.979,316,3,7,1,,01005117
2014,Regular Season,Fukuoka Softbank Hawks,41,"Senga, Koudai",P,19,1.000,0,1,0,0,,01005133
2014,Climax Series - Final Stage,Fukuoka Softbank Hawks,30,"Takeda, Shota",P,1,1.000,0,2,0,0,,01005135
2014,Japan Series,Fukuoka Softbank Hawks,30,"Takeda, Shota",P,1,1.000,1,3,0,0,,01005135
2014,Regular Season,Fukuoka Softbank Hawks,30,"Takeda, Shota",P,7,0.846,3,8,2,0,,01005135
2014,Climax Series - Final Stage,Fukuoka Softbank Hawks,16,"Higashihama, Nao",P,1,0.000,0,0,0,0,,01005137
2014,Japan Series,Fukuoka Softbank Hawks,16,"Higashihama, Nao",P,1,0.000,0,0,0,0,,01005137
2014,Regular Season,Fukuoka Softbank Hawks,16,"Higashihama, Nao",P,7,1.000,4,7,0,0,,01005137
2014,Regular Season,Hiroshima Toyo Carp,48,"Nishihara, Keita",P,11,0.875,0,7,1,0,,01005139
2014,Regular Season,Orix Buffaloes,29,"Igawa, Kei",P,8,0.750,0,3,1,0,,01103886
2014,Climax Series - First Stage,Hanshin Tigers,25,"Arai, Takahiro",1B,1,1.000,1,0,0,0,,01103888
2014,Regular Season,Hanshin Tigers,25,"Arai, Takahiro",1B,16,1.000,95,9,0,3,,01103888
2014,Regular Season,Hanshin Tigers,25,"Arai, Takahiro",3B,26,0.943,15,35,3,2,,01103888
2014,Climax Series - Final Stage,Hanshin Tigers,32,"Arai, Ryota",OF,1,1.000,1,0,0,0,,01105112
2014,Regular Season,Hanshin Tigers,32,"Arai, Ryota",1B,6,1.000,17,2,0,0,,01105112
2014,Regular Season,Hanshin Tigers,32,"Arai, Ryota",3B,33,0.944,21,47,4,4,,01105112
2014,Regular Season,Hanshin Tigers,32,"Arai, Ryota",OF,9,1.000,11,0,0,0,,01105112
2014,Regular Season,Hiroshima Toyo Carp,49,"Amaya, Soichiro",OF,41,0.979,44,2,1,0,,01105115
2014,Regular Season,Tokyo Yakult Swallows,24,"Araki, Takahiro",1B,9,0.950,36,2,2,2,,01105131
2014,Regular Season,Tokyo Yakult Swallows,24,"Araki, Takahiro",OF,11,0.900,9,0,1,0,,01105131
2014,Regular Season,Tokyo Yakult Swallows,24,"Araki, Takahiro",SS,29,0.968,31,90,4,25,,01105131
2014,Regular Season,Yokohama DeNA Baystars,4,"Aranami, Sho",OF,53,0.968,88,2,3,1,,01105133
2014,Regular Season,Hokkaido Nippon-Ham Fighters,49,"Ishikawa, Shingo",OF,39,0.976,40,0,1,0,,01105135
2014,Regular Season,Fukuoka Softbank Hawks,42,"Iida, Yuya",P,12,1.000,2,9,0,1,,01105137
2014,Regular Season,Chiba Lotte Marines,2,"Nemoto, Shunichi",1B,21,0.993,139,11,1,10,,01205112
2014,Regular Season,Chiba Lotte Marines,2,"Nemoto, Shunichi",2B,42,0.984,96,86,3,19,,01205112
2014,Regular Season,Chunichi Dragons,1,"Donoue, Naomichi",2B,22,0.956,32,33,3,8,,01205114
2014,Regular Season,Chunichi Dragons,1,"Donoue, Naomichi",3B,10,1.000,2,6,0,3,,01205114
2014,Regular Season,Chunichi Dragons,1,"Donoue, Naomichi",SS,72,0.986,82,199,4,49,,01205114
2014,Regular Season,Yokohama DeNA Baystars,24,"Hayashi, Masanori",P,56,0.833,2,8,2,0,,01205115
2014,Regular Season,Tohoku Rakuten Golden Eagles,17,"Hasebe, Kohei",P,26,1.000,1,6,0,0,,01205116
2014,Regular Season,Hiroshima Toyo Carp,20,"Nagakawa, Katsuhiro",P,52,0.958,10,13,1,1,,01205117
2014,Regular Season,Chiba Lotte Marines,29,"Nishino, Yuji",P,57,1.000,6,10,0,0,,01205118
2014,Regular Season,Tokyo Yakult Swallows,62,"Tokuyama, Takeaki",P,7,0.833,3,2,1,0,,01205135
2014,Regular Season,Chiba Lotte Marines,28,"Matsunaga, Takahiro",P,46,1.000,6,21,0,2,,01205137
2014,Climax Series - Final Stage,Yomiuri Giants,8,"Kataoka, Yasuyuki",2B,2,1.000,3,6,0,1,,01305110
2014,Regular Season,Yomiuri Giants,8,"Kataoka, Yasuyuki",2B,124,0.983,249,391,11,62,,01305110
2014,Regular Season,Hiroshima Toyo Carp,41,"Ueno, Hirofumi",P,1,1.000,0,2,0,0,,01305114
2014,Regular Season,Chiba Lotte Marines,8,"Imae, Toshiaki",3B,117,0.959,77,159,10,13,,01305115
2014,Regular Season,Yokohama DeNA Baystars,58,"Ota, Atori",P,3,1.000,0,1,0,0,,01305116
2014,Climax Series - First Stage,Hiroshima Toyo Carp,29,"Egusa, Hirotaka",P,1,0.000,0,0,0,0,,01305117
2014,Regular Season,Hiroshima Toyo Carp,29,"Egusa, Hirotaka",P,8,0.000,0,0,0,0,,01305117
2014,Climax Series - Final Stage,Hanshin Tigers,4,"Uemoto, Hiroki",2B,4,0.955,12,9,1,2,,01305118
2014,Climax Series - First Stage,Hanshin Tigers,4,"Uemoto, Hiroki",2B,2,1.000,7,0,0,0,,01305118
2014,Japan Series,Hanshin Tigers,4,"Uemoto, Hiroki",2B,5,0.962,13,12,1,1,,01305118
2014,Regular Season,Hanshin Tigers,4,"Uemoto, Hiroki",2B,129,0.975,279,371,17,75,,01305118
2014,Regular Season,Yomiuri Giants,13,"Katsuki, Ryota",P,41,1.000,1,12,0,1,,01305119
