Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2001,Regular Season,Hiroshima Toyo Carp,16,"Yamauchi, Yasuyuki",P,20,1.000,0,2,0,0,,01003880
2001,Regular Season,Yokohama BayStars,24,"Hosomi, Kazushi",P,14,1.000,4,4,0,0,,01003882
2001,Regular Season,Yomiuri Giants,44,"Horita, Ichiro",OF,20,1.000,8,0,0,0,,01003884
2001,Regular Season,Yokohama BayStars,3,"Furuki, Katsuaki",OF,1,1.000,1,0,0,0,,01003888
2001,Regular Season,Chunichi Dragons,00,"Yanagisawa, Yuichi",C,16,0.935,39,4,3,1,2,01003889
2001,Regular Season,Yakult Swallows,61,"Ishii, Hirotoshi",P,39,0.917,3,8,1,1,,01103882
2001,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",1B,1,1.000,1,0,0,0,,01103883
2001,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",2B,3,1.000,2,2,0,1,,01103883
2001,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",3B,19,1.000,4,13,0,1,,01103883
2001,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",OF,35,1.000,39,3,0,1,,01103883
2001,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",SS,83,0.986,92,194,4,42,,01103883
2001,Regular Season,Osaka Kintetsu Buffaloes,8,"Isobe, Koichi",OF,140,0.993,278,5,2,2,,01103884
2001,Regular Season,Hanshin Tigers,29,"Igawa, Kei",P,29,0.844,9,29,7,1,,01103886
2001,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",1B,47,1.000,122,12,0,9,,01103888
2001,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",3B,45,0.915,22,64,8,7,,01103888
2001,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",OF,37,0.974,35,3,1,1,,01103888
2001,Regular Season,Osaka Kintetsu Buffaloes,48,"Iwakuma, Hisashi",P,9,0.875,4,3,1,0,,01105111
2001,Regular Season,Yokohama BayStars,62,"Azuma, Kazumasa",P,3,0.000,0,0,0,0,,01105113
2001,Regular Season,Chiba Lotte Marines,60,"Mitsuyama, Hidekazu",C,6,0.958,21,2,1,0,1,01203862
