Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
1975,Regular Season,Kintetsu Buffaloes,17,"Bando, Satomi",P,20,1.000,5,19,0,0,,01003821
1975,Regular Season,Taiheiyo Club Lions,10,"Nishizawa, Masaji",1B,1,1.000,1,0,0,1,,01003843
1975,Regular Season,Taiheiyo Club Lions,10,"Nishizawa, Masaji",C,47,1.000,129,13,0,1,1,01003843
1975,Regular Season,Kintetsu Buffaloes,37,"Hirano, Mitsuyasu",OF,47,0.986,71,1,1,1,,01003845
1975,Regular Season,Taiheiyo Club Lions,16,"Matsubayashi, Shigeru",2B,1,0.000,0,0,0,0,,01003847
1975,Regular Season,Taiheiyo Club Lions,16,"Matsubayashi, Shigeru",P,20,0.933,1,13,1,3,,01003847
1975,Regular Season,Nippon-Ham Fighters,33,"Murai, Hideshi",C,36,0.974,99,13,3,0,3,01003849
1975,Regular Season,Hankyu Braves,5,"Inoe, Osamu",2B,1,1.000,0,1,0,0,,01103820
1975,Regular Season,Hankyu Braves,5,"Inoe, Osamu",3B,86,0.978,24,63,2,2,,01103820
1975,Regular Season,Hankyu Braves,5,"Inoe, Osamu",SS,2,1.000,0,2,0,0,,01103820
1975,Regular Season,Taiyo Whales,5,"Ito, Isao",1B,2,1.000,8,0,0,1,,01103823
1975,Regular Season,Taiyo Whales,5,"Ito, Isao",3B,1,0.667,1,1,1,0,,01103823
1975,Regular Season,Taiyo Whales,5,"Ito, Isao",C,84,0.992,365,31,3,3,5,01103823
1975,Regular Season,Taiyo Whales,5,"Ito, Isao",OF,16,1.000,11,1,0,0,,01103823
1975,Regular Season,Chunichi Dragons,5,"Kamigaki, Masayuki",2B,5,0.500,0,1,1,0,,01103840
1975,Regular Season,Chunichi Dragons,5,"Kamigaki, Masayuki",3B,1,0.000,0,0,0,0,,01103840
1975,Regular Season,Chunichi Dragons,5,"Kamigaki, Masayuki",SS,6,0.909,5,5,1,3,,01103840
1975,Regular Season,Yomiuri Giants,35,"Awaguchi, Kenji",OF,92,0.973,137,5,4,0,,01103843
1975,Regular Season,Hiroshima Toyo Carp,11,"Ikegaya, Kojiro",OF,1,0.000,0,0,0,0,,01103849
1975,Regular Season,Hiroshima Toyo Carp,11,"Ikegaya, Kojiro",P,45,0.952,15,45,3,4,,01103849
1975,Regular Season,Nankai Hawks,11,"Ueda, Takuzo",OF,1,0.000,0,0,0,0,,01303824
1975,Regular Season,Nankai Hawks,11,"Ueda, Takuzo",P,20,0.923,2,10,1,0,,01303824
1975,Regular Season,Nankai Hawks,16,"Emoto, Takenori",OF,1,0.000,0,0,0,0,,01303843
1975,Regular Season,Nankai Hawks,16,"Emoto, Takenori",P,31,0.955,15,48,3,2,,01303843
1975,Regular Season,Taiyo Whales,45,"Okue, Hideyuki",3B,1,0.000,0,0,0,0,,01303847
1975,Regular Season,Taiyo Whales,45,"Okue, Hideyuki",P,41,1.000,1,20,0,1,,01303847
1975,Regular Season,Hiroshima Toyo Carp,29,"Omata, Susumu",P,11,1.000,1,3,0,0,,01303849
1975,Regular Season,Hiroshima Toyo Carp,24,"Watanabe, Hiroki",P,55,1.000,4,21,0,0,,01403845
1975,Regular Season,Kintetsu Buffaloes,49,"Kato, Hideo",1B,1,0.000,0,0,0,0,,01503824
1975,Regular Season,Kintetsu Buffaloes,49,"Kato, Hideo",OF,1,0.000,0,0,0,0,,01503824
1975,Regular Season,Kintetsu Buffaloes,49,"Kato, Hideo",P,15,0.833,2,3,1,0,,01503824
1975,Regular Season,Taiyo Whales,24,"Kotani, Tadakatsu",P,36,0.923,3,9,1,1,,01503826
1975,Regular Season,Nankai Hawks,10,"Shimano, Ikuo",OF,102,0.984,237,6,4,2,,01503827
1975,Regular Season,Chunichi Dragons,23,"Kimata, Tatsuhiko",C,117,0.997,545,54,2,5,2,01503829
1975,Regular Season,Hiroshima Toyo Carp,6,"Hopkins, Gail",1B,130,0.994,1160,88,8,80,,01503840
1975,Regular Season,Nippon-Ham Fighters,25,"Kamigochi, Makoto",3B,2,1.000,0,2,0,1,,01503841
1975,Regular Season,Nippon-Ham Fighters,25,"Kamigochi, Makoto",OF,92,0.991,210,5,2,2,,01503841
1975,Regular Season,Taiyo Whales,35,"Koganemaru, Mitsuru",1B,2,1.000,5,0,0,0,,01503843
1975,Regular Season,Hiroshima Toyo Carp,37,"Kimoto, Shigemi",C,1,1.000,2,0,0,0,0,01503849
1975,Regular Season,Nankai Hawks,19,"Nomura, Katsuya",C,125,0.975,499,85,15,5,14,01603809
1975,Regular Season,Nankai Hawks,5,"Wada, Toru",C,10,1.000,24,3,0,0,0,01603829
1975,Regular Season,Yomiuri Giants,21,"Takahashi, Kazumi",P,39,0.971,7,26,1,0,,01703820
1975,Regular Season,Nankai Hawks,1,"Sakurai, Teruhide",2B,130,0.974,276,372,17,91,,01703824
1975,Regular Season,Nankai Hawks,15,"Yonetani, Nobuo",C,1,0.750,2,1,1,0,2,01703840
1975,Regular Season,Nankai Hawks,15,"Yonetani, Nobuo",OF,1,0.000,0,0,0,0,,01703840
1975,Regular Season,Hanshin Tigers,8,"Sato, Masaharu",OF,33,1.000,25,0,0,0,,01703841
1975,Regular Season,Nippon-Ham Fighters,38,"Shimazu, Keiichi",OF,10,1.000,12,0,0,0,,01703849
1975,Regular Season,Taiyo Whales,2,"Nakatsuka, Masayuki",1B,5,1.000,33,2,0,7,,01903826
1975,Regular Season,Taiyo Whales,2,"Nakatsuka, Masayuki",OF,126,0.980,239,8,5,2,,01903826
1975,Regular Season,Taiheiyo Club Lions,21,"Higashio, Osamu",P,54,0.930,17,90,8,8,,01903828
1975,Regular Season,Taiyo Whales,33,"Takahashi, Shigeyuki",OF,1,0.000,0,0,0,0,,01903829
1975,Regular Season,Taiyo Whales,33,"Takahashi, Shigeyuki",P,30,1.000,6,28,0,0,,01903829
1975,Regular Season,Lotte Orions,43,"Doi, Kenji",1B,1,1.000,3,0,0,0,,01903841
1975,Regular Season,Lotte Orions,43,"Doi, Kenji",C,69,0.985,240,28,4,4,2,01903841
1975,Regular Season,Lotte Orions,43,"Doi, Kenji",OF,1,0.000,0,0,0,0,,01903841
1975,Regular Season,Taiheiyo Club Lions,14,"Takahashi, Fumio",OF,24,1.000,13,1,0,0,,01903843
1975,Regular Season,Kintetsu Buffaloes,6,"Yasui, Toshinori",2B,18,1.000,8,5,0,1,,03103825
1975,Regular Season,Kintetsu Buffaloes,6,"Yasui, Toshinori",SS,2,1.000,2,1,0,1,,03103825
1975,Regular Season,Hanshin Tigers,2,"Noda, Masanori",2B,4,1.000,0,1,0,0,,11013820
1975,Regular Season,Hanshin Tigers,2,"Noda, Masanori",3B,2,1.000,0,1,0,0,,11013820
1975,Regular Season,Hanshin Tigers,2,"Noda, Masanori",SS,19,1.000,9,15,0,0,,11013820
1975,Regular Season,Yomiuri Giants,7,"Shibata, Isao",3B,1,0.000,0,0,0,0,,11013825
1975,Regular Season,Yomiuri Giants,7,"Shibata, Isao",OF,122,0.989,252,7,3,3,,11013825
1975,Regular Season,Nankai Hawks,40,"Nogami, Toshio",1B,3,0.000,0,0,0,0,,11013826
1975,Regular Season,Nankai Hawks,40,"Nogami, Toshio",P,3,0.000,0,0,0,0,,11013826
1975,Regular Season,Nippon-Ham Fighters,12,"Fujiwara, Makoto",1B,1,0.000,0,0,0,0,,11013828
1975,Regular Season,Nippon-Ham Fighters,12,"Fujiwara, Makoto",OF,9,0.000,0,0,0,0,,11013828
1975,Regular Season,Nippon-Ham Fighters,12,"Fujiwara, Makoto",P,19,0.900,4,14,2,0,,11013828
1975,Regular Season,Nippon-Ham Fighters,12,"Fujiwara, Makoto",SS,1,0.000,0,0,0,0,,11013828
1975,Regular Season,Lotte Orions,38,"Narishige, Haruo",OF,2,0.000,0,0,0,0,,11013845
