Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
1947,Regular Season,Taiyo Robins,25,"Matsui, Nobukatsu",2B,12,0.961,23,26,2,9,,01003892
1947,Regular Season,Taiyo Robins,25,"Matsui, Nobukatsu",SS,97,0.936,174,320,34,57,,01003892
1947,Regular Season,Taiyo Robins,20,"Izutsu, Kenichi",P,34,0.946,3,50,3,4,,01103878
1947,Regular Season,Hankyu Braves,16,"Imanishi, Rentaro",P,46,0.989,14,75,1,3,,01103892
1947,Regular Season,Taiyo Robins,9,"Ikeda, Zenzo",P,30,0.915,10,44,5,5,,01103894
1947,Regular Season,Chubu Nippon Dragons,4,"Osawa, Nobuo",1B,94,0.997,865,24,3,86,,01303874
1947,Regular Season,Yomiuri Giants,16,"Kawakami, Tetsuharu",1B,119,0.997,1124,36,4,139,,01303876
1947,Regular Season,Nankai Hawks,5,"Okamura, Toshiaki",OF,35,1.000,58,4,0,1,,01303878
1947,Regular Season,Yomiuri Giants,21,"Kawasaki, Tokuji",OF,1,0.000,0,0,0,0,,01303891
1947,Regular Season,Yomiuri Giants,21,"Kawasaki, Tokuji",P,51,0.988,19,65,1,9,,01303891
1947,Regular Season,Nankai Hawks,27,"Kawanishi, Toshio",OF,107,0.989,260,12,3,5,,01303892
1947,Regular Season,Yomiuri Giants,8,"Tanaka, Toshiaki",2B,1,1.000,1,2,0,0,,01303894
1947,Regular Season,Yomiuri Giants,8,"Tanaka, Toshiaki",SS,109,0.946,216,323,31,69,,01303894
1947,Regular Season,Kinsei Stars,30,"Tsubochi, Michinori",C,4,1.000,2,0,0,0,0,01403872
1947,Regular Season,Kinsei Stars,30,"Tsubochi, Michinori",OF,119,0.989,366,7,4,3,,01403872
1947,Regular Season,Hankyu Braves,21,"Mori, Kotaro",P,16,1.000,5,17,0,1,,01403874
1947,Regular Season,Chubu Nippon Dragons,2,"Mizuno, Ryoichi",OF,3,1.000,6,0,0,0,,01503894
1947,Regular Season,Yomiuri Giants,2,"Hagihara, Hiroshi",OF,86,0.984,182,7,3,2,,01503897
1947,Regular Season,Yomiuri Giants,18,"Nakao, Hiroshi",OF,1,1.000,1,0,0,0,,01703878
1947,Regular Season,Yomiuri Giants,18,"Nakao, Hiroshi",P,28,0.956,5,38,2,4,,01703878
1947,Regular Season,Yomiuri Giants,6,"Takano, Hiroyoshi",P,19,0.944,4,13,1,1,,01703892
1947,Regular Season,Taiyo Robins,11,"Fujii, Isamu",OF,119,0.980,234,10,5,3,,03103872
1947,Regular Season,Kinsei Stars,23,"Nishizawa, Michio",1B,118,0.991,1172,39,11,108,,11013874
1947,Regular Season,Kinsei Stars,23,"Nishizawa, Michio",P,1,0.000,0,0,0,0,,11013874
1947,Regular Season,Tokyu Flyers,5,"Hitokoto, Taju",OF,109,0.966,277,9,10,4,,11013892
1947,Regular Season,Tokyu Flyers,5,"Hitokoto, Taju",P,13,0.963,7,19,1,2,,11013892
1947,Regular Season,Osaka Tigers,14,"Yasui, Tamaichi",1B,111,0.987,906,18,12,84,,11013895
1947,Regular Season,Yomiuri Giants,28,"Ogata, Toshiaki",P,9,0.889,1,7,1,1,,11313894
1947,Regular Season,Yomiuri Giants,17,"Kondo, Sadao",P,10,1.000,0,8,0,0,,11313897
1947,Regular Season,Hankyu Braves,8,"Sakai, Toyoshi",3B,24,0.932,25,71,7,7,,11313899
1947,Regular Season,Taiyo Robins,21,"Noda, Seiji",1B,1,1.000,4,0,0,2,,11513894
1947,Regular Season,Yomiuri Giants,30,"Nakajima, Haruyasu",OF,34,0.986,67,3,1,1,,11613872
1947,Regular Season,Hankyu Braves,9,"Tanaka, Naritaka",2B,1,1.000,1,2,0,0,,11713878
1947,Regular Season,Hankyu Braves,9,"Tanaka, Naritaka",SS,107,0.943,188,342,32,47,,11713878
1947,Regular Season,Tokyu Flyers,18,"Shiraki, Giichiro",1B,6,1.000,26,1,0,2,,11713892
1947,Regular Season,Tokyu Flyers,18,"Shiraki, Giichiro",3B,3,1.000,2,1,0,0,,11713892
1947,Regular Season,Tokyu Flyers,18,"Shiraki, Giichiro",OF,8,1.000,13,0,0,0,,11713892
1947,Regular Season,Tokyu Flyers,18,"Shiraki, Giichiro",P,59,0.969,27,131,5,12,,11713892
1947,Regular Season,Osaka Tigers,21,"Tsukamoto, Hiromutsu",OF,99,0.988,234,13,3,3,,11913874
1947,Regular Season,Chubu Nippon Dragons,10,"Hattori, Tsuguhiro",3B,3,0.500,0,1,1,0,,11913878
1947,Regular Season,Chubu Nippon Dragons,10,"Hattori, Tsuguhiro",P,39,1.000,10,61,0,2,,11913878
1947,Regular Season,Osaka Tigers,6,"Togashi, Jun",2B,1,0.000,0,0,0,0,,11913892
1947,Regular Season,Osaka Tigers,6,"Togashi, Jun",OF,68,0.969,148,8,5,3,,11913892
1947,Regular Season,Osaka Tigers,30,"Wakabayashi, Tadashi",1B,1,1.000,3,0,0,0,,13913872
