Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
1980,Regular Season,Hiroshima Toyo Carp,6,"Lyttle, Jim",OF,130,0.984,236,8,4,3,,01003844
1980,Regular Season,Kintetsu Buffaloes,9,"Hirano, Mitsuyasu",OF,129,0.987,289,4,4,0,,01003845
1980,Regular Season,Lotte Orions,7,"Lee, Leon",1B,127,0.990,1094,96,12,109,,01003846
1980,Regular Season,Nippon-Ham Fighters,33,"Murai, Hideshi",C,1,1.000,1,0,0,0,0,01003849
1980,Regular Season,Nippon-Ham Fighters,33,"Murai, Hideshi",OF,25,1.000,27,0,0,0,,01003849
1980,Regular Season,Nankai Hawks,31,"Mizutani, Shigeo",P,11,1.000,1,6,0,1,,01003861
1980,Regular Season,Hankyu Braves,5,"Inoe, Osamu",2B,3,1.000,2,6,0,2,,01103820
1980,Regular Season,Hankyu Braves,5,"Inoe, Osamu",3B,3,1.000,2,2,0,0,,01103820
1980,Regular Season,Hankyu Braves,5,"Inoe, Osamu",SS,12,0.964,9,18,1,3,,01103820
1980,Regular Season,Nankai Hawks,5,"Ito, Isao",C,22,0.966,53,3,2,0,1,01103823
1980,Regular Season,Nankai Hawks,5,"Ito, Isao",OF,2,1.000,4,0,0,0,,01103823
1980,Regular Season,Chunichi Dragons,14,"Kamigaki, Masayuki",2B,4,1.000,0,2,0,0,,01103840
1980,Regular Season,Chunichi Dragons,14,"Kamigaki, Masayuki",3B,5,0.882,5,10,2,2,,01103840
1980,Regular Season,Yomiuri Giants,35,"Awaguchi, Kenji",OF,102,0.981,146,6,3,1,,01103843
1980,Regular Season,Nippon-Ham Fighters,27,"Omiya, Tatsuo",C,40,0.993,128,17,1,4,5,01103844
1980,Regular Season,Nippon-Ham Fighters,27,"Omiya, Tatsuo",OF,6,1.000,8,1,0,1,,01103844
1980,Regular Season,Chunichi Dragons,31,"Ishii, Akio",OF,49,0.983,54,3,1,0,,01103846
1980,Regular Season,Chunichi Dragons,27,"Okawara, Sakae",C,23,0.986,66,5,1,1,1,01103848
1980,Regular Season,Hiroshima Toyo Carp,11,"Ikegaya, Kojiro",P,28,0.969,9,22,1,0,,01103849
1980,Regular Season,Chunichi Dragons,17,"Ushijima, Kazuhiko",P,9,1.000,1,7,0,1,,01103861
1980,Regular Season,Lotte Orions,48,"Wakabayashi, Hitoshi",P,2,0.000,0,0,0,0,,01203861
1980,Regular Season,Lotte Orions,34,"Kenmotsu, Takahiro",3B,1,1.000,0,1,0,0,,01303842
1980,Regular Season,Lotte Orions,34,"Kenmotsu, Takahiro",OF,35,1.000,23,1,0,0,,01303842
1980,Regular Season,Hanshin Tigers,29,"Emoto, Takenori",P,31,0.958,11,35,2,1,,01303843
1980,Regular Season,Yokohama Taiyo Whales,17,"Saito, Akio",P,35,1.000,14,53,0,8,,01303844
1980,Regular Season,Yokohama Taiyo Whales,15,"Kadota, Fumiaki",P,6,0.000,0,0,0,0,,01303846
