Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2003,Regular Season,Seibu Lions,32,"Hosomi, Kazushi",P,2,0.000,0,0,0,0,,01003882
2003,Regular Season,Yomiuri Giants,44,"Horita, Ichiro",OF,15,0.933,14,0,1,0,,01003884
2003,Regular Season,Yokohama BayStars,33,"Furuki, Katsuaki",3B,86,0.908,49,128,18,7,,01003888
2003,Regular Season,Yokohama BayStars,33,"Furuki, Katsuaki",OF,24,0.929,26,0,2,0,,01003888
2003,Regular Season,Chunichi Dragons,00,"Yanagisawa, Yuichi",C,43,0.986,203,8,3,0,3,01003889
2003,Regular Season,Seibu Lions,56,"Nakajima, Hiroyuki",3B,20,0.903,8,20,3,2,,01005113
2003,Regular Season,Seibu Lions,56,"Nakajima, Hiroyuki",SS,2,1.000,2,2,0,0,,01005113
2003,Regular Season,Yakult Swallows,16,"Takai, Yuhei",P,27,0.909,2,18,2,2,,01005117
2003,Regular Season,Yakult Swallows,61,"Ishii, Hirotoshi",P,36,1.000,2,2,0,0,,01103882
2003,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",1B,11,1.000,27,2,0,1,,01103883
2003,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",2B,16,1.000,25,49,0,8,,01103883
2003,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",3B,42,0.983,18,41,1,3,,01103883
2003,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",SS,1,0.000,0,0,0,0,,01103883
2003,Regular Season,Osaka Kintetsu Buffaloes,8,"Isobe, Koichi",OF,131,0.986,209,7,3,2,,01103884
2003,Regular Season,Hanshin Tigers,29,"Igawa, Kei",P,29,0.973,8,28,1,1,,01103886
2003,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",1B,106,0.997,898,97,3,69,,01103888
2003,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",3B,37,0.963,28,49,3,5,,01103888
2003,Regular Season,Osaka Kintetsu Buffaloes,21,"Iwakuma, Hisashi",P,27,0.976,15,26,1,0,,01105111
2003,Regular Season,Yokohama BayStars,62,"Azuma, Kazumasa",P,5,1.000,1,0,0,0,,01105113
2003,Regular Season,Yokohama BayStars,14,"Morinaka, Masao",P,10,0.000,0,0,0,0,,01203884
2003,Regular Season,Chiba Lotte Marines,12,"Fujita, Soichi",P,28,1.000,0,8,0,1,,01203886
2003,Regular Season,Nippon-Ham Fighters,26,"Muto, Junichiro",P,2,0.000,0,0,0,0,,01203887
2003,Regular Season,Hanshin Tigers,15,"Fujita, Taiyo",P,5,1.000,3,3,0,1,,01205113
2003,Regular Season,Yomiuri Giants,96,"Hayashi, Masanori",P,15,0.857,3,9,2,0,,01205115
2003,Regular Season,Hiroshima Toyo Carp,20,"Nagakawa, Katsuhiro",P,40,1.000,1,4,0,0,,01205117
2003,Regular Season,Chunichi Dragons,17,"Kito, Makoto",P,23,1.000,1,11,0,1,,01303864
2003,Regular Season,Orix Bluewave,5,"Yamasaki, Takeshi",1B,19,0.994,159,12,1,8,,01303868
2003,Regular Season,Hanshin Tigers,19,"Kawajiri, Tetsuro",P,2,1.000,0,1,0,0,,01303880
2003,Regular Season,Osaka Kintetsu Buffaloes,17,"Kadokura, Ken",P,20,0.857,7,5,2,0,,01303882
2003,Regular Season,Hanshin Tigers,8,"Kataoka, Atsushi",1B,11,1.000,37,3,0,0,,01303885
2003,Regular Season,Hanshin Tigers,8,"Kataoka, Atsushi",3B,99,0.985,60,131,3,10,,01303885
2003,Regular Season,Nippon-Ham Fighters,51,"Oda, Tomoyuki",1B,1,1.000,1,0,0,0,,01303886
2003,Regular Season,Nippon-Ham Fighters,51,"Oda, Tomoyuki",2B,1,0.875,4,3,1,0,,01303886
2003,Regular Season,Nippon-Ham Fighters,51,"Oda, Tomoyuki",3B,5,0.000,0,0,0,0,,01303886
2003,Regular Season,Chiba Lotte Marines,25,"Imae, Toshiaki",2B,1,0.000,0,0,0,0,,01305115
2003,Regular Season,Chiba Lotte Marines,25,"Imae, Toshiaki",3B,2,1.000,1,1,0,0,,01305115
2003,Regular Season,Hanshin Tigers,26,"Egusa, Hirotaka",P,1,0.000,0,0,0,0,,01305117
2003,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",P,26,1.000,4,23,0,1,,01403862
2003,Regular Season,Hanshin Tigers,21,"Yoshino, Makoto",P,56,1.000,0,7,0,0,,01405111
2003,Regular Season,Chunichi Dragons,25,"Maeda, Shingo",3B,12,1.000,3,2,0,0,,01405115
2003,Regular Season,Chunichi Dragons,25,"Maeda, Shingo",SS,2,1.000,4,3,0,0,,01405115
2003,Regular Season,Yomiuri Giants,37,"Saito, Takayuki",1B,22,0.992,113,7,1,4,,01503880
2003,Regular Season,Yomiuri Giants,37,"Saito, Takayuki",3B,33,0.948,26,29,3,1,,01503880
2003,Regular Season,Yomiuri Giants,37,"Saito, Takayuki",OF,73,0.973,107,3,3,1,,01503880
2003,Regular Season,Chunichi Dragons,57,"Kuramoto, Hidenori",OF,23,0.941,16,0,1,0,,01503888
2003,Regular Season,Seibu Lions,17,"Hsu, Ming-Chieh",P,19,1.000,4,11,0,1,,01605111
2003,Regular Season,Orix Bluewave,56,"Yamamoto, Takuji",P,26,1.000,0,2,0,0,,01605115
2003,Regular Season,Chunichi Dragons,23,"Sekikawa, Koichi",OF,76,0.990,95,3,1,0,,01703883
2003,Regular Season,Chiba Lotte Marines,27,"Shimizu, Masaumi",C,91,0.993,379,31,3,1,3,01703884
2003,Regular Season,Orix Bluewave,62,"Tamaki, Tomotaka",2B,4,1.000,1,2,0,1,,01703889
2003,Regular Season,Orix Bluewave,62,"Tamaki, Tomotaka",3B,9,1.000,3,3,0,0,,01703889
2003,Regular Season,Orix Bluewave,62,"Tamaki, Tomotaka",SS,9,1.000,4,10,0,0,,01703889
2003,Regular Season,Yokohama BayStars,48,"Goto, Shinya",P,4,1.000,0,1,0,0,,01705113
2003,Regular Season,Yokohama BayStars,66,"Kimura, Shogo",SS,7,1.000,5,6,0,2,,01705117
2003,Regular Season,Yokohama BayStars,3,"Cox, Steve",1B,14,0.993,132,5,1,7,,01805117
2003,Regular Season,Hanshin Tigers,1,"Taninaka, Shinji",P,29,1.000,0,11,0,0,,01903884
2003,Regular Season,Seibu Lions,68,"Tahara, Koji",C,9,0.949,35,2,2,1,0,01903887
2003,Regular Season,Yomiuri Giants,7,"Nioka, Tomohiro",3B,1,0.000,0,0,0,0,,01903888
2003,Regular Season,Yomiuri Giants,7,"Nioka, Tomohiro",SS,140,0.980,197,384,12,59,,01903888
2003,Regular Season,Yokohama BayStars,30,"Tazaki, Masahiro",P,39,1.000,5,9,0,0,,01905115
2003,Regular Season,Yomiuri Giants,25,"Bailey, Cory",P,30,0.889,3,5,1,0,,03105117
2003,Regular Season,Chunichi Dragons,38,"Linares, Omar",1B,42,0.997,271,16,1,20,,03305115
2003,Regular Season,Chiba Lotte Marines,42,"Fernandez, Jose",1B,4,1.000,40,2,0,2,,03305117
2003,Regular Season,Chiba Lotte Marines,42,"Fernandez, Jose",3B,85,0.918,69,143,19,12,,03305117
2003,Regular Season,Seibu Lions,57,"Ueda, Hiroaki",1B,19,1.000,32,3,0,3,,05303868
2003,Regular Season,Seibu Lions,57,"Ueda, Hiroaki",2B,16,1.000,15,14,0,7,,05303868
2003,Regular Season,Seibu Lions,57,"Ueda, Hiroaki",3B,48,1.000,5,16,0,2,,05303868
2003,Regular Season,Seibu Lions,57,"Ueda, Hiroaki",OF,6,1.000,1,0,0,0,,05303868
2003,Regular Season,Seibu Lions,57,"Ueda, Hiroaki",SS,7,1.000,1,4,0,1,,05303868
2003,Regular Season,Hanshin Tigers,45,"Hirashita, Koji",OF,4,0.000,0,0,0,0,,11013882
2003,Regular Season,Hanshin Tigers,25,"Hamanaka, Osamu",OF,44,0.988,81,2,1,0,,11013884
2003,Regular Season,Osaka Kintetsu Buffaloes,45,"Teramura, Tomokazu",P,3,0.000,0,0,0,0,,11013886
2003,Regular Season,Yakult Swallows,12,"Narimoto, Toshihide",P,32,1.000,3,4,0,0,,11013887
2003,Regular Season,Yokohama BayStars,45,"Fukumoto, Makoto",2B,4,1.000,0,2,0,0,,11013888
2003,Regular Season,Yokohama BayStars,45,"Fukumoto, Makoto",SS,1,1.000,1,1,0,1,,11013888
2003,Regular Season,Osaka Kintetsu Buffaloes,2,"Matoyama, Tetsuya",C,94,0.988,506,47,7,6,7,11013889
2003,Regular Season,Chiba Lotte Marines,45,"Tsuji, Toshiya",C,4,1.000,17,2,0,0,0,11015115
2003,Regular Season,Orix Bluewave,57,"Shioya, Daisuke",P,3,1.000,0,1,0,1,,11015117
2003,Regular Season,Hanshin Tigers,3,"Yagi, Hiroshi",1B,22,1.000,125,11,0,9,,11213864
2003,Regular Season,Hiroshima Toyo Carp,23,"Yokoyama, Ryuji",P,13,0.800,3,1,1,0,,11213880
2003,Regular Season,Osaka Kintetsu Buffaloes,26,"Misawa, Koichi",P,48,1.000,2,6,0,1,,11213884
2003,Regular Season,Hiroshima Toyo Carp,53,"Hayashi, Masaki",P,13,0.500,0,1,1,0,,11213886
2003,Regular Season,Fukuoka Daiei Hawks,34,"Yoshitake, Shintaro",P,42,1.000,1,7,0,0,,11213889
2003,Regular Season,Fukuoka Daiei Hawks,43,"Matsuda, Masashi",OF,52,1.000,44,3,0,1,,11215111
2003,Regular Season,Seibu Lions,46,"Noda, Kosuke",C,36,0.994,159,8,1,1,1,11215113
2003,Regular Season,Orix Bluewave,28,"Kase, Toshihiro",P,9,1.000,2,2,0,1,,11313880
2003,Regular Season,Yakult Swallows,1,"Iwamura, Akinori",3B,47,0.947,32,93,7,5,,11313884
2003,Regular Season,Yakult Swallows,1,"Iwamura, Akinori",OF,15,0.970,29,3,1,0,,11313884
2003,Regular Season,Orix Bluewave,27,"Ogura, Hisashi",P,51,1.000,7,16,0,1,,11313887
2003,Regular Season,Yomiuri Giants,19,"Uehara, Koji",P,27,0.971,3,30,1,2,,11313888
2003,Regular Season,Osaka Kintetsu Buffaloes,7,"Omura, Naoyuki",OF,135,0.996,230,7,1,2,,11313889
2003,Regular Season,Yakult Swallows,19,"Ishikawa, Masanori",P,30,0.962,15,35,2,4,,11315115
2003,Regular Season,Hanshin Tigers,67,"Iyono, Takateru",P,6,1.000,0,2,0,0,,11315117
2003,Regular Season,Chunichi Dragons,51,"Yamakita, Shigetoshi",P,57,1.000,5,10,0,1,,11415111
2003,Regular Season,Yomiuri Giants,39,"Miura, Taka",OF,7,1.000,2,0,0,0,,11415113
2003,Regular Season,Yakult Swallows,37,"Fukukawa, Masakazu",C,2,1.000,7,0,0,0,1,11415115
2003,Regular Season,Hanshin Tigers,13,"Nakamura, Yasuhiro",P,5,0.000,0,0,0,0,,11415117
2003,Regular Season,Yomiuri Giants,18,"Kuwata, Masumi",P,14,1.000,6,17,0,2,,11513862
2003,Regular Season,Hiroshima Toyo Carp,12,"Kawano, Masato",P,1,0.000,0,0,0,0,,11513884
2003,Regular Season,Orix Bluewave,20,"Kawagoe, Hidetaka",P,7,1.000,2,7,0,1,,11513888
2003,Regular Season,Orix Bluewave,54,"Kubota, Atsushi",P,7,1.000,0,3,0,0,,11515111
2003,Regular Season,Chunichi Dragons,12,"Okamoto, Shinya",P,40,1.000,1,14,0,1,,11515113
2003,Regular Season,Hiroshima Toyo Carp,17,"Otake, Kan",P,3,1.000,1,1,0,0,,11515115
2003,Regular Season,Yakult Swallows,27,"Furuta, Atsuya",C,139,0.995,943,71,5,11,5,11613881
2003,Regular Season,Fukuoka Daiei Hawks,23,"Muramatsu, Arihito",OF,109,0.990,196,4,2,1,,11613883
2003,Regular Season,Orix Bluewave,34,"Motoyanagi, Kazuya",P,40,0.955,7,14,1,1,,11615115
2003,Regular Season,Chunichi Dragons,8,"Morioka, Ryosuke",2B,1,1.000,0,2,0,0,,11615117
2003,Regular Season,Chunichi Dragons,8,"Morioka, Ryosuke",SS,2,1.000,0,2,0,0,,11615117
2003,Regular Season,Yakult Swallows,10,"Shiroishi, Noriyuki",2B,91,0.994,147,205,2,51,,11713880
2003,Regular Season,Yakult Swallows,10,"Shiroishi, Noriyuki",3B,31,0.947,7,11,1,1,,11713880
2003,Regular Season,Yakult Swallows,10,"Shiroishi, Noriyuki",SS,2,1.000,1,2,0,1,,11713880
2003,Regular Season,Seibu Lions,10,"Takagi, Taisei",1B,20,1.000,92,7,0,7,,11713882
2003,Regular Season,Seibu Lions,10,"Takagi, Taisei",2B,2,1.000,1,0,0,0,,11713882
2003,Regular Season,Orix Bluewave,25,"Satake, Manabu",1B,1,1.000,4,1,0,0,,11713884
2003,Regular Season,Orix Bluewave,25,"Satake, Manabu",3B,1,0.000,0,0,0,0,,11713884
2003,Regular Season,Orix Bluewave,25,"Satake, Manabu",OF,17,1.000,7,0,0,0,,11713884
2003,Regular Season,Chunichi Dragons,21,"Shotsu, Eiji",P,6,1.000,1,1,0,0,,11713886
2003,Regular Season,Yakult Swallows,28,"Sato, Hideki",P,28,1.000,4,5,0,0,,11713887
2003,Regular Season,Hiroshima Toyo Carp,67,"Sakai, Daisuke",P,11,1.000,0,2,0,0,,11713888
2003,Regular Season,Hiroshima Toyo Carp,51,"Suenaga, Masafumi",OF,11,1.000,13,0,0,0,,11715111
2003,Regular Season,Seibu Lions,58,"Miyaji, Katsuhiko",OF,21,0.957,21,1,1,0,,11813881
2003,Regular Season,Orix Bluewave,15,"Ku, Deson",P,19,1.000,7,12,0,0,,11815113
2003,Regular Season,Fukuoka Daiei Hawks,21,"Wada, Tsuyoshi",P,26,1.000,6,31,0,0,,11815117
2003,Regular Season,Hanshin Tigers,0,"Nakamura, Yutaka",OF,48,0.964,27,0,1,0,,11913882
2003,Regular Season,Yakult Swallows,23,"Ebisu, Nobuyuki",P,5,1.000,3,8,0,0,,11913883
2003,Regular Season,Orix Bluewave,1,"Soejima, Kota",OF,27,1.000,16,0,0,0,,11913884
2003,Regular Season,Hiroshima Toyo Carp,60,"Nishikawa, Shinichi",P,43,1.000,6,5,0,1,,11913889
