Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2023,Regular Season,Yomiuri Giants,5,"Nakajima, Hiroyuki",1B,4,1.000,31,2,0,1,,01005113
2023,Regular Season,Fukuoka Softbank Hawks,18,"Takeda, Shota",P,29,1.000,3,7,0,0,,01005135
2023,Regular Season,Fukuoka Softbank Hawks,28,"Takahashi, Rei",P,5,1.000,0,1,0,0,,01005136
2023,Regular Season,Fukuoka Softbank Hawks,16,"Higashihama, Nao",P,17,0.958,5,18,1,0,,01005137
2023,Regular Season,Saitama Seibu Lions,26,"Sasaki, Takeru",P,21,1.000,1,10,0,0,,01005153
2023,Regular Season,Tokyo Yakult Swallows,10,"Araki, Takahiro",1B,1,1.000,3,0,0,1,,01105131
2023,Regular Season,Hokkaido Nippon-Ham Fighters,52,"Ikeda, Takahide",P,51,1.000,7,3,0,0,,01105134
2023,Climax Series - Final Stage,Chiba Lotte Marines,50,"Ishikawa, Shingo",OF,2,1.000,2,0,0,0,,01105135
2023,Climax Series - First Stage,Chiba Lotte Marines,50,"Ishikawa, Shingo",OF,1,1.000,2,0,0,0,,01105135
2023,Regular Season,Chiba Lotte Marines,50,"Ishikawa, Shingo",OF,28,1.000,46,1,0,0,,01105135
2023,Regular Season,Fukuoka Softbank Hawks,53,"Izumi, Keisuke",P,3,0.000,0,0,0,0,,01105138
2023,Climax Series - Final Stage,Orix Buffaloes,45,"Abe, Shota",P,1,0.000,0,0,0,0,,01105153
2023,Japan Series,Orix Buffaloes,45,"Abe, Shota",P,3,0.000,0,0,0,0,,01105153
2023,Regular Season,Orix Buffaloes,45,"Abe, Shota",P,49,1.000,2,6,0,0,,01105153
2023,Regular Season,Hokkaido Nippon-Ham Fighters,39,"Arizono, Naoki",3B,1,1.000,1,0,0,0,,01105155
2023,Regular Season,Chunichi Dragons,63,"Donoue, Naomichi",1B,2,1.000,2,1,0,0,,01205114
2023,Regular Season,Chunichi Dragons,63,"Donoue, Naomichi",2B,2,1.000,3,6,0,0,,01205114
2023,Regular Season,Chunichi Dragons,63,"Donoue, Naomichi",3B,6,1.000,0,2,0,1,,01205114
2023,Regular Season,Chunichi Dragons,63,"Donoue, Naomichi",SS,2,1.000,1,2,0,1,,01205114
2023,Climax Series - First Stage,Chiba Lotte Marines,29,"Nishino, Yuji",P,1,0.000,0,0,0,0,,01205118
2023,Regular Season,Chiba Lotte Marines,29,"Nishino, Yuji",P,18,1.000,8,13,0,1,,01205118
2023,Regular Season,Saitama Seibu Lions,40,"Tamura, Ichiro",P,24,1.000,1,4,0,0,,01205134
