Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
1978,Regular Season,Kintetsu Buffaloes,17,"Bando, Satomi",P,32,0.926,7,18,2,0,,01003821
1978,Regular Season,Crown Lighter Lions,10,"Nishizawa, Masaji",C,27,0.980,42,8,1,1,1,01003843
1978,Regular Season,Hiroshima Toyo Carp,6,"Lyttle, Jim",2B,3,1.000,2,5,0,1,,01003844
1978,Regular Season,Hiroshima Toyo Carp,6,"Lyttle, Jim",OF,130,0.985,246,13,4,5,,01003844
1978,Regular Season,Kintetsu Buffaloes,9,"Hirano, Mitsuyasu",OF,128,0.997,344,5,1,1,,01003845
1978,Regular Season,Lotte Orions,7,"Lee, Leon",1B,126,0.988,1039,69,13,94,,01003846
1978,Regular Season,Lotte Orions,7,"Lee, Leon",2B,1,1.000,3,1,0,1,,01003846
1978,Regular Season,Lotte Orions,7,"Lee, Leon",3B,6,0.857,3,3,1,0,,01003846
1978,Regular Season,Nippon-Ham Fighters,33,"Murai, Hideshi",C,2,1.000,4,0,0,0,0,01003849
1978,Regular Season,Nippon-Ham Fighters,33,"Murai, Hideshi",OF,27,0.967,26,3,1,0,,01003849
1978,Regular Season,Hankyu Braves,5,"Inoe, Osamu",2B,13,1.000,16,22,0,9,,01103820
1978,Regular Season,Hankyu Braves,5,"Inoe, Osamu",3B,13,0.875,5,9,2,0,,01103820
1978,Regular Season,Hankyu Braves,5,"Inoe, Osamu",SS,31,0.938,29,46,5,7,,01103820
1978,Regular Season,Yokohama Taiyo Whales,5,"Ito, Isao",C,3,1.000,5,0,0,0,1,01103823
1978,Regular Season,Yokohama Taiyo Whales,5,"Ito, Isao",OF,6,1.000,1,1,0,0,,01103823
1978,Regular Season,Chunichi Dragons,14,"Kamigaki, Masayuki",2B,6,0.875,7,7,2,0,,01103840
1978,Regular Season,Chunichi Dragons,14,"Kamigaki, Masayuki",3B,1,0.000,0,0,0,0,,01103840
1978,Regular Season,Chunichi Dragons,14,"Kamigaki, Masayuki",SS,20,1.000,12,12,0,1,,01103840
1978,Regular Season,Yomiuri Giants,35,"Awaguchi, Kenji",OF,39,1.000,39,1,0,1,,01103843
1978,Regular Season,Nippon-Ham Fighters,27,"Omiya, Tatsuo",C,42,0.976,99,22,3,4,3,01103844
1978,Regular Season,Chunichi Dragons,31,"Ishii, Akio",OF,14,1.000,32,0,0,0,,01103846
1978,Regular Season,Hiroshima Toyo Carp,11,"Ikegaya, Kojiro",P,35,1.000,10,32,0,2,,01103849
1978,Regular Season,Nankai Hawks,50,"Ueda, Takuzo",P,9,1.000,1,4,0,1,,01303824
1978,Regular Season,Hiroshima Toyo Carp,44,"Kenmotsu, Takahiro",OF,2,0.000,0,0,0,0,,01303842
1978,Regular Season,Hanshin Tigers,29,"Emoto, Takenori",P,56,0.975,7,32,1,0,,01303843
1978,Regular Season,Yokohama Taiyo Whales,17,"Saito, Akio",P,47,1.000,20,68,0,4,,01303844
1978,Regular Season,Yokohama Taiyo Whales,15,"Kadota, Fumiaki",P,39,0.931,4,23,2,0,,01303846
1978,Regular Season,Lotte Orions,14,"Okue, Hideyuki",P,20,1.000,4,21,0,2,,01303847
1978,Regular Season,Yomiuri Giants,46,"Omata, Susumu",P,29,1.000,1,4,0,1,,01303849
