Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2006,Regular Season,Yomiuri Giants,44,"Horita, Ichiro",OF,5,1.000,10,0,0,0,,01003884
2006,Regular Season,Tohoku Rakuten Golden Eagles,44,"Nakatani, Jin",C,8,1.000,15,0,0,0,0,01003886
2006,Regular Season,Yokohama BayStars,33,"Furuki, Katsuaki",OF,77,0.941,121,6,8,0,,01003888
2006,Regular Season,Seibu Lions,3,"Nakajima, Hiroyuki",SS,99,0.962,162,241,16,44,,01005113
2006,Regular Season,Tokyo Yakult Swallows,22,"Takai, Yuhei",P,36,0.750,2,7,3,0,,01005117
2006,Regular Season,Tokyo Yakult Swallows,61,"Ishii, Hirotoshi",P,11,1.000,2,0,0,0,,01103882
2006,Regular Season,Tohoku Rakuten Golden Eagles,8,"Isobe, Koichi",OF,95,0.978,176,2,4,0,,01103884
2006,Regular Season,Hanshin Tigers,29,"Igawa, Kei",P,29,0.966,2,26,1,0,,01103886
2006,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",1B,1,1.000,2,0,0,0,,01103888
2006,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",3B,143,0.947,84,255,19,13,,01103888
2006,Regular Season,Tohoku Rakuten Golden Eagles,21,"Iwakuma, Hisashi",P,6,0.818,4,5,2,1,,01105111
2006,Regular Season,Chunichi Dragons,25,"Arai, Ryota",1B,5,1.000,25,0,0,1,,01105112
2006,Regular Season,Chunichi Dragons,25,"Arai, Ryota",3B,2,0.000,0,0,0,0,,01105112
2006,Regular Season,Seibu Lions,69,"Azuma, Kazumasa",P,5,0.500,0,1,1,0,,01105113
2006,Regular Season,Hiroshima Toyo Carp,69,"Amaya, Soichiro",OF,8,1.000,5,0,0,0,,01105115
2006,Regular Season,Hokkaido Nippon-Ham Fighters,54,"Inada, Naoto",1B,1,1.000,1,0,0,1,,01105119
2006,Regular Season,Hokkaido Nippon-Ham Fighters,54,"Inada, Naoto",3B,21,0.905,6,32,4,3,,01105119
2006,Regular Season,Chiba Lotte Marines,12,"Fujita, Soichi",P,56,0.875,0,7,1,0,,01203886
2006,Regular Season,Chiba Lotte Marines,65,"Minami, Ryusuke",OF,7,1.000,2,0,0,0,,01205111
2006,Regular Season,Chiba Lotte Marines,32,"Nemoto, Shunichi",2B,20,1.000,19,28,0,2,,01205112
2006,Regular Season,Chiba Lotte Marines,32,"Nemoto, Shunichi",SS,11,0.926,9,16,2,1,,01205112
2006,Regular Season,Hanshin Tigers,15,"Fujita, Taiyo",P,11,1.000,1,4,0,1,,01205113
2006,Regular Season,Yomiuri Giants,30,"Hayashi, Masanori",P,62,0.923,0,12,1,1,,01205115
2006,Regular Season,Hiroshima Toyo Carp,20,"Nagakawa, Katsuhiro",P,65,1.000,3,9,0,0,,01205117
2006,Regular Season,Tohoku Rakuten Golden Eagles,7,"Yamasaki, Takeshi",1B,6,1.000,33,3,0,1,,01303868
2006,Regular Season,Yokohama BayStars,24,"Kadokura, Ken",P,28,1.000,4,25,0,3,,01303882
2006,Regular Season,Hanshin Tigers,8,"Kataoka, Atsushi",1B,3,1.000,6,0,0,1,,01303885
2006,Regular Season,Hanshin Tigers,8,"Kataoka, Atsushi",3B,32,0.926,9,41,4,2,,01303885
2006,Regular Season,Hokkaido Nippon-Ham Fighters,51,"Oda, Tomoyuki",1B,10,1.000,64,3,0,8,,01303886
2006,Regular Season,Hokkaido Nippon-Ham Fighters,51,"Oda, Tomoyuki",3B,1,0.000,0,0,0,0,,01303886
2006,Regular Season,Seibu Lions,7,"Kataoka, Yasuyuki",2B,76,0.984,167,193,6,28,,01305110
2006,Regular Season,Seibu Lions,7,"Kataoka, Yasuyuki",SS,38,0.964,66,119,7,26,,01305110
2006,Regular Season,Hiroshima Toyo Carp,14,"Umehara, Nobuaki",P,3,0.000,0,0,0,0,,01305112
2006,Regular Season,Hiroshima Toyo Carp,66,"Uemura, Kazuhiro",C,1,1.000,5,0,0,0,0,01305113
2006,Regular Season,Chiba Lotte Marines,8,"Imae, Toshiaki",3B,125,0.962,78,225,12,24,,01305115
2006,Regular Season,Hanshin Tigers,26,"Egusa, Hirotaka",P,36,0.962,2,23,1,2,,01305117
2006,Regular Season,Orix Buffaloes,17,"Katsuki, Ryota",P,6,1.000,0,3,0,0,,01305119
2006,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",P,27,1.000,6,30,0,4,,01403862
2006,Regular Season,Tokyo Yakult Swallows,57,"Maruyama, Takashi",P,11,1.000,1,4,0,0,,01405110
2006,Regular Season,Hanshin Tigers,47,"Yoshino, Makoto",P,8,1.000,1,2,0,1,,01405111
2006,Regular Season,Yomiuri Giants,37,"Saito, Takayuki",1B,16,1.000,69,3,0,2,,01503880
2006,Regular Season,Yomiuri Giants,37,"Saito, Takayuki",OF,17,0.941,16,0,1,0,,01503880
2006,Regular Season,Chunichi Dragons,57,"Kuramoto, Hidenori",OF,120,0.994,154,3,1,1,,01503888
2006,Regular Season,Yomiuri Giants,40,"Sato, Hiroshi",P,8,1.000,0,1,0,0,,01505111
2006,Regular Season,Seibu Lions,23,"Ming-Chieh, Hsu",P,19,1.000,0,8,0,0,,01605111
2006,Regular Season,Yokohama BayStars,34,"Mitsuhashi, Naoki",P,9,1.000,0,6,0,1,,01605112
2006,Regular Season,Tohoku Rakuten Golden Eagles,23,"Sekikawa, Koichi",OF,68,0.981,98,3,2,1,,01703883
2006,Regular Season,Chunichi Dragons,39,"Shimizu, Masaumi",C,2,1.000,8,2,0,0,0,01703884
2006,Regular Season,Hiroshima Toyo Carp,29,"Sato, Tsuyoshi",P,1,1.000,1,0,0,0,,01705110
2006,Regular Season,Tohoku Rakuten Golden Eagles,12,"Kusano, Daisuke",2B,13,0.950,18,20,2,3,,01705112
2006,Regular Season,Tohoku Rakuten Golden Eagles,12,"Kusano, Daisuke",3B,15,0.957,8,14,1,2,,01705112
2006,Regular Season,Tohoku Rakuten Golden Eagles,12,"Kusano, Daisuke",SS,18,0.966,23,34,2,15,,01705112
2006,Regular Season,Yokohama BayStars,66,"Kimura, Shogo",1B,1,1.000,1,0,0,0,,01705117
2006,Regular Season,Yokohama BayStars,66,"Kimura, Shogo",2B,4,1.000,4,11,0,1,,01705117
2006,Regular Season,Orix Buffaloes,54,"Shimamura, Ikki",2B,3,1.000,0,2,0,0,,01705119
2006,Regular Season,Orix Buffaloes,54,"Shimamura, Ikki",3B,5,1.000,4,7,0,1,,01705119
2006,Regular Season,Orix Buffaloes,54,"Shimamura, Ikki",SS,2,1.000,1,2,0,1,,01705119
2006,Regular Season,Hokkaido Nippon-Ham Fighters,1,"Shinjo, Tsuyoshi",OF,126,0.989,271,4,3,0,,01903881
