Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
1964,Regular Season,Kokutetsu Swallows,27,"Negoro, Hiromitsu",C,118,0.992,542,52,5,3,2,01003804
1964,Regular Season,Nishitetsu Lions,25,"Takakura, Teruyuki",OF,113,0.983,223,8,4,2,,01003807
1964,Regular Season,Nankai Hawks,54,"Nakajima, Hiroyuki",OF,82,0.919,33,1,3,0,,01003808
1964,Regular Season,Kintetsu Buffaloes,17,"Bando, Satomi",P,34,0.950,1,18,1,2,,01003821
1964,Regular Season,Kintetsu Buffaloes,44,"Desa, Dick",OF,1,0.000,0,0,0,0,,01003823
1964,Regular Season,Kintetsu Buffaloes,44,"Desa, Dick",P,2,0.000,0,0,0,0,,01003823
1964,Regular Season,Nishitetsu Lions,56,"Suzuki, Goro",1B,1,0.750,2,1,1,0,,01003825
1964,Regular Season,Nishitetsu Lions,56,"Suzuki, Goro",2B,1,0.000,0,0,0,0,,01003825
1964,Regular Season,Nishitetsu Lions,56,"Suzuki, Goro",3B,6,0.786,3,8,3,2,,01003825
1964,Regular Season,Nishitetsu Lions,56,"Suzuki, Goro",OF,3,1.000,2,0,0,0,,01003825
1964,Regular Season,Nishitetsu Lions,56,"Suzuki, Goro",SS,2,1.000,1,4,0,2,,01003825
1964,Regular Season,Toei Flyers,24,"Nagayasu, Masayuki",P,2,1.000,0,1,0,0,,01003829
1964,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",1B,2,0.000,0,0,0,0,,01103802
1964,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",OF,3,0.000,0,0,0,0,,01103802
1964,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",P,63,0.964,16,65,3,2,,01103802
1964,Regular Season,Kintetsu Buffaloes,3,"Iko, Teruo",OF,16,0.917,11,0,1,0,,01103804
1964,Regular Season,Taiyo Whales,12,"Aso, Saneo",OF,2,0.000,0,0,0,0,,01103808
1964,Regular Season,Nishitetsu Lions,11,"Inoe, Yoshio",P,60,0.959,10,61,3,2,,01103821
1964,Regular Season,Taiyo Whales,34,"Ito, Isao",C,125,0.977,601,65,16,4,8,01103823
1964,Regular Season,Nishitetsu Lions,27,"Wilson, George",1B,83,0.989,615,42,7,48,,01103827
1964,Regular Season,Tokyo Orions,68,"Arai, Akira",2B,1,0.000,0,0,0,0,,01103829
1964,Regular Season,Tokyo Orions,17,"Nakanishi, Katsumi",P,32,0.971,7,27,1,0,,01203802
1964,Regular Season,Yomiuri Giants,40,"Fukuda, Masahisa",OF,37,1.000,22,1,0,0,,01203804
1964,Regular Season,Kokutetsu Swallows,21,"Moritaki, Yoshimi",P,44,1.000,10,34,0,3,,01203821
1964,Regular Season,Kintetsu Buffaloes,29,"Hirai, Seiichi",3B,2,0.500,0,1,1,1,,01203829
1964,Regular Season,Kintetsu Buffaloes,29,"Hirai, Seiichi",OF,1,0.000,0,0,0,0,,01203829
1964,Regular Season,Tokyo Orions,3,"Enomoto, Kihachi",1B,149,0.992,1402,116,12,103,,01303800
1964,Regular Season,Taiyo Whales,19,"Osaki, Takao",P,9,1.000,4,9,0,0,,01303823
1964,Regular Season,Kokutetsu Swallows,49,"Ishito, Shiroku",1B,1,0.000,0,0,0,0,,01303825
1964,Regular Season,Kokutetsu Swallows,49,"Ishito, Shiroku",P,4,0.000,0,0,0,0,,01303825
1964,Regular Season,Hiroshima Carp,36,"Ogawa, Hirofumi",3B,1,0.000,0,0,0,0,,01303829
1964,Regular Season,Hiroshima Carp,36,"Ogawa, Hirofumi",SS,9,0.917,10,12,2,1,,01303829
1964,Regular Season,Nankai Hawks,48,"Watarai, Sumio",3B,1,0.000,0,0,0,0,,01403806
1964,Regular Season,Nankai Hawks,48,"Watarai, Sumio",C,2,1.000,1,0,0,0,0,01403806
1964,Regular Season,Nankai Hawks,48,"Watarai, Sumio",OF,11,0.000,0,0,0,0,,01403806
1964,Regular Season,Yomiuri Giants,10,"Miyadera, Katsutoshi",OF,1,0.000,0,0,0,0,,01403829
1964,Regular Season,Kokutetsu Swallows,32,"Kobuchi, Taisuke",1B,100,0.992,790,35,7,67,,01503804
1964,Regular Season,Kokutetsu Swallows,32,"Kobuchi, Taisuke",OF,32,1.000,65,1,0,1,,01503804
1964,Regular Season,Nishitetsu Lions,26,"Kawai, Yasuhiko",C,58,0.989,231,38,3,6,6,01503805
