Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
1991,Regular Season,Yokohama Taiyo Whales,46,"Miyashita, Shiro",OF,5,1.000,2,0,0,0,,01003864
1991,Regular Season,Orix Bluewave,34,"Mori, Koji",P,3,0.000,0,0,0,0,,01003865
1991,Regular Season,Lotte Orions,00,"Taijun, Masahiro",3B,1,0.000,0,0,0,0,,01003883
1991,Regular Season,Seibu Lions,22,"Omiya, Tatsuo",C,24,0.982,47,7,1,0,1,01103844
1991,Regular Season,Yomiuri Giants,52,"Inoe, Shinji",OF,11,1.000,11,0,0,0,,01103860
1991,Regular Season,Lotte Orions,27,"Ushijima, Kazuhiko",P,1,1.000,0,1,0,0,,01103861
1991,Regular Season,Fukuoka Daiei Hawks,12,"Inoe, Yuji",P,17,1.000,2,6,0,0,,01103863
1991,Regular Season,Hanshin Tigers,25,"Inomata, Takashi",P,27,0.921,3,32,3,0,,01103864
1991,Regular Season,Fukuoka Daiei Hawks,15,"Takashima, Satoru",P,18,1.000,3,5,0,2,,01103866
1991,Regular Season,Nippon-Ham Fighters,24,"Arikura, Masashi",P,9,1.000,2,5,0,0,,01103881
1991,Regular Season,Fukuoka Daiei Hawks,5,"Fujimoto, Hiroshi",1B,7,0.960,20,4,1,4,,01203860
1991,Regular Season,Fukuoka Daiei Hawks,5,"Fujimoto, Hiroshi",3B,77,0.973,54,125,5,10,,01203860
1991,Regular Season,Fukuoka Daiei Hawks,5,"Fujimoto, Hiroshi",OF,1,1.000,2,0,0,0,,01203860
1991,Regular Season,Kintetsu Buffaloes,44,"Mitsuyama, Hidekazu",C,71,0.994,317,31,2,4,2,01203862
1991,Regular Season,Seibu Lions,43,"Yokota, Hisanori",P,24,1.000,1,9,0,1,,01203864
1991,Regular Season,Fukuoka Daiei Hawks,14,"Wakai, Motoyasu",2B,1,1.000,1,0,0,0,,01203866
1991,Regular Season,Fukuoka Daiei Hawks,14,"Wakai, Motoyasu",3B,1,1.000,1,0,0,0,,01203866
1991,Regular Season,Seibu Lions,48,"Maeda, Koji",P,3,0.000,0,0,0,0,,01203869
1991,Regular Season,Seibu Lions,64,"Nonogaki, Takeshi",2B,1,0.000,0,0,0,0,,01203881
1991,Regular Season,Seibu Lions,64,"Nonogaki, Takeshi",SS,1,0.750,2,1,1,1,,01203881
1991,Regular Season,Yokohama Taiyo Whales,17,"Saito, Akio",P,17,0.967,6,23,1,1,,01303844
1991,Regular Season,Chunichi Dragons,23,"Kawamata, Yonetoshi",1B,11,0.980,43,6,1,3,,01303848
1991,Regular Season,Chunichi Dragons,23,"Kawamata, Yonetoshi",OF,31,1.000,38,1,0,0,,01303848
1991,Regular Season,Lotte Orions,41,"Kasahara, Eiichi",P,7,1.000,1,2,0,1,,01303862
1991,Regular Season,Kintetsu Buffaloes,4,"Oishi, Daijiro",2B,122,0.990,268,334,6,63,,01303863
1991,Regular Season,Hiroshima Toyo Carp,11,"Kito, Makoto",P,36,1.000,3,16,0,2,,01303864
1991,Regular Season,Hanshin Tigers,5,"Kanamori, Eiji",OF,40,1.000,43,3,0,0,,01303865
1991,Regular Season,Chunichi Dragons,22,"Yamasaki, Takeshi",OF,17,0.947,17,1,1,0,,01303868
1991,Regular Season,Chunichi Dragons,18,"Kashima, Tadashi",P,19,1.000,0,4,0,0,,01303869
1991,Regular Season,Seibu Lions,23,"Otsuka, Koji",OF,3,1.000,2,0,0,0,,01303881
1991,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",P,33,1.000,8,32,0,1,,01403862
1991,Regular Season,Yomiuri Giants,62,"Kojima, Keiichi",P,1,1.000,0,1,0,0,,01403868
1991,Regular Season,Chunichi Dragons,30,"Komatsuzaki, Yoshihisa",1B,6,1.000,20,0,0,3,,01503860
1991,Regular Season,Chunichi Dragons,30,"Komatsuzaki, Yoshihisa",OF,15,1.000,11,1,0,0,,01503860
1991,Regular Season,Yakult Swallows,48,"Sakurai, Shinichi",2B,2,1.000,1,5,0,0,,01503862
1991,Regular Season,Yakult Swallows,48,"Sakurai, Shinichi",3B,3,1.000,1,2,0,0,,01503862
1991,Regular Season,Yakult Swallows,48,"Sakurai, Shinichi",SS,1,0.000,0,0,0,0,,01503862
1991,Regular Season,Yokohama Taiyo Whales,21,"Nomura, Hiroki",P,26,0.976,12,29,1,5,,01503866
1991,Regular Season,Hiroshima Toyo Carp,6,"Kobayakawa, Takehiko",1B,68,0.992,455,37,4,49,,01503869
1991,Regular Season,Hiroshima Toyo Carp,6,"Kobayakawa, Takehiko",3B,1,1.000,0,1,0,0,,01503869
1991,Regular Season,Hiroshima Toyo Carp,6,"Kobayakawa, Takehiko",OF,2,0.000,0,0,0,0,,01503869
1991,Regular Season,Chunichi Dragons,19,"Yonemura, Akira",P,1,0.000,0,0,0,0,,01603860
1991,Regular Season,Yokohama Taiyo Whales,60,"Shirahata, Takahiro",1B,1,1.000,5,0,0,1,,01703860
1991,Regular Season,Yokohama Taiyo Whales,60,"Shirahata, Takahiro",3B,1,0.000,0,0,0,0,,01703860
1991,Regular Season,Yokohama Taiyo Whales,60,"Shirahata, Takahiro",OF,32,0.976,39,1,1,0,,01703860
1991,Regular Season,Seibu Lions,19,"Takahashi, Kazuhiko",P,5,1.000,0,4,0,0,,01703862
1991,Regular Season,Orix Bluewave,66,"Sakaemura, Tadahiro",OF,2,1.000,2,0,0,0,,01703866
1991,Regular Season,Hanshin Tigers,21,"Sekikawa, Koichi",C,10,0.982,55,1,1,1,1,01703883
1991,Regular Season,Chunichi Dragons,32,"Yamada, Kikuo",P,32,1.000,2,3,0,0,,01803881
1991,Regular Season,Hanshin Tigers,0,"Nakano, Satoru",OF,100,0.992,123,3,1,0,,01903862
1991,Regular Season,Yomiuri Giants,22,"Nakao, Takayoshi",C,27,0.991,105,7,1,0,4,01903863
1991,Regular Season,Yomiuri Giants,28,"Hirota, Hiroaki",P,12,1.000,2,4,0,1,,01903864
1991,Regular Season,Orix Bluewave,16,"Ito, Atsunori",P,29,0.962,8,42,2,2,,01903866
1991,Regular Season,Nippon-Ham Fighters,7,"Nakajima, Terushi",1B,57,1.000,153,13,0,11,,01903868
1991,Regular Season,Nippon-Ham Fighters,7,"Nakajima, Terushi",3B,40,0.941,11,69,5,4,,01903868
1991,Regular Season,Nippon-Ham Fighters,7,"Nakajima, Terushi",OF,61,0.986,70,2,1,0,,01903868
1991,Regular Season,Hanshin Tigers,63,"Shinjo, Tsuyoshi",SS,8,0.842,6,10,3,2,,01903881
1991,Regular Season,Hiroshima Toyo Carp,54,"Chiyomaru, Shoshi",OF,3,1.000,1,0,0,0,,03003868
1991,Regular Season,Hiroshima Toyo Carp,00,"Allen, Rod",OF,63,1.000,72,3,0,0,,03403868
1991,Regular Season,Hanshin Tigers,33,"Kaneko, Seiichi",OF,10,1.000,12,0,0,0,,03503868
1991,Regular Season,Lotte Orions,65,"Yashima, Shoji",P,4,1.000,0,1,0,0,,03603868
1991,Regular Season,Fukuoka Daiei Hawks,27,"Yoshinaga, Koichiro",C,82,0.992,346,21,3,3,5,03703868
1991,Regular Season,Yakult Swallows,13,"Kato, Hiroto",P,28,0.972,12,23,1,2,,05003868
1991,Regular Season,Kintetsu Buffaloes,46,"Omura, Shinji",1B,2,1.000,9,0,0,1,,05603868
1991,Regular Season,Seibu Lions,39,"Destrade, Orestes",1B,3,1.000,22,2,0,2,,07303868
1991,Regular Season,Hanshin Tigers,7,"Mayumi, Akinobu",OF,88,0.991,106,2,1,0,,11013847
1991,Regular Season,Hanshin Tigers,29,"Yoshida, Hiroyuki",C,36,0.985,124,11,2,3,1,11013848
1991,Regular Season,Hanshin Tigers,41,"Nishikawa, Yoshiaki",P,5,1.000,1,1,0,0,,11013862
1991,Regular Season,Lotte Orions,10,"Furukawa, Shinichi",OF,49,0.967,59,0,2,0,,11213862
1991,Regular Season,Hanshin Tigers,3,"Yagi, Hiroshi",3B,130,0.966,106,240,12,18,,11213864
1991,Regular Season,Yokohama Taiyo Whales,49,"Hatayama, Hitoshi",1B,1,0.000,0,0,0,0,,11213867
1991,Regular Season,Yokohama Taiyo Whales,49,"Hatayama, Hitoshi",OF,29,0.964,26,1,1,0,,11213867
1991,Regular Season,Nippon-Ham Fighters,35,"Fujio, Yasuharu",1B,10,0.979,44,3,1,6,,11213869
1991,Regular Season,Nippon-Ham Fighters,35,"Fujio, Yasuharu",3B,7,0.950,6,13,1,0,,11213869
1991,Regular Season,Nippon-Ham Fighters,35,"Fujio, Yasuharu",OF,2,0.000,0,0,0,0,,11213869
1991,Regular Season,Fukuoka Daiei Hawks,42,"Nishi, Shunji",3B,1,1.000,1,0,0,0,,11213881
1991,Regular Season,Nippon-Ham Fighters,41,"Komaki, Yuichi",C,6,1.000,6,2,0,0,0,11213883
1991,Regular Season,Nippon-Ham Fighters,41,"Komaki, Yuichi",OF,11,1.000,7,0,0,0,,11213883
1991,Regular Season,Seibu Lions,45,"Okubo, Hiromoto",C,3,1.000,10,2,0,1,0,11313860
1991,Regular Season,Nippon-Ham Fighters,28,"Okamoto, Tetsushi",C,11,0.882,13,2,2,1,0,11313862
1991,Regular Season,Chunichi Dragons,12,"Ishimoto, Yoshiaki",P,4,1.000,0,1,0,0,,11313863
1991,Regular Season,Yokohama Taiyo Whales,8,"Ono, Yuji",1B,32,1.000,251,6,0,31,,11313864
1991,Regular Season,Yokohama Taiyo Whales,8,"Ono, Yuji",3B,3,1.000,3,3,0,0,,11313864
1991,Regular Season,Yokohama Taiyo Whales,8,"Ono, Yuji",OF,1,0.000,0,0,0,0,,11313864
1991,Regular Season,Hanshin Tigers,18,"Noda, Koji",P,32,1.000,19,43,0,1,,11313866
1991,Regular Season,Seibu Lions,52,"Oda, Shinya",P,33,1.000,0,3,0,0,,11313869
1991,Regular Season,Kintetsu Buffaloes,41,"Iriki, Satoshi",P,10,0.938,4,11,1,0,,11313881
1991,Regular Season,Chunichi Dragons,21,"Kojima, Hiromu",P,24,0.963,10,16,1,1,,11313883
1991,Regular Season,Fukuoka Daiei Hawks,00,"Yamaguchi, Yuji",OF,14,1.000,5,1,0,0,,11413862
1991,Regular Season,Chunichi Dragons,43,"Yamanaka, Kiyoshi",C,25,0.987,132,17,2,5,0,11413863
1991,Regular Season,Fukuoka Daiei Hawks,32,"Motohara, Masaharu",P,26,0.971,7,27,1,0,,11413868
1991,Regular Season,Fukuoka Daiei Hawks,51,"Eguchi, Takayoshi",P,8,1.000,1,1,0,0,,11413883
1991,Regular Season,Yomiuri Giants,18,"Kuwata, Masumi",P,28,0.988,24,58,1,1,,11513862
1991,Regular Season,Yokohama Taiyo Whales,53,"Kataoka, Mitsuhiro",1B,1,1.000,3,1,0,1,,11513863
