Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
1981,Regular Season,Hiroshima Toyo Carp,6,"Lyttle, Jim",OF,124,0.976,228,11,6,2,,01003844
1981,Regular Season,Kintetsu Buffaloes,9,"Hirano, Mitsuyasu",OF,121,0.988,255,2,3,0,,01003845
1981,Regular Season,Lotte Orions,7,"Lee, Leon",1B,95,0.989,795,65,10,80,,01003846
1981,Regular Season,Lotte Orions,7,"Lee, Leon",OF,2,1.000,5,0,0,0,,01003846
1981,Regular Season,Nippon-Ham Fighters,33,"Murai, Hideshi",OF,44,0.938,45,0,3,0,,01003849
1981,Regular Season,Nankai Hawks,31,"Mizutani, Shigeo",P,45,1.000,1,10,0,0,,01003861
1981,Regular Season,Hanshin Tigers,32,"Hikima, Katsuyuki",OF,6,1.000,5,0,0,0,,01003863
1981,Regular Season,Yomiuri Giants,35,"Awaguchi, Kenji",OF,111,0.993,137,6,1,1,,01103843
1981,Regular Season,Nippon-Ham Fighters,27,"Omiya, Tatsuo",C,112,0.993,521,51,4,7,2,01103844
1981,Regular Season,Chunichi Dragons,31,"Ishii, Akio",OF,53,0.979,47,0,1,0,,01103846
1981,Regular Season,Chunichi Dragons,27,"Okawara, Sakae",C,18,1.000,54,5,0,0,1,01103848
1981,Regular Season,Hiroshima Toyo Carp,11,"Ikegaya, Kojiro",P,25,1.000,4,8,0,1,,01103849
1981,Regular Season,Chunichi Dragons,17,"Ushijima, Kazuhiko",P,51,1.000,1,20,0,4,,01103861
1981,Regular Season,Nankai Hawks,52,"Inoe, Yuji",P,1,1.000,0,2,0,0,,01103863
1981,Regular Season,Yokohama Taiyo Whales,63,"Mori, Kazuaki",OF,1,1.000,1,0,0,0,,01203863
1981,Regular Season,Lotte Orions,34,"Kenmotsu, Takahiro",OF,55,0.977,42,1,1,0,,01303842
1981,Regular Season,Hanshin Tigers,29,"Emoto, Takenori",P,24,0.926,4,21,2,0,,01303843
1981,Regular Season,Yokohama Taiyo Whales,17,"Saito, Akio",3B,2,0.000,0,0,0,0,,01303844
