Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2021,Regular Season,Chiba Lotte Marines,47,"Tanaka, Yasuhiro",P,38,1.000,5,9,0,0,,01005112
2021,Climax Series - Final Stage,Yomiuri Giants,5,"Nakajima, Hiroyuki",1B,1,0.750,3,0,1,0,,01005113
2021,Climax Series - First Stage,Yomiuri Giants,5,"Nakajima, Hiroyuki",1B,1,1.000,6,0,0,0,,01005113
2021,Regular Season,Yomiuri Giants,5,"Nakajima, Hiroyuki",1B,51,1.000,300,19,0,21,,01005113
2021,Regular Season,Tokyo Yakult Swallows,41,"Takai, Yuhei",OF,1,0.000,0,0,0,0,,01005117
2021,Regular Season,Hokkaido Nippon-Ham Fighters,91,"Takahama, Yuto",1B,95,0.994,801,59,5,64,,01005130
2021,Regular Season,Hokkaido Nippon-Ham Fighters,91,"Takahama, Yuto",2B,3,1.000,3,5,0,0,,01005130
2021,Regular Season,Fukuoka Softbank Hawks,41,"Senga, Koudai",P,13,1.000,8,7,0,0,,01005133
2021,Regular Season,Hiroshima Toyo Carp,34,"Takahashi, Kouya",P,15,0.900,1,8,1,1,,01005134
2021,Regular Season,Fukuoka Softbank Hawks,18,"Takeda, Shota",P,12,1.000,3,10,0,0,,01005135
2021,Regular Season,Fukuoka Softbank Hawks,28,"Takahashi, Rei",P,11,0.875,2,12,2,1,,01005136
2021,Regular Season,Fukuoka Softbank Hawks,16,"Higashihama, Nao",P,14,1.000,2,12,0,0,,01005137
2021,Regular Season,Chiba Lotte Marines,69,"Doi, Hideto",P,14,1.000,1,0,0,0,,01005138
2021,Regular Season,Saitama Seibu Lions,26,"Sasaki, Takeru",P,5,1.000,0,2,0,0,,01005153
2021,Climax Series - Final Stage,Tokyo Yakult Swallows,10,"Araki, Takahiro",1B,3,1.000,5,0,0,0,,01105131
2021,Japan Series,Tokyo Yakult Swallows,10,"Araki, Takahiro",1B,4,1.000,5,0,0,0,,01105131
2021,Regular Season,Tokyo Yakult Swallows,10,"Araki, Takahiro",1B,64,1.000,120,10,0,9,,01105131
2021,Regular Season,Tokyo Yakult Swallows,10,"Araki, Takahiro",2B,2,1.000,1,4,0,0,,01105131
2021,Regular Season,Tokyo Yakult Swallows,10,"Araki, Takahiro",OF,23,0.857,6,0,1,0,,01105131
2021,Regular Season,Hokkaido Nippon-Ham Fighters,52,"Ikeda, Takahide",P,18,0.875,3,4,1,1,,01105134
2021,Regular Season,Yomiuri Giants,36,"Ishikawa, Shingo",OF,14,1.000,6,0,0,0,,01105135
2021,Regular Season,Fukuoka Softbank Hawks,53,"Izumi, Keisuke",P,31,1.000,1,5,0,0,,01105138
2021,Regular Season,Orix Buffaloes,45,"Abe, Shota",P,4,0.000,0,0,0,0,,01105153
2021,Regular Season,Chunichi Dragons,63,"Donoue, Naomichi",1B,5,1.000,5,0,0,0,,01205114
2021,Regular Season,Chunichi Dragons,63,"Donoue, Naomichi",2B,40,0.987,74,80,2,16,,01205114
2021,Regular Season,Chunichi Dragons,63,"Donoue, Naomichi",3B,21,0.950,3,16,1,1,,01205114
2021,Regular Season,Chunichi Dragons,63,"Donoue, Naomichi",SS,16,1.000,22,44,0,7,,01205114
2021,Regular Season,Saitama Seibu Lions,65,"Togawa, Daisuke",OF,7,1.000,14,0,0,0,,01205130
2021,Regular Season,Saitama Seibu Lions,40,"Tamura, Ichiro",P,22,0.900,2,7,1,0,,01205134
2021,Regular Season,Chiba Lotte Marines,48,"Nakamura, Toshiya",P,14,1.000,1,5,0,0,,01205138
2021,Regular Season,Tohoku Rakuten Golden Eagles,29,"Takada, Koichi",P,3,0.000,0,0,0,0,,01205153
2021,Regular Season,Hanshin Tigers,62,"Ueda, Kai",2B,38,1.000,8,21,0,4,,01305130
2021,Regular Season,Hanshin Tigers,62,"Ueda, Kai",OF,14,1.000,2,0,0,0,,01305130
2021,Regular Season,Chunichi Dragons,8,"Ohshima, Yohei",OF,141,0.996,270,3,1,0,,01305131
2021,Regular Season,Yokohama DeNA Baystars,21,"Imanaga, Shota",P,19,0.957,5,17,1,0,,01305132
2021,Regular Season,Tokyo Yakult Swallows,64,"Ohshita, Yuma",P,30,1.000,1,7,0,0,,01305136
2021,Regular Season,Yokohama DeNA Baystars,16,"Ohnuki, Shinichi",P,22,1.000,5,17,0,2,,01305138
2021,Regular Season,Tohoku Rakuten Golden Eagles,36,"Uchida, Yasuhito",1B,9,0.988,84,0,1,3,,01305139
2021,Regular Season,Tohoku Rakuten Golden Eagles,36,"Uchida, Yasuhito",OF,1,1.000,2,0,0,0,,01305139
2021,Regular Season,Hokkaido Nippon-Ham Fighters,48,"Ueno, Kyohei",SS,4,0.833,3,2,1,0,,01305151
2021,Regular Season,Hiroshima Toyo Carp,55,"Matsuyama, Ryuhei",1B,29,0.978,172,10,4,12,,01405116
2021,Regular Season,Hiroshima Toyo Carp,55,"Matsuyama, Ryuhei",OF,13,0.950,19,0,1,0,,01405116
2021,Regular Season,Hiroshima Toyo Carp,37,"Noma, Takayoshi",OF,72,0.994,147,6,1,0,,01405130
2021,Regular Season,Orix Buffaloes,25,"Nishimura, Ryo",OF,13,1.000,26,0,0,0,,01405136
2021,Regular Season,Hiroshima Toyo Carp,44,"Hayashi, Kota",1B,16,0.985,61,4,1,3,,01405138
2021,Regular Season,Hiroshima Toyo Carp,44,"Hayashi, Kota",3B,97,0.942,59,119,11,7,,01405138
2021,Regular Season,Fukuoka Softbank Hawks,38,"Mori, Yuito",P,30,1.000,1,3,0,0,,01405139
2021,Regular Season,Chiba Lotte Marines,64,"Ohmine, Yuta",P,8,0.750,1,2,1,0,,01505114
2021,Regular Season,Fukuoka Softbank Hawks,67,"Kasaya, Shunsuke",P,16,1.000,4,16,0,0,,01505130
