Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2013,Regular Season,Yokohama DeNA Baystars,22,"Takasaki, Kentaro",P,20,1.000,4,5,0,0,,01005114
2013,Regular Season,Tokyo Yakult Swallows,41,"Takai, Yuhei",OF,11,1.000,18,0,0,0,,01005117
2013,Regular Season,Fukuoka Softbank Hawks,41,"Senga, Koudai",P,51,1.000,0,14,0,1,,01005133
2013,Regular Season,Fukuoka Softbank Hawks,30,"Takeda, Shota",P,17,1.000,4,13,0,0,,01005135
2013,Regular Season,Fukuoka Softbank Hawks,16,"Higashihama, Nao",P,5,0.833,3,2,1,0,,01005137
2013,Regular Season,Orix Buffaloes,29,"Igawa, Kei",P,9,1.000,2,7,0,1,,01103886
2013,Climax Series - First Stage,Hanshin Tigers,25,"Arai, Takahiro",1B,2,1.000,15,0,0,0,,01103888
2013,Regular Season,Hanshin Tigers,25,"Arai, Takahiro",1B,133,0.995,1202,87,7,105,,01103888
2013,Regular Season,Hanshin Tigers,32,"Arai, Ryota",1B,22,0.991,105,4,1,4,,01105112
2013,Regular Season,Hanshin Tigers,32,"Arai, Ryota",3B,94,0.950,50,140,10,13,,01105112
2013,Climax Series - First Stage,Hiroshima Toyo Carp,49,"Amaya, Soichiro",OF,2,1.000,1,0,0,0,,01105115
2013,Regular Season,Hiroshima Toyo Carp,49,"Amaya, Soichiro",OF,23,1.000,21,1,0,1,,01105115
2013,Regular Season,Tokyo Yakult Swallows,24,"Araki, Takahiro",1B,7,1.000,60,5,0,6,,01105131
2013,Regular Season,Tokyo Yakult Swallows,24,"Araki, Takahiro",3B,5,0.813,2,11,3,1,,01105131
2013,Regular Season,Yokohama DeNA Baystars,4,"Aranami, Sho",OF,124,1.000,259,16,0,4,,01105133
2013,Regular Season,Hokkaido Nippon-Ham Fighters,49,"Ishikawa, Shingo",OF,4,0.000,0,0,0,0,,01105135
2013,Climax Series - Final Stage,Chiba Lotte Marines,2,"Nemoto, Shunichi",2B,4,0.931,10,17,2,4,,01205112
2013,Climax Series - First Stage,Chiba Lotte Marines,2,"Nemoto, Shunichi",2B,3,1.000,7,9,0,2,,01205112
2013,Regular Season,Chiba Lotte Marines,2,"Nemoto, Shunichi",2B,101,0.993,246,290,4,64,,01205112
2013,Regular Season,Chiba Lotte Marines,2,"Nemoto, Shunichi",SS,22,0.949,31,62,5,12,,01205112
2013,Regular Season,Tokyo Yakult Swallows,51,"Fujita, Taiyo",P,20,1.000,0,2,0,0,,01205113
2013,Regular Season,Chunichi Dragons,1,"Donoue, Naomichi",1B,3,1.000,4,0,0,0,,01205114
2013,Regular Season,Chunichi Dragons,1,"Donoue, Naomichi",2B,7,1.000,8,10,0,2,,01205114
2013,Regular Season,Chunichi Dragons,1,"Donoue, Naomichi",3B,12,1.000,3,13,0,1,,01205114
2013,Regular Season,Chunichi Dragons,1,"Donoue, Naomichi",SS,50,0.987,38,117,2,22,,01205114
2013,Regular Season,Yokohama DeNA Baystars,24,"Hayashi, Masanori",P,14,1.000,0,2,0,0,,01205115
2013,Climax Series - Final Stage,Tohoku Rakuten Golden Eagles,20,"Hasebe, Kohei",P,2,0.000,0,0,0,0,,01205116
2013,Japan Series,Tohoku Rakuten Golden Eagles,20,"Hasebe, Kohei",P,1,1.000,0,1,0,0,,01205116
2013,Regular Season,Tohoku Rakuten Golden Eagles,20,"Hasebe, Kohei",P,24,1.000,4,11,0,1,,01205116
2013,Climax Series - Final Stage,Hiroshima Toyo Carp,20,"Nagakawa, Katsuhiro",P,1,0.000,0,0,0,0,,01205117
2013,Climax Series - First Stage,Hiroshima Toyo Carp,20,"Nagakawa, Katsuhiro",P,2,0.000,0,0,0,0,,01205117
2013,Regular Season,Hiroshima Toyo Carp,20,"Nagakawa, Katsuhiro",P,29,1.000,2,7,0,2,,01205117
2013,Climax Series - Final Stage,Chiba Lotte Marines,67,"Nishino, Yuji",P,3,0.000,0,0,0,0,,01205118
2013,Climax Series - First Stage,Chiba Lotte Marines,67,"Nishino, Yuji",P,1,0.000,0,0,0,0,,01205118
