Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
1940,Regular Season,Tokyo Kyojin,27,"Yoshihara, Masaki",C,104,0.990,598,97,7,8,7,01003876
1940,Regular Season,Nagoya Club,15,"Yoshida, Kazuo",OF,103,0.950,209,17,12,5,,01003878
1940,Regular Season,Nankai Club,27,"Yoshitomi, Kinya",P,2,1.000,0,1,0,0,,01003891
1940,Regular Season,Nagoya Golden Dolphins,18,"Isobe, Takeo",OF,1,0.000,0,0,0,0,,01103876
1940,Regular Season,Nagoya Golden Dolphins,18,"Isobe, Takeo",P,1,0.000,0,0,0,0,,01103876
1940,Regular Season,Lion Baseball Club,12,"Izutsu, Kenichi",3B,1,0.000,0,0,0,0,,01103878
1940,Regular Season,Lion Baseball Club,12,"Izutsu, Kenichi",OF,31,1.000,43,1,0,0,,01103878
1940,Regular Season,Lion Baseball Club,12,"Izutsu, Kenichi",P,24,0.967,7,22,1,1,,01103878
1940,Regular Season,Tsubasa Baseball Club,25,"Ishii, Yutaka",1B,63,0.989,452,10,5,37,,01103891
1940,Regular Season,Nagoya Golden Dolphins,19,"Sei, Kiyoshi",2B,2,0.800,2,2,1,1,,01203872
1940,Regular Season,Nagoya Golden Dolphins,19,"Sei, Kiyoshi",3B,16,0.837,11,25,7,2,,01203872
1940,Regular Season,Nagoya Club,4,"Osawa, Nobuo",1B,94,0.992,825,23,7,95,,01303874
1940,Regular Season,Nagoya Club,4,"Osawa, Nobuo",3B,5,1.000,4,9,0,1,,01303874
1940,Regular Season,Nagoya Club,4,"Osawa, Nobuo",OF,10,0.955,20,1,1,1,,01303874
1940,Regular Season,Nagoya Club,4,"Osawa, Nobuo",P,9,1.000,1,8,0,0,,01303874
1940,Regular Season,Tokyo Kyojin,16,"Kawakami, Tetsuharu",1B,103,0.991,994,23,9,78,,01303876
1940,Regular Season,Tokyo Kyojin,16,"Kawakami, Tetsuharu",P,6,0.857,1,5,1,1,,01303876
1940,Regular Season,Nankai Club,7,"Okamura, Toshiaki",OF,96,0.975,146,7,4,1,,01303878
1940,Regular Season,Nankai Club,21,"Kawasaki, Tokuji",P,11,0.952,0,20,1,0,,01303891
1940,Regular Season,Lion Baseball Club,8,"Tsubochi, Michinori",OF,102,0.996,250,9,1,1,,01403872
1940,Regular Season,Hankyu Club,21,"Mori, Kotaro",1B,1,1.000,1,0,0,0,,01403874
1940,Regular Season,Hankyu Club,21,"Mori, Kotaro",P,54,0.992,19,109,1,9,,01403874
1940,Regular Season,Nagoya Golden Dolphins,11,"Sasaki, Tsunesuke",OF,81,0.978,167,7,4,1,,01503874
1940,Regular Season,Hankyu Club,7,"Shimomura, Yutaka",2B,1,1.000,1,0,0,0,,01503876
1940,Regular Season,Hankyu Club,7,"Shimomura, Yutaka",3B,5,0.800,2,6,2,1,,01503876
1940,Regular Season,Hankyu Club,7,"Shimomura, Yutaka",SS,31,0.876,51,83,19,10,,01503876
1940,Regular Season,Kurowashi,35,"Tani, Yoshio",OF,80,0.980,132,12,3,4,,01503891
1940,Regular Season,Tokyo Kyojin,18,"Nakao, Hiroshi",P,48,0.929,13,66,6,6,,01703878
1940,Regular Season,Nankai Club,27,"Hanada, Kanichiro",C,2,1.000,8,0,0,0,0,01703891
1940,Regular Season,Lion Baseball Club,2,"Matsuoka, Koji",2B,4,1.000,0,1,0,0,,01903878
1940,Regular Season,Lion Baseball Club,2,"Matsuoka, Koji",3B,2,0.857,2,4,1,0,,01903878
1940,Regular Season,Lion Baseball Club,2,"Matsuoka, Koji",SS,42,0.879,64,96,22,14,,01903878
1940,Regular Season,Nagoya Golden Dolphins,14,"Matsumoto, Riichi",P,2,0.000,0,0,0,0,,01903891
1940,Regular Season,Hankyu Club,2,"Yamashita, Minoru",1B,20,1.000,208,5,0,16,,03703872
1940,Regular Season,Lion Baseball Club,1,"Kondo, Hisashi",P,47,0.911,3,48,5,3,,11013872
1940,Regular Season,Nagoya Club,17,"Nishizawa, Michio",P,44,0.971,7,60,2,4,,11013874
1940,Regular Season,Nagoya Club,8,"Murase, Ichizo",SS,104,0.912,183,376,54,78,,11013876
1940,Regular Season,Nagoya Golden Dolphins,23,"Morita, Minoru",OF,104,0.991,215,11,2,2,,11013878
1940,Regular Season,Lion Baseball Club,10,"Murakami, Shigeo",OF,35,0.968,59,1,2,1,,11013891
1940,Regular Season,Kurowashi,14,"Iwagaki, Jiro",OF,97,0.984,175,10,3,2,,11313878
1940,Regular Season,Tokyo Kyojin,26,"Ohashi, Tomohisa",C,3,0.333,1,0,2,0,1,11313891
1940,Regular Season,Osaka Tigers,29,"Minagawa, Sadayuki",SS,104,0.923,233,389,52,88,,11413874
1940,Regular Season,Kurowashi,23,"Kan, Toshio",1B,23,0.965,151,13,6,13,,11513878
1940,Regular Season,Kurowashi,23,"Kan, Toshio",OF,1,1.000,2,0,0,0,,11513878
1940,Regular Season,Lion Baseball Club,16,"Sano, Tadasumi",2B,1,1.000,1,0,0,0,,11513891
1940,Regular Season,Lion Baseball Club,16,"Sano, Tadasumi",3B,2,0.000,0,0,0,0,,11513891
1940,Regular Season,Lion Baseball Club,16,"Sano, Tadasumi",SS,1,0.600,1,2,2,0,,11513891
1940,Regular Season,Tokyo Kyojin,3,"Nakajima, Haruyasu",OF,103,0.986,206,7,3,2,,11613872
1940,Regular Season,Lion Baseball Club,23,"Tamakoshi, Toshio",1B,84,0.988,779,12,10,55,,11713876
1940,Regular Season,Lion Baseball Club,23,"Tamakoshi, Toshio",2B,12,0.915,24,19,4,3,,11713876
1940,Regular Season,Lion Baseball Club,23,"Tamakoshi, Toshio",OF,2,1.000,1,0,0,0,,11713876
1940,Regular Season,Hankyu Club,10,"Tanaka, Naritaka",2B,2,1.000,1,2,0,0,,11713878
1940,Regular Season,Hankyu Club,10,"Tanaka, Naritaka",3B,3,1.000,5,1,0,0,,11713878
1940,Regular Season,Hankyu Club,10,"Tanaka, Naritaka",SS,32,0.873,35,68,15,10,,11713878
1940,Regular Season,Hankyu Club,14,"Nishimura, Masao",OF,51,1.000,91,2,0,1,,11813872
1940,Regular Season,Nagoya Club,10,"Hattori, Tsuguhiro",C,28,0.971,78,21,3,3,3,11913878
1940,Regular Season,Tsubasa Baseball Club,19,"Hotehama, Akira",OF,4,1.000,4,0,0,0,,11913891
1940,Regular Season,Osaka Tigers,31,"Horio, Fumihito",OF,98,0.978,214,6,5,2,,13313872
1940,Regular Season,Osaka Tigers,18,"Wakabayashi, Tadashi",P,56,0.984,17,105,2,11,,13913872
1940,Regular Season,Tokyo Kyojin,14,"Sawamura, Eiji",P,12,1.000,1,17,0,1,,21023872
1940,Regular Season,Nankai Club,6,"Ryu, Sesho",P,30,0.930,5,35,3,1,,21023876
1940,Regular Season,Osaka Tigers,1,"Igaue, Jungo",3B,93,0.942,83,212,18,23,,21123872
1940,Regular Season,Nagoya Club,20,"Iwamoto, Akira",OF,25,0.968,59,1,2,0,,21123876
1940,Regular Season,Hankyu Club,26,"Ito, Jinkichi",2B,73,0.952,164,172,17,44,,21123878
1940,Regular Season,Hankyu Club,26,"Ito, Jinkichi",3B,1,1.000,0,1,0,0,,21123878
1940,Regular Season,Tokyo Kyojin,24,"Izumida, Kiyoshi",P,5,1.000,1,4,0,0,,21123891
1940,Regular Season,Nagoya Golden Dolphins,2,"Matsumoto, Mitsuhiko",1B,1,1.000,3,0,0,0,,21223874
