Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2005,Regular Season,Yomiuri Giants,44,"Horita, Ichiro",OF,43,1.000,25,0,0,0,,01003884
2005,Regular Season,Yokohama BayStars,33,"Furuki, Katsuaki",OF,17,0.947,18,0,1,0,,01003888
2005,Regular Season,Chunichi Dragons,22,"Yanagisawa, Yuichi",C,14,1.000,58,8,0,0,1,01003889
2005,Regular Season,Seibu Lions,3,"Nakajima, Hiroyuki",SS,112,0.977,158,267,10,45,,01005113
2005,Regular Season,Yakult Swallows,16,"Takai, Yuhei",P,18,1.000,5,7,0,0,,01005117
2005,Regular Season,Yakult Swallows,61,"Ishii, Hirotoshi",P,61,1.000,8,16,0,0,,01103882
2005,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",1B,11,1.000,66,0,0,7,,01103883
2005,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",2B,13,0.962,22,29,2,7,,01103883
2005,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",3B,8,1.000,4,6,0,2,,01103883
2005,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",SS,1,0.000,0,0,0,0,,01103883
2005,Regular Season,Tohoku Rakuten Golden Eagles,8,"Isobe, Koichi",OF,120,0.968,238,7,8,1,,01103884
2005,Regular Season,Hanshin Tigers,29,"Igawa, Kei",P,27,0.970,3,29,1,3,,01103886
2005,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",1B,35,0.991,210,18,2,16,,01103888
2005,Regular Season,Hiroshima Toyo Carp,25,"Arai, Takahiro",3B,121,0.936,82,224,21,21,,01103888
2005,Regular Season,Tohoku Rakuten Golden Eagles,21,"Iwakuma, Hisashi",P,27,0.978,13,31,1,3,,01105111
2005,Regular Season,Seibu Lions,69,"Azuma, Kazumasa",P,3,0.667,1,1,1,0,,01105113
2005,Regular Season,Hiroshima Toyo Carp,69,"Amaya, Soichiro",OF,1,1.000,1,0,0,0,,01105115
2005,Regular Season,Yokohama BayStars,60,"Iida, Ryuichiro",P,1,1.000,0,1,0,0,,01105117
2005,Regular Season,Chiba Lotte Marines,12,"Fujita, Soichi",P,45,1.000,0,4,0,0,,01203886
2005,Regular Season,Yokohama BayStars,64,"Minami, Ryusuke",OF,15,1.000,7,1,0,0,,01205111
2005,Regular Season,Hanshin Tigers,15,"Fujita, Taiyo",P,4,0.000,0,0,0,0,,01205113
2005,Regular Season,Yomiuri Giants,30,"Hayashi, Masanori",P,54,0.800,0,4,1,0,,01205115
2005,Regular Season,Hiroshima Toyo Carp,20,"Nagakawa, Katsuhiro",P,57,1.000,1,10,0,0,,01205117
2005,Regular Season,Seibu Lions,17,"Yamazaki, Satoshi",P,5,1.000,0,1,0,0,,01205119
2005,Regular Season,Tohoku Rakuten Golden Eagles,30,"Kito, Makoto",P,8,1.000,0,6,0,0,,01303864
2005,Regular Season,Tohoku Rakuten Golden Eagles,7,"Yamasaki, Takeshi",1B,17,0.965,102,9,4,7,,01303868
2005,Regular Season,Tohoku Rakuten Golden Eagles,19,"Kawajiri, Tetsuro",P,2,1.000,1,1,0,0,,01303880
2005,Regular Season,Yokohama BayStars,24,"Kadokura, Ken",P,29,1.000,8,19,0,1,,01303882
2005,Regular Season,Hanshin Tigers,8,"Kataoka, Atsushi",1B,10,1.000,53,4,0,4,,01303885
2005,Regular Season,Hanshin Tigers,8,"Kataoka, Atsushi",3B,2,1.000,1,1,0,0,,01303885
2005,Regular Season,Hokkaido Nippon-Ham Fighters,51,"Oda, Tomoyuki",1B,68,0.996,494,33,2,64,,01303886
2005,Regular Season,Hokkaido Nippon-Ham Fighters,51,"Oda, Tomoyuki",2B,1,0.500,1,0,1,0,,01303886
2005,Regular Season,Hokkaido Nippon-Ham Fighters,51,"Oda, Tomoyuki",3B,2,1.000,4,2,0,0,,01303886
2005,Regular Season,Seibu Lions,7,"Kataoka, Yasuyuki",2B,47,0.977,51,78,3,13,,01305110
2005,Regular Season,Seibu Lions,7,"Kataoka, Yasuyuki",3B,1,0.000,0,0,0,0,,01305110
2005,Regular Season,Seibu Lions,7,"Kataoka, Yasuyuki",SS,28,0.971,43,91,4,17,,01305110
2005,Regular Season,Chiba Lotte Marines,8,"Imae, Toshiaki",2B,1,1.000,0,1,0,0,,01305115
2005,Regular Season,Chiba Lotte Marines,8,"Imae, Toshiaki",3B,132,0.976,99,264,9,24,,01305115
2005,Regular Season,Hanshin Tigers,26,"Egusa, Hirotaka",P,51,1.000,3,13,0,1,,01305117
2005,Regular Season,Orix Buffaloes,17,"Katsuki, Ryota",P,47,0.895,3,14,2,1,,01305119
2005,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",P,22,1.000,3,17,0,1,,01403862
2005,Regular Season,Yakult Swallows,57,"Maruyama, Takashi",P,2,0.000,0,0,0,0,,01405110
2005,Regular Season,Hanshin Tigers,21,"Yoshino, Makoto",P,12,1.000,0,1,0,0,,01405111
2005,Regular Season,Yomiuri Giants,37,"Saito, Takayuki",1B,3,1.000,4,0,0,0,,01503880
2005,Regular Season,Yomiuri Giants,37,"Saito, Takayuki",OF,27,0.947,34,2,2,0,,01503880
2005,Regular Season,Chunichi Dragons,57,"Kuramoto, Hidenori",OF,72,1.000,50,0,0,0,,01503888
2005,Regular Season,Yomiuri Giants,40,"Sato, Hiroshi",P,20,1.000,0,2,0,0,,01505111
2005,Regular Season,Yomiuri Giants,22,"Kapler, Gabe",OF,35,1.000,55,1,0,0,,01605110
2005,Regular Season,Seibu Lions,23,"Ming-Chieh, Hsu",P,4,1.000,0,1,0,0,,01605111
2005,Regular Season,Tohoku Rakuten Golden Eagles,23,"Sekikawa, Koichi",OF,95,0.982,162,3,3,1,,01703883
2005,Regular Season,Orix Buffaloes,62,"Tamaki, Tomotaka",SS,1,1.000,0,1,0,0,,01703889
2005,Regular Season,Orix Buffaloes,54,"Shimamura, Ikki",3B,1,1.000,1,1,0,0,,01705119
2005,Regular Season,Seibu Lions,40,"Wright, Christopher",P,2,1.000,0,1,0,0,,01805110
2005,Regular Season,Hokkaido Nippon-Ham Fighters,1,"Shinjo, Tsuyoshi",OF,106,0.991,212,3,2,0,,01903881
2005,Regular Season,Tohoku Rakuten Golden Eagles,20,"Taninaka, Shinji",P,21,1.000,3,5,0,0,,01903884
2005,Regular Season,Orix Buffaloes,55,"Tanaka, Yuki",P,8,0.833,1,4,1,0,,01903886
2005,Regular Season,Seibu Lions,68,"Tahara, Koji",C,46,0.989,170,8,2,1,2,01903887
2005,Regular Season,Yomiuri Giants,7,"Nioka, Tomohiro",SS,139,0.980,167,409,12,64,,01903888
2005,Regular Season,Hiroshima Toyo Carp,19,"Tanaka, Hiroto",P,14,1.000,1,1,0,0,,01905110
2005,Regular Season,Seibu Lions,35,"Tazaki, Masahiro",P,4,0.000,0,0,0,0,,01905115
2005,Regular Season,Yokohama BayStars,43,"Holtz, Mike",P,44,0.750,0,3,1,0,,03105110
2005,Regular Season,Orix Buffaloes,8,"Simon, Randall",1B,2,1.000,11,0,0,0,,03305110
2005,Regular Season,Seibu Lions,1,"Fernandez, Jose",1B,17,0.985,126,8,2,7,,03305117
2005,Regular Season,Seibu Lions,1,"Fernandez, Jose",3B,47,0.932,41,68,8,9,,03305117
2005,Regular Season,Seibu Lions,57,"Ueda, Hiroaki",1B,1,0.000,0,0,0,0,,05303868
2005,Regular Season,Seibu Lions,57,"Ueda, Hiroaki",2B,7,0.833,2,3,1,1,,05303868
2005,Regular Season,Seibu Lions,57,"Ueda, Hiroaki",3B,21,1.000,2,2,0,0,,05303868
2005,Regular Season,Seibu Lions,57,"Ueda, Hiroaki",SS,4,1.000,1,1,0,1,,05303868
2005,Regular Season,Chiba Lotte Marines,24,"Hirashita, Koji",OF,3,1.000,2,0,0,0,,11013882
2005,Regular Season,Hanshin Tigers,31,"Hamanaka, Osamu",OF,6,0.800,4,0,1,0,,11013884
2005,Regular Season,Orix Buffaloes,2,"Matoyama, Tetsuya",C,51,0.996,201,27,1,1,4,11013889
2005,Regular Season,Chiba Lotte Marines,17,"Tejima, Satoshi",P,1,0.000,0,0,0,0,,11015110
2005,Regular Season,Chiba Lotte Marines,45,"Tsuji, Toshiya",C,2,0.000,0,0,0,0,0,11015115
2005,Regular Season,Hiroshima Toyo Carp,23,"Yokoyama, Ryuji",P,29,1.000,2,3,0,0,,11213880
2005,Regular Season,Yakult Swallows,12,"Misawa, Koichi",P,2,1.000,0,1,0,0,,11213884
2005,Regular Season,Hiroshima Toyo Carp,53,"Hayashi, Masaki",P,5,1.000,0,2,0,0,,11213886
2005,Regular Season,Fukuoka Softbank Hawks,34,"Yoshitake, Shintaro",P,61,0.958,6,17,1,0,,11213889
2005,Regular Season,Hanshin Tigers,34,"Hashimoto, Kentaro",P,51,0.900,5,4,1,0,,11215110
2005,Regular Season,Seibu Lions,22,"Noda, Kosuke",C,26,0.991,101,7,1,0,1,11215113
2005,Regular Season,Yokohama BayStars,53,"Nonaka, Shingo",OF,5,1.000,1,1,0,0,,11215115
2005,Regular Season,Fukuoka Softbank Hawks,14,"Mahara, Takahiro",P,42,0.933,4,10,1,0,,11215119
2005,Regular Season,Yakult Swallows,1,"Iwamura, Akinori",3B,142,0.953,74,213,14,21,,11313884
2005,Regular Season,Tohoku Rakuten Golden Eagles,27,"Ogura, Hisashi",P,15,1.000,1,3,0,0,,11313887
2005,Regular Season,Yomiuri Giants,19,"Uehara, Koji",P,27,0.946,4,31,2,1,,11313888
2005,Regular Season,Fukuoka Softbank Hawks,7,"Omura, Naoyuki",OF,133,0.992,239,3,2,1,,11313889
2005,Regular Season,Yakult Swallows,19,"Ishikawa, Masanori",P,26,1.000,8,24,0,3,,11315115
2005,Regular Season,Tohoku Rakuten Golden Eagles,29,"Yano, Eiji",P,5,1.000,1,1,0,0,,11413888
2005,Regular Season,Hokkaido Nippon-Ham Fighters,36,"Nakamura, Micheal",P,32,1.000,2,1,0,0,,11415110
