Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
1994,Regular Season,Yomiuri Giants,52,"Inoe, Shinji",OF,5,1.000,2,0,0,0,,01103860
1994,Regular Season,Fukuoka Daiei Hawks,12,"Inoe, Yuji",P,8,1.000,1,3,0,0,,01103863
1994,Regular Season,Hiroshima Toyo Carp,27,"Inoe, Yuji",P,17,1.000,2,5,0,0,,01103863
1994,Regular Season,Hanshin Tigers,25,"Inomata, Takashi",P,14,1.000,3,5,0,0,,01103864
1994,Regular Season,Nippon-Ham Fighters,24,"Arikura, Masashi",P,12,1.000,4,3,0,1,,01103881
1994,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",2B,57,0.992,97,141,2,29,,01103883
1994,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",3B,21,0.917,6,16,2,0,,01103883
1994,Regular Season,Yomiuri Giants,2,"Motoki, Daisuke",SS,9,1.000,10,16,0,3,,01103883
1994,Regular Season,Fukuoka Daiei Hawks,5,"Fujimoto, Hiroshi",1B,39,1.000,102,5,0,6,,01203860
1994,Regular Season,Fukuoka Daiei Hawks,5,"Fujimoto, Hiroshi",2B,81,0.983,148,208,6,40,,01203860
1994,Regular Season,Fukuoka Daiei Hawks,5,"Fujimoto, Hiroshi",3B,7,1.000,1,7,0,1,,01203860
1994,Regular Season,Kintetsu Buffaloes,44,"Mitsuyama, Hidekazu",C,87,0.998,431,53,1,5,4,01203862
1994,Regular Season,Fukuoka Daiei Hawks,25,"Wakai, Motoyasu",2B,46,0.981,65,93,3,25,,01203866
1994,Regular Season,Fukuoka Daiei Hawks,25,"Wakai, Motoyasu",3B,1,0.000,0,0,0,0,,01203866
1994,Regular Season,Fukuoka Daiei Hawks,25,"Wakai, Motoyasu",OF,29,1.000,43,2,0,1,,01203866
1994,Regular Season,Hiroshima Toyo Carp,13,"Maeda, Koji",P,14,1.000,0,4,0,1,,01203869
1994,Regular Season,Nippon-Ham Fighters,58,"Arai, Shogo",2B,7,1.000,12,19,0,2,,01203883
1994,Regular Season,Nippon-Ham Fighters,58,"Arai, Shogo",3B,3,1.000,3,2,0,0,,01203883
