Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
1971,Regular Season,Chunichi Dragons,9,"Hishikawa, Akira",OF,93,0.988,158,8,2,2,,01003820
1971,Regular Season,Kintetsu Buffaloes,17,"Bando, Satomi",P,31,0.786,1,10,3,1,,01003821
1971,Regular Season,Hiroshima Toyo Carp,37,"Nishizawa, Masaji",C,15,1.000,38,2,0,0,0,01003843
1971,Regular Season,Hiroshima Toyo Carp,37,"Nishizawa, Masaji",OF,2,0.000,0,0,0,0,,01003843
1971,Regular Season,Hankyu Braves,44,"Inoe, Osamu",2B,4,1.000,3,7,0,2,,01103820
1971,Regular Season,Hankyu Braves,44,"Inoe, Osamu",3B,72,0.957,13,31,2,1,,01103820
1971,Regular Season,Hankyu Braves,44,"Inoe, Osamu",SS,1,1.000,2,2,0,1,,01103820
1971,Regular Season,Hiroshima Toyo Carp,81,"Inoe, Yoshio",P,25,1.000,1,1,0,1,,01103821
1971,Regular Season,Lotte Orions,26,"Otsuka, Yasuo",C,21,1.000,34,3,0,1,1,01103822
1971,Regular Season,Taiyo Whales,5,"Ito, Isao",C,101,0.985,467,50,8,5,5,01103823
1971,Regular Season,Nishitetsu Lions,9,"Aratake, Yasuhiro",1B,24,0.940,57,6,4,6,,01103824
1971,Regular Season,Hanshin Tigers,14,"Ikejima, Kazuhiko",P,3,1.000,0,2,0,0,,01103841
1971,Regular Season,Yomiuri Giants,35,"Awaguchi, Kenji",OF,1,0.000,0,0,0,0,,01103843
1971,Regular Season,Nishitetsu Lions,41,"Pointer, Aaron",1B,11,1.000,76,8,0,7,,01203841
1971,Regular Season,Nishitetsu Lions,41,"Pointer, Aaron",3B,10,0.917,8,14,2,2,,01203841
1971,Regular Season,Nishitetsu Lions,41,"Pointer, Aaron",OF,54,0.990,92,3,1,1,,01203841
1971,Regular Season,Nishitetsu Lions,41,"Pointer, Aaron",SS,3,0.833,1,4,1,1,,01203841
1971,Regular Season,Yakult Atoms,34,"Mitsuhashi, Toyo",OF,1,0.000,0,0,0,0,,01203843
1971,Regular Season,Yakult Atoms,34,"Mitsuhashi, Toyo",P,1,0.000,0,0,0,0,,01203843
1971,Regular Season,Lotte Orions,3,"Enomoto, Kihachi",1B,26,1.000,166,6,0,11,,01303800
1971,Regular Season,Nankai Hawks,11,"Ueda, Takuzo",P,34,1.000,11,17,0,3,,01303824
1971,Regular Season,Hanshin Tigers,49,"Ohara, Kazuo",1B,4,0.000,0,0,0,0,,01303828
1971,Regular Season,Hanshin Tigers,49,"Ohara, Kazuo",OF,11,0.000,0,0,0,0,,01303828
1971,Regular Season,Nishitetsu Lions,59,"Ogawa, Hirofumi",OF,27,1.000,29,2,0,1,,01303829
1971,Regular Season,Toei Flyers,49,"Emoto, Takenori",P,26,1.000,3,14,0,1,,01303843
1971,Regular Season,Nankai Hawks,48,"Watarai, Sumio",1B,7,0.000,0,0,0,0,,01403806
1971,Regular Season,Nankai Hawks,48,"Watarai, Sumio",OF,18,0.000,0,0,0,0,,01403806
1971,Regular Season,Nishitetsu Lions,28,"Miyadera, Katsutoshi",C,72,0.985,215,40,4,4,4,01403829
1971,Regular Season,Hanshin Tigers,63,"Yamada, Toshihiko",OF,1,0.000,0,0,0,0,,01403843
1971,Regular Season,Taiyo Whales,26,"Kondo, Kazuhiko",1B,26,0.995,185,12,1,13,,01503806
1971,Regular Season,Taiyo Whales,26,"Kondo, Kazuhiko",OF,16,0.952,20,0,1,0,,01503806
1971,Regular Season,Taiyo Whales,1,"Kondo, Akihito",2B,120,0.984,221,336,9,64,,01503821
1971,Regular Season,Taiyo Whales,24,"Kotani, Tadakatsu",P,58,1.000,8,28,0,1,,01503826
1971,Regular Season,Nankai Hawks,10,"Shimano, Ikuo",OF,71,0.987,76,2,1,0,,01503827
1971,Regular Season,Chunichi Dragons,23,"Kimata, Tatsuhiko",C,119,0.992,522,73,5,13,4,01503829
1971,Regular Season,Chunichi Dragons,23,"Kimata, Tatsuhiko",OF,13,0.923,12,0,1,0,,01503829
1971,Regular Season,Hiroshima Toyo Carp,23,"Kamigochi, Makoto",OF,42,1.000,31,1,0,1,,01503841
1971,Regular Season,Lotte Orions,15,"Koganemaru, Mitsuru",1B,16,1.000,41,1,0,3,,01503843
