Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
2012,Regular Season,Saitama Seibu Lions,66,"Tanaka, Yasuhiro",0,0,0,0,0,5,8.1,0.000,6.480,1.920,6.480,1.200,10.800,1.080,6.480,6.480,1.000,40,10,6,6,1,6,6,0,0,0,0,0,0,0,0,1,01005112
2012,Regular Season,Yokohama DeNA Baystars,22,"Takasaki, Kentaro",7,10,0,0,0,24,151.2,0.412,3.200,1.286,3.738,2.625,9.198,0.534,5.756,2.374,2.425,643,155,63,54,9,97,40,0,4,2,0,2,0,0,24,0,01005114
2012,Regular Season,Fukuoka Softbank Hawks,21,"Senga, Koudai",0,1,0,0,0,2,4.2,0.000,9.640,3.214,13.500,3.500,13.500,0.000,1.929,15.429,0.125,29,7,7,5,0,1,8,0,0,0,0,0,0,0,2,0,01005133
2012,Climax Series - First Stage,Fukuoka Softbank Hawks,30,"Takeda, Shota",0,1,0,0,,1,2.1,0.000,15.430,2.571,19.286,5.000,7.714,0.000,11.571,15.429,0.750,13,2,5,4,0,3,4,0,0,0,0,0,0,0,1,0,01005135
2012,Regular Season,Fukuoka Softbank Hawks,30,"Takeda, Shota",8,1,0,0,0,11,67.0,0.889,1.070,0.985,1.209,0.818,5.373,0.134,9.000,3.493,2.577,262,40,9,8,1,67,26,0,1,0,0,1,1,0,11,0,01005135
2012,Regular Season,Orix Buffaloes,29,"Igawa, Kei",2,7,0,0,0,12,62.0,0.222,4.650,1.532,5.081,2.917,9.290,0.726,5.226,4.500,1.161,278,64,35,32,5,36,31,0,2,3,1,0,0,0,12,0,01103886
2012,Regular Season,Saitama Seibu Lions,45,"Fujita, Taiyo",0,0,0,0,0,3,3.2,0.000,14.730,2.727,14.727,2.000,22.091,4.909,7.364,2.455,3.000,21,9,6,6,2,3,1,0,1,0,0,0,0,0,0,2,01205113
2012,Regular Season,Yokohama DeNA Baystars,24,"Hayashi, Masanori",0,0,0,4,4,32,33.0,0.000,1.910,1.152,1.909,0.219,7.091,0.545,7.091,3.273,2.167,132,26,7,7,2,26,12,1,0,4,1,0,0,0,0,6,01205115
2012,Regular Season,Orix Buffaloes,14,"Furukawa, Shuichi",0,0,0,0,0,10,14.0,0.000,10.930,2.214,10.929,1.700,17.357,0.643,10.286,2.571,4.000,72,27,17,17,1,16,4,0,1,0,0,0,0,0,0,3,01205131
2012,Regular Season,Yokohama DeNA Baystars,58,"Ota, Atori",0,0,0,0,0,2,2.0,0.000,13.500,4.000,13.500,1.500,13.500,0.000,9.000,22.500,0.400,14,3,3,3,0,2,5,0,0,0,0,0,0,0,0,0,01305116
2012,Regular Season,Hiroshima Toyo Carp,29,"Egusa, Hirotaka",0,0,0,5,5,26,20.1,0.000,4.430,1.279,4.869,0.423,7.525,0.885,6.639,3.984,1.667,86,17,11,10,2,15,9,0,0,0,1,0,0,0,0,5,01305117
2012,Regular Season,Orix Buffaloes,17,"Katsuki, Ryota",1,2,0,10,11,52,40.0,0.333,5.180,1.425,5.175,0.442,9.450,0.450,4.725,3.375,1.400,176,42,23,23,2,21,15,1,2,1,0,0,0,0,0,9,01305119
2012,Regular Season,Hanshin Tigers,13,"Enokida, Daiki",3,3,2,21,24,48,42.1,0.500,2.340,1.323,2.764,0.271,7.654,0.425,7.866,4.252,1.850,188,36,13,11,2,37,20,3,8,2,0,0,0,0,0,12,01305133
2012,Climax Series - Final Stage,Chunichi Dragons,34,"Yamamoto, Masahiro",0,0,0,0,,1,5.0,0.000,3.600,1.000,3.600,2.000,5.400,1.800,5.400,3.600,1.500,20,3,2,2,1,3,2,0,0,0,0,0,0,0,1,0,01403862
2012,Climax Series - First Stage,Chunichi Dragons,34,"Yamamoto, Masahiro",0,0,0,0,,1,3.0,0.000,3.000,1.667,3.000,1.000,6.000,0.000,3.000,9.000,0.333,14,2,1,1,0,1,3,0,0,0,0,0,0,0,1,0,01403862
2012,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",3,2,0,0,1,13,67.1,0.600,2.940,1.054,2.941,1.692,6.950,0.535,5.347,2.540,2.105,264,52,22,22,4,40,19,2,2,2,0,0,0,0,12,0,01403862
2012,Regular Season,Orix Buffaloes,48,"Yoshino, Makoto",2,1,0,7,9,40,20.2,0.667,3.050,1.258,3.048,0.175,8.274,0.871,5.226,3.048,1.714,87,19,7,7,2,12,7,1,1,0,0,0,0,0,0,4,01405111
2012,Regular Season,Tokyo Yakult Swallows,66,"Fernandes, Rafael",1,0,0,0,1,9,12.2,1.000,7.110,1.895,7.105,1.111,10.658,1.421,2.842,6.395,0.444,61,15,10,10,2,4,9,0,1,0,0,0,0,0,0,3,01405118
2012,Regular Season,Tohoku Rakuten Golden Eagles,58,"Karashima, Wataru",8,5,0,0,0,16,103.1,0.615,2.530,1.055,2.613,1.875,7.577,0.348,6.881,1.916,3.591,414,87,30,29,4,79,22,0,5,4,0,0,0,0,16,0,01505118
2012,Regular Season,Yokohama DeNA Baystars,21,"Kagami, Kisho",3,3,0,0,1,10,57.2,0.500,3.280,1.301,3.902,2.500,8.740,0.468,6.243,2.965,2.105,250,56,25,21,3,40,19,1,2,4,0,1,0,0,9,0,01505133
2012,Regular Season,Orix Buffaloes,00,"Ming-Chieh, Hsu",0,3,1,10,10,37,32.1,0.000,5.290,1.670,5.289,0.514,10.577,0.557,3.897,4.454,0.875,148,38,19,19,2,14,16,2,1,2,0,0,0,0,0,9,01605111
2012,Regular Season,Tohoku Rakuten Golden Eagles,31,"Mima, Manabu",8,10,0,0,1,23,154.2,0.444,3.080,1.151,3.200,2.391,8.263,0.698,6.284,2.095,3.000,633,142,55,53,12,108,36,0,5,5,0,2,0,0,22,0,01605133
2012,Regular Season,Yokohama DeNA Baystars,14,"Kobayashi, Futoshi",2,3,0,1,2,35,77.0,0.400,3.740,1.286,4.208,1.029,8.883,0.935,5.143,2.688,1.913,337,76,36,32,8,44,23,2,11,3,0,0,0,0,5,6,01705116
2012,Regular Season,Yokohama DeNA Baystars,65,"Kuniyoshi, Yuki",4,12,0,0,0,19,112.2,0.250,3.670,1.482,4.553,3.000,8.627,0.799,7.589,4.713,1.610,498,108,57,46,10,95,59,2,2,4,0,1,1,0,19,0,01705131
2012,Regular Season,Tokyo Yakult Swallows,26,"Kyuko, Kentaro",0,0,0,1,1,9,8.0,0.000,5.630,1.500,7.875,0.778,10.125,2.250,6.750,3.375,2.000,37,9,7,5,2,6,3,0,0,0,0,0,0,0,0,3,01705133
2012,Japan Series,Hokkaido Nippon-Ham Fighters,18,"Saitoh, Yuki",0,0,0,0,,1,2.0,0.000,9.000,2.500,9.000,2.000,18.000,0.000,4.500,4.500,1.000,11,4,2,2,0,1,1,0,0,0,0,0,0,0,0,1,01905133
2012,Regular Season,Hokkaido Nippon-Ham Fighters,18,"Saitoh, Yuki",5,8,0,0,0,19,104.0,0.385,3.980,1.673,5.192,3.158,10.904,0.692,5.106,4.154,1.229,480,126,60,46,8,59,48,1,2,5,0,2,1,0,18,1,01905133
2012,Regular Season,Chiba Lotte Marines,46,"Greisinger, Seth",12,8,0,0,0,25,168.2,0.600,2.240,0.996,2.775,2.080,7.684,0.267,5.976,1.281,4.667,666,144,52,42,5,112,24,0,5,3,3,3,1,2,25,0,03105114
2012,Climax Series - First Stage,Fukuoka Softbank Hawks,25,"Falkenborg, Brian",0,0,0,0,,1,0.0,0.000,,,,1.000,,,,,0.000,3,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,03105118
2012,Regular Season,Fukuoka Softbank Hawks,25,"Falkenborg, Brian",0,1,13,4,4,23,23.0,0.000,1.570,0.957,1.565,0.174,5.478,0.391,10.174,3.130,3.250,88,14,4,4,1,26,8,0,0,1,0,0,0,0,0,18,03105118
2012,Regular Season,Yokohama DeNA Baystars,52,"Mann, Brandon",2,8,0,0,0,16,69.1,0.200,5.320,1.370,5.582,2.688,8.567,0.389,5.452,3.764,1.448,301,66,43,41,3,42,29,0,3,1,1,0,0,0,15,0,03305133
2012,Regular Season,Chunichi Dragons,70,"Soto, Enyelbert",4,1,0,3,3,18,62.1,0.800,2.170,1.059,2.310,0.889,6.497,0.433,6.930,3.032,2.286,246,45,16,15,3,48,21,1,1,0,0,0,0,0,9,2,03505133
2012,Regular Season,Chiba Lotte Marines,47,"Ledezma, Wil",0,0,0,0,0,1,1.0,0.000,18.000,3.000,27.000,3.000,18.000,0.000,9.000,9.000,1.000,7,2,3,2,0,1,1,0,0,0,0,0,0,0,0,1,03505135
2012,Regular Season,Orix Buffaloes,40,"Takamiya, Kazuya",0,0,0,0,0,1,1.0,0.000,9.000,2.000,9.000,1.000,18.000,9.000,0.000,0.000,,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,11015112
2012,Regular Season,Yokohama DeNA Baystars,46,"Tanaka, Kenjiro",0,2,0,0,0,15,34.2,0.000,4.670,1.327,4.933,1.267,9.865,0.779,7.010,2.077,3.375,153,38,19,18,3,27,8,0,2,1,0,0,0,0,4,1,11015116
