Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1963,Regular Season,Kintetsu Buffaloes,17,"Bando, Satomi",4,1,,,,33,58.2,0.800,3.810,1.261,4.449,0.879,9.051,1.074,2.915,2.301,1.267,238,59,29,25,7,19,15,,1,0,0,0,0,0,5,13,01003821
1963,Regular Season,Mainichi Daiei Orions,28,"Desa, Dick",2,5,,,,26,62.1,0.286,3.710,1.219,5.198,1.385,7.364,0.289,4.332,3.610,1.200,257,51,36,26,2,30,25,,2,2,1,1,1,0,6,10,01003823
1963,Regular Season,Kokutetsu Swallows,20,"Miyashita, Yogo",0,0,,,,1,0.2,0.000,27.000,7.500,40.500,3.000,27.000,0.000,0.000,40.500,0.000,7,2,3,3,0,0,3,,0,0,0,0,0,0,0,0,01003827
1963,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",13,14,,,,60,214.2,0.481,3.100,1.230,3.689,1.467,8.888,0.964,4.151,2.180,1.904,876,212,88,74,23,99,52,,2,1,1,8,1,1,17,24,01103802
1963,Regular Season,Hanshin Tigers,12,"Iio, Tameo",0,0,,,,12,22.2,0.000,4.700,1.412,5.162,1.083,9.926,0.397,3.971,2.779,1.429,102,25,13,12,1,10,7,,1,0,0,0,0,0,0,7,01103803
1963,Regular Season,Nishitetsu Lions,11,"Inoe, Yoshio",6,4,,,,36,114.2,0.600,3.440,1.238,4.160,1.472,8.712,0.785,5.808,2.433,2.387,479,111,53,44,10,74,31,,2,0,0,4,2,0,14,8,01103821
1963,Regular Season,Toei Flyers,17,"Ando, Motohiro",3,7,,,,19,63.0,0.300,4.710,1.143,4.857,1.789,8.143,2.143,4.714,2.143,2.200,256,57,34,33,15,33,15,,1,0,0,2,2,0,13,2,01103825
1963,Regular Season,Mainichi Daiei Orions,17,"Nakanishi, Katsumi",6,8,,,,30,140.0,0.429,2.960,1.107,3.343,1.733,7.586,0.321,4.500,2.379,1.892,569,118,52,46,5,70,37,,8,0,0,7,0,0,19,10,01203802
1963,Regular Season,Kokutetsu Swallows,21,"Moritaki, Yoshimi",0,2,,,,30,64.2,0.000,3.600,1.160,3.897,0.933,8.072,0.974,1.948,2.366,0.824,260,58,28,26,7,14,17,,0,0,0,0,0,0,4,13,01203821
1963,Regular Season,Hanshin Tigers,43,"Yamamoto, Yasuo",0,0,,,,1,2.0,0.000,4.500,1.000,4.500,1.000,0.000,0.000,4.500,9.000,0.500,8,0,1,1,0,1,2,,0,0,0,0,0,0,0,1,01203827
1963,Regular Season,Hankyu Braves,15,"Kajimoto, Yasuo",0,0,,,,15,23.1,0.000,4.130,1.371,6.943,1.200,10.029,1.157,4.243,2.314,1.833,101,26,18,11,3,11,6,,0,0,0,0,0,0,0,11,01303804
1963,Regular Season,Taiyo Whales,19,"Osaki, Takao",3,7,,,,32,79.0,0.300,2.730,1.481,3.532,0.969,7.861,0.456,6.038,5.468,1.104,336,69,31,24,4,53,48,,1,4,0,3,3,0,15,5,01303823
1963,Regular Season,Kokutetsu Swallows,49,"Ishito, Shiroku",0,1,,,,10,17.1,0.000,7.500,1.615,8.308,1.600,12.462,1.558,3.115,2.077,1.500,81,24,16,15,3,6,4,,0,1,0,0,0,0,2,3,01303825
1963,Regular Season,Hiroshima Carp,24,"Yamamoto, Hyogo",0,0,,,,1,2.0,0.000,4.500,2.500,4.500,1.000,13.500,4.500,4.500,9.000,0.500,9,3,1,1,1,1,2,,0,0,0,0,0,0,0,1,01603823
1963,Regular Season,Nankai Hawks,21,"Sugiura, Tadashi",14,16,,,,51,252.2,0.467,2.630,1.041,3.063,1.686,7.730,1.069,5.557,1.639,3.391,990,217,86,74,30,156,46,,1,1,0,9,1,3,24,19,01703806
