Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
2005,Regular Season,Yakult Swallows,16,"Takai, Yuhei",4,4,0,0,0,18,73.2,0.500,4.520,1.520,4.520,2.056,8.552,0.855,9.041,5.131,1.762,330,70,37,37,7,74,42,1,2,8,0,1,0,0,11,1,01005117
2005,Regular Season,Yakult Swallows,61,"Ishii, Hirotoshi",4,3,37,10,14,61,73.2,0.571,1.950,0.896,1.955,0.262,6.231,0.733,11.118,1.833,6.067,286,51,16,16,6,91,15,2,2,0,0,0,0,0,0,49,01103882
2005,Japan Series,Hanshin Tigers,29,"Igawa, Kei",,,,,,1,6.0,,7.500,1.833,,,15.000,,13.500,1.500,9.000,28,10,,5,,9,1,,0,,,0,,,1,0,01103886
2005,Regular Season,Hanshin Tigers,29,"Igawa, Kei",13,9,0,0,0,27,172.1,0.591,3.860,1.503,4.752,3.370,10.393,1.201,7.573,3.133,2.417,749,199,91,74,23,145,60,0,1,4,0,2,1,1,27,0,01103886
2005,Regular Season,Tohoku Rakuten Golden Eagles,21,"Iwakuma, Hisashi",9,15,0,0,0,27,182.1,0.375,4.990,1.415,5.578,4.185,10.761,0.938,6.121,1.974,3.100,796,218,113,101,19,124,40,3,6,7,0,9,0,1,27,0,01105111
2005,Regular Season,Seibu Lions,69,"Azuma, Kazumasa",0,0,0,0,0,3,10.0,0.000,6.300,2.000,6.300,2.333,13.500,2.700,4.500,4.500,1.000,49,15,7,7,3,5,5,0,0,0,0,0,0,0,2,0,01105113
2005,Regular Season,Yokohama BayStars,60,"Iida, Ryuichiro",0,0,0,0,0,1,1.0,0.000,0.000,1.000,0.000,0.000,9.000,0.000,0.000,0.000,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01105117
2005,Climax Series - Final Stage,Chiba Lotte Marines,12,"Fujita, Soichi",,,,,,3,1.1,,0.000,3.000,,,27.000,,6.750,0.000,,7,4,,0,,1,0,,0,,,0,,,0,1,01203886
2005,Climax Series - First Stage,Chiba Lotte Marines,12,"Fujita, Soichi",,,,,,1,0.1,,0.000,0.000,,,0.000,,27.000,0.000,,1,0,,0,,1,0,,0,,,0,,,0,0,01203886
2005,Japan Series,Chiba Lotte Marines,12,"Fujita, Soichi",,,,,,2,2.0,,0.000,0.500,,,4.500,,9.000,0.000,,7,1,,0,,2,0,,0,,,0,,,0,0,01203886
