Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1938 Fall,Regular Season,Nagoya Club,15,"Ito, Kunio",1,0,,,,6,12.2,1.000,5.540,2.447,7.105,1.667,13.500,1.421,2.842,8.526,0.333,68,19,10,8,2,4,12,,0,0,0,0,0,0,3,2,01103874
1938 Fall,Regular Season,Tokyo Kyojin,16,"Kawakami, Tetsuharu",0,1,,,,1,6.0,0.000,3.000,1.167,6.000,4.000,6.000,0.000,6.000,4.500,1.333,27,4,4,2,0,4,3,,0,0,1,0,0,0,1,0,01303876
1938 Spring,Regular Season,Tokyo Kyojin,16,"Kawakami, Tetsuharu",2,2,,,,11,59.2,0.500,2.550,1.358,3.168,1.909,8.296,0.302,3.469,3.922,0.885,254,55,21,17,2,23,26,,1,1,0,2,1,1,8,2,01303876
1938 Fall,Regular Season,Hankyu Club,21,"Mori, Kotaro",0,0,,,,2,3.2,0.000,6.750,2.455,14.727,3.000,14.727,0.000,4.909,7.364,0.667,20,6,6,3,0,2,3,,0,0,0,0,0,0,1,0,01403874
1938 Spring,Regular Season,Hankyu Club,21,"Mori, Kotaro",5,2,,,,8,45.1,0.714,1.570,1.191,2.382,1.500,5.757,0.000,1.390,4.963,0.280,193,29,12,8,0,7,25,,1,3,0,1,0,0,6,2,01403874
1938 Fall,Regular Season,Nagoya Club,11,"Tanaka, Minoru",0,2,,,,10,34.2,0.000,3.340,1.269,4.413,1.700,7.788,0.779,2.077,3.635,0.571,151,30,17,13,3,8,14,,0,0,0,0,0,0,1,6,01703874
1938 Fall,Regular Season,Hankyu Club,1,"Miyatake, Saburo",6,4,,,,13,99.1,0.600,3.690,1.329,4.258,3.615,6.886,0.362,3.081,5.074,0.607,424,76,47,41,4,34,56,,4,2,1,7,0,0,11,2,03503872
1938 Spring,Regular Season,Hankyu Club,1,"Miyatake, Saburo",3,1,,,,6,27.1,0.750,2.570,1.390,3.622,1.833,5.268,0.329,1.976,7.244,0.273,116,16,11,8,1,6,22,,1,0,0,1,0,0,3,3,03503872
1938 Fall,Regular Season,Lion Baseball Club,1,"Kondo, Hisashi",5,6,,,,17,90.2,0.455,2.670,1.257,3.871,2.294,6.750,0.298,5.063,4.566,1.109,389,68,39,27,3,51,46,,0,3,0,6,0,0,11,5,11013872
1938 Spring,Regular Season,Lion Baseball Club,1,"Kondo, Hisashi",2,5,,,,16,105.1,0.286,3.060,1.623,4.272,3.125,9.142,0.342,3.759,5.468,0.688,479,107,50,36,4,44,64,,1,1,0,7,1,0,10,6,11013872
1938 Fall,Regular Season,Nagoya Club,17,"Nishizawa, Michio",3,4,,,,15,73.2,0.429,3.770,1.548,6.109,3.333,9.285,1.222,2.932,4.643,0.632,339,76,50,31,10,24,38,,0,0,2,3,0,0,6,7,11013874
1938 Spring,Regular Season,Nagoya Club,17,"Nishizawa, Michio",3,4,,,,12,57.0,0.429,2.050,1.281,2.684,1.417,6.000,0.158,1.737,5.526,0.314,244,38,17,13,1,11,35,,1,1,0,3,0,0,5,7,11013874
1938 Fall,Regular Season,Hankyu Club,25,"Odano, Kashiwa",1,1,,,,6,21.0,0.500,3.000,1.333,6.000,2.333,6.857,0.429,1.714,5.143,0.333,91,16,14,7,1,4,12,,0,2,0,1,0,0,4,2,11313876
