Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1954,Regular Season,Takahashi Unions,16,"Taki, Yoshihiko",16,19,,,,55,286.0,0.457,2.200,1.052,2.675,1.545,6.577,0.441,5.003,2.895,1.728,1145,209,85,70,14,159,92,,8,2,0,14,2,0,27,22,01003805
1954,Regular Season,Mainichi Orions,11,"Aramaki, Atsushi",22,12,,,,49,271.0,0.647,2.320,1.022,2.590,1.592,7.771,0.432,4.317,1.428,3.023,1068,234,78,70,13,130,43,,3,0,0,15,5,3,24,24,01103801
1954,Regular Season,Daiei Stars,21,"Iio, Tameo",3,7,,,,36,139.1,0.300,2.570,1.371,3.488,1.500,8.397,0.194,4.457,3.940,1.131,592,130,54,40,3,69,61,,1,2,1,2,0,0,13,15,01103803
1954,Regular Season,Toei Flyers,18,"Imanishi, Rentaro",2,8,,,,29,101.2,0.200,4.150,1.475,5.046,1.966,9.561,0.354,3.984,3.718,1.071,446,108,57,47,4,45,42,,2,1,0,3,0,0,14,9,01103892
1954,Regular Season,Hankyu Braves,20,"Ikeda, Zenzo",0,0,,,,9,24.0,0.000,6.000,1.833,6.750,2.000,12.750,0.375,2.250,3.750,0.600,115,34,18,16,1,6,10,,2,0,0,0,0,0,0,6,01103894
1954,Regular Season,Kintetsu Pearls,37,"Nagai, Yasuo",2,5,,,,22,62.2,0.286,5.430,1.580,6.032,1.909,10.053,0.574,4.021,4.165,0.966,282,70,42,38,4,28,29,,0,4,0,0,0,0,6,8,01203807
1954,Regular Season,Hankyu Braves,21,"Takada, Kosaku",0,0,,,,10,16.2,0.000,1.590,0.960,3.240,0.600,4.860,0.000,3.780,3.780,1.000,69,9,6,3,0,7,7,,1,1,1,0,0,0,2,5,01203809
1954,Regular Season,Nishitetsu Lions,21,"Kawasaki, Tokuji",10,10,,,,30,158.1,0.500,2.380,1.156,2.899,1.700,7.731,0.341,3.865,2.672,1.447,643,136,51,42,6,68,47,,3,1,0,6,1,1,15,13,01303891
1954,Regular Season,Osaka Tigers,4,"Komada, Keiji",8,3,,,,28,113.0,0.727,1.510,1.009,1.752,0.786,7.327,0.398,2.389,1.752,1.364,435,92,22,19,5,30,22,,1,0,0,3,1,0,8,12,01303898
1954,Regular Season,Takahashi Unions,12,"Fujii, Seiichiro",1,2,,,,5,13.0,0.333,1.380,1.154,2.077,0.600,9.692,0.000,3.462,0.692,5.000,53,14,3,2,0,5,1,,0,0,0,0,0,0,2,3,01403805
1954,Regular Season,Toei Flyers,10,"Ueno, Shigeo",2,6,,,,33,74.0,0.250,4.990,1.730,5.351,1.333,11.432,1.095,2.554,4.135,0.618,335,94,44,41,9,21,34,,0,3,0,0,0,0,3,18,01503801
1954,Regular Season,Hiroshima Carp,4,"Sugiura, Ryutaro",0,3,,,,13,40.0,0.000,5.180,1.625,5.850,2.000,12.825,0.450,2.700,1.800,1.500,187,57,26,23,2,12,8,,0,1,0,0,0,0,6,3,01503803
1954,Regular Season,Yomiuri Giants,25,"Kasahara, Masayuki",9,4,,,,30,115.0,0.692,3.600,1.470,4.696,2.000,10.017,0.548,2.191,3.209,0.683,503,128,60,46,7,28,41,,5,3,1,3,2,0,14,8,01503807
1954,Regular Season,Hankyu Braves,12,"Shibata, Eiji",17,16,,,,46,234.2,0.515,2.570,1.078,3.260,1.848,7.517,0.422,4.487,2.186,2.053,946,196,85,67,11,117,57,,8,1,1,8,4,1,29,12,01603801
1954,Regular Season,Mainichi Orions,15,"Miyazaki, Kazuo",5,4,,,,24,87.0,0.556,3.310,1.356,3.724,1.500,8.483,0.414,4.862,3.724,1.306,370,82,36,32,4,47,36,,1,2,0,1,0,0,12,7,01603805
1954,Regular Season,Hiroshima Carp,11,"Mitsuyoshi, Tsutomu",0,1,,,,2,4.1,0.000,3.600,1.846,10.385,2.500,12.462,0.000,0.000,4.154,0.000,23,6,5,2,0,0,2,,0,0,0,0,0,0,1,1,01603807
