Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
2004,Regular Season,Yakult Swallows,16,"Takai, Yuhei",4,2,0,,,9,49.0,0.667,4.410,1.571,4.776,2.889,8.816,1.286,9.918,5.327,1.862,223,48,26,24,7,54,29,,3,8,0,0,0,0,8,0,01005117
2004,Regular Season,Yomiuri Giants,60,"Hiraoka, Masaki",0,1,0,,,7,12.0,0.000,4.500,1.333,4.500,0.857,11.250,2.250,7.500,0.750,10.000,52,15,6,6,3,10,1,,2,0,0,0,0,0,1,3,01005119
2004,Regular Season,Yakult Swallows,61,"Ishii, Hirotoshi",4,2,5,,,38,52.2,0.667,2.050,0.911,2.051,0.316,6.494,0.854,11.791,1.709,6.900,201,38,12,12,5,69,10,,0,2,0,0,0,0,0,8,01103882
2004,Regular Season,Hanshin Tigers,29,"Igawa, Kei",14,11,0,,,29,200.1,0.560,3.730,1.218,4.268,3.276,8.536,1.303,10.243,2.426,4.222,840,190,95,83,29,228,54,,6,5,0,6,3,1,29,0,01103886
2004,Regular Season,Osaka Kintetsu Buffaloes,21,"Iwakuma, Hisashi",15,2,0,,,21,158.2,0.882,3.010,1.128,3.233,2.714,8.452,0.737,6.977,1.702,4.100,647,149,57,53,13,123,30,,8,0,0,7,1,2,21,0,01105111
2004,Regular Season,Seibu Lions,69,"Azuma, Kazumasa",0,0,0,,,4,16.0,0.000,2.810,1.563,5.063,2.250,9.563,1.125,4.500,4.500,1.000,71,17,9,5,2,8,8,,0,1,0,0,0,0,2,0,01105113
2004,Regular Season,Yokohama BayStars,62,"Azuma, Kazumasa",0,0,0,,,3,5.0,0.000,16.200,3.000,16.200,3.000,25.200,3.600,3.600,1.800,2.000,29,14,9,9,2,2,1,,0,0,0,0,0,0,0,2,01105113
2004,Regular Season,Chiba Lotte Marines,12,"Fujita, Soichi",1,1,0,,,62,44.0,0.500,4.500,1.636,5.114,0.403,10.636,0.818,7.159,4.091,1.750,200,52,25,22,4,35,20,,2,1,0,0,0,0,0,12,01203886
2004,Regular Season,Yomiuri Giants,30,"Hayashi, Masanori",3,9,0,,,25,106.2,0.250,4.890,1.556,5.484,2.600,9.872,1.181,7.678,4.134,1.857,483,117,65,58,14,91,49,,6,5,0,0,0,0,17,3,01205115
2004,Regular Season,Hiroshima Toyo Carp,20,"Nagakawa, Katsuhiro",3,4,4,,,22,41.2,0.429,7.990,1.992,8.424,1.773,11.448,2.160,10.368,6.480,1.600,201,53,39,37,10,48,30,,0,7,0,0,0,0,4,12,01205117
2004,Regular Season,Seibu Lions,17,"Yamazaki, Satoshi",3,1,0,,,14,38.2,0.750,5.590,1.862,6.517,2.000,11.405,0.698,8.147,5.353,1.522,191,49,28,24,3,35,23,,2,2,0,0,0,0,5,0,01205119
2004,Regular Season,Chunichi Dragons,17,"Kito, Makoto",0,1,0,,,12,18.2,0.000,8.200,1.929,8.196,1.417,13.500,2.411,4.821,3.857,1.250,89,28,17,17,5,10,8,,1,0,0,0,0,0,1,1,01303864
2004,Regular Season,Osaka Kintetsu Buffaloes,11,"Kawajiri, Tetsuro",4,9,0,,,20,122.2,0.308,4.260,1.394,4.402,3.000,10.418,1.174,5.136,2.128,2.414,524,142,60,58,16,70,29,,5,0,1,4,0,1,20,0,01303880
2004,Regular Season,Yokohama BayStars,24,"Kadokura, Ken",4,8,10,,,42,76.1,0.333,4.600,1.441,4.952,1.000,9.904,1.886,10.140,3.066,3.308,336,84,42,39,16,86,26,,3,7,0,0,0,0,7,22,01303882
2004,Regular Season,Hanshin Tigers,26,"Egusa, Hirotaka",0,0,0,,,9,16.1,0.000,2.760,1.592,2.755,0.556,11.571,0.551,7.163,2.755,2.600,72,21,5,5,1,13,5,,1,3,0,0,0,0,1,2,01305117
2004,Regular Season,Osaka Kintetsu Buffaloes,17,"Katsuki, Ryota",0,0,0,,,1,2.0,0.000,18.000,3.000,18.000,4.000,18.000,0.000,9.000,9.000,1.000,13,4,4,4,0,2,2,,1,0,0,0,0,0,0,0,01305119
2004,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",13,6,0,,,27,157.0,0.684,3.150,1.248,3.210,2.074,8.771,0.917,6.879,2.465,2.791,653,153,56,55,16,120,43,,2,2,0,1,1,0,24,0,01403862
2004,Regular Season,Hanshin Tigers,21,"Yoshino, Makoto",0,0,0,,,23,9.2,0.000,16.760,3.621,18.621,0.870,27.931,3.724,4.655,4.655,1.000,67,30,20,18,4,5,5,,3,0,0,0,0,0,0,4,01405111
