Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1991,Regular Season,Orix Bluewave,34,"Mori, Koji",0,1,0,,,3,2.0,0.000,18.000,3.000,27.000,2.000,27.000,4.500,4.500,0.000,,13,6,6,4,1,1,0,,0,0,0,0,0,0,0,0,01003865
1991,Regular Season,Lotte Orions,27,"Ushijima, Kazuhiko",0,1,0,,,1,4.2,0.000,3.860,1.714,5.786,3.000,15.429,1.929,9.643,0.000,,22,8,3,2,1,5,0,,0,0,0,0,0,0,1,0,01103861
1991,Regular Season,Fukuoka Daiei Hawks,12,"Inoe, Yuji",1,2,0,,,17,37.1,0.333,5.790,1.607,6.750,1.647,11.813,1.205,4.580,2.652,1.727,168,49,28,24,5,19,11,,0,1,0,0,0,0,3,3,01103863
1991,Regular Season,Hanshin Tigers,25,"Inomata, Takashi",9,13,0,,,27,172.1,0.409,3.290,1.248,3.760,2.667,7.050,0.366,6.058,4.178,1.450,717,135,72,63,7,116,80,,5,7,0,7,1,0,26,0,01103864
1991,Regular Season,Fukuoka Daiei Hawks,15,"Takashima, Satoru",1,0,0,,,18,31.2,1.000,5.970,1.674,6.253,1.222,10.232,1.137,5.400,4.832,1.118,142,36,22,21,4,19,17,,1,3,0,0,0,0,0,8,01103866
1991,Regular Season,Nippon-Ham Fighters,24,"Arikura, Masashi",0,1,0,,,9,14.1,0.000,6.910,1.674,8.163,1.444,11.930,2.512,3.767,3.140,1.200,63,19,13,11,4,6,5,,1,1,0,0,0,0,1,5,01103881
1991,Regular Season,Seibu Lions,43,"Yokota, Hisanori",2,2,0,,,24,65.2,0.500,3.020,1.371,3.289,1.000,8.223,1.096,6.990,4.112,1.700,276,60,24,22,8,51,30,,0,4,0,0,0,0,4,10,01203864
1991,Regular Season,Seibu Lions,48,"Maeda, Koji",0,0,0,,,3,4.0,0.000,15.750,3.000,15.750,2.333,18.000,4.500,6.750,9.000,0.750,23,8,7,7,2,3,4,,0,0,0,0,0,0,2,0,01203869
1991,Regular Season,Yokohama Taiyo Whales,17,"Saito, Akio",4,6,0,,,17,99.2,0.400,3.610,1.314,4.064,2.647,9.301,0.903,5.147,2.528,2.036,419,103,45,40,10,57,28,,0,1,0,1,1,0,16,1,01303844
1991,Regular Season,Lotte Orions,41,"Kasahara, Eiichi",0,1,0,,,7,17.0,0.000,3.710,1.059,4.235,1.143,5.824,1.059,5.824,3.706,1.571,68,11,8,7,2,11,7,,0,2,0,0,0,0,3,4,01303862
1991,Regular Season,Hiroshima Toyo Carp,11,"Kito, Makoto",3,3,0,,,36,75.0,0.500,4.440,1.373,4.680,1.083,9.480,0.960,7.080,2.880,2.458,321,79,39,37,8,59,24,,4,1,0,0,0,0,2,9,01303864
1991,Regular Season,Chunichi Dragons,18,"Kashima, Tadashi",0,0,0,,,19,28.0,0.000,6.430,1.679,6.750,1.105,9.643,0.643,5.143,5.464,0.941,127,30,21,20,2,16,17,,1,4,0,0,0,0,0,4,01303869
1991,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",6,8,1,,,33,144.0,0.429,3.630,1.396,4.563,2.212,9.875,0.875,6.000,2.688,2.233,618,158,73,58,14,96,43,,3,1,0,2,0,0,22,3,01403862
1991,Regular Season,Yomiuri Giants,62,"Kojima, Keiichi",0,0,0,,,1,3.0,0.000,12.000,3.667,12.000,4.000,21.000,0.000,3.000,12.000,0.250,20,7,4,4,0,1,4,,0,0,0,0,0,0,0,1,01403868
1991,Regular Season,Yokohama Taiyo Whales,21,"Nomura, Hiroki",15,8,0,,,26,182.1,0.652,3.160,1.130,3.554,2.769,8.046,1.234,5.578,2.122,2.628,743,163,72,64,25,113,43,,3,6,0,6,2,2,26,0,01503866
1991,Regular Season,Chunichi Dragons,19,"Yonemura, Akira",0,0,0,,,1,0.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,01603860
1991,Regular Season,Seibu Lions,19,"Takahashi, Kazuhiko",0,0,0,,,5,7.0,0.000,6.430,1.429,6.429,1.000,11.571,3.857,7.714,1.286,6.000,30,9,5,5,3,6,1,,1,0,0,0,0,0,0,2,01703862
1991,Regular Season,Chunichi Dragons,32,"Yamada, Kikuo",0,0,0,,,32,27.0,0.000,4.000,1.778,5.000,0.469,10.000,0.667,5.667,6.000,0.944,129,30,15,12,2,17,18,,1,1,0,0,0,0,0,6,01803881
1991,Regular Season,Yomiuri Giants,28,"Hirota, Hiroaki",1,2,2,,,12,31.2,0.333,5.120,1.516,5.684,1.667,9.663,0.853,5.116,3.979,1.286,137,34,20,18,3,18,14,,1,0,1,1,0,0,2,4,01903864
