Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1937 Spring,Regular Season,Nagoya Club,15,"Ito, Kunio",0,0,,,,2,5.0,0.000,12.600,2.600,16.200,4.500,18.000,0.000,1.800,5.400,0.333,26,10,9,7,0,1,3,,0,0,0,0,0,0,0,1,01103874
1937 Spring,Regular Season,Nagoya Club,19,"Osawa, Nobuo",1,4,,,,7,31.2,0.200,6.250,1.768,7.105,3.571,10.232,0.000,1.421,5.684,0.250,147,36,25,22,0,5,20,,0,1,0,1,0,0,3,4,01303874
1937 Spring,Regular Season,Hankyu Club,21,"Mori, Kotaro",0,0,,,,2,9.1,0.000,6.750,1.714,8.679,4.500,13.500,0.000,7.714,1.929,4.000,46,14,9,7,0,8,2,,0,0,0,0,0,0,0,1,01403874
1937 Fall,Regular Season,Nagoya Club,17,"Tanaka, Minoru",2,1,,,,15,61.1,0.667,3.920,1.630,5.283,2.400,9.391,0.880,1.614,5.283,0.306,273,64,36,27,6,11,36,,1,0,0,0,0,0,0,11,01703874
1937 Spring,Regular Season,Nagoya Club,17,"Tanaka, Minoru",9,7,,,,36,143.1,0.563,4.080,1.423,5.274,2.333,8.728,0.063,2.072,4.081,0.508,628,139,84,65,1,33,65,,2,2,1,4,0,0,6,27,01703874
1937 Fall,Regular Season,Hankyu Club,1,"Miyatake, Saburo",1,0,,,,1,9.0,1.000,2.000,1.222,2.000,2.000,6.000,0.000,1.000,5.000,0.200,37,6,2,2,0,1,5,,0,1,0,1,0,0,1,0,03503872
1937 Spring,Regular Season,Hankyu Club,1,"Miyatake, Saburo",0,1,,,,2,5.1,0.000,6.750,3.188,10.125,3.000,11.813,1.688,1.688,16.875,0.100,33,7,6,4,1,1,10,,0,0,0,0,0,0,1,0,03503872
1937 Fall,Regular Season,Lion Baseball Club,1,"Kondo, Hisashi",3,11,,,,21,91.1,0.214,5.870,1.752,6.996,3.381,8.869,0.591,3.646,6.898,0.529,446,90,71,60,6,37,70,,2,1,0,2,0,0,14,6,11013872
1937 Spring,Regular Season,Dai Tokyo,1,"Kondo, Hisashi",11,10,,,,28,183.0,0.524,2.510,1.492,4.131,3.000,6.885,0.148,4.475,6.541,0.684,812,140,84,51,3,91,133,,3,0,0,13,1,0,20,5,11013872
1937 Fall,Regular Season,Nagoya Club,0,"Nishizawa, Michio",0,0,,,,4,10.2,0.000,1.640,1.594,3.375,1.000,5.906,0.844,1.688,8.438,0.200,47,7,4,2,1,2,10,,0,0,0,0,0,0,0,4,11013874
1937 Fall,Regular Season,Nagoya Club,22,"Endo, Chujiro",0,2,,,,5,25.1,0.000,5.540,1.816,7.461,4.200,9.237,0.711,2.487,7.105,0.350,125,26,21,16,2,7,20,,0,1,0,1,0,0,4,0,11513872
1937 Spring,Regular Season,Dai Tokyo,4,"Endo, Chujiro",1,1,,,,3,16.0,0.500,3.380,1.563,5.625,3.333,10.125,0.000,0.563,3.938,0.143,73,18,10,6,0,1,7,,0,0,0,1,0,0,3,0,11513872
1937 Spring,Regular Season,Nagoya Club,22,"Endo, Chujiro",3,4,,,,8,55.1,0.429,4.550,1.482,4.880,3.750,7.482,0.163,2.602,5.855,0.444,250,46,30,28,1,16,36,,3,0,0,5,1,0,8,0,11513872
1937 Fall,Regular Season,Osaka Tigers,18,"Wakabayashi, Tadashi",9,4,,,,19,104.2,0.692,2.490,1.146,3.611,2.211,8.169,0.172,3.010,2.150,1.400,434,95,42,29,2,35,25,,0,0,0,6,2,1,13,6,13913872
1937 Spring,Regular Season,Osaka Tigers,18,"Wakabayashi, Tadashi",8,2,,,,21,92.0,0.800,1.760,1.196,3.620,1.762,8.315,0.098,4.011,2.446,1.640,393,85,37,18,1,41,25,,2,1,0,4,0,1,10,8,13913872
1937 Fall,Regular Season,Tokyo Kyojin,14,"Sawamura, Eiji",9,6,,,,20,140.0,0.600,2.380,1.086,3.214,2.500,6.364,0.064,8.293,3.407,2.434,575,99,50,37,1,129,53,,1,3,0,12,3,1,17,3,21023872
1937 Spring,Regular Season,Tokyo Kyojin,14,"Sawamura, Eiji",24,4,,,,30,244.0,0.857,0.810,0.844,1.734,1.567,5.090,0.074,7.230,2.508,2.882,938,138,47,22,2,196,68,,2,0,0,24,7,2,24,5,21023872
1937 Fall,Regular Season,Nagoya Golden Dolphins,5,"Matsumoto, Mitsuhiko",0,4,,,,13,60.2,0.000,4.280,1.714,5.341,2.769,7.714,0.445,2.670,7.714,0.346,286,52,36,29,3,18,52,,1,4,1,2,0,0,5,5,21223874
1937 Spring,Regular Season,Nagoya Golden Dolphins,5,"Matsumoto, Mitsuhiko",1,2,,,,9,30.0,0.333,7.200,2.367,8.700,3.222,9.600,0.000,4.500,11.700,0.385,164,32,29,24,0,15,39,,2,2,0,0,0,0,2,7,21223874
1937 Fall,Regular Season,Osaka Tigers,10,"Fujimura, Fumio",0,0,,,,5,13.1,0.000,3.210,1.500,4.050,1.200,9.450,0.000,2.700,4.050,0.667,59,14,6,5,0,4,6,,0,1,0,0,0,0,3,1,23123872
1937 Spring,Regular Season,Osaka Tigers,10,"Fujimura, Fumio",4,1,,,,12,55.1,0.800,1.300,1.066,2.277,1.167,6.506,0.000,4.392,3.090,1.421,223,40,14,8,0,27,19,,1,1,0,2,1,0,5,6,23123872
1937 Fall,Regular Season,Osaka Tigers,19,"Nishimura, Yukio",15,3,,,,25,182.1,0.833,1.480,1.135,2.271,1.840,6.466,0.099,5.084,3.751,1.355,732,131,46,30,2,103,76,,3,1,0,14,3,0,17,6,31033874
