Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1946,Regular Season,Pacific,24,"Izutsu, Kenichi",13,18,,,,39,269.1,0.419,3.070,1.348,3.943,3.026,8.922,0.167,1.203,3.208,0.375,1131,267,118,92,5,36,96,,3,1,0,18,6,1,31,8,01103878
1946,Regular Season,Hankyu Club,8,"Imanishi, Rentaro",7,8,,,,31,183.0,0.467,2.800,1.191,4.082,2.677,7.180,0.295,3.098,3.541,0.875,763,146,83,57,6,63,72,,4,0,1,14,1,1,19,10,01103892
1946,Regular Season,Tokyo Kyojin,26,"Kawasaki, Tokuji",0,0,,,,1,6.1,0.000,2.570,0.789,2.842,2.000,2.842,1.421,2.842,4.263,0.667,25,2,2,2,1,2,3,,0,0,0,0,0,0,0,1,01303891
1946,Regular Season,Hankyu Club,16,"Mori, Kotaro",2,3,,,,8,32.1,0.400,4.640,1.639,4.732,2.125,12.247,0.278,1.670,2.505,0.667,144,44,17,17,1,6,9,,2,1,0,1,0,0,6,2,01403874
1946,Regular Season,Gold Star,9,"Sato, Hideo",0,0,,,,1,1.0,0.000,9.000,4.000,27.000,3.000,9.000,0.000,0.000,27.000,0.000,8,1,3,1,0,0,3,,0,0,0,0,0,0,0,0,01503892
1946,Regular Season,Tokyo Kyojin,18,"Nakao, Hiroshi",11,10,,,,34,207.1,0.524,3.290,1.558,4.341,2.941,8.812,0.174,4.297,5.209,0.825,917,203,100,76,4,99,120,,3,4,1,12,2,0,29,4,01703878
1946,Regular Season,Tokyo Kyojin,6,"Takano, Hiroyoshi",6,6,,,,17,117.1,0.500,2.590,1.406,3.835,2.941,8.284,0.384,2.148,4.372,0.491,506,108,50,34,5,28,57,,1,2,0,9,2,0,15,2,01703892
1946,Regular Season,Chubu Nippon,17,"Nishizawa, Michio",5,8,,,,23,117.1,0.385,4.650,1.815,6.136,3.478,9.435,0.537,1.611,6.903,0.233,555,123,80,61,7,21,90,,4,1,1,3,0,0,10,11,11013874
1946,Regular Season,Gold Star,23,"Nishizawa, Michio",0,0,,,,1,4.0,0.000,0.000,1.500,2.250,1.000,6.750,0.000,2.250,6.750,0.333,17,3,1,0,0,1,3,,0,0,0,0,0,0,0,1,11013874
1946,Regular Season,Senators,5,"Hitokoto, Taju",6,13,,,,25,149.0,0.316,4.710,1.765,5.497,3.640,9.362,0.121,2.960,6.523,0.454,690,155,91,78,2,49,108,,6,3,0,11,0,0,23,2,11013892
1946,Regular Season,Osaka Tigers,22,"Morishita, Hiroshi",0,0,,,,3,6.0,0.000,10.500,1.667,12.000,2.667,4.500,0.000,0.000,10.500,0.000,29,3,8,7,0,0,7,,1,0,0,0,0,0,1,1,11213892
1946,Regular Season,Tokyo Kyojin,17,"Kondo, Sadao",23,14,,,,42,300.1,0.622,2.180,1.185,2.997,2.381,7.252,0.120,2.277,3.416,0.667,1208,242,100,73,4,76,114,,3,1,1,24,6,2,30,12,11313897
1946,Regular Season,Kinki Great Ring,16,"Kushida, Yumihiko",3,2,,,,9,41.0,0.600,5.050,1.927,5.707,2.889,11.634,0.220,2.415,5.707,0.423,195,53,26,23,1,11,26,,2,0,0,3,1,0,4,3,11513892
1946,Regular Season,Senators,18,"Shiraki, Giichiro",30,22,,,,59,440.0,0.577,2.580,1.193,3.457,2.864,8.468,0.266,3.232,2.270,1.423,1843,414,169,126,13,158,111,,6,6,0,43,4,7,48,11,11713892
1946,Regular Season,Kinki Great Ring,28,"Naganuma, Kanao",0,0,,,,3,8.0,0.000,4.500,1.875,6.750,2.000,9.000,1.125,3.375,7.875,0.429,39,8,6,4,1,3,7,,0,0,0,0,0,0,2,1,11713895
1946,Regular Season,Chubu Nippon,10,"Hattori, Tsuguhiro",14,7,,,,37,204.0,0.667,3.750,1.397,4.412,2.703,8.471,0.574,3.353,4.103,0.817,874,192,100,85,13,76,93,,1,1,0,11,0,2,14,19,11913878
1946,Regular Season,Osaka Tigers,6,"Togashi, Jun",0,0,,,,3,4.1,0.000,3.600,2.077,6.231,1.000,8.308,0.000,2.077,10.385,0.200,21,4,3,2,0,1,5,,0,0,0,0,0,0,0,0,11913892
1946,Regular Season,Osaka Tigers,18,"Wakabayashi, Tadashi",4,4,,,,12,82.2,0.500,3.040,1.464,3.810,2.917,9.036,0.109,2.722,4.137,0.658,359,83,35,28,1,25,38,,3,1,0,7,0,0,7,5,13913872
1946,Regular Season,Osaka Tigers,11,"Nozaki, Hirokazu",7,13,,,,44,195.1,0.350,3.670,1.392,5.022,2.477,8.386,0.369,2.534,4.147,0.611,846,182,109,80,8,55,90,,1,0,0,7,2,0,33,10,21923892
1946,Regular Season,Osaka Tigers,10,"Fujimura, Fumio",13,2,,,,23,107.0,0.867,2.440,1.336,2.944,1.522,6.981,0.252,3.617,5.047,0.717,447,83,35,29,3,43,60,,0,0,0,4,0,0,7,11,23123872
1946,Regular Season,Chubu Nippon,16,"Inoe, Yoshihiro",1,2,,,,11,42.1,0.333,7.120,2.244,9.567,4.091,10.843,0.213,3.189,9.354,0.341,223,51,45,34,1,15,44,,3,0,1,0,0,0,7,3,31133899
1946,Regular Season,Pacific,15,"Yuasa, Yoshiaki",3,12,,,,24,155.1,0.200,3.580,1.661,4.925,3.542,9.618,0.290,2.318,5.330,0.435,713,166,85,62,5,40,92,,2,2,1,11,1,0,17,6,31233892
1946,Regular Season,Kinki Great Ring,19,"Ohashi, Ichiro",0,0,,,,1,2.0,0.000,0.000,0.500,0.000,0.000,4.500,0.000,0.000,0.000,,8,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,31333895
1946,Regular Season,Hankyu Club,17,"Kasamatsu, Minoru",8,8,,,,21,121.2,0.500,3.540,1.315,4.364,2.810,8.285,0.296,2.589,3.551,0.729,521,112,59,48,4,35,48,,1,0,0,6,0,0,15,5,31533874
1946,Regular Season,Chubu Nippon,14,"Shimizu, Hideo",2,1,,,,4,29.1,0.667,4.800,1.602,5.216,4.250,10.739,0.000,2.455,3.682,0.667,134,35,17,16,0,8,12,,0,0,0,2,0,0,4,0,31533891
1946,Regular Season,Kinki Great Ring,8,"Shimizu, Hideo",8,2,,,,12,80.0,0.800,3.040,1.288,3.600,2.667,6.975,0.563,5.513,4.613,1.195,340,62,32,27,5,49,41,,1,0,0,4,1,0,5,7,31533891
1946,Regular Season,Kinki Great Ring,15,"Matsukawa, Hiroji",8,4,,,,28,121.0,0.667,3.570,1.628,4.463,2.143,8.405,0.074,2.380,6.248,0.381,539,113,60,48,1,32,84,,8,3,0,7,2,0,16,8,31533899
1946,Regular Season,Tokyo Kyojin,3,"Chiba, Shigeru",0,0,,,,1,4.0,0.000,9.000,2.000,9.000,4.000,18.000,0.000,4.500,0.000,,21,8,4,4,0,2,0,,0,0,0,0,0,0,0,1,31733876
1946,Regular Season,Hankyu Club,21,"Torii, Hyoji",1,1,,,,7,23.2,0.500,6.750,1.901,7.986,3.000,9.887,0.000,3.042,7.225,0.421,111,26,21,18,0,8,19,,0,0,0,1,0,0,2,4,31933892
1946,Regular Season,Kinki Great Ring,12,"Bessho, Takehiko",19,13,,,,42,325.0,0.594,2.460,1.317,3.517,3.024,8.086,0.111,3.185,3.766,0.846,1381,292,127,89,4,115,136,,5,3,2,28,5,0,35,4,31933895
1946,Regular Season,Hankyu Club,15,"Maekawa, Hachiro",3,3,,,,11,60.1,0.500,2.510,1.326,3.133,1.909,9.099,0.000,1.343,2.834,0.474,251,61,21,17,0,9,19,,1,0,0,3,0,0,7,4,33333872
