Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
2011,Regular Season,Yokohama BayStars,22,"Takasaki, Kentaro",5,15,0,0,0,29,177.1,0.250,3.450,1.229,3.603,2.448,9.237,0.457,6.445,1.827,3.528,739,182,71,68,9,127,36,0,2,3,0,0,0,0,29,0,01005114
2011,Regular Season,Tokyo Yakult Swallows,61,"Ishii, Hirotoshi",0,0,0,0,0,1,0.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.000,0.000,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01103882
2011,Regular Season,Tohoku Rakuten Golden Eagles,21,"Iwakuma, Hisashi",6,7,0,0,0,17,119.0,0.462,2.420,1.050,2.571,2.000,8.017,0.454,6.807,1.437,4.737,471,106,34,32,6,90,19,0,5,1,0,2,1,0,17,0,01105111
2011,Regular Season,Tohoku Rakuten Golden Eagles,13,"Isaka, Ryohei",3,5,0,0,0,15,66.2,0.375,4.320,1.440,4.725,2.333,10.800,0.675,3.375,2.160,1.563,297,80,35,32,5,25,16,0,6,0,1,0,0,0,12,1,01105118
2011,Regular Season,Fukuoka Softbank Hawks,63,"Fujita, Soichi",0,1,0,5,5,19,9.1,0.000,9.640,1.607,9.643,0.526,9.643,0.964,7.714,4.821,1.600,45,10,10,10,1,8,5,0,3,0,0,0,0,0,0,1,01203886
2011,Regular Season,Saitama Seibu Lions,45,"Fujita, Taiyo",0,2,0,0,0,14,15.1,0.000,5.870,1.435,5.870,0.714,11.152,2.348,7.630,1.761,4.333,71,19,10,10,4,13,3,0,2,0,0,0,0,0,0,4,01205113
2011,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,19,"Hayashi, Masanori",0,0,0,0,,1,0.2,0.000,0.000,1.500,0.000,0.000,0.000,0.000,0.000,13.500,0.000,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,01205115
2011,Regular Season,Hokkaido Nippon-Ham Fighters,19,"Hayashi, Masanori",0,0,0,2,2,5,4.0,0.000,13.500,3.250,13.500,1.200,22.500,0.000,4.500,6.750,0.667,22,10,6,6,0,2,3,0,0,0,0,0,0,0,0,1,01205115
2011,Regular Season,Tohoku Rakuten Golden Eagles,20,"Hasebe, Kohei",1,0,0,0,0,7,35.1,1.000,2.550,1.104,2.802,1.571,6.623,0.000,5.094,3.311,1.538,140,26,11,10,0,20,13,0,0,1,0,0,0,0,7,0,01205116
2011,Regular Season,Hiroshima Toyo Carp,20,"Nagakawa, Katsuhiro",1,2,0,0,1,19,22.2,0.333,5.160,1.456,5.559,0.737,9.926,1.191,8.735,3.176,2.750,99,25,14,13,3,22,8,1,0,2,0,0,0,0,0,8,01205117
2011,Regular Season,Orix Buffaloes,14,"Furukawa, Shuichi",0,0,0,1,1,12,16.0,0.000,1.690,1.188,1.688,0.250,7.313,0.563,5.063,3.375,1.500,64,13,3,3,1,9,6,0,1,0,0,0,0,0,0,3,01205131
2011,Regular Season,Hiroshima Toyo Carp,19,"Ueno, Hirofumi",2,2,0,4,6,31,27.2,0.500,5.530,1.554,5.530,0.548,10.410,0.976,6.181,3.578,1.727,128,32,17,17,3,19,11,2,2,1,0,0,0,0,0,11,01305114
2011,Regular Season,Yokohama BayStars,58,"Ota, Atori",0,1,0,0,0,3,6.1,0.000,2.840,0.947,2.842,0.667,5.684,0.000,1.421,2.842,0.500,24,4,2,2,0,1,2,0,0,0,0,0,0,0,0,0,01305116
2011,Regular Season,Saitama Seibu Lions,14,"Egusa, Hirotaka",0,1,0,3,3,12,8.0,0.000,5.630,2.000,9.000,0.667,7.875,0.000,6.750,10.125,0.667,41,7,8,5,0,6,9,1,0,0,0,0,0,0,0,3,01305117
2011,Regular Season,Orix Buffaloes,17,"Katsuki, Ryota",1,2,0,16,17,46,34.0,0.333,2.120,1.088,2.382,0.196,8.206,0.000,3.971,1.588,2.500,141,31,9,8,0,15,6,0,3,0,0,0,0,0,0,10,01305119
2011,Regular Season,Hanshin Tigers,13,"Enokida, Daiki",3,3,1,33,36,62,63.1,0.500,2.270,1.121,2.700,0.306,6.111,0.426,10.089,3.979,2.536,259,43,19,16,3,71,28,2,4,4,0,0,0,0,0,9,01305133
2011,Regular Season,Orix Buffaloes,48,"Yoshino, Makoto",0,0,0,12,12,50,30.1,0.000,1.190,1.187,1.484,0.100,9.791,0.000,7.714,0.890,8.667,126,33,5,4,0,26,3,0,0,0,1,0,0,0,0,4,01405111
2011,Regular Season,Tokyo Yakult Swallows,66,"Fernandes, Rafael",0,0,0,0,0,1,0.1,0.000,54.000,9.000,54.000,2.000,27.000,0.000,0.000,54.000,0.000,5,1,2,2,0,0,2,0,1,1,0,0,0,0,0,0,01405118
2011,Regular Season,Chiba Lotte Marines,11,"Ohmine, Yuta",0,1,0,0,0,1,1.1,0.000,33.750,5.250,33.750,5.000,20.250,6.750,6.750,27.000,0.250,11,3,5,5,1,1,4,0,0,0,0,0,0,0,1,0,01505114
2011,Regular Season,Tokyo Yakult Swallows,16,"Kato, Mikinori",0,0,0,0,0,6,10.0,0.000,9.000,1.700,9.000,1.667,9.000,2.700,3.600,6.300,0.571,46,10,10,10,3,4,7,0,0,0,0,0,0,0,1,3,01505116
2011,Regular Season,Yokohama BayStars,21,"Kagami, Kisho",1,0,0,0,0,1,6.0,1.000,1.500,0.667,1.500,1.000,6.000,0.000,9.000,0.000,,23,4,1,1,0,6,0,0,0,0,1,0,0,0,1,0,01505133
2011,Climax Series - Final Stage,Saitama Seibu Lions,23,"Ming-Chieh, Hsu",0,0,0,0,,2,2.0,0.000,13.500,1.500,13.500,1.500,9.000,0.000,0.000,4.500,0.000,9,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,01605111
2011,Climax Series - First Stage,Saitama Seibu Lions,23,"Ming-Chieh, Hsu",0,0,0,0,,1,2.0,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,4.500,0.000,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01605111
2011,Regular Season,Saitama Seibu Lions,23,"Ming-Chieh, Hsu",6,2,1,22,27,49,68.1,0.750,1.980,0.849,2.239,0.347,6.322,0.263,5.268,1.317,4.000,259,48,17,15,2,40,10,1,4,4,0,1,1,0,1,11,01605111
2011,Regular Season,Tohoku Rakuten Golden Eagles,31,"Mima, Manabu",2,1,0,5,7,23,26.1,0.667,3.080,0.873,3.076,0.391,6.494,0.342,4.443,1.367,3.250,102,19,9,9,1,13,4,0,1,2,0,0,0,0,0,9,01605133
2011,Regular Season,Yokohama BayStars,14,"Kobayashi, Futoshi",4,3,0,0,0,17,62.1,0.571,3.470,1.283,3.610,1.471,8.807,0.722,5.775,2.743,2.105,268,61,25,24,5,40,19,0,3,0,0,0,0,0,8,1,01705116
2011,Regular Season,Yokohama BayStars,65,"Kuniyoshi, Yuki",1,4,0,0,0,8,47.0,0.200,2.300,1.319,2.489,1.625,8.043,0.383,7.468,3.830,1.950,198,42,13,12,2,39,20,1,2,1,0,0,0,0,8,0,01705131
2011,Regular Season,Tokyo Yakult Swallows,26,"Kyuko, Kentaro",5,2,1,20,25,52,37.0,0.714,3.650,1.351,3.892,0.308,9.000,0.243,7.541,3.162,2.385,161,37,16,15,1,31,13,1,4,0,1,0,0,0,0,7,01705133
2011,Regular Season,Hokkaido Nippon-Ham Fighters,18,"Saitoh, Yuki",6,6,0,0,0,19,107.0,0.500,2.690,1.467,3.449,2.158,10.262,0.421,5.215,2.944,1.771,472,122,41,32,5,62,35,1,5,6,0,1,0,0,19,0,01905133
