Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
2024,Regular Season,Hiroshima Toyo Carp,34,"Takahashi, Kouya",0,0,1,0,0,1,1.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,01005134
2024,Regular Season,Yomiuri Giants,28,"Takahashi, Rei",2,2,0,0,0,11,46.2,0.500,3.660,1.350,3.857,1.818,8.100,0.579,4.243,4.050,1.048,199,42,20,19,3,22,21,1,1,1,0,1,0,0,9,1,01005136
2024,Regular Season,Fukuoka Softbank Hawks,16,"Higashihama, Nao",3,2,0,0,0,11,56.0,0.600,3.380,1.143,3.536,2.000,8.518,1.125,6.268,1.768,3.545,232,53,22,21,7,39,11,1,1,0,0,0,0,0,11,0,01005137
2024,Regular Season,Chiba Lotte Marines,35,"Tanaka, Haruya",1,1,0,0,0,4,20.0,0.500,1.800,1.000,4.050,2.250,6.300,0.900,7.650,2.700,2.833,79,14,9,4,2,17,6,0,0,0,0,0,0,0,4,0,01005157
2024,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,52,"Ikeda, Takahide",0,0,0,,,2,1.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.400,0.000,,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,01105134
2024,Regular Season,Hokkaido Nippon-Ham Fighters,52,"Ikeda, Takahide",2,1,0,15,17,29,23.2,0.667,3.800,0.972,3.803,0.345,5.324,1.521,8.366,3.423,2.444,93,14,10,10,4,22,9,0,2,2,0,0,0,0,0,6,01105134
2024,Regular Season,Yomiuri Giants,63,"Izumi, Keisuke",2,0,1,5,7,35,37.1,1.000,1.930,1.045,2.411,0.286,6.750,0.000,7.232,2.652,2.727,149,28,10,8,0,30,11,2,4,1,0,0,0,0,0,18,01105138
2024,Regular Season,Orix Buffaloes,20,"Abe, Shota",0,1,0,4,4,17,14.2,0.000,1.840,1.295,1.841,0.176,7.364,0.000,7.977,4.295,1.857,63,12,3,3,0,13,7,0,0,0,0,0,0,0,0,4,01105153
2024,Regular Season,Hanshin Tigers,63,"Ishiguro, Yuya",0,0,0,0,0,3,3.1,0.000,5.400,2.100,5.400,0.667,16.200,0.000,8.100,2.700,3.000,16,6,2,2,0,3,1,0,0,0,0,0,0,0,0,1,01105159
2024,Regular Season,Chiba Lotte Marines,29,"Nishino, Yuji",9,8,0,0,0,20,122.1,0.529,3.240,1.234,3.384,2.300,8.828,0.589,5.665,2.281,2.484,510,120,46,44,8,77,31,1,4,1,0,1,0,0,20,0,01205118
