Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1958,Regular Season,Mainichi Daiei Orions,16,"Taki, Yoshihiko",0,1,,,,13,24.2,0.000,5.760,1.419,6.203,1.308,8.757,1.095,3.284,4.014,0.818,107,24,17,16,3,9,11,,1,0,0,0,0,0,1,6,01003805
1958,Regular Season,Mainichi Daiei Orions,11,"Aramaki, Atsushi",17,10,,,,52,244.2,0.630,2.130,0.985,2.722,1.423,6.732,0.405,4.010,2.134,1.879,960,183,74,58,11,109,58,,3,2,0,6,0,1,24,19,01103801
1958,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",17,23,,,,62,359.0,0.425,2.510,1.047,2.808,1.806,7.195,0.752,6.092,2.231,2.730,1418,287,112,100,30,243,89,,5,2,0,20,3,1,36,24,01103802
1958,Regular Season,Toei Flyers,17,"Iio, Tameo",2,1,,,,17,40.0,0.667,4.950,1.350,5.850,1.529,9.225,0.900,3.375,2.925,1.154,173,41,26,22,4,15,13,,2,0,0,1,0,0,4,5,01103803
1958,Regular Season,Mainichi Daiei Orions,12,"Nakanishi, Katsumi",5,10,,,,33,102.0,0.333,3.530,1.147,4.324,1.485,7.588,0.529,5.206,2.735,1.903,426,86,49,40,6,59,31,,9,3,0,2,2,1,17,5,01203802
1958,Regular Season,Taiyo Whales,32,"Miyamoto, Kazuyoshi",1,0,,,,26,62.1,1.000,2.140,1.171,3.032,0.808,7.219,0.722,4.620,3.321,1.391,253,50,21,15,5,32,23,,2,1,0,0,0,0,3,15,01203806
1958,Regular Season,Hankyu Braves,36,"Kajimoto, Yasuo",0,0,,,,3,7.2,0.000,2.250,1.304,3.522,1.000,10.565,0.000,5.870,1.174,5.000,34,9,3,2,0,5,1,,0,0,1,0,0,0,0,2,01303804
1958,Regular Season,Hankyu Braves,12,"Shibata, Eiji",4,1,,,,26,70.2,0.800,1.900,1.033,2.420,0.731,7.896,0.382,4.712,1.401,3.364,275,62,19,15,3,37,11,,1,0,1,0,0,0,5,14,01603801
1958,Regular Season,Nankai Hawks,21,"Sugiura, Tadashi",27,12,,,,53,299.0,0.692,2.050,1.027,2.739,1.717,7.074,0.331,6.472,2.167,2.986,1187,235,91,68,11,215,72,,13,4,0,14,1,3,34,16,01703806
1958,Regular Season,Nankai Hawks,42,"Masui, Makito",1,0,,,,5,18.0,1.000,4.500,1.722,5.000,2.000,13.000,1.000,2.000,2.500,0.800,82,26,10,9,2,4,5,,0,0,0,0,0,0,1,2,01803802
1958,Regular Season,Hiroshima Carp,32,"Hirose, Masahiko",9,10,,,,53,183.0,0.474,3.200,1.055,3.590,1.377,7.770,0.639,5.607,1.721,3.257,736,158,73,65,13,114,35,,10,0,1,4,1,0,14,16,01803809
1958,Regular Season,Toei Flyers,26,"Kubota, Osamu",0,2,,,,14,41.1,0.000,3.640,1.403,3.919,1.286,9.798,1.089,4.573,2.831,1.615,178,45,18,17,5,21,13,,0,1,0,0,0,0,5,4,01903800
1958,Regular Season,Mainichi Daiei Orions,14,"Yamane, Toshihide",0,0,,,,4,6.1,0.000,11.570,3.158,12.789,2.250,24.158,2.842,7.105,4.263,1.667,37,17,9,9,2,5,3,,0,0,0,0,0,0,0,0,01903803
1958,Regular Season,Toei Flyers,13,"Yana, Nobuo",0,0,,,,2,1.2,0.000,0.000,0.600,0.000,0.000,5.400,0.000,5.400,0.000,,6,1,0,0,0,1,0,,0,0,0,0,0,0,0,1,03103802
1958,Regular Season,Kokutetsu Swallows,18,"Mitsubayashi, Seiji",0,2,,,,22,41.1,0.000,5.790,1.331,6.097,1.273,9.581,1.524,4.355,2.395,1.818,177,44,28,27,7,20,11,,1,1,0,0,0,0,3,10,03103809
1958,Regular Season,Kintetsu Pearls,18,"Yamashita, Noboru",4,15,,,,46,162.2,0.211,4.470,1.389,4.980,1.957,9.793,0.830,4.094,2.711,1.510,710,177,90,81,15,74,49,,8,4,0,2,0,0,16,15,03303809
1958,Regular Season,Hiroshima Carp,27,"Nakamoto, Fujio",7,13,,,,42,152.1,0.350,2.940,1.103,3.190,1.286,7.858,0.886,5.081,2.068,2.457,609,133,54,50,15,86,35,,5,1,0,1,1,0,21,9,11013804
1958,Regular Season,Chunichi Dragons,18,"Kodama, Yasushi",9,9,,,,31,166.1,0.500,2.210,1.112,2.814,1.677,6.709,0.325,6.818,3.301,2.066,672,124,52,41,6,126,61,,1,8,0,7,2,1,24,4,11013809
1958,Regular Season,Hankyu Braves,35,"Makita, Masahiko",1,0,,,,1,7.0,1.000,2.570,1.286,5.143,4.000,10.286,0.000,9.000,1.286,7.000,30,8,4,2,0,7,1,,0,0,0,0,0,0,1,0,11213806
1958,Regular Season,Mainichi Daiei Orions,38,"Inagaki, Tadami",0,0,,,,1,1.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.750,0.000,,4,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,11313806
1958,Regular Season,Chunichi Dragons,17,"Ina, Tsutomu",9,5,,,,35,120.0,0.643,3.150,1.225,4.050,1.543,7.200,0.750,5.025,3.825,1.314,502,96,54,42,10,67,51,,3,6,0,1,0,0,11,12,11313807
1958,Regular Season,Yomiuri Giants,55,"Yamada, Kozo",0,0,,,,5,9.1,0.000,2.700,0.964,2.893,0.600,7.714,0.000,7.714,0.964,8.000,37,8,3,3,0,8,1,,0,1,0,0,0,0,1,4,11413806
1958,Regular Season,Mainichi Daiei Orions,19,"Ono, Shoichi",13,10,,,,36,182.2,0.565,1.770,1.084,2.069,1.167,6.504,0.246,9.411,3.252,2.894,731,132,42,36,5,191,66,,1,1,0,5,0,0,18,15,11513802
1958,Regular Season,Osaka Tigers,17,"Osaki, Mitsuo",8,12,,,,26,134.1,0.400,3.330,1.072,3.685,2.115,8.174,1.005,3.417,1.474,2.318,542,122,55,50,15,51,22,,2,1,0,7,3,1,21,2,11513807
1958,Regular Season,Toei Flyers,47,"Nakano, Takao",0,0,,,,3,5.0,0.000,5.400,2.800,9.000,1.667,18.000,1.800,9.000,7.200,1.250,28,10,5,3,1,5,4,,0,0,0,0,0,0,0,3,11613809
1958,Regular Season,Kintetsu Pearls,23,"Ebara, Yoshimi",1,13,,,,24,86.0,0.071,5.550,1.442,6.174,2.458,9.733,1.047,5.023,3.244,1.548,374,93,59,53,10,48,31,,1,1,1,3,0,0,20,1,11713801
1958,Regular Season,Chunichi Dragons,26,"Tokunaga, Kikuo",0,0,,,,5,4.1,0.000,1.800,1.385,2.077,0.200,10.385,0.000,6.231,2.077,3.000,20,5,1,1,0,3,1,,0,1,0,0,0,0,0,3,11713803
1958,Regular Season,Kokutetsu Swallows,33,"Saito, Yoshio",0,0,,,,5,13.0,0.000,5.540,1.385,7.615,2.200,10.385,0.692,5.538,2.077,2.667,57,15,11,8,1,8,3,,0,0,0,0,0,0,0,3,11713804
1958,Regular Season,Hankyu Braves,31,"Hayashi, Giichi",0,0,,,,1,2.0,0.000,0.000,1.000,0.000,0.000,9.000,0.000,0.000,0.000,,8,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,11713898
