Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1961,Regular Season,Kintetsu Buffalo,17,"Bando, Satomi",0,0,,,,16,27.1,0.000,3.860,1.500,5.598,1.063,11.195,1.317,2.634,2.305,1.143,121,34,17,12,4,8,7,,2,0,0,0,0,0,0,8,01003821
1961,Regular Season,Mainichi Daiei Orions,28,"Desa, Dick",5,4,,,,23,101.1,0.556,2.910,1.253,3.553,1.739,6.395,0.444,6.750,4.885,1.382,426,72,40,33,5,76,55,,2,2,2,5,1,0,18,1,01003823
1961,Regular Season,Mainichi Daiei Orions,11,"Aramaki, Atsushi",0,0,,,,23,26.0,0.000,2.420,1.231,2.423,0.304,8.308,0.346,3.462,2.769,1.250,107,24,7,7,1,10,8,,1,1,0,0,0,0,0,7,01103801
1961,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",20,15,,,,69,280.2,0.571,2.630,1.101,3.110,1.406,7.664,0.513,5.740,2.245,2.557,1117,239,97,82,16,179,70,,7,2,1,6,1,1,17,38,01103802
1961,Regular Season,Mainichi Daiei Orions,21,"Iio, Tameo",0,0,,,,7,12.2,0.000,4.150,1.658,4.263,0.857,13.500,0.711,4.263,1.421,3.000,58,19,6,6,1,6,2,,0,0,0,0,0,0,1,1,01103803
1961,Regular Season,Nishitetsu Lions,11,"Inoe, Yoshio",1,7,,,,41,110.1,0.125,3.730,1.233,4.242,1.268,8.647,0.816,7.015,2.447,2.867,458,106,52,46,10,86,30,,6,0,0,0,0,0,15,11,01103821
1961,Regular Season,Mainichi Daiei Orions,17,"Nakanishi, Katsumi",6,5,,,,28,120.1,0.545,3.500,1.330,4.114,1.964,9.499,0.972,3.440,2.468,1.394,508,127,55,47,13,46,33,,6,2,0,3,1,1,17,5,01203802
1961,Regular Season,Taiyo Whales,32,"Miyamoto, Kazuyoshi",0,0,,,,2,4.1,0.000,9.000,1.846,10.385,2.500,12.462,2.077,6.231,4.154,1.500,21,6,5,5,1,3,2,,0,0,0,0,0,0,1,0,01203806
1961,Regular Season,Kintetsu Buffalo,24,"Bottler, Ron",2,11,,,,24,115.0,0.154,4.460,1.513,5.243,2.792,10.017,0.939,4.461,3.600,1.239,503,128,67,57,12,57,46,,5,6,1,3,0,0,19,3,01203808
1961,Regular Season,Kokutetsu Swallows,21,"Moritaki, Yoshimi",10,8,,,,38,167.2,0.556,2.300,1.091,2.845,1.395,7.676,0.483,3.435,2.147,1.600,675,143,53,43,9,64,40,,6,2,0,6,2,2,19,9,01203821
1961,Regular Season,Hankyu Braves,36,"Kajimoto, Yasuo",1,1,,,,15,42.2,0.500,2.930,1.055,3.586,1.133,7.172,0.633,6.117,2.320,2.636,169,34,17,14,3,29,11,,0,0,0,0,0,0,2,4,01303804
1961,Regular Season,Hiroshima Carp,34,"Kangaki, Masaaki",0,1,,,,5,8.1,0.000,4.000,1.080,8.640,1.600,7.560,2.160,4.320,2.160,2.000,38,7,8,4,2,4,2,,0,0,0,0,0,0,1,2,01303821
1961,Regular Season,Taiyo Whales,19,"Osaki, Takao",4,10,,,,52,156.1,0.286,2.980,1.369,3.454,1.154,7.369,0.403,5.354,4.951,1.081,672,128,60,52,7,93,86,,7,7,1,3,2,0,24,13,01303823
1961,Regular Season,Chunichi Dragons,47,"Miyazaki, Shinichi",0,0,,,,17,22.2,0.000,3.520,1.279,5.162,0.765,9.926,0.794,2.779,1.588,1.750,97,25,13,9,2,7,4,,1,0,0,0,0,0,1,6,01403823
1961,Regular Season,Hiroshima Carp,24,"Yamamoto, Hyogo",0,1,,,,17,30.0,0.000,4.800,1.400,6.000,1.176,11.100,0.600,5.100,1.500,3.400,132,37,20,16,2,17,5,,1,0,0,0,0,0,2,6,01603823
1961,Regular Season,Nankai Hawks,21,"Sugiura, Tadashi",20,9,,,,53,241.2,0.690,2.790,0.964,3.166,1.604,7.523,0.894,7.076,1.154,6.129,946,202,85,75,24,190,31,,10,1,0,12,1,1,20,24,01703806
1961,Regular Season,Nishitetsu Lions,22,"Sugimachi, Osamu",0,0,,,,2,2.0,0.000,4.500,2.000,4.500,0.500,18.000,0.000,0.000,0.000,,8,4,1,1,0,0,0,,0,0,0,0,0,0,0,1,01703821
1961,Regular Season,Nankai Hawks,40,"Masui, Makito",4,0,,,,29,73.2,1.000,3.530,1.357,4.520,1.276,9.896,0.733,5.742,2.321,2.474,318,81,37,29,6,47,19,,2,3,0,1,0,0,13,5,01803802
1961,Regular Season,Hiroshima Carp,14,"Hirose, Masahiko",8,11,,,,48,157.0,0.421,3.150,1.153,3.554,1.292,7.911,0.631,3.898,2.465,1.581,637,138,62,55,11,68,43,,3,0,0,3,1,1,21,15,01803809
1961,Regular Season,Toei Flyers,26,"Kubota, Osamu",25,11,,,,55,313.0,0.694,2.160,0.971,2.760,1.745,7.390,0.345,3.939,1.351,2.915,1230,257,96,75,12,137,47,,0,2,0,18,5,5,34,17,01903800
1961,Regular Season,Mainichi Daiei Orions,37,"Sugawara, Norimoto",0,0,,,,3,4.0,0.000,4.500,1.250,4.500,0.667,11.250,0.000,2.250,0.000,,17,5,2,2,0,1,0,,0,0,0,0,0,0,0,3,01903808
1961,Regular Season,Nankai Hawks,27,"Yamashita, Noboru",0,0,,,,6,8.0,0.000,1.130,1.250,1.125,0.167,9.000,0.000,6.750,2.250,3.000,35,8,1,1,0,6,2,,0,1,0,0,0,0,1,2,03303809
1961,Regular Season,Hiroshima Carp,27,"Nakamoto, Fujio",0,0,,,,2,1.2,0.000,4.500,0.600,5.400,0.500,5.400,5.400,0.000,0.000,,6,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,11013804
1961,Regular Season,Kokutetsu Swallows,18,"Tatsumi, Hajimu",8,5,,,,40,146.0,0.615,3.080,1.164,3.514,1.425,6.658,0.801,5.055,3.822,1.323,598,108,57,50,13,82,62,,3,6,0,4,2,0,24,8,11013808
1961,Regular Season,Chunichi Dragons,18,"Kodama, Yasushi",0,1,,,,1,0.1,0.000,18.000,6.000,54.000,2.000,27.000,0.000,0.000,27.000,0.000,3,1,2,2,0,0,1,,0,0,0,0,0,0,1,0,11013809
1961,Regular Season,Taiyo Whales,46,"Hayama, Jiro",1,4,,,,20,58.0,0.200,2.170,1.121,3.103,1.000,7.759,0.621,4.345,2.328,1.867,234,50,20,14,4,28,15,,1,1,0,2,0,0,3,5,11013821
1961,Regular Season,Hankyu Braves,35,"Makita, Masahiko",0,2,,,,25,51.1,0.000,3.980,1.539,4.734,1.080,8.240,0.877,5.961,5.610,1.063,232,47,27,23,5,34,32,,4,4,0,0,0,0,4,6,11213806
1961,Regular Season,Yomiuri Giants,20,"Horimoto, Ritsuo",11,12,,,,40,179.1,0.478,3.100,1.277,3.413,1.700,7.829,0.753,4.667,3.664,1.274,751,156,68,62,15,93,73,,5,1,0,7,2,0,25,11,11213821
1961,Regular Season,Hanshin Tigers,20,"Ina, Tsutomu",4,9,,,,30,86.2,0.308,3.620,1.569,4.985,1.600,10.177,0.519,4.050,3.946,1.026,386,98,48,35,5,39,38,,4,4,1,1,1,0,14,5,11313807
1961,Regular Season,Hanshin Tigers,35,"Fukura, Kenji",0,0,,,,5,9.1,0.000,3.600,1.607,3.857,0.800,9.643,0.964,5.786,4.821,1.200,43,10,4,4,1,6,5,,0,1,0,0,0,0,0,3,11413823
1961,Regular Season,Mainichi Daiei Orions,19,"Ono, Shoichi",17,14,,,,58,251.0,0.548,3.160,1.235,3.765,1.810,7.637,0.861,7.566,3.478,2.175,1048,213,105,88,24,211,97,,4,2,1,11,3,1,27,21,11513802
1961,Regular Season,Toei Flyers,24,"Yamamoto, Yoshiji",5,4,,,,30,81.1,0.556,2.960,1.352,3.762,1.133,8.410,0.443,5.090,3.762,1.353,346,76,34,27,4,46,34,,2,0,0,0,0,0,15,4,13513809
1961,Regular Season,Hiroshima Carp,15,"I, Hiro",0,0,,,,1,0.2,0.000,36.000,9.000,54.000,4.000,67.500,0.000,0.000,13.500,0.000,8,5,4,4,0,0,1,,0,0,0,0,0,0,0,0,21123808
1961,Regular Season,Nankai Hawks,55,"Morinaka, Chikara",11,9,,,,56,188.0,0.550,3.020,1.069,3.543,1.321,7.372,0.718,6.702,2.250,2.979,747,154,74,63,15,140,47,,2,1,0,2,0,0,25,12,21223821
1961,Regular Season,Mainichi Daiei Orions,18,"Uemura, Yoshinobu",2,0,,,,19,30.2,1.000,3.190,0.978,3.815,0.684,7.337,1.467,7.924,1.467,5.400,118,25,13,11,5,27,5,,0,0,0,0,0,0,0,8,21323807
1961,Regular Season,Taiyo Whales,14,"Oishi, Masahiko",1,2,,,,22,37.1,0.333,5.210,1.688,5.545,1.045,11.813,1.688,3.857,3.375,1.143,170,49,23,22,7,16,14,,0,1,0,0,0,0,1,9,21323809
1961,Regular Season,Hanshin Tigers,37,"Ota, Koichi",0,0,,,,9,14.2,0.000,2.400,1.227,3.068,0.556,7.364,0.000,4.909,3.682,1.333,60,12,5,4,0,8,6,,1,0,0,0,0,0,2,1,21323823
1961,Regular Season,Mainichi Daiei Orions,48,"Nakagawa, Takashi",3,3,,,,22,56.1,0.500,4.420,1.314,5.432,1.545,9.426,0.320,5.751,2.396,2.400,240,59,34,28,2,36,15,,0,0,0,0,0,0,4,2,21423809
1961,Regular Season,Taiyo Whales,57,"Miyazaki, Mototada",0,1,,,,5,6.1,0.000,9.000,2.368,9.947,1.400,15.632,0.000,5.684,5.684,1.000,32,11,7,7,0,4,4,,0,0,0,0,0,0,1,1,21423823
1961,Regular Season,Yomiuri Giants,49,"Kondo, Takatada",0,0,,,,1,0.0,0.000,,,,3.000,,,,,0.000,3,2,3,1,0,0,1,,0,0,0,0,0,0,0,0,21523821
1961,Regular Season,Mainichi Daiei Orions,57,"Kurimoto, Mitsuaki",0,0,,,,3,4.0,0.000,4.500,1.500,9.000,1.333,13.500,0.000,2.250,0.000,,19,6,4,2,0,1,0,,1,0,0,0,0,0,1,1,21523823
1961,Regular Season,Taiyo Whales,16,"Suzuki, Takashi",8,13,,,,51,190.0,0.381,3.360,1.400,4.168,1.725,9.142,0.805,5.305,3.458,1.534,816,193,88,71,17,112,73,,6,2,0,4,0,2,35,7,21723806
1961,Regular Season,Yomiuri Giants,10,"Horiuchi, Sho",5,2,,,,29,76.1,0.714,3.040,1.087,3.183,0.931,7.546,0.590,4.009,2.240,1.789,303,64,27,26,5,34,19,,1,1,1,0,0,0,10,7,23323800
1961,Regular Season,Hiroshima Carp,11,"Haido, Norio",0,0,,,,4,7.0,0.000,9.000,2.429,11.571,2.250,20.571,1.286,2.571,1.286,2.000,39,16,9,7,1,2,1,,1,0,0,0,0,0,1,1,31033806
1961,Regular Season,Mainichi Daiei Orions,41,"Hasegawa, Takeshi",0,0,,,,1,1.0,0.000,0.000,1.000,0.000,0.000,9.000,0.000,9.000,0.000,,4,1,0,0,0,1,0,,0,0,0,0,0,0,0,1,31033821
1961,Regular Season,Hankyu Braves,58,"Ando, Hideshi",0,1,,,,4,5.2,0.000,13.500,2.647,14.294,2.250,19.059,1.588,4.765,4.765,1.000,31,12,9,9,1,3,3,,0,0,0,0,0,0,1,0,31133823
1961,Regular Season,Nankai Hawks,18,"Nishimura, Shozo",0,1,,,,1,4.0,0.000,2.250,1.000,2.250,1.000,9.000,0.000,2.250,0.000,,17,4,1,1,0,1,0,,0,0,0,0,0,0,1,0,31233823
1961,Regular Season,Kintetsu Buffalo,11,"Esaki, Teruo",1,7,,,,48,116.0,0.125,5.970,1.371,6.517,1.750,10.397,1.629,4.655,1.940,2.400,509,134,84,77,21,60,25,,3,6,0,0,0,0,13,17,31333804
1961,Regular Season,Taiyo Whales,55,"Mine, Kuniyasu",1,3,,,,30,67.0,0.250,3.360,1.164,3.627,0.900,7.388,0.537,2.015,3.090,0.652,267,55,27,25,4,15,23,,3,0,0,0,0,0,8,9,31433808
1961,Regular Season,Toei Flyers,17,"Ryu, Kenichi",0,0,,,,2,3.2,0.000,18.000,3.000,19.636,4.000,24.545,2.455,9.818,2.455,4.000,20,10,8,8,1,4,1,,0,0,0,0,0,0,0,0,31433821
1961,Regular Season,Taiyo Whales,52,"Maeda, Shuji",0,0,,,,1,1.0,0.000,9.000,2.000,9.000,1.000,18.000,0.000,0.000,0.000,,5,2,1,1,0,0,0,,0,1,0,0,0,0,0,1,31433823
1961,Regular Season,Toei Flyers,19,"Saga, Kenshiro",0,0,,,,2,4.0,0.000,4.500,1.250,4.500,1.000,9.000,2.250,0.000,2.250,0.000,18,4,2,2,1,0,1,,0,1,0,0,0,0,0,2,31733821
1961,Regular Season,Chunichi Dragons,20,"Gondo, Hiroshi",35,19,,,,69,429.1,0.648,1.700,0.911,2.033,1.406,6.729,0.419,6.498,1.467,4.429,1645,321,97,81,20,310,70,,3,3,1,32,12,8,44,24,31733823
1961,Regular Season,Chunichi Dragons,19,"Nakayama, Yoshiro",0,0,,,,16,23.0,0.000,3.130,1.565,4.304,0.688,8.217,1.174,4.696,5.870,0.800,99,21,11,8,3,12,15,,0,2,0,0,0,0,1,7,31833800
1961,Regular Season,Hanshin Tigers,47,"Koyama, Masaaki",11,22,,,,46,291.1,0.333,2.400,0.985,2.811,1.978,6.858,0.618,6.302,2.008,3.138,1144,222,91,78,20,204,65,,4,5,0,18,4,3,37,6,31933807
1961,Regular Season,Mainichi Daiei Orions,12,"Sakai, Katsuji",2,6,,,,22,75.2,0.250,3.320,1.203,4.044,1.545,7.969,0.357,6.780,2.855,2.375,321,67,34,28,3,57,24,,4,1,2,2,1,1,10,3,31933808
1961,Regular Season,Hanshin Tigers,13,"Takahashi, Takaaki",0,0,,,,8,11.0,0.000,1.640,0.909,2.455,0.375,5.727,0.000,3.273,2.455,1.333,42,7,3,2,0,4,3,,0,1,0,0,0,0,0,6,31933821
1961,Regular Season,Mainichi Daiei Orions,32,"Wako, Tomo",9,9,,,,50,175.0,0.500,3.190,1.206,3.806,1.480,7.766,0.411,5.914,3.086,1.917,734,151,74,62,8,115,60,,8,6,0,3,0,0,16,24,33333802
1961,Regular Season,Chunichi Dragons,29,"Hiroshima, Mamoru",0,4,,,,20,46.1,0.000,2.870,1.273,3.302,0.850,7.770,0.388,7.381,3.691,2.000,194,40,17,15,2,38,19,,0,0,0,0,0,0,5,8,41043806
1961,Regular Season,Yomiuri Giants,54,"Nakamura, Tsunetoshi",0,0,,,,4,6.2,0.000,2.570,1.800,4.050,0.750,8.100,1.350,5.400,8.100,0.667,33,6,3,2,1,4,6,,1,0,0,0,0,0,1,0,41043808
1961,Regular Season,Hanshin Tigers,17,"Ishikawa, Yoshiteru",0,2,,,,32,66.2,0.000,3.360,1.335,4.185,0.969,9.720,0.810,4.455,2.295,1.941,283,72,31,25,6,33,17,,1,3,0,1,0,0,7,8,41143804
1961,Regular Season,Hankyu Braves,20,"Ishii, Shigeo",1,1,,,,11,26.2,0.500,5.330,1.425,6.750,1.818,10.463,1.688,3.038,2.363,1.286,119,31,20,16,5,9,7,,0,1,0,0,0,0,1,4,41143806
1961,Regular Season,Kokutetsu Swallows,12,"Inagaki, Hiroaki",0,0,,,,13,26.2,0.000,2.330,1.200,4.050,0.923,8.100,0.675,2.363,2.700,0.875,112,24,12,7,2,7,8,,0,1,0,0,0,0,0,9,41143823
1961,Regular Season,Nankai Hawks,46,"Nagamitsu, Tsugunao",0,0,,,,8,12.0,0.000,6.000,1.917,6.750,1.125,12.750,0.750,2.250,4.500,0.500,56,17,9,8,1,3,6,,1,0,0,0,0,0,1,2,41243802
1961,Regular Season,Yomiuri Giants,18,"Fujita, Motoshi",8,13,,,,42,141.0,0.381,2.740,1.355,3.447,1.286,8.298,0.255,4.085,3.894,1.049,589,130,54,43,4,64,61,,3,4,0,3,1,0,19,14,41243804
1961,Regular Season,Hanshin Tigers,33,"Morimitsu, Shokichi",0,0,,,,1,1.0,0.000,0.000,1.000,0.000,0.000,9.000,0.000,0.000,0.000,,4,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,41243821
1961,Regular Season,Hiroshima Carp,22,"Oishi, Kiyoshi",27,18,,,,59,346.1,0.600,2.440,1.071,2.936,1.915,7.042,0.650,6.315,2.599,2.430,1370,271,113,94,25,243,100,,5,2,0,21,1,3,36,20,41343808
1961,Regular Season,Toei Flyers,15,"Kawaharada, Akira",0,0,,,,2,3.0,0.000,9.000,1.667,9.000,1.500,15.000,3.000,3.000,0.000,,15,5,3,3,1,1,0,,0,0,0,0,0,0,0,1,41343821
1961,Regular Season,Mainichi Daiei Orions,20,"Sugishita, Shigeru",4,6,,,,32,85.0,0.400,2.440,1.247,3.071,0.906,8.153,0.529,5.612,3.071,1.828,353,77,29,23,5,53,29,,1,2,0,2,0,1,4,16,41343898
1961,Regular Season,Nishitetsu Lions,23,"Hata, Takayuki",13,11,,,,49,209.2,0.542,2.870,1.259,3.434,1.633,7.469,0.558,7.126,3.863,1.844,883,174,80,67,13,166,90,,7,3,0,4,2,0,32,4,41443802
1961,Regular Season,Kokutetsu Swallows,37,"Murata, Genichi",14,13,,,,43,217.2,0.519,2.310,1.011,2.812,1.581,8.063,0.579,4.135,1.034,4.000,840,195,68,56,14,100,25,,1,2,0,5,0,2,24,10,41443804
1961,Regular Season,Toei Flyers,16,"Kanayama, Katsumi",3,3,,,,25,67.1,0.500,3.040,1.188,3.743,1.120,8.554,0.668,4.010,2.139,1.875,284,64,28,23,5,30,16,,3,0,0,0,0,0,13,3,41543807
1961,Regular Season,Nishitetsu Lions,19,"Kondo, Mizuo",3,0,,,,27,53.2,1.000,3.500,1.099,3.689,0.815,8.050,1.174,7.714,1.845,4.182,214,48,22,21,7,46,11,,3,0,1,0,0,0,2,9,41543821
1961,Regular Season,Kintetsu Buffalo,22,"Kuroda, Tsutomu",4,13,,,,50,156.0,0.235,4.210,1.494,5.596,1.940,10.154,0.865,6.462,3.288,1.965,696,176,97,73,15,112,57,,4,1,0,1,0,0,22,13,41743802
1961,Regular Season,Taiyo Whales,45,"Shinoda, Sohei",0,0,,,,5,9.1,0.000,1.800,0.750,2.893,0.600,4.821,0.000,5.786,1.929,3.000,35,5,3,2,0,6,2,,0,0,0,0,0,0,2,0,41743823
1961,Regular Season,Hanshin Tigers,26,"Watanabe, Shozo",11,6,,,,49,157.2,0.647,1.880,1.148,2.797,1.000,9.076,0.342,2.797,1.256,2.227,626,159,49,33,6,49,22,,3,1,0,3,2,2,9,19,41843807
1961,Regular Season,Nishitetsu Lions,15,"Tanaka, Kihachiro",2,4,,,,29,66.0,0.333,3.680,1.394,4.909,1.241,10.227,1.500,6.136,2.318,2.647,286,75,36,27,11,45,17,,0,3,0,0,0,0,7,7,41943808
1961,Regular Season,Yomiuri Giants,60,"Takahashi, Akira",0,0,,,,2,3.0,0.000,15.000,2.000,15.000,2.500,15.000,0.000,3.000,3.000,1.000,15,5,5,5,0,1,1,,0,0,0,0,0,0,0,1,41943823
1961,Regular Season,Kintetsu Buffalo,16,"Takechi, Fumio",0,1,,,,21,45.2,0.000,2.740,1.401,3.153,0.762,9.263,0.788,3.350,3.350,1.000,192,47,16,14,4,17,17,,1,0,0,0,0,0,4,5,43143801
1961,Regular Season,Nishitetsu Lions,18,"Wako, Tadayasu",9,8,,,,41,169.0,0.529,2.820,1.207,3.675,1.683,7.935,0.266,6.550,2.929,2.236,702,149,69,53,5,123,55,,11,5,0,5,4,1,26,9,43743800
1961,Regular Season,Hiroshima Carp,18,"Hasegawa, Ryohei",1,7,,,,35,108.2,0.125,3.630,1.298,3.893,1.343,9.028,0.663,3.479,2.650,1.313,454,109,47,44,8,42,32,,1,1,0,1,0,0,9,14,43743801
1961,Regular Season,Nankai Hawks,75,"Goto, Osamu",5,6,,,,36,93.0,0.455,3.390,1.280,3.484,1.000,8.226,1.065,8.516,3.290,2.588,386,85,36,35,11,88,34,,2,3,0,1,0,0,9,11,51053800
1961,Regular Season,Toei Flyers,23,"Hashizume, Fumio",2,2,,,,53,97.0,0.500,1.210,1.072,2.041,0.415,7.887,0.371,5.660,1.763,3.211,392,85,22,13,4,61,19,,1,0,1,0,0,0,5,9,51053821
1961,Regular Season,Hankyu Braves,14,"Ando, Haruhisa",6,7,,,,47,153.1,0.462,2.810,1.272,3.522,1.277,9.039,0.411,5.693,2.407,2.366,639,154,60,48,7,97,41,,3,1,0,2,1,0,21,13,51153808
1961,Regular Season,Yomiuri Giants,56,"Aoki, Hiroaki",2,2,,,,24,57.2,0.500,2.020,1.023,2.653,0.708,6.555,0.468,5.462,2.653,2.059,223,42,17,13,3,35,17,,0,0,0,2,1,0,6,8,51153821
1961,Regular Season,Kintetsu Buffalo,54,"Abe, Yuko",0,0,,,,1,1.0,0.000,27.000,4.000,27.000,3.000,27.000,0.000,9.000,9.000,1.000,7,3,3,3,0,1,1,,0,0,0,0,0,0,0,1,51153823
1961,Regular Season,Nankai Hawks,37,"Tomishima, Goro",4,0,,,,18,27.0,1.000,2.670,1.333,2.667,0.444,10.000,0.667,3.333,2.000,1.667,114,30,8,8,2,10,6,,1,0,0,0,0,0,1,5,51253802
1961,Regular Season,Mainichi Daiei Orions,16,"Mihira, Haruki",14,12,,,,39,180.2,0.538,3.130,1.151,3.537,1.821,7.771,0.847,4.882,2.590,1.885,749,156,71,63,17,98,52,,3,0,1,5,2,0,27,4,51253806
1961,Regular Season,Chunichi Dragons,14,"Bando, Eiji",12,10,,,,47,193.1,0.545,2.600,1.107,3.026,1.383,7.728,0.652,5.028,2.234,2.250,795,166,65,56,14,108,48,,4,2,0,8,4,2,33,7,51253808
1961,Regular Season,Chunichi Dragons,45,"Kakimoto, Minoru",3,3,,,,17,63.2,0.500,2.670,1.084,3.110,1.294,7.916,0.424,7.068,1.838,3.846,257,56,22,19,3,50,13,,1,0,1,0,0,0,8,5,51353821
1961,Regular Season,Hanshin Tigers,11,"Murayama, Minoru",24,13,,,,48,293.0,0.649,2.270,1.024,2.488,1.688,7.311,0.491,6.788,1.904,3.565,1148,238,81,74,16,221,62,,7,4,1,18,3,1,31,13,51453808
1961,Regular Season,Taiyo Whales,22,"Wako, Terumoto",0,0,,,,5,8.0,0.000,3.380,1.375,3.375,0.600,11.250,0.000,3.375,1.125,3.000,33,10,3,3,0,3,1,,0,1,0,0,0,0,2,0,51453821
1961,Regular Season,Hanshin Tigers,34,"Maki, Katsuhiko",2,2,,,,23,62.1,0.500,2.000,1.043,2.455,0.739,6.209,0.578,6.209,3.176,1.955,247,43,17,14,4,43,22,,0,1,0,1,0,0,9,6,51453823
1961,Regular Season,Mainichi Daiei Orions,10,"Miura, Masayoshi",1,1,,,,6,7.0,0.500,6.430,1.571,6.429,0.833,10.286,2.571,2.571,3.857,0.667,31,8,5,5,2,2,3,,0,0,0,0,0,0,0,4,51653805
