Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1979,Regular Season,Kintetsu Buffaloes,17,"Bando, Satomi",3,0,1,,,16,36.0,1.000,5.750,1.444,5.750,1.438,10.750,3.000,4.750,2.250,2.111,158,43,23,23,12,19,9,,2,0,0,0,0,0,3,5,01003821
1979,Regular Season,Hiroshima Toyo Carp,11,"Ikegaya, Kojiro",12,8,0,,,32,168.0,0.600,4.880,1.292,4.982,2.906,8.839,2.036,6.643,2.786,2.385,709,165,93,91,38,124,52,,1,1,0,7,2,0,29,1,01103849
1979,Regular Season,Hanshin Tigers,29,"Emoto, Takenori",12,12,6,,,47,178.2,0.500,4.370,1.388,4.685,1.979,9.118,1.058,7.103,3.375,2.104,784,181,93,87,21,141,67,,16,5,2,5,3,0,24,20,01303843
1979,Regular Season,Yokohama Taiyo Whales,17,"Saito, Akio",11,6,0,,,37,196.1,0.647,4.040,1.294,4.309,2.541,9.076,1.146,6.326,2.567,2.464,826,198,94,88,25,138,56,,3,1,1,10,2,1,27,4,01303844
1979,Regular Season,Yokohama Taiyo Whales,15,"Kadota, Fumiaki",0,0,0,,,1,0.1,0.000,0.000,6.000,27.000,1.000,0.000,0.000,0.000,54.000,0.000,3,0,1,0,0,0,2,,0,0,0,0,0,0,1,0,01303846
1979,Regular Season,Lotte Orions,14,"Okue, Hideyuki",9,4,1,,,27,133.2,0.692,4.900,1.586,5.050,2.778,9.292,0.741,5.521,4.983,1.108,602,138,75,73,11,82,74,,9,2,0,6,1,0,16,6,01303847
1979,Regular Season,Yomiuri Giants,46,"Omata, Susumu",0,0,1,,,21,29.0,0.000,5.590,1.621,5.897,0.905,9.000,1.241,4.966,5.586,0.889,129,29,19,18,4,16,18,,1,1,0,0,0,0,1,10,01303849
1979,Regular Season,Hiroshima Toyo Carp,24,"Watanabe, Hiroki",0,0,0,,,9,9.0,0.000,7.000,1.889,7.000,0.778,13.000,2.000,4.000,4.000,1.000,40,13,7,7,2,4,4,,1,0,0,0,0,0,0,2,01403845
1979,Regular Season,Yokohama Taiyo Whales,35,"Tanaka, Yoshio",5,6,1,,,45,141.1,0.455,4.210,1.450,4.649,1.622,7.960,1.146,6.050,5.094,1.188,621,125,73,66,18,95,80,,1,1,0,0,0,0,13,6,01503842
1979,Regular Season,Hankyu Braves,34,"Suzuki, Koki",0,0,0,,,1,1.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,,5,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,01503848
1979,Regular Season,Nippon-Ham Fighters,18,"Takahashi, Kazumi",3,4,0,,,18,43.2,0.429,5.110,1.374,5.565,1.500,10.099,1.855,5.359,2.267,2.364,196,49,27,25,9,26,11,,3,1,1,0,0,0,8,2,01703820
1979,Regular Season,Seibu Lions,21,"Higashio, Osamu",6,13,0,,,23,155.0,0.316,4.530,1.374,5.226,3.913,10.510,1.103,3.542,1.858,1.906,666,181,90,78,19,61,32,,7,0,1,10,1,3,22,1,01903828
1979,Regular Season,Yokohama Taiyo Whales,33,"Takahashi, Shigeyuki",7,4,0,,,33,92.1,0.636,4.110,1.657,4.581,1.424,9.650,0.780,5.069,5.264,0.963,426,99,47,42,8,52,54,,6,3,0,1,0,0,17,5,01903829
1979,Regular Season,Yokohama Taiyo Whales,47,"Miura, Michio",0,0,0,,,2,3.0,0.000,6.000,1.000,6.000,1.000,3.000,3.000,0.000,6.000,0.000,11,1,2,2,1,0,2,,0,0,0,0,0,0,0,2,01903842
1979,Regular Season,Yomiuri Giants,22,"Fujishiro, Kazuaki",4,7,0,,,27,76.2,0.364,3.970,1.317,4.930,1.556,7.983,1.526,6.926,3.874,1.788,328,68,42,34,13,59,33,,3,1,0,1,1,0,12,5,01903844
1979,Regular Season,Chunichi Dragons,55,"Mizutani, Hiroaki",3,2,0,,,47,65.1,0.600,5.260,1.500,5.786,0.894,8.954,2.204,7.577,4.546,1.667,293,65,42,38,16,55,33,,4,0,0,0,0,0,2,4,01903848
1979,Regular Season,Lotte Orions,16,"Mochizuki, Takuya",1,1,1,,,27,56.2,0.500,5.680,1.465,5.718,1.333,10.800,1.588,3.018,2.382,1.267,254,68,36,36,10,19,15,,9,0,1,0,0,0,2,8,11013844
1979,Regular Season,Seibu Lions,18,"Narishige, Haruo",0,0,0,,,5,7.1,0.000,14.140,2.727,13.500,2.200,20.864,3.682,2.455,3.682,0.667,41,17,11,11,3,2,3,,0,0,0,0,0,0,0,1,11013845
1979,Regular Season,Lotte Orions,46,"Yasuki, Shoji",2,7,0,,,32,98.0,0.222,4.680,1.612,5.235,1.781,11.296,1.102,4.316,3.214,1.343,443,123,57,51,12,47,35,,1,1,0,1,0,0,12,7,11213828
