Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1951,Regular Season,Mainichi Orions,11,"Aramaki, Atsushi",10,8,,,,31,144.1,0.556,2.420,1.164,3.430,1.774,8.667,0.374,3.430,1.808,1.897,586,139,55,39,6,55,29,,0,1,0,7,1,3,11,16,01103801
1951,Regular Season,Daiei Stars,21,"Iio, Tameo",0,0,,,,2,1.2,0.000,13.500,3.000,16.200,1.500,5.400,5.400,0.000,21.600,0.000,9,1,3,3,1,0,4,,0,0,1,0,0,0,1,0,01103803
1951,Regular Season,Shochiku Robins,20,"Izutsu, Kenichi",0,3,,,,27,112.0,0.000,4.900,1.438,5.464,2.519,9.964,1.286,2.170,2.973,0.730,489,124,68,61,16,27,37,,2,1,3,2,0,0,10,10,01103878
1951,Regular Season,Taiyo Whales,18,"Imanishi, Rentaro",2,7,,,,24,74.2,0.222,7.200,1.902,9.281,3.208,12.054,1.326,2.049,5.063,0.405,363,100,77,60,11,17,42,,1,0,1,1,0,0,14,5,01103892
1951,Regular Season,Daiei Stars,14,"Ikeda, Zenzo",0,4,,,,7,24.2,0.000,8.640,2.351,13.135,5.143,14.595,1.824,2.554,6.568,0.389,137,40,36,24,5,7,18,,0,1,1,0,0,0,6,1,01103894
1951,Regular Season,Nishitetsu Lions,21,"Kawasaki, Tokuji",12,9,,,,36,159.2,0.571,2.310,1.065,3.157,1.556,8.004,0.451,3.382,1.578,2.143,636,142,56,41,8,60,28,,3,1,0,6,1,1,15,19,01303891
1951,Regular Season,Osaka Tigers,4,"Komada, Keiji",11,13,,,,45,227.2,0.458,3.240,1.269,4.190,2.356,8.578,0.553,3.400,2.846,1.194,955,217,106,82,14,86,72,,1,2,0,10,1,1,28,13,01303898
1951,Regular Season,Mainichi Orions,16,"Ueno, Shigeo",6,5,,,,20,86.0,0.545,2.830,1.186,3.663,1.750,8.267,0.209,2.616,2.407,1.087,355,79,35,27,2,25,23,,0,0,0,4,1,1,12,7,01503801
1951,Regular Season,Hiroshima Carp,17,"Sugiura, Ryutaro",6,14,,,,34,191.1,0.300,3.840,1.364,4.892,3.059,9.314,0.564,1.458,2.963,0.492,818,198,104,82,12,31,63,,0,0,0,14,0,1,26,6,01503803
1951,Regular Season,Hankyu Braves,12,"Shibata, Eiji",6,13,,,,33,175.2,0.316,3.380,1.218,3.894,2.303,9.427,0.461,2.818,1.537,1.833,734,184,76,66,9,55,30,,6,0,1,5,1,1,22,7,01603801
1951,Regular Season,Nankai Hawks,11,"Osaki, Kenji",0,1,,,,11,28.1,0.000,4.030,1.694,6.988,2.000,11.435,0.318,1.588,3.812,0.417,131,36,22,13,1,5,12,,2,0,2,0,0,0,3,5,01703801
1951,Regular Season,Kokutetsu Swallows,12,"Bamei, Yasusaburo",0,0,,,,2,1.0,0.000,0.000,3.000,0.000,0.000,0.000,0.000,9.000,27.000,0.333,6,0,0,0,0,1,3,,0,0,0,0,0,0,1,1,01703803
1951,Regular Season,Yomiuri Giants,18,"Nakao, Hiroshi",9,6,,,,29,130.1,0.600,3.020,1.235,3.867,1.931,8.563,0.552,4.143,2.555,1.622,541,124,56,44,8,60,37,,0,0,2,4,0,1,16,9,01703878
1951,Regular Season,Taiyo Whales,16,"Takano, Hiroyoshi",11,15,,,,41,250.2,0.423,4.590,1.492,5.242,3.561,10.592,0.969,2.872,2.836,1.013,1110,295,146,128,27,80,79,,10,3,0,17,0,1,28,11,01703892
1951,Regular Season,Mainichi Orions,41,"Yamane, Toshihide",4,4,,,,21,88.1,0.500,3.640,1.189,4.279,2.000,7.947,0.611,2.140,2.751,0.778,363,78,42,36,6,21,27,,2,4,0,4,1,2,8,10,01903803
1951,Regular Season,Daiei Stars,15,"Takamatsu, Toshio",9,8,,,,29,155.2,0.529,2.650,1.266,3.931,2.345,8.499,0.636,3.758,2.891,1.300,645,147,68,46,11,65,50,,1,1,1,8,2,2,14,10,03103801
1951,Regular Season,Yomiuri Giants,29,"Matsuda, Kiyoshi",23,3,,,,34,227.2,0.885,2.010,1.098,2.411,1.794,7.353,0.198,3.676,2.530,1.453,896,186,61,51,5,93,64,,5,3,2,15,4,0,28,4,03203801
1951,Regular Season,Yomiuri Giants,25,"Kaneyoshi, Hiroshi",0,0,,,,12,28.0,0.000,3.860,1.429,4.500,1.167,7.071,0.321,3.857,5.786,0.667,120,22,14,12,1,12,18,,1,0,0,0,0,0,0,10,11313803
1951,Regular Season,Nishitetsu Lions,19,"Ogata, Toshiaki",11,8,,,,46,221.0,0.579,2.610,1.127,3.624,1.935,8.430,0.611,3.502,1.710,2.048,900,207,89,64,15,86,42,,5,3,0,10,1,3,25,16,11313894
1951,Regular Season,Taiyo Whales,12,"Katayama, Hiroshi",3,13,,,,29,117.2,0.188,5.490,1.776,7.266,3.276,12.391,1.071,3.059,3.595,0.851,545,162,95,72,14,40,47,,5,2,0,1,0,0,14,10,11313896
1951,Regular Season,Nagoya Dragons,5,"Kondo, Sadao",0,4,,,,13,55.1,0.000,3.700,1.554,5.367,2.538,10.410,0.325,1.627,3.578,0.455,243,64,33,23,2,10,22,,0,0,0,3,0,0,8,3,11313897
1951,Regular Season,Nishitetsu Lions,18,"Takesue, Yoshimasa",11,7,,,,26,167.0,0.611,2.960,1.269,3.665,2.615,7.329,0.216,3.503,4.096,0.855,709,136,68,55,4,65,76,,4,1,0,6,0,0,16,8,11513898
1951,Regular Season,Mainichi Orions,12,"Ebara, Yoshimi",6,7,,,,30,128.0,0.462,4.360,1.430,5.484,2.600,10.055,0.773,2.742,2.813,0.975,552,143,78,62,11,39,40,,0,2,4,3,0,0,14,12,11713801
1951,Regular Season,Nagoya Dragons,26,"Tokunaga, Kikuo",3,2,,,,13,50.2,0.600,4.060,1.243,4.974,2.154,8.171,1.066,3.375,3.020,1.118,212,46,28,23,6,19,17,,1,0,0,2,0,0,7,2,11713803
1951,Regular Season,Tokyu Flyers,18,"Shiraki, Giichiro",4,10,,,,18,112.2,0.286,4.060,1.411,5.831,4.056,11.183,0.959,1.678,1.518,1.105,495,140,73,51,12,21,19,,1,0,1,7,0,3,17,1,11713892
1951,Regular Season,Daiei Stars,12,"Hayashi, Giichi",12,11,,,,34,255.0,0.522,2.540,1.114,3.106,2.588,7.835,0.565,3.353,2.188,1.532,1033,222,88,72,16,95,62,,3,0,1,23,2,5,25,8,11713898
1951,Regular Season,Taiyo Whales,34,"Ogiwara, Takashi",6,9,,,,35,159.2,0.400,4.670,1.484,5.242,2.657,10.597,0.789,2.311,2.762,0.837,681,188,93,83,14,41,49,,3,0,2,2,0,0,11,15,11913801
1951,Regular Season,Nagoya Dragons,10,"Hattori, Tsuguhiro",2,2,,,,5,35.2,0.500,4.000,1.402,4.794,3.800,9.841,0.252,2.271,2.776,0.818,156,39,19,16,1,9,11,,0,0,0,2,1,0,5,0,11913878
1951,Regular Season,Nankai Hawks,17,"Matsumoto, Tadashige",1,1,,,,17,36.2,0.500,2.430,1.336,3.436,0.824,7.609,0.245,3.191,4.418,0.722,159,31,14,10,1,13,18,,1,1,1,0,0,0,4,6,11913896
1951,Regular Season,Tokyu Flyers,19,"Yonekawa, Yasuo",19,12,,,,40,294.2,0.613,2.350,1.069,2.871,2.350,7.575,0.519,4.123,2.046,2.015,1173,248,94,77,17,135,67,,6,0,2,27,1,2,32,7,11913898
1951,Regular Season,Mainichi Orions,18,"Hoshino, Takeo",2,4,,,,14,53.2,0.333,5.170,1.547,6.876,2.929,10.733,0.335,2.348,3.186,0.737,244,64,41,31,2,14,19,,1,0,1,2,0,1,9,2,13213801
1951,Regular Season,Tokyu Flyers,17,"Tarui, Katsutomo",4,9,,,,28,137.1,0.308,3.460,1.121,4.063,2.214,8.454,0.459,2.294,1.638,1.400,563,129,62,53,7,35,25,,2,2,4,3,0,1,12,15,13313801
1951,Regular Season,Taiyo Whales,21,"Terajima, Ko",0,1,,,,11,18.1,0.000,8.050,2.455,10.309,1.909,16.200,0.982,1.964,5.891,0.333,96,33,21,17,2,4,12,,0,1,0,0,0,0,3,5,13513801
1951,Regular Season,Mainichi Orions,33,"Wakabayashi, Tadashi",0,4,,,,11,41.0,0.000,4.830,1.268,6.366,2.636,10.098,1.317,3.073,1.317,2.333,173,46,29,22,6,14,6,,0,0,1,0,0,0,5,4,13913872
1951,Regular Season,Hankyu Braves,15,"Kawaguchi, Keijiro",0,0,,,,13,36.1,0.000,3.650,1.596,6.440,2.000,11.147,0.991,2.229,3.220,0.692,176,45,26,15,4,9,13,,3,0,0,0,0,0,2,8,21023801
1951,Regular Season,Osaka Tigers,37,"Ikeda, Yoshio",1,0,,,,4,11.0,1.000,0.000,1.091,0.000,0.000,9.818,0.000,0.818,0.000,,45,12,0,0,0,1,0,,0,1,0,0,0,0,2,2,21123803
1951,Regular Season,Daiei Stars,18,"Ogawa, Yoshiharu",7,8,,,,23,125.2,0.467,4.070,1.385,4.655,2.826,9.382,0.358,2.005,3.080,0.651,537,131,65,57,5,28,43,,3,1,1,6,0,0,19,2,21123898
1951,Regular Season,Tokyu Flyers,9,"Kinjo, Masao",0,1,,,,4,4.0,0.000,22.500,4.000,22.500,2.500,15.750,2.250,2.250,20.250,0.111,28,7,10,10,1,1,9,,1,0,0,0,0,0,1,0,21323803
1951,Regular Season,Nishitetsu Lions,15,"Kinoshita, Isamu",2,5,,,,18,74.2,0.286,4.080,1.353,4.701,2.167,9.402,0.723,3.254,2.772,1.174,322,78,39,34,6,27,23,,0,0,0,1,1,0,10,3,21323876
1951,Regular Season,Shochiku Robins,21,"Shimamoto, Kazuo",0,3,,,,14,34.0,0.000,5.560,1.735,7.147,1.929,10.324,1.059,2.382,5.294,0.450,159,39,27,21,4,9,20,,1,0,0,0,0,0,3,9,21323898
1951,Regular Season,Hankyu Braves,17,"Suzuki, Sachio",4,3,,,,19,65.0,0.571,3.740,1.200,4.292,1.632,8.585,0.415,3.185,2.215,1.438,270,62,31,27,3,23,16,,5,0,1,2,1,1,4,9,21523803
1951,Regular Season,Taiyo Whales,14,"Nakatsu, Shozo",0,0,,,,1,0.0,0.000,,,,4.000,,,,,0.000,5,3,4,4,0,0,2,,0,0,0,0,0,0,0,0,21523898
1951,Regular Season,Shochiku Robins,16,"Oshima, Nobuo",15,13,,,,36,216.2,0.536,2.740,1.237,3.946,2.639,8.765,0.540,2.534,2.368,1.070,905,211,95,66,13,61,57,,1,2,1,13,2,1,19,16,21723801
1951,Regular Season,Hiroshima Carp,19,"Hagimoto, Tamotsu",1,7,,,,16,58.2,0.125,6.560,2.131,9.051,3.688,10.892,1.074,2.915,8.284,0.352,301,71,59,43,7,19,54,,0,3,1,1,0,0,11,3,21723803
1951,Regular Season,Nagoya Dragons,18,"Mitomi, Tsuneo",12,7,,,,25,169.0,0.632,3.090,1.266,3.834,2.880,8.201,0.639,2.077,3.195,0.650,719,154,72,58,12,39,60,,6,0,0,11,0,1,23,2,21923891
