Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1939,Regular Season,Nagoya Golden Dolphins,18,"Isobe, Takeo",0,1,,,,11,38.1,0.000,4.850,1.722,8.687,3.364,11.035,0.000,1.643,4.461,0.368,188,47,37,21,0,7,19,,2,0,0,0,0,0,2,7,01103876
1939,Regular Season,Lion Baseball Club,12,"Izutsu, Kenichi",0,0,,,,1,3.0,0.000,3.000,2.333,6.000,2.000,21.000,0.000,6.000,0.000,,17,7,2,1,0,2,0,,0,0,0,0,0,0,0,1,01103878
1939,Regular Season,Nagoya Club,4,"Osawa, Nobuo",3,6,,,,17,101.1,0.333,3.090,1.451,4.174,2.765,7.905,0.355,2.043,5.151,0.397,440,89,47,35,4,23,58,,4,0,0,5,1,0,8,8,01303874
1939,Regular Season,Tokyo Kyojin,16,"Kawakami, Tetsuharu",6,4,,,,18,102.2,0.600,2.360,1.412,4.032,2.556,7.101,0.175,4.734,5.610,0.844,449,81,46,27,2,54,64,,2,3,0,5,1,0,13,5,01303876
1939,Regular Season,Hankyu Club,21,"Mori, Kotaro",7,3,,,,15,107.0,0.700,2.690,1.262,3.449,2.733,8.159,0.336,2.103,3.196,0.658,458,97,41,32,4,25,38,,0,0,0,7,2,0,13,0,01403874
1939,Regular Season,Nagoya Club,11,"Tanaka, Minoru",0,0,,,,1,0.1,0.000,0.000,6.000,0.000,0.000,54.000,0.000,0.000,0.000,,2,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,01703874
1939,Regular Season,Tokyo Kyojin,18,"Nakao, Hiroshi",12,5,,,,39,224.0,0.706,2.610,1.460,3.295,2.103,6.147,0.161,5.504,6.991,0.787,971,153,82,65,4,137,174,,3,6,0,12,5,0,32,3,01703878
1939,Regular Season,Lion Baseball Club,1,"Kondo, Hisashi",3,12,,,,38,181.1,0.200,3.360,1.528,5.063,2.684,8.388,0.199,3.971,5.360,0.741,823,169,102,68,4,80,108,,1,5,0,7,2,0,20,13,11013872
1939,Regular Season,Nagoya Club,17,"Nishizawa, Michio",6,10,,,,31,184.2,0.375,2.140,1.245,2.827,1.871,5.800,0.292,3.265,5.410,0.604,760,119,58,44,6,67,111,,3,3,0,9,1,0,14,13,11013874
1939,Regular Season,Nagoya Golden Dolphins,23,"Morita, Minoru",0,0,,,,3,7.0,0.000,6.430,2.000,7.714,2.000,7.714,0.000,3.857,10.286,0.375,34,6,6,5,0,3,8,,0,0,0,0,0,0,0,2,11013878
