Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
2002,Regular Season,Hiroshima Toyo Carp,16,"Yamauchi, Yasuyuki",0,0,0,,,3,2.0,0.000,4.500,1.500,4.500,0.333,13.500,0.000,13.500,0.000,,8,3,1,1,0,3,0,,0,0,0,0,0,0,0,1,01003880
2002,Regular Season,Yokohama BayStars,24,"Hosomi, Kazushi",0,1,0,,,27,38.0,0.000,3.550,1.053,3.553,0.556,7.816,1.421,6.868,1.658,4.143,157,33,15,15,6,29,7,,6,1,0,0,0,0,0,8,01003882
2002,Regular Season,Yakult Swallows,61,"Ishii, Hirotoshi",6,2,5,,,69,89.2,0.750,1.510,0.836,1.506,0.217,6.323,0.703,10.941,1.204,9.083,341,63,15,15,7,109,12,,1,3,0,0,0,0,0,20,01103882
2002,Regular Season,Hanshin Tigers,29,"Igawa, Kei",14,9,1,,,31,209.2,0.609,2.490,1.030,2.704,2.032,6.997,0.644,8.843,2.275,3.887,830,163,63,58,15,206,53,,7,8,0,8,4,2,29,2,01103886
2002,Regular Season,Osaka Kintetsu Buffaloes,48,"Iwakuma, Hisashi",8,7,0,,,23,141.1,0.533,3.690,1.231,3.948,2.696,8.406,0.637,8.342,2.675,3.119,594,132,62,58,10,131,42,,8,4,1,2,0,1,23,0,01105111
2002,Regular Season,Yokohama BayStars,62,"Azuma, Kazumasa",1,0,0,,,28,25.0,1.000,7.560,1.760,7.560,0.750,11.520,0.360,4.320,4.320,1.000,119,32,21,21,1,12,12,,6,0,0,0,0,0,0,6,01105113
2002,Regular Season,Hanshin Tigers,30,"Yokota, Hisanori",1,1,0,,,2,9.0,0.500,6.000,1.556,8.000,4.000,11.000,2.000,7.000,3.000,2.333,41,11,8,6,2,7,3,,0,1,0,0,0,0,2,0,01203864
2002,Regular Season,Yokohama BayStars,14,"Morinaka, Masao",2,5,0,,,27,59.1,0.286,4.850,1.315,4.854,1.185,9.253,1.820,6.522,2.579,2.529,251,61,32,32,12,43,17,,2,2,0,0,0,0,6,6,01203884
2002,Regular Season,Chiba Lotte Marines,12,"Fujita, Soichi",0,2,0,,,50,23.1,0.000,3.860,1.286,4.243,0.220,10.414,1.157,6.171,1.157,5.333,98,27,11,10,3,16,3,,0,0,0,0,0,0,0,2,01203886
2002,Regular Season,Nippon-Ham Fighters,26,"Muto, Junichiro",0,1,0,,,25,39.0,0.000,4.620,1.513,4.615,0.800,9.462,1.154,9.000,4.154,2.167,174,41,20,20,5,39,18,,3,1,1,0,0,0,0,5,01203887
