Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1964,Regular Season,Kintetsu Buffaloes,17,"Bando, Satomi",1,2,,,,34,69.1,0.333,4.830,1.370,5.192,1.176,10.125,0.909,2.986,2.207,1.353,292,78,40,37,7,23,17,,1,0,0,0,0,0,5,13,01003821
1964,Regular Season,Kintetsu Buffaloes,44,"Desa, Dick",0,0,,,,2,3.0,0.000,9.000,2.000,9.000,1.500,12.000,0.000,3.000,6.000,0.500,15,4,3,3,0,1,2,,1,0,0,0,0,0,0,1,01003823
1964,Regular Season,Toei Flyers,24,"Nagayasu, Masayuki",0,0,,,,2,3.0,0.000,3.000,2.667,3.000,0.500,12.000,0.000,0.000,12.000,0.000,14,4,1,1,0,0,4,,0,0,1,0,0,0,1,0,01003829
1964,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",21,10,,,,63,259.2,0.677,2.730,1.086,3.327,1.524,7.417,0.693,4.367,2.357,1.853,1053,214,96,79,20,126,68,,9,1,0,8,2,1,23,32,01103802
1964,Regular Season,Nishitetsu Lions,11,"Inoe, Yoshio",17,11,,,,60,247.2,0.607,3.230,1.244,3.707,1.700,8.503,0.618,3.852,2.689,1.432,1031,234,102,89,17,106,74,,7,4,0,8,3,1,29,17,01103821
1964,Regular Season,Tokyo Orions,17,"Nakanishi, Katsumi",5,9,,,,32,114.2,0.357,3.210,1.343,4.003,1.594,8.163,0.706,4.866,3.924,1.240,488,104,51,41,9,62,50,,4,1,0,3,1,1,13,13,01203802
1964,Regular Season,Kokutetsu Swallows,21,"Moritaki, Yoshimi",5,14,,,,44,163.0,0.263,2.980,1.117,3.313,1.364,8.061,0.718,2.485,1.988,1.250,653,146,60,54,13,45,36,,4,1,0,1,0,0,21,10,01203821
1964,Regular Season,Taiyo Whales,19,"Osaki, Takao",1,1,,,,9,25.0,0.500,3.600,1.320,3.960,1.222,9.360,1.440,3.960,2.520,1.571,106,26,11,10,4,11,7,,0,1,0,0,0,0,3,2,01303823
1964,Regular Season,Kokutetsu Swallows,49,"Ishito, Shiroku",0,0,,,,4,6.0,0.000,3.000,1.167,3.000,0.500,10.500,0.000,1.500,0.000,,24,7,2,2,0,1,0,,0,0,0,0,0,0,0,3,01303825
1964,Regular Season,Nankai Hawks,21,"Sugiura, Tadashi",20,15,,,,56,270.2,0.571,3.020,1.127,3.425,1.839,8.413,0.931,5.387,1.729,3.115,1100,253,103,91,28,162,52,,9,1,0,9,1,3,33,16,01703806
1964,Regular Season,Nishitetsu Lions,15,"Sugimachi, Osamu",0,2,,,,25,44.1,0.000,4.300,1.286,5.075,1.000,9.541,1.015,4.872,2.030,2.400,188,47,25,21,5,24,10,,1,1,0,0,0,0,3,14,01703821
1964,Regular Season,Hiroshima Carp,14,"Hirose, Masahiko",2,4,,,,33,68.1,0.333,3.710,1.273,3.820,0.879,8.956,0.922,3.688,2.502,1.474,282,68,29,28,7,28,19,,1,0,0,0,0,0,5,9,01803809
1964,Regular Season,Toei Flyers,26,"Kubota, Osamu",3,4,,,,24,82.2,0.429,3.690,1.185,4.137,1.583,8.927,0.653,1.851,1.742,1.063,342,82,38,34,6,17,16,,1,2,0,1,0,0,9,5,01903800
1964,Regular Season,Taiyo Whales,11,"Takahashi, Shigeyuki",17,11,,,,38,214.2,0.607,2.760,1.197,3.270,2.053,7.505,0.545,6.457,3.270,1.974,890,179,78,66,13,154,78,,12,2,2,12,4,0,34,1,01903829
