Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1998,Regular Season,Hiroshima Toyo Carp,16,"Yamauchi, Yasuyuki",4,7,0,,,27,93.2,0.364,5.190,1.580,5.573,2.148,9.993,1.537,6.438,4.228,1.523,425,104,58,54,16,67,44,,1,4,1,2,0,0,15,4,01003880
1998,Regular Season,Hanshin Tigers,40,"Arikura, Masashi",0,0,0,,,1,2.0,0.000,0.000,2.000,13.500,3.000,18.000,0.000,0.000,0.000,,11,4,3,0,0,0,0,,0,0,0,0,0,0,0,0,01103881
1998,Regular Season,Seibu Lions,43,"Yokota, Hisanori",6,9,0,,,21,129.0,0.400,3.350,1.240,3.907,2.667,7.884,1.326,6.628,3.279,2.021,542,113,56,48,19,95,47,,1,2,0,2,1,0,21,0,01203864
1998,Regular Season,Yokohama BayStars,14,"Morinaka, Masao",0,0,0,,,6,4.2,0.000,0.000,0.857,0.000,0.000,1.929,0.000,7.714,5.786,1.333,19,1,0,0,0,4,3,,1,0,0,0,0,0,0,3,01203884
1998,Regular Season,Chiba Lotte Marines,12,"Fujita, Soichi",6,4,7,,,56,66.1,0.600,2.170,1.221,2.442,0.321,8.412,0.407,7.327,2.578,2.842,270,62,18,16,3,54,19,,1,4,1,0,0,0,0,23,01203886
1998,Regular Season,Chiba Lotte Marines,17,"Muto, Junichiro",8,7,0,,,26,141.1,0.533,3.760,1.316,4.394,2.654,8.342,1.146,6.495,3.502,1.855,611,131,69,59,18,102,55,,5,2,0,2,2,0,21,1,01203887
1998,Regular Season,Hiroshima Toyo Carp,11,"Kito, Makoto",3,8,0,,,18,94.2,0.273,5.040,1.479,5.324,3.111,10.458,1.521,6.085,2.852,2.133,414,110,56,53,16,64,30,,1,1,1,1,1,0,17,0,01303864
1998,Regular Season,Hanshin Tigers,19,"Kawajiri, Tetsuro",10,5,0,,,25,158.2,0.667,2.840,1.273,3.176,2.240,8.508,0.737,4.992,2.950,1.692,660,150,56,50,13,88,52,,8,0,1,4,1,1,25,0,01303880
1998,Regular Season,Chunichi Dragons,25,"Kadokura, Ken",10,9,0,,,26,153.2,0.526,3.400,1.295,3.514,2.308,7.790,0.586,6.735,3.866,1.742,651,133,60,58,10,115,66,,9,9,0,3,2,0,25,1,01303882
1998,Regular Season,Chunichi Dragons,34,"Yamamoto, Masahiro",9,9,0,,,28,182.0,0.500,3.660,1.346,3.659,2.643,9.148,0.692,6.478,2.967,2.183,769,185,74,74,14,131,60,,2,1,0,5,3,0,28,0,01403862
1998,Regular Season,Chunichi Dragons,63,"Kojima, Keiichi",0,0,0,,,5,7.0,0.000,10.290,2.143,10.286,1.600,18.000,1.286,3.857,1.286,3.000,35,14,8,8,1,3,1,,0,0,0,0,0,0,0,1,01403868
1998,Regular Season,Hanshin Tigers,57,"Yamaoka, Hiroyuki",0,2,0,,,21,28.0,0.000,4.500,1.321,5.786,0.857,8.357,1.286,4.500,3.536,1.273,120,26,18,14,4,14,11,,2,1,1,0,0,0,2,4,01403886
1998,Regular Season,Yokohama BayStars,21,"Nomura, Hiroki",13,8,0,,,28,177.2,0.619,3.340,1.193,3.546,2.500,9.270,1.013,5.066,1.469,3.448,728,183,70,66,20,100,29,,2,2,2,3,0,1,27,0,01503866
1998,Regular Season,Orix Bluewave,61,"Kuriyama, Satoshi",1,1,0,,,5,16.1,0.500,3.860,1.286,3.857,1.400,6.612,1.653,6.061,4.959,1.222,67,12,7,7,3,11,9,,0,0,0,0,0,0,3,1,01503884
1998,Regular Season,Kintetsu Buffaloes,18,"Sakai, Hiroki",6,1,0,,,60,73.0,0.857,1.970,1.397,2.589,0.350,8.630,0.616,6.781,3.945,1.719,307,70,21,16,5,55,32,,3,5,0,0,0,0,1,23,01503889
1998,Regular Season,Orix Bluewave,19,"Fraser, Willie",5,5,1,,,24,108.2,0.500,4.720,1.537,4.969,2.500,10.436,0.828,2.982,3.396,0.878,476,126,60,57,10,36,41,,3,5,2,1,0,0,16,3,01603882
1998,Regular Season,Chiba Lotte Marines,13,"Yoshida, Atsushi",0,3,3,,,17,17.2,0.000,7.640,1.981,7.642,0.882,13.245,2.038,6.623,4.585,1.444,87,26,15,15,4,13,9,,0,0,1,0,0,0,0,11,01603885
1998,Regular Season,Hanshin Tigers,21,"Creek, Doug",0,4,0,,,7,28.2,0.000,5.650,1.674,6.593,3.000,7.221,1.256,7.535,7.849,0.960,132,23,21,18,4,24,25,,0,0,2,0,0,0,6,0,01603886
1998,Regular Season,Nippon-Ham Fighters,60,"Gross, Kip",3,4,0,,,7,36.1,0.429,3.960,1.239,4.459,2.571,7.431,0.248,2.725,3.716,0.733,154,30,18,16,1,11,15,,4,0,3,1,0,0,7,0,01603889
1998,Regular Season,Chunichi Dragons,28,"Daito, Masaaki",1,0,0,,,21,21.1,1.000,2.950,1.313,2.953,0.333,9.281,0.000,5.906,2.531,2.333,90,22,7,7,0,14,6,,1,1,0,0,0,0,0,7,01703882
1998,Regular Season,Kintetsu Buffaloes,40,"Shinada, Ayahito",0,0,0,,,6,8.1,0.000,6.480,1.800,6.480,1.000,10.800,0.000,5.400,5.400,1.000,41,10,6,6,0,5,5,,1,0,0,0,0,0,0,5,01703885
1998,Regular Season,Kintetsu Buffaloes,47,"Mattson, Rob",9,7,0,,,24,131.2,0.563,3.550,1.276,3.896,2.375,7.451,0.615,5.058,4.033,1.254,545,109,57,52,9,74,59,,3,1,2,5,1,0,15,4,01803886
1998,Regular Season,Yakult Swallows,14,"Hirota, Hiroaki",4,2,7,,,52,56.1,0.667,2.560,1.154,3.036,0.365,8.467,0.320,3.515,1.917,1.833,230,53,19,16,2,22,12,,2,2,3,0,0,0,0,17,01903864
1998,Regular Season,Hanshin Tigers,47,"Ito, Atsunori",2,3,0,,,50,53.1,0.400,2.870,1.313,3.038,0.360,8.775,0.338,6.750,3.038,2.222,226,52,18,17,2,40,18,,2,2,0,0,0,0,0,10,01903866
1998,Regular Season,Seibu Lions,15,"Taninaka, Shinji",1,0,0,,,6,15.2,1.000,2.870,1.277,2.872,0.833,8.617,1.723,5.170,2.872,1.800,65,15,5,5,3,9,5,,0,0,0,0,0,0,1,1,01903884
1998,Regular Season,Yokohama BayStars,30,"Mahomes, Pat",0,4,0,,,10,43.2,0.000,5.980,2.061,6.183,3.000,12.573,0.824,4.947,5.977,0.828,210,61,30,29,4,24,29,,0,3,0,0,0,0,8,1,03103884
1998,Regular Season,Chiba Lotte Marines,22,"Davison, Scott",0,1,0,,,5,7.2,0.000,2.350,1.696,2.348,0.400,9.391,0.000,9.391,5.870,1.600,35,8,2,2,0,8,5,,0,0,0,0,0,0,0,1,03103886
1998,Regular Season,Yakult Swallows,13,"Kato, Hiroto",1,1,0,,,16,10.2,0.500,8.440,1.969,8.438,0.625,12.656,1.688,2.531,5.063,0.500,52,15,10,10,2,3,6,,1,2,0,0,0,0,0,3,05003868
1998,Regular Season,Orix Bluewave,14,"Maruo, Eiji",0,0,0,,,7,16.0,0.000,6.750,2.000,8.438,2.143,10.688,1.125,4.500,7.313,0.615,79,19,15,12,2,8,13,,1,1,1,0,0,0,3,3,11013880
1998,Regular Season,Hiroshima Toyo Carp,23,"Yokoyama, Ryuji",2,1,1,,,24,35.0,0.667,2.570,1.200,3.343,0.542,5.914,0.257,11.057,4.886,2.263,147,23,13,10,1,43,19,,1,7,1,0,0,0,0,6,11213880
1998,Regular Season,Yomiuri Giants,31,"Misawa, Koichi",3,5,3,,,43,82.0,0.375,3.840,1.512,4.720,1.000,9.549,0.768,5.817,4.061,1.432,358,87,43,35,7,53,37,,2,2,0,0,0,0,7,11,11213884
1998,Regular Season,Fukuoka Daiei Hawks,34,"Yoshitake, Shintaro",5,4,0,,,15,74.2,0.556,4.580,1.500,5.063,2.800,10.728,0.844,2.893,2.772,1.043,332,89,42,38,7,24,23,,4,2,1,2,1,0,11,2,11213889
1998,Regular Season,Orix Bluewave,21,"Noda, Koji",0,0,0,,,4,6.1,0.000,7.110,2.053,7.105,1.250,14.211,2.842,2.842,4.263,0.667,31,10,5,5,2,2,3,,0,0,0,0,0,0,1,1,11313866
1998,Regular Season,Kintetsu Buffaloes,42,"Iriki, Satoshi",4,3,0,,,25,47.2,0.571,5.480,1.510,5.664,1.200,8.685,0.378,6.986,4.909,1.423,208,46,30,29,2,37,26,,2,1,2,0,0,0,1,4,11313881
1998,Regular Season,Chiba Lotte Marines,31,"Kojima, Hiromu",1,0,0,,,17,10.1,1.000,3.480,1.065,4.355,0.294,6.097,0.000,6.097,3.484,1.750,44,7,5,4,0,7,4,,3,1,1,0,0,0,0,3,11313883
1998,Regular Season,Orix Bluewave,58,"Ogura, Hisashi",1,0,0,,,12,18.2,1.000,4.340,1.393,4.821,0.833,8.679,0.964,4.821,3.857,1.250,81,18,10,9,2,10,8,,0,0,0,0,0,0,0,5,11313887
1998,Regular Season,Chunichi Dragons,29,"Yamada, Takashi",0,0,0,,,2,3.1,0.000,18.900,3.300,18.900,3.500,24.300,10.800,2.700,5.400,0.500,21,9,7,7,4,1,2,,0,0,0,0,0,0,0,1,11413884
1998,Regular Season,Kintetsu Buffaloes,15,"Maki, Masaki",6,6,0,,,24,106.1,0.500,3.890,1.448,4.401,2.167,8.718,0.931,6.687,4.317,1.549,466,103,52,46,11,79,51,,6,1,0,1,1,0,16,1,11413886
1998,Regular Season,Yomiuri Giants,18,"Kuwata, Masumi",16,5,0,,,27,181.0,0.762,4.080,1.343,4.376,3.259,9.796,0.845,5.768,2.287,2.522,779,197,88,82,17,116,46,,6,4,1,7,1,0,27,0,11513862
1998,Regular Season,Hiroshima Toyo Carp,47,"Kiyokawa, Eiji",0,0,0,,,9,3.1,0.000,2.700,0.900,2.700,0.111,2.700,0.000,8.100,5.400,1.500,13,1,1,1,0,3,2,,0,0,0,0,0,0,0,0,11513869
1998,Regular Season,Yakult Swallows,63,"Oshio, Kenichi",0,0,0,,,2,2.0,0.000,4.500,2.500,4.500,0.500,4.500,4.500,13.500,18.000,0.750,11,1,1,1,1,3,4,,0,0,0,0,0,0,0,2,11513881
1998,Regular Season,Seibu Lions,69,"Koishizawa, Kiyotaka",0,0,0,,,3,5.1,0.000,3.380,1.500,3.375,0.667,6.750,3.375,3.375,6.750,0.500,24,4,2,2,2,2,4,,0,0,0,0,0,0,0,1,11513882
1998,Regular Season,Hiroshima Toyo Carp,54,"Kawano, Masato",0,3,0,,,6,13.2,0.000,7.240,1.756,9.878,2.500,8.561,0.000,6.585,7.244,0.909,63,13,15,11,0,10,11,,1,1,0,0,0,0,3,3,11513884
1998,Regular Season,Fukuoka Daiei Hawks,32,"Kimura, Shigeru",0,0,0,,,5,6.0,0.000,12.000,2.667,12.000,1.600,15.000,0.000,6.000,9.000,0.667,32,10,8,8,0,4,6,,0,0,1,0,0,0,0,4,11513886
1998,Regular Season,Fukuoka Daiei Hawks,52,"Williams, Brian",5,6,1,,,20,70.2,0.455,5.600,1.472,5.986,2.350,7.259,0.764,8.151,5.986,1.362,315,57,47,44,6,64,47,,5,4,0,1,0,0,12,4,11613886
1998,Regular Season,Hanshin Tigers,15,"Yufune, Toshiro",1,1,0,,,4,16.1,0.500,3.860,1.469,3.857,1.750,9.367,0.000,5.510,3.857,1.429,69,17,7,7,0,10,7,,0,1,0,0,0,0,4,0,11713883
1998,Regular Season,Chunichi Dragons,21,"Shotsu, Eiji",6,1,0,,,45,77.0,0.857,2.450,1.065,2.455,0.467,7.247,0.818,6.429,2.338,2.750,301,62,21,21,7,55,20,,4,1,0,1,0,0,2,13,11713886
1998,Regular Season,Seibu Lions,21,"Nishizaki, Yukihiro",1,0,0,,,4,7.0,1.000,0.000,0.571,0.000,0.000,2.571,0.000,10.286,2.571,4.000,24,2,0,0,0,8,2,,0,0,0,0,0,0,1,1,11913864
1998,Regular Season,Orix Bluewave,35,"Toyoda, Jiro",1,1,0,,,21,35.1,0.500,4.330,1.387,5.094,0.952,8.151,1.019,6.368,4.330,1.471,154,32,20,17,4,25,17,,3,1,1,0,0,0,1,6,11913880
1998,Regular Season,Orix Bluewave,30,"Ebisu, Nobuyuki",0,0,0,,,11,21.0,0.000,6.860,1.619,6.857,1.455,12.857,0.429,7.286,1.714,4.250,93,30,16,16,1,17,4,,0,2,0,0,0,0,0,5,11913883
1998,Regular Season,Kintetsu Buffaloes,26,"Nishikawa, Shinichi",0,1,0,,,61,47.0,0.000,2.870,1.213,3.064,0.262,6.511,0.383,4.979,4.404,1.130,194,34,16,15,2,26,23,,3,1,0,0,0,0,0,9,11913889
1998,Regular Season,Chiba Lotte Marines,29,"Kondo, Yoshihisa",0,2,0,,,26,31.0,0.000,5.230,1.548,5.806,0.769,10.452,1.161,7.839,3.484,2.250,141,36,20,18,4,27,12,,0,2,0,0,0,0,0,7,13013868
1998,Regular Season,Hanshin Tigers,49,"Rivera, Ben",2,3,27,,,44,53.0,0.400,2.380,1.189,2.377,0.318,7.472,0.340,7.642,3.226,2.368,220,44,14,14,2,45,19,,0,1,0,0,0,0,0,43,13113886
1998,Regular Season,Chiba Lotte Marines,43,"Warren, Brian",2,1,3,,,24,29.0,0.667,0.930,0.897,0.931,0.125,5.586,0.000,2.793,2.483,1.125,109,18,3,3,0,9,8,,2,2,0,0,0,0,0,6,13313886
1998,Regular Season,Orix Bluewave,43,"Suzuki, Taira",5,0,5,,,45,51.1,1.000,2.100,1.500,3.682,0.467,8.416,0.526,8.065,5.084,1.586,227,48,21,12,3,46,29,,1,2,3,0,0,0,0,12,15013868
1998,Regular Season,Fukuoka Daiei Hawks,17,"Takeda, Kazuhiro",13,10,0,,,28,176.1,0.565,3.620,1.367,4.185,2.929,8.830,0.817,5.257,3.471,1.515,751,173,82,71,16,103,68,,2,3,2,4,0,0,28,0,21023866
1998,Regular Season,Kintetsu Buffaloes,28,"Maekawa, Katsuhiko",0,0,0,,,1,0.0,0.000,,,,2.000,,,,,0.000,4,1,2,2,0,0,3,,0,1,0,0,0,0,0,0,21023884
1998,Regular Season,Hanshin Tigers,18,"Yabu, Keiichi",11,10,0,,,24,164.0,0.524,3.510,1.280,4.061,3.083,8.726,0.604,4.939,2.799,1.765,692,159,74,64,11,90,51,,8,4,2,3,2,1,24,0,21023889
1998,Regular Season,Chiba Lotte Marines,47,"Iso, Tsuneyuki",3,4,0,,,16,55.2,0.429,5.660,1.581,5.820,2.250,9.377,1.617,5.982,4.850,1.233,252,58,36,35,10,37,30,,2,7,0,1,0,0,10,2,21123886
1998,Regular Season,Yakult Swallows,20,"Ito, Tomohito",6,11,3,,,29,158.2,0.353,2.720,1.078,3.006,1.828,6.466,0.794,8.735,3.233,2.702,648,114,53,48,14,154,57,,9,8,3,6,1,0,22,6,21123887
1998,Regular Season,Chunichi Dragons,43,"Endo, Masataka",2,0,2,,,15,18.0,1.000,3.000,1.333,3.000,0.400,7.500,0.000,10.000,4.500,2.222,79,15,6,6,0,20,9,,2,3,0,0,0,0,0,8,21123889
1998,Regular Season,Yomiuri Giants,19,"Kaneishi, Akihito",0,2,2,,,13,12.2,0.000,5.680,2.053,10.658,1.154,14.211,1.421,4.263,4.263,1.000,63,20,15,8,2,6,6,,0,1,0,0,0,0,0,4,21323865
1998,Regular Season,Hiroshima Toyo Carp,49,"Kikuchihara, Tsuyoshi",0,1,0,,,7,10.0,0.000,5.400,2.000,9.900,1.571,12.600,0.900,11.700,5.400,2.167,50,14,11,6,1,13,6,,0,1,0,0,0,0,0,3,21323887
1998,Regular Season,Fukuoka Daiei Hawks,12,"Saito, Mitsugu",1,0,0,,,8,14.2,1.000,5.520,1.636,5.523,1.125,11.659,0.614,3.068,3.068,1.000,65,19,9,9,1,5,5,,0,1,0,0,0,0,0,0,21523880
1998,Regular Season,Hiroshima Toyo Carp,15,"Kuroda, Hiroki",1,4,0,,,18,45.0,0.200,6.600,1.711,6.800,1.889,10.600,1.000,5.000,4.800,1.042,199,53,34,33,5,25,24,,1,1,0,0,0,0,6,3,21523884
1998,Regular Season,Fukuoka Daiei Hawks,16,"Shinohara, Takayuki",2,4,3,,,51,55.2,0.333,4.530,1.473,4.527,0.549,8.246,0.323,7.599,5.012,1.516,240,51,28,28,2,47,31,,1,2,0,0,0,0,0,10,21523886
1998,Regular Season,Kintetsu Buffaloes,65,"Yachi, Masaki",0,1,0,,,7,11.1,0.000,4.760,1.588,4.765,0.857,10.324,0.000,5.559,3.971,1.400,50,13,6,6,0,7,5,,0,1,0,0,0,0,0,1,21623883
1998,Regular Season,Fukuoka Daiei Hawks,14,"Wakatabe, Kenichi",0,0,0,,,7,6.0,0.000,7.500,1.833,7.500,0.714,12.000,1.500,4.500,4.500,1.000,29,8,5,5,1,3,3,,1,0,0,0,0,0,0,2,21623885
1998,Regular Season,Chiba Lotte Marines,42,"Crawford, Joe",4,6,0,,,15,77.1,0.400,4.770,1.759,5.586,3.200,9.892,0.698,4.306,5.935,0.725,358,85,48,41,6,37,51,,2,2,3,2,0,0,15,0,21623886
1998,Regular Season,Hanshin Tigers,20,"Kakuri, Tateo",2,1,0,,,11,13.2,0.667,4.610,1.976,5.927,0.818,9.220,1.317,3.293,8.561,0.385,69,14,9,7,2,5,13,,0,1,0,0,0,0,0,3,21623887
1998,Regular Season,Hiroshima Toyo Carp,18,"Sasaoka, Shinji",5,11,6,,,29,121.0,0.313,3.790,1.140,4.017,1.862,8.405,1.264,7.140,1.860,3.840,491,113,54,51,17,96,25,,3,3,1,1,0,0,16,12,21723881
1998,Regular Season,Nippon-Ham Fighters,48,"Shimazaki, Takeshi",0,1,0,,,23,32.1,0.000,3.060,1.206,3.340,0.522,8.072,0.557,5.567,2.784,2.000,135,29,12,11,2,20,10,,1,0,1,0,0,0,0,3,21723885
1998,Regular Season,Fukuoka Daiei Hawks,22,"Nagadomi, Hiroshi",0,0,3,,,33,21.0,0.000,1.290,1.190,1.714,0.121,6.000,0.000,5.571,4.714,1.182,84,14,4,3,0,13,11,,0,2,0,0,0,0,0,9,21923862
1998,Regular Season,Seibu Lions,28,"Takeshita, Jun",3,0,0,,,29,35.1,1.000,3.060,1.585,3.566,0.483,10.953,1.274,7.642,3.311,2.308,160,43,14,12,5,30,13,,1,5,0,0,0,0,1,11,21923885
1998,Regular Season,Chunichi Dragons,30,"Tsuruta, Yasushi",0,1,0,,,3,8.0,0.000,2.250,1.125,2.250,0.667,4.500,0.000,4.500,5.625,0.800,33,4,2,2,0,4,5,,0,0,0,0,0,0,1,1,21923887
1998,Regular Season,Hanshin Tigers,69,"May, Darrell",4,9,0,,,21,129.2,0.308,3.470,1.365,3.817,2.619,8.468,0.833,6.524,3.817,1.709,563,122,55,50,12,94,55,,6,2,0,1,1,0,21,0,23123886
1998,Regular Season,Hanshin Tigers,48,"Katase, Kiyotoshi",0,0,0,,,1,2.0,0.000,0.000,1.500,0.000,0.000,9.000,0.000,4.500,4.500,1.000,9,2,0,0,0,1,1,,0,0,0,0,0,0,0,0,23923868
1998,Regular Season,Yakult Swallows,17,"Kawasaki, Kenjiro",17,10,0,,,29,204.1,0.630,3.040,1.223,3.480,2.724,8.589,0.969,4.140,2.423,1.709,845,195,79,69,22,94,55,,3,4,0,9,3,2,28,1,25923868
1998,Regular Season,Yomiuri Giants,89,"Minami, Shinichiro",0,0,0,,,9,10.1,0.000,5.230,1.839,5.226,0.667,12.194,1.742,4.355,4.355,1.000,48,14,6,6,2,5,5,,0,1,1,0,0,0,0,6,31033880
1998,Regular Season,Yomiuri Giants,51,"Enoki, Yasuhiro",1,0,0,,,5,4.2,1.000,19.290,2.571,19.286,2.000,17.357,1.929,0.000,5.786,0.000,27,9,10,10,1,0,3,,2,0,0,0,0,0,0,2,31033883
1998,Regular Season,Yakult Swallows,16,"Ishii, Kazuhisa",14,6,0,,,28,196.1,0.700,3.300,1.294,3.576,2.786,6.830,0.550,11.048,4.813,2.295,834,149,78,72,12,241,105,,8,20,0,6,0,1,27,0,31133885
1998,Regular Season,Seibu Lions,14,"Ishii, Takashi",9,3,0,,,30,145.0,0.750,3.290,1.290,3.662,1.967,8.876,0.621,6.083,2.731,2.227,616,143,59,53,10,98,44,,7,1,7,1,0,0,19,3,31133889
1998,Regular Season,Yakult Swallows,43,"Miyade, Ryuji",1,0,0,,,3,8.0,1.000,4.500,2.375,4.500,1.333,5.625,0.000,11.250,15.750,0.714,41,5,4,4,0,10,14,,0,1,0,0,0,0,1,1,31233882
1998,Regular Season,Kintetsu Buffaloes,54,"Nishioka, Hiroshi",0,0,0,,,8,4.1,0.000,4.150,1.846,4.154,0.250,10.385,2.077,4.154,6.231,0.667,21,5,2,2,1,2,3,,0,0,0,0,0,0,0,2,31233885
1998,Regular Season,Nippon-Ham Fighters,33,"Harada, Kenji",0,0,0,,,2,2.0,0.000,22.500,5.000,22.500,2.500,27.000,0.000,4.500,18.000,0.250,16,6,5,5,0,1,4,,0,0,0,0,0,0,0,2,31233886
1998,Regular Season,Orix Bluewave,13,"Makino, Rui",0,0,0,,,1,0.2,0.000,13.500,6.000,13.500,1.000,0.000,0.000,13.500,54.000,0.250,6,0,1,1,0,1,4,,0,0,0,0,0,0,0,0,31233887
1998,Regular Season,Nippon-Ham Fighters,18,"Iwamoto, Tsutomu",11,8,0,,,27,181.2,0.579,4.110,1.349,4.459,3.333,9.215,1.288,5.450,2.923,1.864,780,186,90,83,26,110,59,,6,4,0,10,2,2,27,0,31333881
1998,Regular Season,Hanshin Tigers,41,"Esaka, Masaaki",0,0,0,,,2,2.0,0.000,18.000,4.500,22.500,2.500,36.000,0.000,9.000,4.500,2.000,13,8,5,4,0,2,1,,0,0,0,0,0,0,0,1,31333885
1998,Regular Season,Orix Bluewave,28,"Hoshino, Nobuyuki",6,10,0,,,22,128.1,0.375,5.120,1.551,5.330,3.455,10.660,1.052,5.330,3.296,1.617,570,152,76,73,15,76,47,,2,6,0,4,2,1,22,0,31433860
1998,Regular Season,Yomiuri Giants,17,"Makihara, Hiromi",6,4,18,,,36,81.1,0.600,3.980,1.107,4.316,1.083,7.414,1.328,8.520,2.545,3.348,332,67,39,36,12,77,23,,2,0,3,1,1,1,9,24,31433867
1998,Regular Season,Orix Bluewave,20,"Kida, Masao",4,7,16,,,36,97.1,0.364,4.620,1.366,4.993,1.500,8.969,0.832,6.842,3.329,2.056,420,97,54,50,9,74,36,,4,6,1,1,0,0,13,22,31433868
1998,Regular Season,Yomiuri Giants,21,"Cho, Sonmin",7,6,0,,,15,104.2,0.538,2.750,1.242,3.096,2.400,8.255,0.344,7.137,2.924,2.441,433,96,36,32,4,83,34,,4,2,2,6,3,1,15,0,31433882
1998,Regular Season,Yakult Swallows,45,"Yamamoto, Tatsuki",7,2,3,,,35,48.2,0.778,2.030,1.110,2.404,0.371,6.473,0.555,7.582,3.514,2.158,201,35,13,11,3,41,19,,1,3,1,0,0,0,0,14,31433887
1998,Regular Season,Chiba Lotte Marines,54,"Kuroki, Tomohiro",13,9,0,,,31,197.0,0.591,3.290,1.391,3.563,2.516,8.452,0.640,5.665,4.066,1.393,831,185,78,72,14,124,89,,1,12,0,8,2,3,28,3,31533880
1998,Regular Season,Chiba Lotte Marines,15,"Kawamata, Hiroaki",0,0,0,,,16,26.2,0.000,3.040,0.938,3.375,0.625,6.075,1.350,7.088,2.363,3.000,102,18,10,9,4,21,7,,0,1,0,0,0,0,0,5,31533884
1998,Regular Season,Kintetsu Buffaloes,17,"Ishige, Hiroshi",0,1,0,,,8,18.2,0.000,7.230,2.304,7.714,2.000,11.571,0.482,4.339,9.161,0.474,97,24,16,15,1,9,19,,0,2,0,0,0,0,4,2,31633868
