Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1969,Regular Season,Kintetsu Buffaloes,17,"Bando, Satomi",5,6,,,,34,116.0,0.455,3.260,1.095,4.112,1.559,7.138,1.164,5.974,2.716,2.200,479,92,53,42,15,77,35,,6,1,0,1,1,0,12,7,01003821
1969,Regular Season,Nishitetsu Lions,13,"Nagayasu, Masayuki",2,6,,,,32,88.0,0.250,3.270,1.261,3.682,1.125,8.080,0.716,4.193,3.273,1.281,356,79,36,32,7,41,32,,3,0,0,2,2,1,9,11,01003829
1969,Regular Season,Hiroshima Toyo Carp,81,"Inoe, Yoshio",0,1,,,,7,9.1,0.000,6.000,2.143,5.786,0.857,14.464,0.964,7.714,4.821,1.600,49,15,6,6,1,8,5,,2,1,0,0,0,0,2,0,01103821
1969,Regular Season,Yomiuri Giants,29,"Yoshimura, Mareo",1,0,,,,5,12.1,1.000,5.250,1.216,5.838,1.600,9.486,2.189,5.108,1.459,3.500,53,13,8,7,3,7,2,,0,0,0,0,0,0,0,2,01203828
1969,Regular Season,Taiyo Whales,44,"Oikawa, Nobuji",2,4,,,,22,53.2,0.333,4.330,1.602,4.863,1.318,10.398,1.509,5.366,4.025,1.333,245,62,29,26,9,32,24,,2,3,0,1,1,0,10,4,01303820
1969,Regular Season,Nankai Hawks,11,"Ueda, Takuzo",0,0,,,,6,11.0,0.000,3.270,1.273,4.909,1.000,9.818,0.818,8.182,1.636,5.000,46,12,6,4,1,10,2,,0,0,0,0,0,0,0,4,01303824
1969,Regular Season,Atoms,20,"Ishito, Shiroku",16,13,,,,43,233.0,0.552,3.480,1.172,3.708,2.233,8.652,1.004,3.708,1.893,1.959,946,224,96,90,26,96,49,,9,1,1,11,1,2,36,7,01303825
1969,Regular Season,Toei Flyers,36,"Ochiai, Kinichi",0,0,,,,2,3.0,0.000,6.000,2.333,6.000,1.000,18.000,0.000,9.000,3.000,3.000,16,6,2,2,0,3,1,,0,0,0,0,0,0,0,0,01303826
1969,Regular Season,Taiyo Whales,24,"Kotani, Tadakatsu",2,1,,,,10,20.1,0.667,3.600,1.672,4.869,1.100,8.852,0.443,7.967,6.197,1.286,93,20,11,8,1,18,14,,2,0,0,0,0,0,3,2,01503826
1969,Regular Season,Nankai Hawks,21,"Sugiura, Tadashi",2,7,,,,30,65.1,0.222,4.150,1.286,4.546,1.100,9.367,1.102,4.546,2.204,2.063,268,68,33,30,8,33,16,,3,0,0,1,0,0,5,17,01703806
1969,Regular Season,Yomiuri Giants,21,"Takahashi, Kazumi",22,5,,,,45,256.0,0.815,2.210,1.027,2.355,1.489,6.328,0.879,7.770,2.918,2.663,1018,180,67,63,25,221,83,,9,3,0,19,3,2,27,16,01703820
1969,Regular Season,Nishitetsu Lions,21,"Higashio, Osamu",0,2,,,,8,15.0,0.000,8.400,2.000,8.400,1.750,9.600,1.200,6.600,8.400,0.786,73,16,14,14,2,11,14,,1,1,0,0,0,0,4,2,01903828
1969,Regular Season,Taiyo Whales,11,"Takahashi, Shigeyuki",5,7,,,,28,124.2,0.417,4.320,1.203,4.476,2.214,8.158,1.444,6.497,2.671,2.432,506,113,62,60,20,90,37,,5,2,0,5,1,3,16,6,01903829
1969,Regular Season,Atoms,18,"Tatsumi, Hajimu",2,4,,,,21,57.2,0.333,5.120,1.439,6.399,1.952,10.769,0.780,7.960,2.185,3.643,260,69,41,33,5,51,14,,4,0,0,0,0,0,8,3,11013808
1969,Regular Season,Atoms,14,"Fujiwara, Makoto",9,8,,,,32,107.0,0.529,4.630,1.336,5.215,1.938,9.589,2.019,6.056,2.439,2.483,461,114,62,55,24,72,29,,3,0,0,2,0,0,15,10,11013828
1969,Regular Season,Atoms,29,"Yasuki, Shoji",1,0,,,,34,38.2,1.000,3.230,1.655,3.957,0.500,8.147,0.000,6.983,6.750,1.034,174,35,17,14,0,30,29,,3,0,1,0,0,0,1,6,11213828
1969,Regular Season,Lotte Orions,20,"Kitaru, Masaaki",15,9,,,,51,162.0,0.625,1.720,1.025,2.500,0.882,7.500,0.667,3.889,1.722,2.258,651,135,45,31,12,70,31,,9,2,0,2,0,0,6,33,11313822
1969,Regular Season,Chunichi Dragons,16,"Ito, Hisatoshi",3,9,,,,47,147.2,0.250,2.250,1.009,2.986,1.043,7.375,0.549,6.278,1.707,3.679,590,121,49,37,9,103,28,,3,2,0,3,2,0,14,12,11313824
1969,Regular Season,Hanshin Tigers,5,"Ueki, Kazutomo",0,2,,,,12,24.2,0.000,4.320,1.338,5.473,1.250,8.027,1.459,4.014,4.014,1.000,100,22,15,12,4,11,11,,0,0,0,0,0,0,3,5,11313828
1969,Regular Season,Atoms,15,"Ishioka, Kozo",10,16,,,,38,203.2,0.385,3.620,1.316,4.684,2.789,8.926,0.972,5.700,2.917,1.955,878,202,106,82,22,129,66,,6,4,0,6,0,0,32,3,11313829
1969,Regular Season,Chunichi Dragons,27,"Mizutani, Hisanobu",5,5,,,,47,88.2,0.500,3.840,1.173,3.959,0.830,8.019,1.320,5.583,2.538,2.200,359,79,39,38,13,55,25,,1,0,0,0,0,0,2,22,11413808
1969,Regular Season,Toei Flyers,17,"Yamazaki, Takeaki",0,1,,,,7,7.1,0.000,10.290,1.364,11.045,1.286,11.045,3.682,1.227,1.227,1.000,34,9,9,8,3,1,1,,0,0,0,0,0,0,1,3,11413820
1969,Regular Season,Chunichi Dragons,18,"Ono, Shoichi",13,12,,,,39,218.0,0.520,2.640,1.133,3.096,1.923,7.514,0.826,5.821,2.683,2.169,874,182,75,64,20,141,65,,5,0,4,8,3,2,29,3,11513802
1969,Regular Season,Chunichi Dragons,34,"Oba, Takahiro",0,0,,,,2,0.2,0.000,13.500,9.000,13.500,0.500,54.000,0.000,0.000,27.000,0.000,8,4,1,1,0,0,2,,0,0,0,0,0,0,0,0,11513824
1969,Regular Season,Lotte Orions,48,"Kawabata, Kazuto",3,0,,,,22,48.2,1.000,3.120,1.336,3.699,0.909,7.582,1.479,4.993,4.438,1.125,208,41,20,17,8,27,24,,1,0,0,0,0,0,4,9,11513826
1969,Regular Season,Hanshin Tigers,39,"Kira, Shuichi",0,0,,,,1,3.0,0.000,6.000,1.667,6.000,2.000,9.000,3.000,9.000,6.000,1.500,13,3,2,2,1,3,2,,0,0,0,0,0,0,0,1,11513828
1969,Regular Season,Toei Flyers,47,"Tanaka, Mitsugu",9,11,,,,49,217.1,0.450,2.780,1.141,3.313,1.633,7.827,0.745,4.969,2.443,2.034,888,189,80,67,18,120,59,,5,2,0,6,2,1,36,2,11713827
1969,Regular Season,Nankai Hawks,24,"Goda, Eizo",0,4,,,,17,44.2,0.000,3.600,1.545,5.037,1.471,11.687,1.209,1.813,2.216,0.818,193,58,25,18,6,9,11,,0,1,0,0,0,0,6,7,11713829
1969,Regular Season,Toei Flyers,18,"Takahashi, Yoshimasa",3,11,,,,34,105.2,0.214,4.080,1.240,5.025,1.735,10.050,1.107,3.833,1.107,3.462,437,118,59,48,13,45,13,,0,0,0,2,0,0,14,12,11913824
1969,Regular Season,Toei Flyers,20,"Miyazaki, Shoji",2,1,,,,44,85.2,0.667,2.510,1.121,2.626,0.568,7.669,0.946,4.623,2.416,1.913,349,73,25,24,9,44,23,,7,0,0,0,0,0,0,13,13113825
1969,Regular Season,Taiyo Whales,15,"Hiraoka, Ichiro",4,6,,,,44,92.1,0.400,3.820,1.137,3.996,0.932,7.213,0.975,6.433,3.022,2.129,375,74,41,39,10,66,31,,4,2,1,2,1,1,11,4,21023820
1969,Regular Season,Hankyu Braves,14,"Miyamoto, Yukinobu",7,3,,,,29,105.1,0.700,2.910,1.234,3.247,1.310,7.263,1.025,4.614,3.845,1.200,445,85,38,34,12,54,45,,7,0,0,3,1,0,14,6,21023826
1969,Regular Season,Taiyo Whales,47,"Ikeda, Shigeki",4,3,,,,46,109.0,0.571,2.480,1.073,3.138,0.826,6.936,0.826,6.028,2.725,2.212,441,84,38,30,10,73,33,,1,3,0,0,0,0,4,13,21123826
1969,Regular Season,Nishitetsu Lions,39,"Ito, Isamu",2,0,,,,16,23.0,1.000,6.260,1.826,6.652,1.063,12.522,1.174,2.348,3.913,0.600,108,32,17,16,3,6,10,,1,0,0,0,0,0,2,5,21123828
1969,Regular Season,Taiyo Whales,55,"Morinaka, Chikara",9,9,,,,28,145.2,0.500,3.390,1.208,3.645,2.107,8.032,1.050,6.302,2.842,2.217,605,130,59,55,17,102,46,,4,0,0,3,1,0,24,2,21223821
1969,Regular Season,Kintetsu Buffaloes,15,"Okada, Mitsuo",9,9,,,,29,141.1,0.500,3.190,1.252,3.757,2.034,8.660,0.764,3.884,2.611,1.488,585,136,59,50,12,61,41,,5,1,0,6,2,1,20,4,21323828
1969,Regular Season,Kintetsu Buffaloes,20,"Onosaka, Kiyoshi",2,1,,,,16,18.1,0.667,3.500,1.036,3.927,0.500,5.891,0.491,0.982,3.436,0.286,73,12,8,7,1,2,7,,0,0,0,0,0,0,0,5,21323829
1969,Regular Season,Hiroshima Toyo Carp,55,"Shiraishi, Shizuo",11,13,,,,42,193.1,0.458,3.450,1.252,4.143,2.119,9.078,1.024,5.353,2.188,2.447,806,195,89,74,22,115,47,,6,0,0,8,2,0,32,1,21523822
1969,Regular Season,Toei Flyers,19,"Ozaki, Yukio",0,2,,,,7,17.1,0.000,5.820,1.385,7.269,2.000,11.423,2.596,3.115,1.038,3.000,75,22,14,11,5,6,2,,0,0,0,1,0,1,1,3,21523825
1969,Regular Season,Hankyu Braves,56,"Norose, Yoshiaki",0,0,,,,1,1.0,0.000,0.000,1.000,0.000,0.000,9.000,0.000,0.000,0.000,,3,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,31033820
1969,Regular Season,Atoms,16,"Shibutani, Seiji",0,0,,,,11,14.0,0.000,5.140,1.500,5.786,0.818,9.643,1.286,4.500,3.857,1.167,66,15,9,8,2,7,6,,3,1,0,0,0,0,0,2,31033825
1969,Regular Season,Nankai Hawks,28,"Hayashi, Toshihiro",2,2,,,,19,52.2,0.500,5.260,1.443,6.152,1.895,11.108,1.367,3.930,1.880,2.091,233,65,36,31,8,23,11,,1,1,0,0,0,0,3,3,31033827
1969,Regular Season,Taiyo Whales,68,"Abe, Narihiro",0,0,,,,2,1.1,0.000,45.000,4.500,33.750,2.500,33.750,13.500,6.750,6.750,1.000,10,5,5,5,2,1,1,,0,0,0,0,0,0,0,1,31133820
