Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1957,Regular Season,Kokutetsu Swallows,37,"Negoro, Hiromitsu",0,0,,,,3,10.0,0.000,4.500,1.100,5.400,2.000,9.000,1.800,0.900,0.900,1.000,39,10,6,5,2,1,1,,0,0,0,0,0,0,0,3,01003804
1957,Regular Season,Daiei Unions,14,"Taki, Yoshihiko",13,9,,,,49,205.1,0.591,3.060,1.261,3.682,1.714,8.240,0.701,3.068,3.112,0.986,845,188,84,70,16,70,71,,4,1,1,6,4,1,30,13,01003805
1957,Regular Season,Mainichi Orions,11,"Aramaki, Atsushi",15,11,,,,46,175.2,0.577,2.150,1.042,3.279,1.391,7.275,0.410,4.457,2.101,2.122,707,142,64,42,8,87,41,,1,1,0,6,2,3,21,15,01103801
1957,Regular Season,Taiyo Whales,17,"Akiyama, Noboru",24,27,,,,65,406.0,0.471,2.500,1.071,3.059,2.123,7.071,0.466,6.916,2.571,2.690,1631,319,138,113,21,312,116,,9,2,1,27,3,0,40,20,01103802
1957,Regular Season,Toei Flyers,41,"Iio, Tameo",10,10,,,,46,192.2,0.500,2.520,1.095,3.317,1.543,7.754,0.607,4.998,2.102,2.378,767,166,71,54,13,107,45,,2,2,0,4,1,1,18,19,01103803
1957,Regular Season,Taiyo Whales,32,"Suzuki, Shigeru",0,0,,,,3,3.2,0.000,11.250,2.455,12.273,1.667,14.727,0.000,4.909,7.364,0.667,21,6,5,5,0,2,3,,1,0,0,0,0,0,0,1,01203800
1957,Regular Season,Mainichi Orions,12,"Nakanishi, Katsumi",13,4,,,,36,183.2,0.765,1.910,1.154,2.989,1.694,7.693,0.343,4.998,2.695,1.855,751,157,61,39,7,102,55,,4,4,0,7,1,1,29,4,01203802
1957,Regular Season,Nankai Hawks,28,"Fukuda, Masahisa",0,1,,,,6,11.1,0.000,3.000,1.412,3.971,0.833,8.735,0.000,7.147,3.971,1.800,49,11,5,4,0,9,5,,0,1,0,0,0,0,1,2,01203804
1957,Regular Season,Kintetsu Pearls,12,"Nagai, Yasuo",0,2,,,,9,14.1,0.000,10.800,1.674,11.302,2.000,11.302,1.884,5.023,3.767,1.333,64,18,18,18,3,8,6,,0,0,1,0,0,0,2,1,01203807
1957,Regular Season,Hankyu Braves,36,"Kajimoto, Yasuo",0,0,,,,3,3.0,0.000,15.000,2.333,15.000,1.667,18.000,6.000,12.000,3.000,4.000,16,6,5,5,2,4,1,,0,1,0,0,0,0,0,2,01303804
