Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1952,Regular Season,Mainichi Orions,51,"Taki, Yoshihiko",0,0,,,,1,0.1,0.000,9.000,9.000,27.000,1.000,81.000,27.000,0.000,0.000,,4,3,1,1,1,0,0,,0,0,0,0,0,0,0,0,01003805
1952,Regular Season,Mainichi Orions,11,"Aramaki, Atsushi",7,6,,,,26,110.1,0.538,1.860,1.051,2.855,1.346,7.668,0.571,4.486,1.795,2.500,439,94,35,23,7,55,22,,0,2,0,4,1,1,11,10,01103801
1952,Regular Season,Daiei Stars,21,"Iio, Tameo",0,2,,,,5,12.0,0.000,4.500,2.083,4.500,1.200,12.750,0.750,1.500,6.000,0.250,60,17,6,6,1,2,8,,1,0,2,0,0,0,2,3,01103803
1952,Regular Season,Mainichi Orions,31,"Inagaki, Sadao",0,1,,,,6,15.2,0.000,5.630,1.660,8.043,2.333,10.340,2.298,1.723,4.596,0.375,73,18,14,10,4,3,8,,0,0,0,0,0,0,1,4,01103805
1952,Regular Season,Shochiku Robins,20,"Izutsu, Kenichi",1,4,,,,10,54.1,0.200,3.110,1.362,4.141,2.500,10.601,0.166,1.325,1.656,0.800,229,64,25,19,1,8,10,,0,0,0,1,0,0,4,4,01103878
1952,Regular Season,Taiyo Whales,18,"Imanishi, Rentaro",2,1,,,,16,52.0,0.667,5.020,1.596,5.885,2.125,9.346,1.038,2.596,5.019,0.517,237,54,34,29,6,15,29,,4,0,0,1,0,0,6,4,01103892
1952,Regular Season,Hankyu Braves,20,"Ikeda, Zenzo",5,6,,,,25,99.1,0.455,4.230,1.460,4.802,2.120,8.517,0.453,3.534,4.621,0.765,434,94,53,47,5,39,51,,1,5,1,1,1,0,17,7,01103894
1952,Regular Season,Kokutetsu Swallows,37,"Otsuji, Hideo",0,0,,,,1,0.0,0.000,,,,3.000,,,,,0.000,4,1,3,2,0,0,2,,0,0,1,0,0,0,0,0,01303805
1952,Regular Season,Nishitetsu Lions,21,"Kawasaki, Tokuji",13,11,,,,41,216.0,0.542,2.750,1.079,3.583,2.098,7.125,0.375,3.750,2.583,1.452,877,171,86,66,9,90,62,,4,1,0,12,4,0,22,11,01303891
1952,Regular Season,Osaka Tigers,4,"Komada, Keiji",8,8,,,,43,156.0,0.500,4.040,1.321,4.500,1.814,9.519,0.865,2.769,2.365,1.171,654,165,78,70,15,48,41,,1,0,0,1,0,0,16,8,01303898
1952,Regular Season,Kintetsu Pearls,14,"Fujii, Seiichiro",0,0,,,,9,19.2,0.000,7.200,2.034,9.153,2.222,14.186,0.915,3.661,4.119,0.889,99,31,20,16,2,8,9,,0,0,0,0,0,0,1,5,01403805
1952,Regular Season,Mainichi Orions,16,"Ueno, Shigeo",14,6,,,,33,149.0,0.700,3.200,1.235,4.289,2.152,9.000,0.785,2.477,2.114,1.171,626,149,71,53,13,41,35,,1,0,0,4,2,2,17,11,01503801
1952,Regular Season,Hiroshima Carp,17,"Sugiura, Ryutaro",9,12,,,,42,208.0,0.429,2.940,1.255,4.240,2.333,9.173,0.303,1.558,2.120,0.735,871,212,98,68,7,36,49,,4,0,2,7,1,0,21,10,01503803
1952,Regular Season,Hankyu Braves,12,"Shibata, Eiji",10,11,,,,28,155.2,0.476,3.170,1.111,3.989,2.464,8.615,0.405,3.238,1.388,2.333,632,149,69,55,7,56,24,,0,0,0,8,4,3,21,4,01603801
1952,Regular Season,Mainichi Orions,15,"Miyazaki, Kazuo",5,2,,,,25,93.2,0.714,2.300,1.089,3.075,1.280,7.687,0.384,2.690,2.114,1.273,372,80,32,24,4,28,22,,2,0,1,1,1,0,6,13,01603805
1952,Regular Season,Kokutetsu Swallows,29,"Koyama, Tsunezo",1,1,,,,2,12.0,0.500,0.750,0.583,1.500,1.000,2.250,0.000,4.500,3.000,1.500,43,3,2,1,0,6,4,,1,0,0,1,1,0,2,0,01703805
1952,Regular Season,Yomiuri Giants,18,"Nakao, Hiroshi",1,2,,,,14,42.1,0.333,3.980,1.630,5.528,1.857,8.929,0.213,4.890,5.740,0.852,193,42,26,19,1,23,27,,2,0,1,1,0,0,4,6,01703878
1952,Regular Season,Taiyo Whales,16,"Takano, Hiroyoshi",17,21,,,,47,296.0,0.447,3.220,1.294,4.257,2.979,9.091,0.699,3.010,2.554,1.179,1267,299,140,106,23,99,84,,9,1,1,23,4,1,33,11,01703892
1952,Regular Season,Mainichi Orions,25,"Betto, Kaoru",0,0,,,,1,1.0,0.000,0.000,1.000,0.000,0.000,0.000,0.000,9.000,9.000,1.000,4,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,01703896
1952,Regular Season,Kintetsu Pearls,23,"Yoshida, Yoji",0,5,,,,18,55.2,0.000,3.860,1.419,6.305,2.167,9.539,0.970,4.204,3.234,1.300,235,59,39,24,6,26,20,,0,1,2,1,0,0,4,9,01803805
1952,Regular Season,Mainichi Orions,41,"Yamane, Toshihide",12,6,,,,42,192.0,0.667,3.140,1.089,3.656,1.857,7.313,0.516,3.797,2.484,1.528,761,156,78,67,11,81,53,,2,7,1,4,0,0,19,17,01903803
1952,Regular Season,Daiei Stars,15,"Takamatsu, Toshio",9,8,,,,31,128.2,0.529,4.190,1.469,4.617,2.129,9.023,0.769,4.267,4.197,1.017,555,129,66,60,11,61,60,,2,2,1,5,0,0,16,10,03103801
1952,Regular Season,Yomiuri Giants,29,"Matsuda, Kiyoshi",13,7,,,,37,138.1,0.650,3.170,1.280,3.773,1.568,8.458,0.260,4.619,3.058,1.511,578,130,58,49,4,71,47,,0,1,1,2,0,1,16,15,03203801
1952,Regular Season,Shochiku Robins,19,"Suzuki, Koji",0,2,,,,17,52.0,0.000,4.850,1.731,5.538,1.882,9.692,0.346,3.115,5.885,0.529,234,56,32,28,2,18,34,,1,1,1,0,0,0,5,12,11013805
1952,Regular Season,Nishitetsu Lions,19,"O'Neil, Marion",7,4,,,,26,101.2,0.636,2.740,1.416,3.630,1.577,8.587,0.266,3.010,4.161,0.723,438,97,41,31,3,34,47,,0,0,0,2,0,0,13,6,11313805
1952,Regular Season,Nishitetsu Lions,19,"Ogata, Toshiaki",0,3,,,,3,9.0,0.000,6.000,1.889,7.000,2.333,14.000,1.000,2.000,3.000,0.667,45,14,7,6,1,2,3,,0,0,0,0,0,0,2,1,11313894
1952,Regular Season,Tokyu Flyers,26,"Ogata, Toshiaki",10,10,,,,25,137.2,0.500,4.370,1.489,5.099,3.120,10.852,0.850,4.838,2.550,1.897,611,166,78,67,13,74,39,,2,1,1,6,0,3,13,9,11313894
1952,Regular Season,Shochiku Robins,18,"Katayama, Hiroshi",7,15,,,,42,213.2,0.318,3.450,1.193,4.296,2.429,8.761,0.885,3.117,1.980,1.574,876,208,102,82,21,74,47,,8,5,1,8,1,2,22,14,11313896
1952,Regular Season,Nagoya Dragons,5,"Kondo, Sadao",0,1,,,,2,3.0,0.000,12.000,3.333,12.000,2.000,24.000,3.000,0.000,6.000,0.000,18,8,4,4,1,0,2,,0,0,0,0,0,0,2,0,11313897
1952,Regular Season,Nishitetsu Lions,37,"Okamoto, Kenji",0,0,,,,1,0.0,0.000,0.000,,,0.000,,,,,0.000,2,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,11513805
1952,Regular Season,Nishitetsu Lions,18,"Takesue, Yoshimasa",2,8,,,,23,111.1,0.200,3.620,1.464,4.608,2.478,7.760,0.323,4.689,5.416,0.866,483,96,57,45,4,58,67,,1,0,0,4,1,0,17,0,11513898
1952,Regular Season,Mainichi Orions,12,"Ebara, Yoshimi",8,5,,,,26,112.2,0.615,2.630,1.322,3.355,1.615,8.947,0.559,5.672,2.956,1.919,472,112,42,33,7,71,37,,1,2,2,4,1,0,16,5,11713801
1952,Regular Season,Nagoya Dragons,26,"Tokunaga, Kikuo",0,0,,,,10,18.2,0.000,5.680,1.446,7.232,1.500,9.643,1.929,3.857,3.375,1.143,86,20,15,12,4,8,7,,1,0,0,0,0,0,2,5,11713803
1952,Regular Season,Taiyo Whales,40,"Kitagawa, Hisaji",0,0,,,,10,19.2,0.000,4.500,1.525,5.034,1.100,11.441,0.458,1.831,2.288,0.800,83,25,11,10,1,4,5,,0,1,1,0,0,0,0,9,11713805
1952,Regular Season,Hankyu Braves,15,"Shiraki, Giichiro",0,2,,,,9,21.0,0.000,7.710,2.000,8.143,2.111,16.286,0.000,2.143,1.714,1.250,104,38,19,18,0,5,4,,0,0,0,0,0,0,2,7,11713892
1952,Regular Season,Daiei Stars,12,"Hayashi, Giichi",15,15,,,,40,269.2,0.500,2.970,1.142,3.771,2.825,8.310,0.567,2.403,1.969,1.220,1097,249,113,89,17,72,59,,4,3,0,20,3,0,29,11,11713898
1952,Regular Season,Shochiku Robins,15,"Ogiwara, Takashi",1,6,,,,15,67.0,0.143,5.910,1.657,6.985,3.467,12.224,0.940,2.149,2.687,0.800,308,91,52,44,7,16,20,,2,1,0,0,0,0,7,6,11913801
1952,Regular Season,Mainichi Orions,10,"Shimizu, Hirokazu",1,0,,,,1,4.0,1.000,2.250,1.000,2.250,1.000,6.750,2.250,2.250,2.250,1.000,16,3,1,1,1,1,1,,1,0,0,0,0,0,1,0,11913805
1952,Regular Season,Nagoya Dragons,10,"Hattori, Tsuguhiro",13,1,,,,23,139.2,0.929,2.570,1.224,2.964,2.000,9.344,0.258,2.384,1.675,1.423,575,145,46,40,4,37,26,,0,3,1,8,1,2,22,1,11913878
1952,Regular Season,Tokyu Flyers,18,"Matsumoto, Tadashige",8,7,,,,30,131.2,0.533,3.950,1.299,4.922,2.400,8.476,0.547,2.666,3.213,0.830,566,124,72,58,8,39,47,,2,1,3,6,1,0,17,7,11913896
1952,Regular Season,Tokyu Flyers,19,"Yonekawa, Yasuo",1,2,,,,5,23.2,0.333,2.250,1.099,2.282,1.200,7.606,0.000,2.662,2.282,1.167,96,20,6,6,0,7,6,,2,0,0,2,0,0,4,1,11913898
1952,Regular Season,Tokyu Flyers,17,"Tarui, Katsutomo",9,14,,,,40,194.0,0.391,3.480,1.387,4.361,2.350,9.649,0.835,2.227,2.830,0.787,826,208,94,75,18,48,61,,4,2,1,12,3,0,22,7,13313801
1952,Regular Season,Osaka Tigers,37,"Ikeda, Yoshio",0,0,,,,1,2.1,0.000,9.000,3.000,11.571,3.000,23.143,0.000,0.000,3.857,0.000,14,6,3,3,0,0,1,,0,0,0,0,0,0,0,0,21123803
1952,Regular Season,Nankai Hawks,15,"Imai, Hiroyuki",0,1,,,,9,16.2,0.000,4.240,1.620,4.320,0.889,9.720,0.000,1.620,4.860,0.333,71,18,8,8,0,3,9,,0,0,0,0,0,0,2,6,21123805
1952,Regular Season,Daiei Stars,18,"Ogawa, Yoshiharu",4,15,,,,31,160.0,0.211,3.710,1.356,4.163,2.387,9.394,0.731,2.644,2.813,0.940,666,167,74,66,13,47,50,,0,4,0,6,1,0,18,9,21123898
1952,Regular Season,Tokyu Flyers,9,"Kinjo, Masao",0,0,,,,1,3.2,0.000,6.750,2.727,7.364,3.000,17.182,2.455,4.909,7.364,0.667,20,7,3,3,1,2,3,,0,0,0,0,0,0,0,1,21323803
1952,Regular Season,Nishitetsu Lions,17,"Kinoshita, Isamu",2,3,,,,15,51.0,0.400,4.410,1.725,6.353,2.400,10.412,0.882,2.294,5.118,0.448,241,59,36,25,5,13,29,,0,0,1,0,0,0,6,5,21323876
