Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1990,Regular Season,Orix Braves,34,"Mori, Koji",0,0,0,,,2,2.0,0.000,9.000,2.000,9.000,1.000,18.000,9.000,4.500,0.000,,9,4,2,2,2,1,0,,0,1,0,0,0,0,0,2,01003865
1990,Regular Season,Lotte Orions,27,"Ushijima, Kazuhiko",0,1,0,,,3,8.0,0.000,5.630,1.125,6.750,2.000,7.875,1.125,6.750,2.250,3.000,33,7,6,5,1,6,2,,1,0,0,0,0,0,1,1,01103861
1990,Regular Season,Fukuoka Daiei Hawks,12,"Inoe, Yuji",5,8,0,,,29,130.1,0.385,4.700,1.488,4.903,2.448,8.908,1.450,6.422,4.488,1.431,575,129,71,68,21,93,65,,3,4,0,2,1,0,18,11,01103863
1990,Regular Season,Hanshin Tigers,25,"Inomata, Takashi",5,11,0,,,23,145.2,0.313,3.270,1.387,3.954,2.783,7.723,1.236,7.105,4.757,1.494,635,125,64,53,20,115,77,,6,5,0,7,3,0,21,1,01103864
1990,Regular Season,Chunichi Dragons,46,"Takashima, Satoru",0,0,0,,,1,3.1,0.000,10.800,2.700,10.800,4.000,13.500,2.700,5.400,10.800,0.500,19,5,4,4,1,2,4,,0,0,0,0,0,0,0,0,01103866
1990,Regular Season,Fukuoka Daiei Hawks,15,"Takashima, Satoru",1,3,0,,,21,73.2,0.250,3.790,1.371,4.276,1.667,7.575,1.100,6.109,4.765,1.282,313,62,35,31,9,50,39,,3,4,1,0,0,0,7,2,01103866
1990,Regular Season,Nippon-Ham Fighters,24,"Arikura, Masashi",4,0,0,,,16,54.2,1.000,3.130,1.116,3.787,1.438,6.750,1.152,5.433,3.293,1.650,221,41,23,19,7,33,20,,0,7,0,1,0,0,4,8,01103881
1990,Regular Season,Seibu Lions,48,"Maeda, Koji",1,0,0,,,17,31.1,1.000,4.880,1.309,4.883,1.000,8.330,1.149,4.596,3.447,1.333,131,29,17,17,4,16,12,,0,2,0,0,0,0,2,2,01203869
1990,Regular Season,Yokohama Taiyo Whales,17,"Saito, Akio",10,7,0,,,24,150.1,0.588,4.070,1.217,4.251,2.958,8.621,0.898,5.867,2.335,2.513,615,144,71,68,15,98,39,,2,0,0,6,1,2,22,1,01303844
1990,Regular Season,Lotte Orions,41,"Kasahara, Eiichi",0,0,0,,,2,3.1,0.000,5.400,3.300,13.500,2.500,8.100,2.700,2.700,21.600,0.125,21,3,5,2,1,1,8,,1,1,0,0,0,0,2,0,01303862
